playerid,usefirst,firstname,middlename,lastname,namegiven,fullgivenname,namesuffix,namenick,pos,firstseason,lastseason,height,weight,college,collegeother,birthdate,birthcity,birthstate,birthcountry,highschool,hscity,hsstate,hscountry,deathdate,race
riordmi01,Майк,Майкл,W.,Риордан,,,,Майк,G-Ф,0.0,0.0,76.0,200.0,Провиденс,,1945-07-09,Нью-Йорк,Нью-Йорк,США,Хولي-Кросс,Слив,Нью-Йорк,США,0000-00-00,"Добро пожаловать в службу перевода Coral! Я могу помочь вам перевести текст с английского на русский язык. Пожалуйста, предоставьте текст, который вы хотите перевести, и я постараюсь предоставить точный и естественный перевод."
greenta01,Торан,Торан,,Зеленый,,,,,"Добро пожаловать в Cohere! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст для перевода с английского на русский язык.",0.0,0.0,72.0,177.0,Флорида,,1986-11-28,Бока-Ратон,ФЛ,США,Л. К. Говелл/Уэстминстер/Пендлтон/Кард Гиббонс,Орландо/Форт-Лодердейл/Брадентон/Роли,ФЛ/ФЛ/ФЛ/НЧ,США,0000-00-00,B
owesra01,Рей,Реймонд,,Долги,,,,Рей,"Извините, но я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",0.0,0.0,81.0,224.0,Аризона,,1972-12-11,Сан-Бердандино,Калифорния,США,Сан-Бердандино,Сан-Бердандино,Калифорния,США,0000-00-00,B
toshebi01,Билл,Уильям,Mark,Тошефф,,,,Билл,"Добро пожаловать в Cohere! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст для перевода с английского на русский язык.",0.0,0.0,73.0,175.0,Индιάνα,,1926-06-02,Гэри,В,США,Фробе́р,Гэри,В,США,2011-10-01,"Добро пожаловать в службу перевода Coral! Я могу помочь вам перевести текст с английского на русский язык. Пожалуйста, предоставьте текст, который вы хотите перевести, и я постараюсь предоставить точный и естественный перевод."
switzwa01,,Варрен,,Швейцария,,,,,"Извините, но я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",0.0,0.0,75.0,185.0,Рис,Южный Запад Луизианы,1925-07-04,,,,JEFFERSON ДЕСЬЮН,Хьюстон,TX,США,0000-00-00,"Добро пожаловать в службу перевода Coral! Я могу помочь вам перевести текст с английского на русский язык. Пожалуйста, предоставьте текст, который вы хотите перевести, и я постараюсь предоставить точный и естественный перевод."
dancked01,,Эдвард,C.,Данкер,,,,,С-Ф,0.0,0.0,79.0,200.0,"Здесь будет только перевод, без дополнительных текстов.",,1914-03-14,,,,Южный дивизион (ДНП),Милуоки,ВИ,США,1991-10-03,"Добро пожаловать в службу перевода Coral! Я могу помочь вам перевести текст с английского на русский язык. Пожалуйста, предоставьте текст, который вы хотите перевести, и я постараюсь предоставить точный и естественный перевод."
ilyaser01,Эрсан,Эрсан,,Илясова,,,,,"Извините, но я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",0.0,0.0,81.0,235.0,"Здесь будет только перевод, без дополнительных текстов.",,1987-05-15,Экишир,,Добро пожаловать в Турцию!,,,,,0000-00-00,"Добро пожаловать в службу перевода Coral! Я могу помочь вам перевести текст с английского на русский язык. Пожалуйста, предоставьте текст, который вы хотите перевести, и я постараюсь предоставить точный и естественный перевод."
collija01,Джеймс,Джеймс,Edgar,Коллинз,,,,,"Добро пожаловать в Cohere! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст для перевода с английского на русский язык.",0.0,0.0,76.0,196.0,Флоридский государственный университет,,1973-11-05,Джексонвилл,ФЛ,США,Джексон,Джексонвилл,ФЛ,США,0000-00-00,B
smithno01,Нолан,Нолан,Derek,Смит,,,,,"Добро пожаловать в Cohere! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст для перевода с английского на русский язык.",0.0,0.0,74.0,185.0,Дюк,,1988-07-25,Луизвилл,К,США,Колледж Святого Иоанна / Академия Оак Хилл,Вашингтон / Мунд-оф-Уилсон,"Вашингтон, округ Колумбия / Вирджиния",США,0000-00-00,B
caffeja01,Джейсон,Джейсон,Andre,Кафе,,,,,"Извините, но я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",0.0,0.0,80.0,255.0,Алабама,,1973-06-12,Мобильный,АЛ,США,Дайсон,Мобильный,АЛ,США,0000-00-00,B
malonje01,Джефф,Джеффри,Nigel,Малон,,,,Джефф,"Добро пожаловать в Cohere! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст для перевода с английского на русский язык.",0.0,0.0,76.0,205.0,Миссисипи Стейт,,1961-06-28,Мобильный,АЛ,США,Юго-Запад,Макон,ОК,США,0000-00-00,B
simsco01,Кортни,Кортни,Garland,Симз,,,,,"""С""",0.0,0.0,83.0,245.0,Мичиган,,1983-10-21,Росслиндл,МА,США,Школа Нобла и Гриноу,Дедхэм,МА,США,0000-00-00,B
barrito01,Том,Том,,Баррисе,,,,,,0.0,0.0,0.0,0.0,,,0000-00-00,,,,,,,,0000-00-00,
jennija01,,Джек,,Джингс,,,,,С-Ф,0.0,0.0,78.0,195.0,Вашингтон,,0000-00-00,,,,,,,,0000-00-00,"Добро пожаловать в службу перевода Coral! Я могу помочь вам перевести текст с английского на русский язык. Пожалуйста, предоставьте текст, который вы хотите перевести, и я постараюсь предоставить точный и естественный перевод."
collish01,Шэррон,Шэррон,Marlon,Коллинз,,,,,"Добро пожаловать в Cohere! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст для перевода с английского на русский язык.",0.0,0.0,71.0,205.0,Канзас,,1987-05-18,Чикаго,Я,США,Кран,Чикаго,Я,США,0000-00-00,B
rogerwi01,Уилли,Уилли,Daniel,Ро́джерс,,,,Уилли Д.,G-Ф,0.0,0.0,75.0,185.0,Оклахома,,1945-09-11,Нацгодочес,TX,США,,,,,0000-00-00,B
sandela01,Лари,Лари,,Сандерс,,,,,"Извините, но я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",0.0,0.0,83.0,235.0,Виргинский общий штат,,1988-11-21,Форт-Пирс,ФЛ,США,Порт-Сент-Лоуки,Порт-Сент-Лоуки,ФЛ,США,0000-00-00,B
simpkdi01,Дикки,Любара,Dixon,Симпкинс,,,,Дикки,"Извините, но я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",0.0,0.0,81.0,248.0,Провиденс,,1972-04-06,Форт Вашингтон,МД,США,Дружелюбный,Форт Вашингтон,МД,США,0000-00-00,B
brennpe01,Пет,Питер,Joseph,Бреннэн,,,,Пет,"Извините, но я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",0.0,0.0,78.0,190.0,Северная Каролина,,1936-09-23,Бруклин,Нью-Йорк,США,Св. Августин,Бруклин,Нью-Йорк,США,2012-06-08,"Добро пожаловать в службу перевода Coral! Я могу помочь вам перевести текст с английского на русский язык. Пожалуйста, предоставьте текст, который вы хотите перевести, и я постараюсь предоставить точный и естественный перевод."
davisem01,Емаэль,Емаэль,,Дэвис,,,,"Email, Вэл","Добро пожаловать в Cohere! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст для перевода с английского на русский язык.",0.0,0.0,76.0,194.0,Делавэрский штат,,1968-08-27,Филиадельфиа,ПА,США,Кенсингтон,Филиадельфиа,ПА,США,0000-00-00,B
tyrach01,Чарли,Чарльз,E.,Тира,,,,"Чарли, Моса",С-Ф,0.0,0.0,80.0,230.0,Луизвилл,,1935-08-16,Луизвилл,К,США,Артон,Луизвилл,К,США,2006-12-29,"Добро пожаловать в службу перевода Coral! Я могу помочь вам перевести текст с английского на русский язык. Пожалуйста, предоставьте текст, который вы хотите перевести, и я постараюсь предоставить точный и естественный перевод."
cervial01,Ал,Альфред,Nicholas,Серви,,,,"Ал, Копатель",G-Ф,0.0,0.0,71.0,170.0,"Здесь будет только перевод, без дополнительных текстов.",,1917-02-12,Баффало,Нью-Йорк,США,Восток,Баффало,Нью-Йорк,США,2009-11-09,"Добро пожаловать в службу перевода Coral! Я могу помочь вам перевести текст с английского на русский язык. Пожалуйста, предоставьте текст, который вы хотите перевести, и я постараюсь предоставить точный и естественный перевод."
johnser02,Эрвин,Эрвин,,Джонсон,,,Júnior,,"""С""",0.0,0.0,83.0,245.0,Нью-Орлеан,,1967-12-21,Нью-Орлеан,Лос-Анджелес,США,Блок,Джонсвилл,Лос-Анджелес,США,0000-00-00,B
oleynfr01,Франк,Франк,,Олейник,,,,Магия,"Добро пожаловать в Cohere! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст для перевода с английского на русский язык.",0.0,0.0,74.0,185.0,Сиэтл,,1955-02-20,Бриджпорт,КТ,США,Нотр-Дам,Фэрфилд,КТ,США,0000-00-00,"Добро пожаловать в службу перевода Coral! Я могу помочь вам перевести текст с английского на русский язык. Пожалуйста, предоставьте текст, который вы хотите перевести, и я постараюсь предоставить точный и естественный перевод."
zelleda01,Дэйв,Дэвид,A.,Зелён,,,,Дэйв,"Добро пожаловать в Cohere! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст для перевода с английского на русский язык.",0.0,0.0,73.0,175.0,Майами (ОХ),,1939-06-08,Спрингфилд,О,США,Текумсе,Новый Карлиле,О,США,0000-00-00,"Добро пожаловать в службу перевода Coral! Я могу помочь вам перевести текст с английского на русский язык. Пожалуйста, предоставьте текст, который вы хотите перевести, и я постараюсь предоставить точный и естественный перевод."
washiwi01,Уилсон,Уилсон,,Вашингтон,,,Júnior,,Ф-С,0.0,0.0,81.0,227.0,Старое Доминион,Мэриленд,1955-08-03,Норфолк,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",США,Букер Т. Вашингтон,Норфолк,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",США,0000-00-00,B
bloommi01,Майк,Майер,,Блум,,,,Майк,Ф-С,0.0,0.0,78.0,190.0,Темпл,,1915-01-14,Нью-Йорк,Нью-Йорк,США,Трентон,Трентон,НГ,США,1993-06-05,"Добро пожаловать в службу перевода Coral! Я могу помочь вам перевести текст с английского на русский язык. Пожалуйста, предоставьте текст, который вы хотите перевести, и я постараюсь предоставить точный и естественный перевод."
spainke01,Кен,Джон,Kenneth,Испания,,,,Кен,"""С""",0.0,0.0,81.0,225.0,Хьюстон,,1946-10-06,Хьюстон,TX,США,Остин,Хьюстон,TX,США,1990-10-15,"Добро пожаловать в службу перевода Coral! Я могу помочь вам перевести текст с английского на русский язык. Пожалуйста, предоставьте текст, который вы хотите перевести, и я постараюсь предоставить точный и естественный перевод."
carnero01,Родни,Родни,Dion,Карни,,,,,"Извините, но я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",0.0,0.0,79.0,205.0,Мемфис,,1984-04-15,Мемфис,ТН,США,Северо-Запад,Индианаполис,В,США,0000-00-00,B
moreyda01,,Дэйл,E.,Морей,,,,,G-Ф,0.0,0.0,73.0,180.0,Луизиана,,1918-12-01,Мартинсвилл,В,США,Мартинсвилл,Мартинсвилл,В,США,2002-05-14,"Добро пожаловать в службу перевода Coral! Я могу помочь вам перевести текст с английского на русский язык. Пожалуйста, предоставьте текст, который вы хотите перевести, и я постараюсь предоставить точный и естественный перевод."
dempsge01,Джордж,Джордж,P.,Демпси,,,,,"Добро пожаловать в Cohere! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст для перевода с английского на русский язык.",0.0,0.0,74.0,190.0,Кинг (ДК),,1929-07-19,Филиадельфиа,ПА,США,Маршантвилл,Маршантвилл,НГ,США,0000-00-00,"Добро пожаловать в службу перевода Coral! Я могу помочь вам перевести текст с английского на русский язык. Пожалуйста, предоставьте текст, который вы хотите перевести, и я постараюсь предоставить точный и естественный перевод."
reevekh01,Халид,Халид,,Ривз,,,,,"Добро пожаловать в Cohere! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст для перевода с английского на русский язык.",0.0,0.0,75.0,199.0,Аризона,,1972-07-15,Квинсы,Нью-Йорк,США,Христос Царь,Среднее село,Нью-Йорк,США,0000-00-00,B
