playerid,yearid,stint,teamid,lgid,g,g_batting,ab,r,h,2b,3b,hr,rbi,sb,cs,bb,so,ibb,hbp,sh,sf,gidp,g_old
woodsro01,1971,2,MON,NL,51,51,138.0,26.0,41.0,7.0,3.0,1.0,17.0,0.0,2.0,19.0,18.0,0.0,0.0,2.0,0.0,5.0,51.0
benitya01,1997,1,KCA,AL,53,53,191.0,22.0,51.0,7.0,1.0,8.0,21.0,2.0,2.0,10.0,49.0,0.0,1.0,2.0,0.0,2.0,53.0
barrysh01,1903,1,PHI,NL,138,138,550.0,75.0,152.0,24.0,5.0,1.0,60.0,26.0,,30.0,,,6.0,14.0,,,138.0
mccraqu01,2003,1,ARI,NL,115,115,203.0,17.0,46.0,5.0,2.0,0.0,18.0,5.0,1.0,15.0,34.0,2.0,0.0,5.0,3.0,4.0,115.0
tocajo01,2000,1,NYN,NL,8,8,7.0,1.0,3.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0
kusiccr01,1977,1,MIN,AL,115,115,268.0,34.0,68.0,12.0,0.0,12.0,45.0,3.0,1.0,49.0,60.0,5.0,3.0,1.0,4.0,14.0,115.0
bergmja01,2009,1,WAS,NL,56,55,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,
rosebjo01,1964,1,LAN,NL,134,134,414.0,42.0,119.0,24.0,1.0,3.0,45.0,3.0,3.0,44.0,61.0,9.0,4.0,7.0,6.0,7.0,134.0
buckldi01,1895,1,PHI,NL,38,38,112.0,20.0,28.0,6.0,1.0,0.0,14.0,2.0,,9.0,17.0,,5.0,4.0,,,38.0
perezto03,2004,1,PHI,NL,86,86,176.0,22.0,38.0,13.0,2.0,6.0,21.0,0.0,0.0,9.0,44.0,2.0,1.0,3.0,1.0,2.0,86.0
phillto02,1990,1,DET,AL,152,152,573.0,97.0,144.0,23.0,5.0,8.0,55.0,19.0,9.0,99.0,85.0,0.0,4.0,9.0,2.0,10.0,152.0
kemmeru01,1961,1,CHA,AL,47,47,15.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,47.0
weathda01,1997,2,CLE,AL,9,0,,,,,,,,,,,,,,,,,9.0
conneto01,1921,1,NYA,AL,4,4,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,,,4.0
milleed03,1937,1,CIN,NL,36,36,60.0,3.0,9.0,3.0,1.0,0.0,5.0,0.0,,3.0,8.0,,0.0,3.0,,5.0,36.0
crawfsa01,1911,1,DET,AL,146,146,574.0,109.0,217.0,36.0,14.0,7.0,115.0,37.0,,61.0,,,0.0,13.0,,,146.0
clintlo01,1967,1,NYA,AL,6,6,4.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0
deaslpa01,1885,1,NY1,NL,54,54,207.0,22.0,53.0,5.0,1.0,0.0,24.0,,,9.0,20.0,,,,,,54.0
cookpa01,1887,1,LS2,AA,61,61,223.0,34.0,55.0,4.0,2.0,0.0,17.0,15.0,,11.0,,,4.0,,,,61.0
meltocl01,1940,1,NY1,NL,37,37,54.0,6.0,12.0,1.0,1.0,0.0,3.0,0.0,,2.0,14.0,,0.0,6.0,,1.0,37.0
uhlbo01,1940,1,DET,AL,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
rebelar01,1945,1,SLN,NL,26,26,72.0,12.0,25.0,4.0,0.0,0.0,5.0,1.0,,6.0,4.0,,0.0,1.0,,3.0,26.0
quirkar01,1962,1,BAL,AL,7,7,7.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,7.0
longte01,2003,1,OAK,AL,140,140,486.0,64.0,119.0,22.0,2.0,14.0,61.0,4.0,1.0,31.0,67.0,4.0,3.0,0.0,2.0,9.0,140.0
molitpa01,1989,1,ML4,AL,155,155,615.0,84.0,194.0,35.0,4.0,11.0,56.0,27.0,11.0,64.0,67.0,4.0,4.0,4.0,9.0,11.0,155.0
motleda01,1986,2,ATL,NL,5,5,10.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0
blantjo01,2006,1,OAK,AL,32,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,32.0
renkost01,1979,1,BOS,AL,27,0,,,,,,,,,,,,,,,,,27.0
farredo01,1925,1,NY1,NL,27,27,56.0,6.0,12.0,1.0,0.0,0.0,4.0,0.0,1.0,4.0,6.0,,0.0,2.0,,,27.0
caldwmi01,1977,1,CIN,NL,14,14,4.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0
crawfsa01,1900,1,CIN,NL,101,101,389.0,68.0,101.0,15.0,15.0,7.0,59.0,14.0,,28.0,,,3.0,4.0,,,101.0
getzgu01,1915,1,BRO,NL,130,130,477.0,39.0,123.0,10.0,5.0,2.0,46.0,19.0,15.0,8.0,14.0,,3.0,10.0,,,130.0
mainejo01,2010,1,NYN,NL,10,10,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,4.0,0.0,0.0,
milleju01,2007,1,FLO,NL,62,58,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0
