playerid,yearid,stint,teamid,lgid,pos,g,gs,innouts,po,a,e,dp,pb,wp,sb,cs,zr
francte01,1986,1,CHN,NL,LF,20,3.0,175.0,18.0,0.0,0.0,0.0,,,,,
goldeji01,1962,1,HOU,NL,P,37,18.0,459.0,10.0,29.0,2.0,1.0,,,,,
johnsja01,1966,1,CAL,AL,CF,13,10.0,289.0,30.0,0.0,0.0,0.0,,,,,
lazzeto01,1930,1,NYA,AL,1B,1,,,3.0,0.0,0.0,1.0,,,,,
rosepe01,1970,1,CIN,NL,LF,1,0.0,9.0,0.0,0.0,0.0,0.0,,,,,
manniji01,1889,1,KC2,AA,2B,63,,,119.0,184.0,31.0,23.0,,,,,
sorenla01,1984,1,OAK,AL,P,46,21.0,550.0,15.0,18.0,1.0,3.0,,,,,
wiseca01,1960,1,DET,AL,2B,17,10.0,321.0,21.0,37.0,1.0,8.0,,,,,
ozunapa01,2008,2,LAN,NL,2B,27,3.0,245.0,17.0,32.0,0.0,4.0,,,,,
doyleja01,1892,1,CL4,NL,SS,1,,,0.0,2.0,2.0,0.0,,,,,
getzgu01,1916,1,BRO,NL,SS,7,,,12.0,20.0,1.0,2.0,,,,,
becklja01,1897,2,CIN,NL,1B,97,,,830.0,45.0,19.0,56.0,,,,,
wisesa01,1881,1,DTN,NL,3B,1,,,1.0,3.0,3.0,0.0,,,,,
lakerti01,2005,1,TBA,AL,C,1,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jacksda04,2002,1,DET,AL,DH,4,,,,,,,,,,,
isbelfr01,1901,1,CHA,AL,1B,137,,,1387.0,101.0,31.0,79.0,,,,,
incavpe01,1990,1,TEX,AL,RF,1,0.0,3.0,0.0,0.0,0.0,0.0,,,,,
stranpa01,1914,1,BSN,NL,P,16,,,0.0,13.0,3.0,1.0,,,,,
grantge01,1924,1,CHN,NL,3B,6,,,4.0,16.0,4.0,0.0,,,,,
snellch02,2007,2,OAK,AL,LF,1,1.0,27.0,1.0,0.0,0.0,0.0,,,,,
olivefr01,1990,1,SFN,NL,P,33,2.0,166.0,1.0,5.0,0.0,1.0,,,,,
fischbi01,1960,1,WS1,AL,P,20,7.0,231.0,5.0,18.0,0.0,3.0,,,,,
smith01,1884,1,BLU,UA,OF,1,,,0.0,0.0,0.0,0.0,,,,,
myettaa01,2001,1,TEX,AL,P,19,15.0,242.0,5.0,7.0,1.0,0.0,,,,,
gromest01,1955,1,DET,AL,P,28,25.0,542.0,12.0,22.0,1.0,2.0,,,,,
bennech01,1878,1,ML2,NL,C,35,,,176.0,31.0,42.0,4.0,25.0,,,,
robinfr02,1961,1,CIN,NL,OF,150,149.0,3906.0,284.0,15.0,3.0,3.0,,,,,
parkch01,2005,2,SDN,NL,P,10,9.0,137.0,4.0,6.0,0.0,0.0,,,,,
muldomi01,1885,1,BL2,AA,3B,101,,,103.0,184.0,43.0,16.0,,,,,
heldwo01,1967,2,CAL,AL,2B,3,1.0,45.0,2.0,6.0,0.0,1.0,,,,,
