year,url
1969,"Сезон 1969 года в Формуле-1 стал 24-м сезоном чемпионата мира в Формуле-1, намеченным на этот момент. Он начался 5 апреля и закончился 2 ноября, включив в себя девять гонок.

Джек Брэбем выиграл чемпионат пилотов, набрав 37 очков, а команда «Колинчап» выиграла чемпионат конструкторов, набрав 60 очков. Это был первый сезон для команды «Фитипо», которая заменила команду «Брэбем». Также это был первый полный сезон для команды «Лотус», которая до этого времени участвовала только в отдельных гонках.

В этом сезоне была представлена новая команда «Брэбем», которая заменила старую команду с тем же названием. Они использовали новый тип болида, который был более широким и имел улучшенную аэродинамику. Также в этом сезоне была введена новая система очков, при которой 9, 6, 4, 3, 2 и 1 очко раздавались за первые шесть мест в гонке соответственно.

Сезон начался с Гран-при Южной Африки, где Джеки Стюарт на болиде «Формуля-Рено» занял первое место. Однако он не смог стартовать из-за проблем с двигателем. Джек Брэбем выиграл гонку на своем новом болиде, который был более широким и имел улучшенную аэродинамику.

На Гран-при Испании Джеки Стюарт снова занял первое место, но вновь не смог финишировать из-за поломки трансмиссии. Джек Брэбем снова победил, а Йохен Рипсе на своем новом болиде «Формуля-Рено» занял третье место.

На Гран-при Монако Джек Брэбем снова выиграл гонку, а Джек Стюарт финишировал вторым. Это была последняя гонка для Стюарта в Формуле-1, так как он погиб в результате аварии во время тренировочной сессии на Гран-при Франции.

На Гран-при Бельгии Йохен Рипсе победил, а Jack Brabham занял третье место. На Гран-при Нидерландов Jack Brabham снова одержал победу, а Jochen Rindt занял второе место на своем болиде «Лотус».

На Гран-при Великобритании Jochen Rindt выиграл гонку, а Jack Brabham финишировал вторым. Brabham лидировал в чемпионате пилотов, а Colin Chapman лидировал в чемпионате конструкторов.

На Гран-при Германии Jack Brabham снова одержал победу, а Rindt занял второе место. На Гран-при Италии Jochen Rindt лидировал до последнего круга, когда его болид вышел из строя, и он был вынужден сойти. Brabham финишировал вторым, что позволило ему расширить свое лидерство в чемпионате.

На Гран-при Канады Jack Brabham снова выиграл гонку, а Rindt занял третье место. На Гран-при США, последней гонке сезона, Jochen Rindt победил, а Brabham финишировал вторым, обеспечивая себе титул чемпиона пилотов. Команда «Колинчап» также обеспечила себе победу в чемпионате конструкторов.

В целом сезон 1969 года в Формуле-1 был успешным для команды «Брэбем» и ее пилота Джека Брэбема, который выиграл чемпионат пилотов и обеспечил победу своей команде в чемпионате конструкторов. Также этот сезон стал первым полным сезоном для команд «Фитипо» и «Лотус», которые впоследствии стали важными игроками в мире Формулы-1."
1970,"Сезон 1970 года в Формуле-1 — седьмой сезон чемпионата мира в Формуле-1, который проводился с 1 января по 28 ноября 1970 года. В сезоне 1970 года приняли участие 20 команд и 35 гонщиков. В этом сезоне впервые с 1954 года было проведено 11 Гран-при. Чемпионом мира в третий раз в своей карьере стал Джеки Стюарт, а лучшим конструктором — команда «Макларен»."
1971,"Сезон 1971 года в Формуле-1 был восьмым сезоном чемпионата мира в Формуле-1, определенным правилами того времени. Сезон начался 13 марта и закончился 12 сентября после проведения общего в 10 Гран-при."
1972,Сезон 1972 года в Формуле-1
1973,"Сезон 1973 года в Формуле-1 был восьмым сезоном Чемпионата мира по автогонкам в классе «Формула-1», который проводился с 1950 года и был организован Федеральной автоспортивной ассоциацией (FISA). Сезон состоял из 14 гонок, в которых приняли участие 28 пилотов."
1974,Сезон 1974 года в Формуле-1
1975,Сезон 1975 года в Формуле-1
1976,Сезон 1976 года в Формуле-1
1977,"Сезон 1977 года в Формуле-1 был одиннадцатым сезоном чемпионата мира по автогонкам в классе «Формула-1», который провёл Международная федерация автоспорта (FISA). В сезоне 1977 года приняли участие 20 команд и 38 гонщиков. Сезон состоял из 17 гонок, которые начались 16 января на Гран-при Южной Африки и закончились 26 сентября на Гран-при Канады."
1978,Сезон 1978 года в Формуле-1
1979,Сезон 1979 года в Формуле-1
1980,"Сезон 1980 года в Формуле-1 — это девятый сезон чемпионата мира по автогонкам в классе «Формула-1», который проводится под эгидой ФИА. Этот сезон стартовал в Бразилии 27 января 1980 года и закончился в Италии 13 сентября 1980 года."
1981,"Сезон 1981 года в Формуле-1 стал 32-м сезоном чемпионата мира по автогонкам в классе «Формула-1», который проводился под эгидой ФИА с 5 января по 13 сентября 1981 года. В сезоне 1981 года было проведено 14 гонок, в которых приняли участие 20 пилотов."
1982,"Сезон 1982 года в Формуле-1 стал 33-м сезоном чемпионата мира по автогонкам в классе ""Формула-1"", который проходил с 13 марта по 27 ноября 1982 года. В сезоне 1982 года приняли участие 12 команд и 26 пилотов. Сезон состоял из 15 гонок, в которых был установлен рекорд - 4 разных победителя на 4 разных трассах."
1983,"Сезон 1983 года в Формуле-1 был 38-м сезоном чемпионата мира Формулы-1, основанного и проводимого под эгидой FIA. Сезон включал в себя 15 гонок, которые прошли между 27 марта и 26 ноября."
1984,Сезон 1984 года в Формуле-1
1985,"Сезон 1985 года в Формуле-1 был 40-м сезоном чемпионата мира в истории Формулы-1, который проводился под эгидой FIA. Он начался 24 марта и закончился 6 октября, прошед 16 гонок. В этом сезоне впервые с 1973 года была введена система 107%-правила, требующая от пилотов показать время на квалификационном заезде, не превышающее 107% времени победителя квалификации, чтобы разрешить участие в гонке."
1986,Сезон 1986 года в Формуле-1
1987,"Сезон 1987 года в Формуле-1 был 42-м сезоном чемпионата мира в формуле-1, который проводился с 1950 года и впервые прошёл под эгидой ФИА. Сезон начался 13 апреля и закончился 29 ноября после проведения общего в 16 гонок."
1988,"Сезон 1988 года в Формуле-1 был 43-м сезоном чемпионата мира в классе «Формула-1», который проводился с 1950 года. Сезон начался 13 марта и закончился 28 октября, включив в себя десять Гран-при."
1989,"Сезон 1989 года в Формуле-1 был 44-м сезоном чемпионата мира в Формуле-1, организованным Fédération Internationale de l'Automobile (FIA). В нём приняли участие 11 команд и 26 пилотов. Сезон состоял из 16 гонок, начиная с Grand Prix Южной Африки 13 марта и заканчивая Гран-при Австралии 13 ноября."
1990,"Сезон 1990 года в Формуле-1 стал 41-м сезоном чемпионата мира по автогонкам в классе ""Формула-1"", который организовывался Международной ассоциацией гонщиков (FISA), а также 26-м сезоном под эгидой Формулы-1, как его знал entonces. Он начался 25 марта и завершился 8 октября после ряда 14 гонок. В сезоне 1990 года впервые был введен в действие «плейофф» — система, по которой за четыре лучших гонщика в первом этапе сезона были присуждены очки, а победителю досталась дополнительно три очка. Эта система была вызвана тем, что в конце сезона несколько пилотов были дисквалифицированы за нарушение весового ограничения. В результате из личного зачёта был исключён Ален Прост, а из зачёта конструкторов — команда «Лотус»."
1991,Сезон 1991 Формулы-1
1992,"Сезон 1992 года в Формуле-1 стал 43-м сезоном чемпионата мира в классе «Формула-1», организованнымФИА. Он начался 7 марта и закончился 5 декабря после проведения семнадцати Гран-при. Сезон был отмечен возвращением команды Williams после отстранения из спорта в прошлом сезоне из-за аварии Айртона Сенны на Гран-при Бельгии 1990 года, а также дебютом команды Simtek. Михаэль Шумахер стал самым молодым чемпионом мира в истории Формулы-1 после его победы в чемпионате 1994 года в возрасте 21 год и 236 дней."
1993,"Сезон 1993 года в Формуле-1 стал 44-м сезоном чемпионата мира в Формуле-1, установленного ФИА. Он начался 12 марта и закончился 5 сентября после проведения 16 гонок. За всю историю Формулы-1 только в этом сезоне было по два победителя на всех Гран-при."
1994,"Сезон 1994 года в Формуле-1 был 50-м сезоном Чемпионата мира по автогонкам в классе ""Формула-1"", установленным Федерацией Автомобильного Спорта (FISA). Сезон начался 13 марта и завершился 26 ноября. В этом сезоне впервые с 1991 года было введено ограничение на максимальный вес болидов — 605 кг."
1995,"Сезон 1995 года в Формуле-1 стал одним из самых захватывающих и непредсказуемых сезонов в истории этого вида спорта. Он запомнился множеством ярких гонок, неожиданными победами и драматическими событиями, которые повлияли на исход чемпионата.

В сезоне 1995 года приняли участие следующие команды:"
1996,Сезон 1996 года в Формуле-1
1997,Сезон 1997 года в Формуле-1
1998,Сезон 1998 года в Формуле-1
1999,Сезон 1999 года в Формуле-1
2000,"Сезон 2000 года в Формуле-1 стал 51-м сезоном чемпионата мира по автогонкам в классе ""Формула-1"", который проводится под эгидой Международной автомобильной федерации (МКАФ). Сезон начался 12 марта и закончился 26 ноября после проведения семнадцати гонок."
2001,Сезон 2001 года в Формуле-1
2002,"Сезон 2002 года в Формуле-1 был 58-м сезоном чемпионата мира по автогонкам в классе «Формула-1», который проводился с 17 марта по 28 сентября 2002 года."
2003,"Сезон 2003 года в Формуле-1 был 58-м сезоном чемпионата мира по автогонкам в классе «Формула-1», который проведен под эгидой Федерации автоспорта (FIA). В этом сезоне, который начался 6 апреля и закончился 29 сентября, пилоты провели 17 гонок."
2004,"Сезон 2004 Формулы-1 — девятый сезон в истории чемпионата мира по автогонкам в классе «Формула-1», проводимого под эгидой FIA. Сезон начался 6 марта и закончился 25 сентября после проведения 18 этапов на 17 трассах."
2005,Сезон 2005 года в Формуле-1
2006,Сезон 2006 года в Формуле-1
2007,"Сезон 2007 года в Формуле-1 стал 62-м сезоном чемпионата мира в Формуле-1, установленным FIA, и 53-м сезоном с 1950 года, когда-то был первым сезоном чемпионатов мира в автоспорте. Сезон начался 18 марта 2007 года и завершился 21 октября 2007 года на Гран-при Бразилии."
2008,Сезон 2008 Формулы-1
2009,Сезон 2009 Формулы-1
2010,"Сезон 2010 года в Формуле-1 — 64-й сезон чемпионата мира в классе «Формула-1», проводимый под эгидой ФИА. Сезон начался 13 марта в Бахрейне и закончился 14 ноября в Абу-Даби после 19 гонок."
2011,Сезон 2011 Формулы-1
2012,Сезон 2012 года в Формуле-1
2013,"Сезон 2013 года в Формуле-1 стал 64-м сезоном чемпионата мира по автогонкам в классе «Формула-1», установленного FIA. Сезон состоял из 20 этапов, начавшихся с Гран-при Австралии 17 марта и закончившихся на Гран-при Бразилии 24 ноября."
2014,"Сезон 2014 года в Формуле-1 стал 65-м сезоном чемпионата мира по автогонкам в классе «Формула-1», который проводился под эгидой ФИА с 16 марта по 24 ноября. В сезоне 2014 года приняли участие 22 команды, каждая из которых использовала шины от компании Pirelli."
2015,"Сезон 2015 года в Формуле-1 стал 66-м сезоном чемпионата мира по автогонкам в классе «Формула-1», который проводится под эгидой FIA. Сезон начался 13 марта и закончился 14 ноября после 19 этапов. За сезон было проведено восемь Гран-при, впервые за историю Формулы-1."
2016,"Сезон 2016 года в Формуле-1 стал 67-м сезоном чемпионата мира по автогонкам в классе «Формула-1», который проводится под эгидой FIA, международных автоспортивных правил и организационных норм. Сезон был открыт Гран-при Австралии 13 марта и завершился на Гран-при Абу-Даби 27 ноября."
2017,Сезон 2017 года в Формуле-1
