constructorid,constructorref,name,nationality,url
26,Лола,Лола,Британский,"Лола – персонаж серии рекламы MasterCard, появляющийся в телевизионных рекламных роликах и печатной рекламе с 1987 года. Лола – молодая женщина, которая представляется как воплощение «духа» MasterCard. Она появилась в серии рекламных роликов, которые были сняты режиссером Ридли Скоттом. В этих рекламных роликах Лола помогает мужчинам справиться с различными проблемами, такими как оплата счетов, ремонт автомобиля и покупка подарков для любимых."
27,Лигьер,Лижер,"Извините, я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",Лижер
28,форт,Форти,Итальянский,Форти
29,подвал,Подходы,Британский,Пястики для фитнеса
30,Тихоокеанский,Тихоокеанский,Британский,Википедия:太平洋 гоночная команда
31,Симтек,Симтек,Британский,Симтек
32,"команда ""Лотус""",«Команда Лотус»,Британский,https://ru.wikipedia.org/wiki/Лотус_(команда_Формулы-1)
33,Ларрусс,Ларруш,"Извините, я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",Ларрусс
34,Брабам,Брэбем,Британский,Брэмхем
35,Даллара,Даллара,Итальянский,Даллада
36,фондметалл,Фондметал,Итальянский,Фондмета́л
37,март,Март,Британский,https://ru.wikipedia.org/wiki/Марч_Инжиниринг
38,мода,Аندреа Мода,Итальянский,Формула А.М.
39,ags,AGС,"Извините, я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",Автомобили Гонфароннских Спортивных
40,Ламбо,Ламбо,Итальянский,Модена (гоночная команда)
41,Лейтон,Лейтон Хаус,Британский,Лейтон-хаус
42,колони,Колони,Итальянский,Системы гоночных автомобилей Enzo Coloni
44,Евро-брун,Евро Брун,Итальянский,Евро-Брун
45,Оселла,Оселла,Итальянский,Оселла
46,оникс,Оникс,Британский,Оникс (гоночная команда)
47,жизнь,Жизнь,Итальянский,Жизненная сила (Racing Team)
48,Экспериментальный,Риал,Я не говорю по-немецки. Я могу помочь только с переводом с английского на русский язык.,Риал (гоночная команда)
49,Закспид,Заксспид,Я не говорю по-немецки. Я могу помочь только с переводом с английского на русский язык.,Википедия. Закспид.
50,рамка,РАМ,Британский,Википедия: RAM Racing
51,Альфа,Альфа-Ромео,Итальянский,Альфа-Ромео (Формула-1)
52,душа,Дух,Британский,Spirit (гоночная команда)
53,толман,Толеман,Британский,Толе́мэн
54,а-т,ATS,Итальянский,АТС (Wheels)
55,Теодор,Теодор,Гонконг,Теодор Рейсинг
56,Фиттеси,Фитцджеральд,Бразилиа,Фиттипальди (конструктор)
57,флагман,Лайсанер,Британский,Уильямс Ф1
58,тень,Тень,Британский,Схемы Shadow Racing Cars
59,волк,Волк,Канадский,Уолтер Вулф Рэйсинг
60,Мерзарио,Мерцарьо,Итальянский,Мерзарио
61,Каухсен,Каухсен,Я не говорю по-немецки. Я могу помочь только с переводом с английского на русский язык.,Кахсен
66,БRM,BRМ,Британский,"БРМ (British Racing Motors) — британская автоспортивная команда, которая участвовала в Формуле-1 с 1950 по 1974 год."
81,Техно,Техно,Итальянский,"Техно - это жанр электронной танцевальной музыки, который возник в 1980-х годах в Великобритании и Германии. Он характеризуется ритмичными басовыми линиями, синтезированными звуками и часто включает в себя вокальные семплы или речи. Техно может варьироваться от медленных, атмосферных треков до быстрых, энергичных танцевальных песен. Этот жанр оказал значительное влияние на клубную культуру и электронную музыку по всему миру."
86,Томасо,Дэ Томазо,Итальянский,Дэ-Томасо
87,сотрудничество,Купер,Британский,"Википедия. ""Компания Cooper Car Company""."
104,Бехра-Пورشе,Бехра-Порше,Итальянский,Бехра-Пورشе
105,Мaserati,Мазерати,Итальянский,"Мацерати — это итальянский производитель автомобилей класса люкс со штаб-квартирой в Турине. Компания была основана в 1914 году и с тех пор стала синонимом элегантности, спорта и скорости."
131,Мерседес,Мерседес,Я не говорю по-немецки. Я могу помочь только с переводом с английского на русский язык.,Mercedes-Benz в Формуле-1
170,Коппер-Климакс,Коппер-Климакс,Британский,"Википедия. ""Компания Cooper Car Company""."
172,лотус-климакс,Лотус-Кли מקס,Британский,https://ru.wikipedia.org/wiki/Лотус_(команда_Формулы-1)
174,de_tomaso-оска,Детомасо-Оска,Итальянский,Дэ-Томасо
175,De Tomaso-Alfa Romeo,Детомасо-Альфа Ромео,Итальянский,Дэ-Томасо
179,Феррари,Дэ Томазо-Феррари,Итальянский,Дэ-Томасо
180,Лотус-Форд,Лотус-Форд,Британский,https://ru.wikipedia.org/wiki/Лотус_(команда_Формулы-1)
191,Брабхам-Репко,Брабहम-Репко,Британский,Брэмхем
