circuitid,circuitref,name,location,country,lat,lng,alt,url
26,Херес,Circuit de Jerez,Херес-де-ла-Фронтера,Испания,36.7083,-6.03417,,Круговая трасса Херреса
27,Эсторил,Автово-дром в Эштри,Эсториал,Португалия,38.7506,-9.39417,,Автохрам-ду-Эсторил
28,Окаяма,Окаяма Интернешнл Сиксвей,Окаяма,Япония,34.915,134.221,,"Шина TI — это набор стандартов и технологий, разработанных компанией Texas Instruments для использования в своих микроконтроллерах и других интегральных схемах. Эти стандарты охватывают различные аспекты проектирования и взаимодействия электронных систем, включая схемы подключения, протоколы связи и методы программирования. Шина TI широко используется в индустрии электроники и является важным компонентом многих устройств и систем, особенно в области встраиваемых систем и промышленной автоматизации."
29,Аделаида,Аделаидский уличный трек,Аделаида,Австралия,-34.9272,138.617,,Аделаидская уличная трасса
30,Кьялами,Кьялами,Мидранд,Южная Африка,-25.9894,28.0767,,Кьялами
31,Донингтон,Донингтон-Парк,Замок Донингтон,Великобритания,52.8306,-1.37528,,Донингтон-Парк
32,Родригес,Автодром Hermanos Родригес,Мексико-Сити,Мексика,19.4042,-99.0907,,Автомагистраль hermос Родригес
33,Финикс,Финиксский уличный круг,Финикс,США,33.4479,-112.075,,Финиксская уличная трасса
34,Рикард,Кирпич Пол Рикард,Лё-Кастель,Франция,43.2506,5.79167,,"Пьер-Огустен Ричард (Paul Ricard) круг (англ. Paul Ricard Circuit) — трасса для гонок на автомобилях, расположенная в городе Ле-Кастре, департамент Вар, Франция. В 1970—1980-е годы трасса была одним из этапов чемпионата мира по автогонкам в классе «Формула-1» и принимала Гран-при Франции."
35,Е,Международный трассир Кореи,Округ Ёнгам,Корея,34.7333,126.417,,https://ru.wikipedia.org/wiki/Корейский_международный_шоссе
36,Якарепага,Авто- и мотодром имени Нельсона Пике,Рио-де-Жанейро,Бразилия,-22.9756,-43.395,,Автоудобная дорога имени Нельсона Пике
37,Детройт,Детройтская уличная трасса,Детройт,США,42.3298,-83.0401,,Детройтский уличный трас
38,бренды_хэтч,Брендс Хэтч,Кент,Великобритания,51.3569,0.263056,,Бренды Хэтч
39,Зандворт,Парксайд Circuit Зандворт,Зандворт,Нидерланды,52.3888,4.54092,,Круг Зандворт
40,залог,Зольдер,Хусден-Золдер,Бельгия,50.9894,5.25694,,Золдер
41,Дижон,Дижон-Преной,Дижон,Франция,47.3625,4.89913,,Дижон-Преной
42,Даллас,Фэр-Парк,Даллас,США,32.7774,-96.7587,,Фейр-Парк
43,Лонг-Бич,Долгий пляж,Калифорния,США,33.7651,-118.189,,"Википедия — это свободная онлайн-энциклопедия, создаваемая и редактируемая добровольцами, на многих языках. Статьи Википедии охватывают огромное количество тем, от..."
44,Лас-Вегас,Круговая дорога в Лас-Вегасе,Невада,США,36.1162,-115.174,,"Википедия: Лас-Вегас, Невада"
45,Ярама,Ярама,Мадрид,Испания,40.6171,-3.58558,,Киркадо Постоянного Ярама
46,ווкинс-Глен,Ваткинс-Глен,Нью-Йоркский штат,США,42.3369,-76.9272,,Ваткинс-Глен интернационал
47,Аندرсторп,Скандинавская гоночная трасса,Андерсепп,Швеция,57.2653,13.6042,,Расход-Скандинавская трасса
48,Моспорт,Моспорт Интернациональная трасса,Онтарио,Канада,44.0481,-78.6756,,Моспорт
49,Монжуик,Монжуик,Барселона,Испания,41.3664,2.15167,,Монжуикский круг
50,Нивелль,Нивелль-Больвур,Брюссель,Бельгия,50.6211,4.32694,,Нивелль-Баулерс
51,шарада,"Ситуация: ""Угадай, что я делаю""",Клермон-Ферран,Франция,45.7472,3.03889,,"Чарад-циркуит - это тип логической головоломки, в которой используются слова или фразы, которые должны быть истолкованы по определенному правилу или схеме. Цель состоит в том, чтобы угадать правильный способ интерпретации головоломки. Это может быть полезным инструментом для развития логического мышления и расширения словарного запаса.

Чарад-циркуиты могут варьироваться от простых подстановочных игр до сложных загадок, которые требуют творческого подхода к решению. Они часто используются в качестве развлечения или в образовательных целях, чтобы помочь людям улучшить свои аналитические навыки и способность к критическому мышлению."
52,Тремблант,Сиркут Мон-Тремблант,Кبک,Канада,46.1877,-74.6099,,"Кирпичный спорт-комплекс Монт-Тремблант — это открытый автодром в городе терримбланте, Квебек, Канада. Он расположен в лесу на высоте около 400 метров над уровнем моря. Трасса имеет длину 4,265 километров (2,653 мили) и состоит из 14 поворотов."
53,эсартс,Руан-Лесезар,Руан,Франция,49.3306,1.00458,,Руан-Лес-Эса́рт
54,Леманы,Ле-Ман,Ле-Ман,Франция,47.95,0.224231,,Круг Сарта
55,Реймс,Реймс-Гю,Реймс,Франция,49.2542,3.93083,,Реймс-Гуэ
56,Джордж,Принс-Джордж Circuit,Восточная провінція Каприи,Южная Африка,-33.0486,27.8736,,Принс-Джордж-Циркуит
57,Целтвейг,Зельтовег,Стирия,Австрия,47.2039,14.7478,,Зельтовегский аэродром
58,Аинтрие,Антингем,Ливерпуль,Великобритания,53.4769,-2.94056,,Аинтри-Мотор-Рэйсинг-Трасса
59,Боа-Виста,Киркуэту да Порту,Порту,Португалия,41.1705,-8.67325,,Circуто-да-Ботаджа
60,Риверсайд,Риверсайд Интернациональ Рейсвей,Калифорния,США,33.937,-117.273,,Ривердейл-младший-автовыставочный-рынок
61,авус,АВУС,Берлин,Германия,52.4806,13.2514,,"Авус — это дорога в Берлине, которая соединяет центр города с его северным и западным пригородами. Она проходит через несколько районов, включая Митте, Кройцберг, Темпельхоф и Райниген. Дорога получила свое название от древнеримской дороги «Аваиус»."
62,Монсанто,Монсанто Парк Sirkuit,Лиссабон,Португалия,38.7197,-9.20306,,Улица Монсанта
63,Себринг,Международная гоночная трасса Себринга,Флорида,США,27.4547,-81.3483,,Шоссе Себринга
64,аин-диаб,Айн-Диб,Кассабланка,Марокко,33.5786,-7.6875,,Айн-Диябский круговой маршрут
65,Пескара,Пескара,Пескара,Италия,42.475,14.1508,,Пескара-циркуит
66,Бремгартен,Круг Бремгартен,Берн,Швейцария,46.9589,7.40194,,Кирку бремгартен
67,Педралебес,Кирпичный комплекс Pedralbes,Барселона,Испания,41.3903,2.11667,,Круг Перальбес
68,буддизм,"Международный трасс ""Буддх""",Утар-Прадеш,Индия,28.3487,77.5331,,Будд международный автодром
69,Америки,Кирпич Circuit of the Americas,Остин,США,30.1328,-97.6411,,Круг Америки
70,ред-булл-ринг,Red Bull Ring,Спилберг,Австрия,47.2197,14.7647,,https://ru.wikipedia.org/wiki/Ред_Болл_Ринг
71,Сочи,Сочи Автодром,Сочи,Россия,43.4057,39.9578,,Автоводнокруг в Сочи
72,Имперский порт,Циркуит Порт Империал Стрит,Нью-Джерси,США,40.7769,-74.0111,,Улица Имперская гавани
73,БАК,Бакинский городской круг,Баку,Азербайджан,40.3725,49.8533,,Бакинский городской трамплин
