name,river,lake,sea,length,sourcelongitude,sourcelatitude,mountains,sourcealtitude,estuarylongitude,estuarylatitude
Спасибо,Белый Нил,,,740.0,,,,,31.65,9.63
Вурм,Амер,Озеро Старнберг,,35.0,11.35,48.0,,596.0,11.5,48.3
Ориника,,,Атлантический океан,2140.0,-63.5,2.0,Сьерра-Парима,,-62.0,9.0
Пру́т,Дунай,,,953.0,24.55,48.16,Карπάты,,28.21,45.47
Южная Морава,Морава,,,295.0,21.4,42.1,,,21.4,43.7
Блю Нил,Нил,,,1783.0,37.3,12.0,Эфиопские плато,1830.0,32.5,15.6
Да,,,Азовское море,1870.0,37.5,53.0,,,39.4,47.1
Дорогая Речка,Мюррей-Ривер,,,2739.0,152.0,-28.0,Великая Разделительная хребет,,141.9,-34.1
Хадсон-ривер,,,Атлантический океан,493.0,-73.95,44.1,Адирондакские горы,1309.0,-74.0,40.7
Моза,Рейн,,,544.0,6.89,47.89,Вогезы,715.0,7.61,50.37
Мур,Дро,,,453.0,13.35,47.13,Альпы,1898.0,16.88,46.3
Тхёрсура,,,Атлантический океан,230.0,-18.0,65.0,,,-20.8,63.9
Шабель,Юбба,,,1820.0,,,,,42.76,0.5
Кокемэенйоки,,,Балтийское море,121.0,23.0,61.3,,,21.2,61.3
Клараэльв,,Ваенерн,,460.0,11.9,62.2,,662.0,13.5,59.4
Марн,Сень,,,514.0,5.35,47.8,,406.0,2.4,48.8
Ломами,Заир,,,1450.0,24.7,-8.7,,1140.0,24.0,-0.8
Амыдарджа,,Оеро Арал,,1415.0,68.3,37.1,,310.0,59.0,44.0
Уругвай,,,Атлантический океан,1790.0,-52.0,-27.5,,1800.0,-58.4,-33.9
Брахмапутра,,,Ганг,2896.0,81.33,31.06,,6000.0,89.8,23.8
Карун,Шатт а-Араб,,,950.0,50.1,32.35,Загросы,,48.17,30.43
Баро,Спасибо,,,,,,,,,
Рио Сан-Франциско,,Лаго-де-Собрадишо,Атлантический океан,2830.0,-43.0,-20.3,,1200.0,-36.4,-10.5
Морава,Дунай,,,185.0,21.4,43.7,,,21.1,44.6
Иртыш,Обзор,,,4248.0,90.0,47.9,Алтаи,2930.0,68.93,61.07
Эцх,,,Средиземное море,415.0,10.5,46.7,Альпы,1525.0,7.09,44.8
Рио Мадейра,Амазонка,,,1450.0,-65.4,-10.4,,,-58.76,-3.4
Евфрат,Шатт а-Араб,,,2736.0,38.75,38.8,,,47.44,31.0
Слон,Рон,,,480.0,6.2,48.1,Вогезы,451.0,4.8,45.7
Гаронна,,,Атлантический океан,647.0,0.8,42.73,Пиренеи,,-0.6,45.0
Вера,Везер,,,292.0,10.96,50.5,Тюрингийские горы,797.0,9.65,51.4
Касаи,Ква,,,1983.0,19.3,-10.96,,,17.4,3.3
Сырдарья,,Оеро Арал,,2129.0,71.7,41.0,,,60.5,46.0
Мας,,,Северное море,925.0,5.63,47.97,,409.0,4.67,51.72
Куйло,Ква,,,970.0,14.7,-11.3,,,17.4,3.3
Ангара,Джейнсэй,Озеро Байкал,,1779.0,113.0,56.5,,,92.5,58.2
Санга,Заир,,,530.0,15.0,6.0,,,17.0,-2.0
Кемиджоки,,,Балтийское море,550.0,28.9525,67.96,,230.0,24.45,65.77
Карасу,,Озеро Кебан,,720.0,41.3,49.9,Кurdистан,1950.0,38.75,38.8
Рио Сан-Хуан,,Озеро Манагуа,Карибское море,199.0,-85.35,11.6,,31.0,-83.7,10.9
Везер,,,Северное море,440.0,9.65,51.4,,116.5,8.5,53.5
Пацьёки,,,Баренцево море,145.0,28.3,68.95,,119.0,30.05,60.75
Рио-Гранде,,,Гольфстрем,3034.0,-107.5,38.0,,3900.0,-97.18,25.96
Лиммат,Аре,,,36.3,8.64,47.23,,406.0,8.23631,47.5018
Ока,Волга,,,1480.0,36.1,52.5,,,44.0,56.3
Эльба,,,Северное море,1091.0,15.54,50.78,Сушетские горы,1.386,8.71,53.89
Ривьер-Ришелье,Река Святого Лаврентия,,,124.0,-73.3,45.0,,30.0,-73.1,46.0
