year,lgid,tmid,hw,hl,ht,hotl,rw,rl,rt,rotl,sepw,sepl,sept,sepol,octw,octl,octt,octol,novw,novl,novt,novol,decw,decl,dect,decol,janw,janl,jant,janol,febw,febl,febt,febol,marw,marl,mart,marol,aprw,aprl,aprt,aprol
2001,NHL,PIT,16,20,4.0,1.0,12,21,4.0,4.0,,,,,4.0,6.0,1.0,1.0,6.0,4.0,2.0,1.0,4.0,7.0,2.0,0.0,8.0,6.0,0.0,1.0,1.0,4.0,1.0,1.0,5.0,7.0,1.0,1.0,0.0,7.0,1.0,0.0
1922,PCHA,VC1,10,5,0.0,,6,9,0.0,,,,,,,,,,2.0,3.0,0.0,,2.0,3.0,0.0,,6.0,3.0,0.0,,5.0,5.0,0.0,,1.0,0.0,0.0,,,,,
1980,NHL,WAS,16,17,7.0,,10,19,11.0,,,,,,3.0,4.0,3.0,,5.0,2.0,6.0,,5.0,7.0,2.0,,5.0,8.0,1.0,,1.0,7.0,4.0,,5.0,7.0,2.0,,2.0,1.0,0.0,
1915,NHA,MOW,5,6,0.0,,5,8,0.0,,,,,,,,,,,,,,4.0,0.0,0.0,,3.0,5.0,0.0,,3.0,4.0,0.0,,0.0,5.0,0.0,,,,,
1940,NHL,NYA,7,10,7.0,,1,19,4.0,,,,,,,,,,3.0,6.0,1.0,,3.0,5.0,4.0,,1.0,6.0,2.0,,1.0,6.0,3.0,,0.0,6.0,1.0,,,,,
1960,NHL,DET,15,13,7.0,,10,16,9.0,,,,,,4.0,4.0,3.0,,8.0,3.0,2.0,,3.0,6.0,3.0,,3.0,5.0,5.0,,4.0,6.0,2.0,,3.0,5.0,1.0,,,,,
2000,NHL,FLO,12,18,7.0,4.0,10,20,6.0,5.0,,,,,1.0,3.0,3.0,3.0,4.0,6.0,1.0,1.0,2.0,10.0,3.0,1.0,5.0,8.0,1.0,2.0,5.0,5.0,0.0,1.0,3.0,4.0,5.0,1.0,2.0,2.0,0.0,0.0
1985,NHL,NJD,17,21,2.0,,11,28,1.0,,,,,,4.0,5.0,1.0,,5.0,6.0,0.0,,4.0,10.0,0.0,,2.0,11.0,1.0,,4.0,6.0,1.0,,7.0,10.0,0.0,,2.0,1.0,0.0,
1971,NHL,DET,25,11,3.0,,8,24,7.0,,,,,,3.0,8.0,0.0,,4.0,4.0,4.0,,7.0,5.0,2.0,,7.0,4.0,2.0,,7.0,6.0,1.0,,5.0,7.0,1.0,,0.0,1.0,0.0,
1972,NHL,ATF,16,16,7.0,,9,22,8.0,,,,,,4.0,6.0,1.0,,6.0,6.0,3.0,,5.0,6.0,2.0,,6.0,4.0,3.0,,2.0,6.0,3.0,,2.0,10.0,2.0,,0.0,0.0,1.0,
1981,NHL,CHI,20,13,7.0,,10,25,5.0,,,,,,3.0,3.0,5.0,,6.0,4.0,3.0,,5.0,7.0,1.0,,3.0,11.0,1.0,,6.0,7.0,0.0,,5.0,6.0,2.0,,2.0,0.0,0.0,
1970,NHL,MTL,29,7,3.0,,13,16,10.0,,,,,,6.0,3.0,1.0,,5.0,5.0,2.0,,5.0,3.0,5.0,,6.0,5.0,3.0,,10.0,1.0,1.0,,9.0,5.0,1.0,,1.0,1.0,0.0,
1975,NHL,BOS,27,5,8.0,,21,10,9.0,,,,,,4.0,3.0,2.0,,8.0,3.0,4.0,,8.0,3.0,2.0,,10.0,1.0,1.0,,10.0,1.0,2.0,,7.0,3.0,5.0,,1.0,1.0,1.0,
1988,NHL,MTL,30,6,4.0,,23,12,5.0,,,,,,4.0,7.0,1.0,,11.0,2.0,2.0,,11.0,1.0,3.0,,9.0,4.0,0.0,,8.0,1.0,1.0,,10.0,3.0,1.0,,0.0,0.0,1.0,
1964,NHL,DET,25,7,3.0,,15,16,4.0,,,,,,4.0,2.0,1.0,,6.0,4.0,3.0,,5.0,5.0,2.0,,7.0,5.0,0.0,,8.0,5.0,0.0,,10.0,2.0,1.0,,,,,
1912,NHA,MOC,4,6,0.0,,5,5,0.0,,,,,,,,,,,,,,2.0,0.0,0.0,,5.0,3.0,0.0,,1.0,7.0,0.0,,1.0,1.0,0.0,,,,,
1990,NHL,TOR,15,21,4.0,,8,25,7.0,,,,,,2.0,10.0,1.0,,3.0,12.0,0.0,,7.0,4.0,1.0,,1.0,7.0,3.0,,5.0,7.0,2.0,,5.0,6.0,4.0,,,,,
2003,NHL,NJD,22,13,5.0,1.0,21,12,7.0,1.0,,,,,4.0,3.0,2.0,0.0,8.0,1.0,4.0,0.0,7.0,3.0,2.0,1.0,8.0,6.0,2.0,0.0,6.0,6.0,1.0,0.0,9.0,5.0,1.0,1.0,1.0,1.0,0.0,0.0
1988,NHL,TOR,15,20,5.0,,13,26,1.0,,,,,,8.0,4.0,1.0,,3.0,9.0,0.0,,3.0,10.0,1.0,,2.0,8.0,3.0,,6.0,6.0,0.0,,6.0,7.0,1.0,,0.0,2.0,0.0,
2006,NHL,MIN,29,7,,5.0,19,19,,3.0,,,,,9.0,2.0,,0.0,4.0,8.0,,1.0,7.0,7.0,,1.0,7.0,4.0,,2.0,8.0,2.0,,2.0,10.0,3.0,,2.0,3.0,0.0,,0.0
2009,NHL,CAR,21,17,,3.0,14,20,,7.0,,,,,2.0,7.0,,3.0,3.0,10.0,,2.0,5.0,6.0,,2.0,9.0,5.0,,0.0,5.0,2.0,,0.0,9.0,5.0,,2.0,2.0,2.0,,1.0
1963,NHL,BOS,13,15,7.0,,5,25,5.0,,,,,,1.0,7.0,1.0,,3.0,4.0,3.0,,3.0,8.0,3.0,,5.0,8.0,2.0,,3.0,9.0,1.0,,3.0,4.0,2.0,,,,,
1997,NHL,CHI,14,19,8.0,,16,20,5.0,,,,,,4.0,10.0,0.0,,6.0,3.0,4.0,,4.0,5.0,3.0,,7.0,4.0,2.0,,2.0,4.0,0.0,,6.0,7.0,3.0,,1.0,6.0,1.0,
1999,NHL,DAL,21,11,5.0,4.0,22,12,5.0,2.0,,,,,6.0,5.0,1.0,0.0,5.0,5.0,2.0,1.0,8.0,4.0,2.0,0.0,8.0,3.0,0.0,1.0,7.0,3.0,1.0,1.0,9.0,1.0,2.0,2.0,0.0,2.0,2.0,1.0
1976,WHA,SDM,26,10,4.0,,14,27,0.0,,,,,,4.0,5.0,2.0,,8.0,5.0,0.0,,11.0,3.0,0.0,,4.0,7.0,0.0,,6.0,6.0,1.0,,5.0,9.0,1.0,,2.0,2.0,0.0,
1982,NHL,STL,16,16,8.0,,9,24,7.0,,,,,,5.0,7.0,0.0,,4.0,7.0,3.0,,5.0,8.0,1.0,,2.0,5.0,6.0,,3.0,6.0,3.0,,5.0,6.0,2.0,,1.0,1.0,0.0,
1988,NHL,QUE,16,20,4.0,,11,26,3.0,,,,,,5.0,7.0,0.0,,3.0,9.0,2.0,,5.0,7.0,2.0,,5.0,6.0,2.0,,4.0,8.0,0.0,,5.0,7.0,1.0,,0.0,2.0,0.0,
1937,NHL,NYA,10,9,5.0,,9,9,6.0,,,,,,,,,,4.0,3.0,1.0,,4.0,5.0,1.0,,2.0,4.0,4.0,,4.0,3.0,3.0,,5.0,3.0,2.0,,,,,
1997,NHL,PIT,21,10,10.0,,19,14,8.0,,,,,,7.0,5.0,2.0,,7.0,4.0,3.0,,7.0,3.0,3.0,,8.0,3.0,2.0,,1.0,2.0,3.0,,6.0,3.0,4.0,,4.0,4.0,1.0,
1917,NHL,OTS,6,5,0.0,,3,8,0.0,,,,,,,,,,,,,,2.0,2.0,0.0,,3.0,6.0,0.0,,3.0,5.0,0.0,,1.0,0.0,0.0,,,,,
1978,WHA,QUN,24,13,4.0,,17,21,1.0,,,,,,4.0,5.0,1.0,,7.0,4.0,1.0,,8.0,3.0,2.0,,5.0,4.0,0.0,,4.0,7.0,1.0,,11.0,5.0,0.0,,2.0,6.0,0.0,
2000,NHL,PIT,24,15,2.0,0.0,18,13,7.0,3.0,,,,,5.0,4.0,1.0,0.0,6.0,4.0,2.0,1.0,6.0,6.0,3.0,0.0,8.0,5.0,0.0,1.0,7.0,3.0,1.0,0.0,8.0,5.0,2.0,0.0,2.0,1.0,0.0,1.0
1972,WHA,CHC,17,22,0.0,,9,28,2.0,,,,,,2.0,5.0,1.0,,3.0,8.0,0.0,,8.0,10.0,0.0,,4.0,9.0,0.0,,7.0,5.0,0.0,,2.0,12.0,1.0,,0.0,1.0,0.0,
1984,NHL,CHI,22,16,2.0,,16,19,5.0,,,,,,5.0,4.0,1.0,,6.0,7.0,1.0,,6.0,6.0,1.0,,5.0,9.0,0.0,,8.0,4.0,1.0,,6.0,5.0,2.0,,2.0,0.0,1.0,
2011,NHL,CBS,17,21,,3.0,12,25,,4.0,,,,,2.0,9.0,,1.0,4.0,6.0,,2.0,4.0,8.0,,2.0,3.0,8.0,,1.0,5.0,7.0,,1.0,9.0,7.0,,0.0,2.0,1.0,,0.0
1909,NHA,LES,2,4,0.0,,0,6,0.0,,,,,,,,,,,,,,,,,,0.0,3.0,0.0,,1.0,5.0,0.0,,1.0,2.0,0.0,,,,,
1997,NHL,NJD,29,10,2.0,,19,13,9.0,,,,,,7.0,4.0,0.0,,10.0,4.0,0.0,,8.0,3.0,2.0,,6.0,5.0,4.0,,6.0,0.0,0.0,,8.0,3.0,3.0,,3.0,4.0,2.0,
1972,WHA,QUN,22,12,5.0,,11,28,0.0,,,,,,5.0,3.0,1.0,,6.0,6.0,0.0,,8.0,9.0,0.0,,3.0,6.0,2.0,,3.0,8.0,2.0,,8.0,7.0,0.0,,0.0,1.0,0.0,
1995,NHL,LAK,16,16,9.0,,8,24,9.0,,,,,,4.0,3.0,4.0,,7.0,7.0,1.0,,3.0,5.0,4.0,,3.0,8.0,2.0,,1.0,9.0,4.0,,4.0,6.0,2.0,,2.0,2.0,1.0,
1987,NHL,MNS,10,24,6.0,,9,24,7.0,,,,,,4.0,5.0,2.0,,5.0,7.0,1.0,,4.0,9.0,2.0,,3.0,9.0,3.0,,1.0,8.0,1.0,,2.0,8.0,4.0,,0.0,2.0,0.0,
1950,NHL,DET,25,3,7.0,,19,10,6.0,,,,,,4.0,2.0,1.0,,6.0,3.0,3.0,,11.0,2.0,2.0,,7.0,4.0,3.0,,6.0,1.0,4.0,,10.0,1.0,0.0,,,,,
1984,NHL,MTL,24,10,6.0,,17,17,6.0,,,,,,6.0,2.0,1.0,,7.0,3.0,3.0,,8.0,4.0,3.0,,4.0,7.0,3.0,,7.0,5.0,0.0,,7.0,6.0,1.0,,2.0,0.0,1.0,
1998,NHL,COL,21,14,6.0,,23,14,4.0,,,,,,2.0,6.0,1.0,,6.0,5.0,1.0,,8.0,6.0,1.0,,9.0,2.0,1.0,,5.0,3.0,4.0,,9.0,4.0,2.0,,5.0,2.0,0.0,
1952,NHL,DET,20,5,10.0,,16,11,8.0,,,,,,4.0,4.0,2.0,,6.0,3.0,3.0,,6.0,1.0,6.0,,6.0,4.0,2.0,,8.0,2.0,2.0,,6.0,2.0,3.0,,,,,
1952,NHL,NYR,11,14,10.0,,6,23,6.0,,,,,,1.0,6.0,2.0,,2.0,6.0,4.0,,2.0,6.0,5.0,,5.0,7.0,1.0,,4.0,5.0,3.0,,3.0,7.0,1.0,,,,,
1969,NHL,OAK,15,16,7.0,,7,24,7.0,,,,,,4.0,4.0,1.0,,2.0,9.0,1.0,,3.0,7.0,3.0,,3.0,8.0,3.0,,5.0,6.0,1.0,,4.0,5.0,4.0,,1.0,1.0,1.0,
1994,NHL,NJD,14,4,6.0,,8,14,2.0,,,,,,,,,,,,,,,,,,1.0,3.0,1.0,,6.0,4.0,3.0,,7.0,6.0,2.0,,8.0,4.0,2.0,
1998,NHL,VAN,14,21,6.0,,9,26,6.0,,,,,,4.0,4.0,1.0,,5.0,9.0,0.0,,4.0,6.0,3.0,,3.0,6.0,2.0,,3.0,8.0,3.0,,3.0,9.0,2.0,,1.0,5.0,1.0,
1930,NHL,NYR,10,9,3.0,,9,7,6.0,,,,,,,,,,3.0,3.0,2.0,,5.0,3.0,2.0,,2.0,6.0,3.0,,6.0,2.0,1.0,,3.0,2.0,1.0,,,,,
2007,NHL,VAN,21,15,,5.0,18,18,,5.0,,,,,5.0,7.0,,0.0,9.0,2.0,,2.0,8.0,5.0,,2.0,4.0,7.0,,1.0,6.0,1.0,,5.0,7.0,8.0,,0.0,0.0,3.0,,0.0
1991,NHL,VAN,23,10,7.0,,19,16,5.0,,,,,,9.0,3.0,1.0,,7.0,4.0,2.0,,6.0,4.0,3.0,,7.0,3.0,1.0,,5.0,6.0,2.0,,7.0,5.0,2.0,,1.0,1.0,1.0,
2006,NHL,TBL,22,18,,1.0,22,15,,4.0,,,,,5.0,6.0,,0.0,8.0,5.0,,2.0,5.0,8.0,,0.0,9.0,4.0,,0.0,9.0,2.0,,2.0,7.0,7.0,,0.0,1.0,1.0,,1.0
1981,NHL,PHI,25,10,5.0,,13,21,6.0,,,,,,8.0,2.0,1.0,,4.0,8.0,0.0,,10.0,3.0,0.0,,6.0,6.0,3.0,,4.0,6.0,2.0,,5.0,5.0,4.0,,1.0,1.0,1.0,
1991,NHL,WIN,20,14,6.0,,13,18,9.0,,,,,,6.0,5.0,2.0,,6.0,3.0,3.0,,4.0,8.0,3.0,,5.0,6.0,2.0,,4.0,6.0,1.0,,5.0,4.0,4.0,,3.0,0.0,0.0,
1999,NHL,FLO,26,9,4.0,2.0,17,18,2.0,4.0,,,,,6.0,3.0,1.0,2.0,7.0,3.0,1.0,0.0,7.0,4.0,1.0,1.0,9.0,4.0,1.0,0.0,5.0,6.0,0.0,2.0,7.0,6.0,1.0,0.0,2.0,1.0,1.0,1.0
1972,WHA,WIJ,26,11,2.0,,17,20,2.0,,,,,,6.0,3.0,1.0,,10.0,7.0,1.0,,6.0,7.0,0.0,,7.0,4.0,1.0,,9.0,2.0,0.0,,5.0,7.0,1.0,,0.0,1.0,0.0,
1976,NHL,TOR,18,13,9.0,,15,19,6.0,,,,,,3.0,5.0,3.0,,8.0,4.0,1.0,,6.0,6.0,2.0,,7.0,5.0,1.0,,5.0,6.0,2.0,,4.0,5.0,5.0,,0.0,1.0,1.0,
2002,NHL,NJD,25,11,3.0,2.0,21,9,7.0,4.0,,,,,6.0,2.0,0.0,0.0,7.0,4.0,1.0,1.0,7.0,4.0,1.0,2.0,11.0,2.0,1.0,1.0,6.0,4.0,3.0,0.0,8.0,4.0,2.0,1.0,1.0,0.0,2.0,1.0
1979,NHL,VAN,14,17,9.0,,13,20,7.0,,,,,,4.0,3.0,3.0,,6.0,5.0,3.0,,4.0,8.0,1.0,,1.0,11.0,1.0,,4.0,5.0,3.0,,5.0,5.0,5.0,,3.0,0.0,0.0,
2001,NHL,BOS,23,11,2.0,5.0,20,13,4.0,4.0,,,,,5.0,3.0,3.0,2.0,8.0,4.0,0.0,0.0,8.0,4.0,0.0,2.0,8.0,4.0,0.0,3.0,3.0,2.0,2.0,0.0,9.0,5.0,0.0,0.0,2.0,2.0,1.0,2.0
2008,NHL,PHI,24,13,,4.0,20,14,,7.0,,,,,4.0,3.0,,3.0,7.0,4.0,,2.0,9.0,3.0,,2.0,6.0,4.0,,2.0,7.0,3.0,,1.0,8.0,7.0,,0.0,3.0,3.0,,1.0
1927,NHL,TOR,9,8,5.0,,9,10,3.0,,,,,,,,,,3.0,2.0,0.0,,3.0,4.0,3.0,,6.0,5.0,0.0,,3.0,4.0,3.0,,3.0,3.0,2.0,,,,,
1994,NHL,CHI,11,10,3.0,,13,9,2.0,,,,,,,,,,,,,,,,,,3.0,3.0,0.0,,9.0,2.0,1.0,,7.0,5.0,2.0,,3.0,9.0,2.0,
1931,NHL,CHI,13,5,6.0,,5,14,5.0,,,,,,,,,,2.0,2.0,3.0,,3.0,4.0,3.0,,5.0,4.0,4.0,,4.0,5.0,0.0,,4.0,4.0,1.0,,,,,
1970,NHL,NYR,30,2,7.0,,19,16,4.0,,,,,,6.0,2.0,1.0,,7.0,3.0,3.0,,11.0,2.0,2.0,,6.0,3.0,4.0,,9.0,4.0,0.0,,9.0,3.0,1.0,,1.0,1.0,0.0,
2008,NHL,CBS,25,13,,3.0,16,18,,7.0,,,,,4.0,6.0,,0.0,6.0,4.0,,3.0,7.0,6.0,,1.0,7.0,5.0,,1.0,7.0,4.0,,1.0,9.0,4.0,,2.0,1.0,2.0,,2.0
1975,NHL,LAK,22,13,5.0,,16,20,4.0,,,,,,8.0,4.0,0.0,,5.0,6.0,2.0,,7.0,6.0,0.0,,8.0,6.0,1.0,,3.0,5.0,4.0,,6.0,5.0,2.0,,1.0,1.0,0.0,
1923,NHL,MTL,10,2,0.0,,3,9,0.0,,,,,,,,,,,,,,2.0,2.0,0.0,,3.0,7.0,0.0,,6.0,2.0,0.0,,2.0,0.0,0.0,,,,,
1990,NHL,WAS,21,14,5.0,,16,22,2.0,,,,,,7.0,7.0,0.0,,7.0,7.0,0.0,,4.0,8.0,1.0,,6.0,5.0,2.0,,4.0,5.0,2.0,,9.0,4.0,2.0,,,,,
1936,NHL,BOS,9,11,4.0,,14,7,3.0,,,,,,,,,,4.0,2.0,2.0,,5.0,4.0,1.0,,4.0,6.0,2.0,,6.0,4.0,1.0,,4.0,2.0,1.0,,,,,
1989,NHL,HAR,17,18,5.0,,21,15,4.0,,,,,,6.0,6.0,1.0,,6.0,8.0,0.0,,7.0,4.0,1.0,,4.0,4.0,4.0,,6.0,6.0,1.0,,9.0,5.0,1.0,,0.0,0.0,1.0,
1942,NHL,BOS,17,3,5.0,,7,14,4.0,,,,,,0.0,1.0,0.0,,5.0,4.0,1.0,,6.0,3.0,4.0,,8.0,4.0,1.0,,3.0,5.0,1.0,,2.0,0.0,2.0,,,,,
1999,NHL,BOS,12,17,11.0,1.0,12,16,8.0,5.0,,,,,4.0,5.0,4.0,0.0,7.0,3.0,2.0,0.0,2.0,6.0,3.0,2.0,4.0,4.0,4.0,2.0,2.0,5.0,4.0,0.0,4.0,7.0,1.0,2.0,1.0,3.0,1.0,0.0
1981,NHL,PIT,21,11,8.0,,10,25,5.0,,,,,,5.0,7.0,2.0,,7.0,1.0,2.0,,4.0,7.0,2.0,,5.0,8.0,2.0,,3.0,8.0,2.0,,5.0,5.0,3.0,,2.0,0.0,0.0,
1981,NHL,EDM,31,5,4.0,,17,12,11.0,,,,,,9.0,4.0,0.0,,8.0,2.0,3.0,,8.0,3.0,3.0,,8.0,3.0,4.0,,9.0,1.0,1.0,,5.0,4.0,4.0,,1.0,0.0,0.0,
1997,NHL,MTL,15,17,9.0,,22,15,4.0,,,,,,6.0,4.0,2.0,,9.0,5.0,1.0,,6.0,6.0,3.0,,6.0,4.0,1.0,,1.0,4.0,0.0,,6.0,6.0,3.0,,3.0,3.0,3.0,
1976,NHL,MNS,17,14,9.0,,6,25,9.0,,,,,,4.0,7.0,1.0,,2.0,8.0,2.0,,1.0,5.0,6.0,,5.0,7.0,2.0,,4.0,5.0,4.0,,7.0,5.0,3.0,,0.0,2.0,0.0,
1981,NHL,BUF,23,8,9.0,,16,18,6.0,,,,,,5.0,3.0,3.0,,7.0,2.0,4.0,,8.0,5.0,1.0,,9.0,4.0,1.0,,4.0,5.0,3.0,,5.0,6.0,3.0,,1.0,1.0,0.0,
1943,NHL,NYR,4,17,4.0,,2,22,1.0,,,,,,0.0,2.0,0.0,,0.0,9.0,1.0,,4.0,5.0,0.0,,2.0,9.0,0.0,,0.0,8.0,2.0,,0.0,6.0,2.0,,,,,
1942,NHL,NYR,7,13,5.0,,4,18,3.0,,,,,,0.0,1.0,0.0,,4.0,6.0,1.0,,3.0,6.0,1.0,,0.0,9.0,3.0,,2.0,6.0,2.0,,2.0,3.0,1.0,,,,,
1924,WCHL,CAT,9,5,0.0,,8,6,0.0,,,,,,,,,,,,,,5.0,3.0,0.0,,6.0,5.0,0.0,,5.0,3.0,0.0,,1.0,0.0,0.0,,,,,
1974,WHA,HOU,28,11,0.0,,25,14,0.0,,,,,,4.0,4.0,0.0,,10.0,4.0,0.0,,10.0,3.0,0.0,,5.0,5.0,0.0,,12.0,4.0,0.0,,9.0,4.0,0.0,,3.0,1.0,0.0,
2007,NHL,NAS,23,14,,4.0,18,18,,5.0,,,,,4.0,7.0,,0.0,8.0,2.0,,2.0,6.0,9.0,,0.0,8.0,3.0,,3.0,6.0,4.0,,3.0,7.0,6.0,,1.0,2.0,1.0,,0.0
1916,NHA,OT1,9,1,0.0,,6,4,0.0,,,,,,,,,,,,,,1.0,1.0,0.0,,6.0,3.0,0.0,,7.0,1.0,0.0,,1.0,0.0,0.0,,,,,
1965,NHL,CHI,21,8,6.0,,16,17,2.0,,,,,,4.0,0.0,0.0,,6.0,5.0,1.0,,8.0,4.0,2.0,,5.0,6.0,3.0,,8.0,3.0,1.0,,6.0,5.0,1.0,,0.0,2.0,0.0,
1993,NHL,CHI,21,16,5.0,,18,20,4.0,,,,,,4.0,7.0,2.0,,8.0,2.0,0.0,,6.0,5.0,2.0,,5.0,6.0,2.0,,6.0,7.0,1.0,,6.0,7.0,2.0,,4.0,2.0,0.0,
1973,WHA,HOU,28,9,2.0,,20,16,3.0,,,,,,4.0,3.0,1.0,,7.0,4.0,1.0,,8.0,5.0,2.0,,9.0,4.0,0.0,,11.0,2.0,1.0,,7.0,7.0,0.0,,2.0,0.0,0.0,
1990,NHL,STL,24,9,7.0,,23,13,4.0,,,,,,8.0,3.0,1.0,,7.0,4.0,2.0,,6.0,5.0,3.0,,9.0,3.0,1.0,,9.0,3.0,1.0,,8.0,4.0,3.0,,,,,
2001,NHL,NYR,19,19,2.0,1.0,17,19,2.0,3.0,,,,,6.0,6.0,1.0,0.0,9.0,3.0,1.0,1.0,7.0,6.0,1.0,1.0,3.0,8.0,1.0,1.0,2.0,4.0,0.0,0.0,5.0,9.0,0.0,1.0,4.0,2.0,0.0,0.0
1990,NHL,VAN,18,17,5.0,,10,26,4.0,,,,,,6.0,6.0,0.0,,6.0,6.0,2.0,,5.0,9.0,1.0,,2.0,9.0,2.0,,5.0,6.0,2.0,,4.0,7.0,2.0,,,,,
2010,NHL,OTT,16,20,,5.0,16,20,,5.0,,,,,4.0,6.0,,1.0,7.0,7.0,,0.0,5.0,5.0,,4.0,1.0,7.0,,3.0,4.0,7.0,,1.0,9.0,6.0,,1.0,2.0,2.0,,0.0
2008,NHL,NYI,17,18,,6.0,9,29,,3.0,,,,,2.0,6.0,,1.0,8.0,6.0,,1.0,2.0,10.0,,2.0,3.0,7.0,,1.0,4.0,7.0,,2.0,6.0,5.0,,2.0,1.0,6.0,,0.0
1974,WHA,EDO,25,12,2.0,,11,26,2.0,,,,,,0.0,2.0,0.0,,8.0,4.0,0.0,,9.0,4.0,0.0,,6.0,7.0,2.0,,6.0,7.0,1.0,,5.0,12.0,1.0,,2.0,2.0,0.0,
1982,NHL,MNS,23,6,11.0,,17,18,5.0,,,,,,9.0,2.0,1.0,,5.0,6.0,3.0,,6.0,3.0,4.0,,6.0,3.0,4.0,,7.0,3.0,2.0,,7.0,6.0,2.0,,0.0,1.0,0.0,
1996,NHL,OTT,16,17,8.0,,15,19,7.0,,,,,,3.0,3.0,4.0,,4.0,7.0,2.0,,4.0,7.0,1.0,,4.0,6.0,3.0,,6.0,5.0,3.0,,5.0,6.0,2.0,,5.0,2.0,0.0,
2010,NHL,NJD,22,16,,3.0,16,23,,2.0,,,,,3.0,8.0,,1.0,5.0,6.0,,1.0,2.0,11.0,,0.0,6.0,5.0,,1.0,11.0,1.0,,1.0,8.0,5.0,,1.0,3.0,3.0,,0.0
1937,NHL,BOS,18,3,3.0,,12,8,4.0,,,,,,,,,,6.0,0.0,2.0,,6.0,5.0,0.0,,6.0,3.0,2.0,,8.0,1.0,1.0,,4.0,2.0,2.0,,,,,
1972,NHL,NYI,10,25,4.0,,2,35,2.0,,,,,,1.0,6.0,1.0,,2.0,10.0,1.0,,1.0,12.0,2.0,,2.0,13.0,0.0,,2.0,11.0,1.0,,4.0,8.0,0.0,,0.0,0.0,1.0,
1955,NHL,TOR,19,10,6.0,,5,23,7.0,,,,,,4.0,5.0,1.0,,4.0,7.0,3.0,,4.0,7.0,3.0,,5.0,6.0,0.0,,5.0,6.0,3.0,,2.0,2.0,3.0,,,,,
1963,NHL,DET,23,9,3.0,,7,20,8.0,,,,,,4.0,4.0,1.0,,2.0,6.0,2.0,,6.0,6.0,3.0,,5.0,5.0,2.0,,7.0,5.0,2.0,,6.0,3.0,1.0,,,,,
1995,NHL,PIT,32,9,0.0,,17,20,4.0,,,,,,4.0,2.0,2.0,,10.0,3.0,1.0,,10.0,4.0,0.0,,7.0,7.0,0.0,,6.0,5.0,1.0,,9.0,5.0,0.0,,3.0,3.0,0.0,
1956,NHL,DET,23,7,5.0,,15,13,7.0,,,,,,5.0,0.0,2.0,,7.0,3.0,2.0,,7.0,5.0,3.0,,8.0,4.0,1.0,,5.0,4.0,3.0,,6.0,4.0,1.0,,,,,
1975,NHL,CLF,16,19,5.0,,11,23,6.0,,,,,,3.0,6.0,2.0,,6.0,10.0,0.0,,3.0,6.0,1.0,,7.0,4.0,1.0,,4.0,8.0,4.0,,3.0,7.0,3.0,,1.0,1.0,0.0,
