playerid,award,year,lgid,note,pos
thompti01,First Team All-Star,1937,NHL,,G
wortero01,Second Team All-Star,1931,NHL,,G
luongro01,Second Team All-Star,2006,NHL,,G
kellyre01,Second Team All-Star,1955,NHL,,D
cloutre01,Hunter,1978,WHA,Scoring,
nilssul01,First Team All-Star,1975,WHA,,C
bergfni01,All-Rookie,2009,NHL,,F
modanmi01,All-Rookie,1989,NHL,,C
herrode01,Jennings,1981,NHL,shared,
bentlma01,Art Ross,1946,NHL,,
stuarbr01,All-Rookie,1999,NHL,,D
turekro01,Jennings,1999,NHL,,
hampste01,Deneau,1972,WHA,Most Gentlemanly,
datsypa01,Second Team All-Star,2008,NHL,,C
howego01,First Team All-Star,1951,NHL,,RW
robitlu01,First Team All-Star,1987,NHL,,LW
stamkst01,Second Team All-Star,2011,NHL,,C
mackefl01,First Team All-Star,1952,NHL,,C
gretzwa01,Lady Byng,1979,NHL,,
osgooch01,Jennings,2007,NHL,shared,
howema01,First Team All-Star,1985,NHL,,D
chelich01,First Team All-Star,1995,NHL,,D
mogilal01,Lady Byng,2002,NHL,,
bourqra01,Second Team All-Star,1985,NHL,,D
smithmi02,All-Rookie,2006,NHL,,G
nasluma01,Second Team All-Star,1985,NHL,,LW
parkbr01,First Team All-Star,1975,NHL,,D
stewaja01,First Team All-Star,1947,NHL,,D
kurrija01,Second Team All-Star,1988,NHL,,RW
prongch01,Second Team All-Star,2006,NHL,,D
hasekdo01,Pearson,1997,NHL,,
rollial01,Vezina,1950,NHL,,
keonda01,Lady Byng,1961,NHL,,
hortoti01,First Team All-Star,1963,NHL,,D
gigueje01,Conn Smythe,2002,NHL,,
vanbijo01,Vezina,1985,NHL,,
savarse01,Masterton,1978,NHL,,
sawchte01,First Team All-Star,1952,NHL,,G
plumbro01,Murphy,1976,WHA,Best Defenceman,
harvedo01,Norris,1956,NHL,,
prongch01,First Team All-Star,1999,NHL,,D
yzermst01,Masterton,2002,NHL,,
malikma01,Plus-Minus,2003,NHL,tie,
orrbo01,First Team All-Star,1973,NHL,,D
hebenan01,Lady Byng,1956,NHL,,
kellyre01,First Team All-Star,1954,NHL,,D
hullbo01,Hart,1964,NHL,,
dazeer01,All-Rookie,1995,NHL,,F
drillgo01,Lady Byng,1937,NHL,,
gretzwa01,Lady Byng,1990,NHL,,
boyleda01,Second Team All-Star,2008,NHL,,D
bourqra01,First Team All-Star,1995,NHL,,D
gretzwa01,Art Ross,1983,NHL,,
hallgl01,First Team All-Star,1963,NHL,,G
shoreed01,First Team All-Star,1930,NHL,,D
durnabi01,First Team All-Star,1944,NHL,,G
mikitst01,Art Ross,1963,NHL,,
bentldo01,First Team All-Star,1946,NHL,,LW
hullbo01,Davidson,1972,WHA,MVP,
nilsske01,Kaplan,1977,WHA,Rookie,
lemiema01,Second Team All-Star,1986,NHL,,C
kariypa01,First Team All-Star,1995,NHL,,LW
brindro01,Selke,2006,NHL,,
peetepe01,Vezina,1982,NHL,,
robitlu01,All-Rookie,1986,NHL,,LW
trottbr01,Calder,1975,NHL,,
kellyre01,First Team All-Star,1950,NHL,,D
geoffbe01,Calder,1951,NHL,,
datsypa01,Lady Byng,2005,NHL,,
lapraed01,Calder,1945,NHL,,
carbogu01,Selke,1987,NHL,,
potvide01,First Team All-Star,1980,NHL,,D
selbybr01,Calder,1965,NHL,,
parenbe01,Vezina,1973,NHL,tie,
theodjo01,Hart,2001,NHL,,
smithbi01,Vezina,1981,NHL,,
leetcbr01,Norris,1996,NHL,,
esposph01,First Team All-Star,1972,NHL,,C
jackmba01,All-Rookie,2002,NHL,,D
bowerjo01,Vezina,1960,NHL,,
turcoma01,Second Team All-Star,2002,NHL,,G
bathgan01,First Team All-Star,1961,NHL,,RW
nedomva01,Deneau,1975,WHA,Most Gentlemanly,
lemiema01,Masterton,1992,NHL,,
quackbi01,Second Team All-Star,1952,NHL,,D
bellobr01,Second Team All-Star,1989,NHL,,LW
myersty01,All-Rookie,2009,NHL,,D
ramsacr01,Selke,1984,NHL,,
jacksbu01,First Team All-Star,1934,NHL,,LW
conacch01,First Team All-Star,1935,NHL,,RW
pacioma01,Masterton,2011,NHL,,
lidstni01,Norris,2000,NHL,,
mclenja01,Masterton,1997,NHL,,
barrato01,First Team All-Star,1983,NHL,,G
gonchse01,Second Team All-Star,2001,NHL,,D
ovechal01,Second Team All-Star,2010,NHL,,LW
thomati01,Vezina,2010,NHL,,
nieuwjo01,King Clancy,1994,NHL,,
stewaga01,Second Team All-Star,1947,NHL,,LW
lemiema01,Hart,1992,NHL,,
dilloce01,Second Team All-Star,1935,NHL,,RW
pilotpi01,First Team All-Star,1966,NHL,,D
esposph01,First Team All-Star,1969,NHL,,C
suterga01,Second Team All-Star,1987,NHL,,D
laflegu01,First Team All-Star,1979,NHL,,RW
kerrda01,First Team All-Star,1939,NHL,,G
oconnbu01,Second Team All-Star,1947,NHL,,C
phanedi01,All-Rookie,2005,NHL,,D
arnotja01,All-Rookie,1993,NHL,,C
hasekdo01,First Team All-Star,1993,NHL,,G
mccribr01,Plus-Minus,1987,NHL,,
forsbpe01,Plus-Minus,2002,NHL,tie,
ellisda01,Crozier,2007,NHL,,
abelsi01,First Team All-Star,1948,NHL,,C
abelsi01,Hart,1948,NHL,,
abelsi01,Second Team All-Star,1941,NHL,,LW
abelsi01,Second Team All-Star,1950,NHL,tie,C
alfreda01,Calder,1995,NHL,,
alfreda01,King Clancy,2011,NHL,,
alfreda01,Second Team All-Star,2005,NHL,,RW
amontto01,All-Rookie,1991,NHL,,RW
anderto01,First Team All-Star,1941,NHL,,D
anderto01,Hart,1941,NHL,,
antonmi01,Second Team All-Star,1976,WHA,,LW
appssy01,Calder,1936,NHL,,
appssy01,First Team All-Star,1941,NHL,,C
appssy01,Lady Byng,1941,NHL,,
appssy01,Second Team All-Star,1942,NHL,,C
arnasty01,All-Rookie,2002,NHL,,F
auriela01,First Team All-Star,1936,NHL,,RW
backsni01,Crozier,2006,NHL,,
backsni01,Jennings,2006,NHL,shared,
backsra01,Calder,1958,NHL,,
backsra01,Deneau,1973,WHA,Most Gentlemanly,
barbebi01,Second Team All-Star,1978,NHL,,LW
barbebi01,Second Team All-Star,1980,NHL,,LW
barrato01,All-Rookie,1983,NHL,,G
barrato01,Calder,1983,NHL,,
barrato01,Jennings,1984,NHL,shared,
barrato01,Second Team All-Star,1984,NHL,,G
barrato01,Second Team All-Star,1992,NHL,,G
barrato01,Vezina,1983,NHL,,
barryma01,First Team All-Star,1936,NHL,,C
barryma01,Lady Byng,1936,NHL,,
bathgan01,First Team All-Star,1958,NHL,,RW
bathgan01,Hart,1958,NHL,,
bathgan01,Second Team All-Star,1962,NHL,,RW
bauerbo01,Lady Byng,1946,NHL,,
bauerbo01,Second Team All-Star,1946,NHL,,RW
