year,round,series,tmidwinner,lgidwinner,tmidloser,lgidloser,w,l,t,goalswinner,goalsloser,note
1996,CQF,G,DET,NHL,STL,NHL,4,2,0,13,12,
1979,SF,M,PHI,NHL,MNS,NHL,4,1,0,27,14,
1991,DF,J,PIT,NHL,NYR,NHL,4,2,0,24,19,
1986,DSF,F,DET,NHL,CHI,NHL,4,0,0,15,6,
1997,CQF,F,EDM,NHL,COL,NHL,4,3,0,19,16,
2008,CSF,I,CAR,NHL,BOS,NHL,4,3,0,16,17,
1941,SCF,E,TOR,NHL,DET,NHL,4,3,0,25,19,
2000,CQF,G,DAL,NHL,EDM,NHL,4,2,0,16,13,
1965,SF,B,DET,NHL,CHI,NHL,4,2,0,22,10,
2000,CQF,A,NJD,NHL,CAR,NHL,4,2,0,20,8,
2008,CSF,L,CHI,NHL,VAN,NHL,4,2,0,23,19,
1987,DSF,E,DET,NHL,TOR,NHL,4,2,0,32,20,
1985,DSF,C,NYR,NHL,PHI,NHL,3,2,0,18,15,
1987,DSF,B,BOS,NHL,BUF,NHL,4,2,0,28,22,
1968,SCF,G,MTL,NHL,STL,NHL,4,0,0,12,3,
1990,CF,M,PIT,NHL,BOS,NHL,4,2,0,27,18,
1980,SF,M,NYI,NHL,NYR,NHL,4,0,0,22,8,
1974,Pre,C,PIT,NHL,STL,NHL,2,0,0,9,6,
1994,CSF,L,CHI,NHL,VAN,NHL,4,0,0,11,6,
1973,QF,D,CHI,NHL,LAK,NHL,4,1,0,10,7,
1971,QF,C,CHI,NHL,PIT,NHL,4,0,0,14,8,
1973,DF,,HOU,WHA,MFS,WHA,4,2,0,26,17,
1931,QF,B,TOR,NHL,CHI,NHL,1,1,0,6,2,TG
1969,QF,B,BOS,NHL,NYR,NHL,4,2,0,25,16,
1974,QF,,SDM,WHA,TOT,WHA,4,2,0,29,27,
1975,SF,I,MTL,NHL,NYI,NHL,4,1,0,17,14,
1993,CSF,K,TOR,NHL,SJS,NHL,4,3,0,26,21,
1986,DSF,C,PHI,NHL,NYR,NHL,4,2,0,22,13,
2007,CSF,J,PIT,NHL,NYR,NHL,4,1,0,15,12,
2003,CSF,K,CAL,NHL,DET,NHL,4,2,0,11,12,
1975,ACF,,WIJ,WHA,HOU,WHA,4,0,0,24,11,
1998,CQF,D,TOR,NHL,PHI,NHL,4,2,0,9,11,
1971,SCF,G,BOS,NHL,NYR,NHL,4,2,0,18,16,
1930,SF,A,MTL,NHL,BOS,NHL,3,2,0,13,13,
1975,SCF,K,MTL,NHL,PHI,NHL,4,0,0,14,9,
1993,CQF,D,BOS,NHL,MTL,NHL,4,3,0,22,20,
1974,Pre,A,TOR,NHL,LAK,NHL,2,1,0,7,6,
1939,SF,A,NYR,NHL,BOS,NHL,4,2,0,15,9,
1978,QF,E,NYI,NHL,CHI,NHL,4,0,0,14,3,
1983,SCF,O,EDM,NHL,NYI,NHL,4,1,0,21,12,
1936,SCF,E,DET,NHL,NYR,NHL,3,2,0,9,8,
1984,DSF,E,MNS,NHL,STL,NHL,3,0,0,9,5,
1999,CQF,G,COL,NHL,PHO,NHL,4,1,0,17,10,
1923,SCSF,,MTL,NHL,VAM,PCHA,2,0,0,5,3,
1984,DSF,F,CHI,NHL,DET,NHL,3,0,0,23,8,
1963,SF,A,TOR,NHL,MTL,NHL,4,3,0,17,14,
1973,DSF,,CHC,WHA,NEW,WHA,4,3,0,24,23,
1969,SF,E,BOS,NHL,CHI,NHL,4,0,0,20,10,
1994,CQF,E,DET,NHL,DAL,NHL,4,1,0,17,10,
1973,QF,C,PHI,NHL,ATF,NHL,4,0,0,17,6,
1984,DSF,E,MNS,NHL,STL,NHL,3,0,0,9,5,
1988,DF,J,PHI,NHL,PIT,NHL,4,3,0,31,24,
2010,CQF,G,DET,NHL,PHO,NHL,4,0,0,18,10,
1991,DSF,F,CHI,NHL,STL,NHL,4,2,0,23,19,
1974,QF,E,PHI,NHL,TOR,NHL,4,0,0,15,6,
1973,DF,,CHC,WHA,TOT,WHA,4,3,0,34,27,
1979,SF,N,NYI,NHL,BUF,NHL,4,2,0,22,17,
1973,DSF,,HOU,WHA,WIJ,WHA,4,0,0,23,9,
2003,CQF,D,TOR,NHL,OTT,NHL,4,3,0,14,11,
1918,SCF,,SEA,PCHA,MTL,NHL,2,2,0,19,10,ND
1973,DF,,HOU,WHA,MFS,WHA,4,2,0,26,17,
1994,CQF,B,PHI,NHL,BUF,NHL,4,1,0,18,13,
1968,QF,C,STL,NHL,PHI,NHL,4,0,0,17,3,
1982,DSF,G,EDM,NHL,WIN,NHL,3,0,0,14,9,
1933,SF,D,CHI,NHL,MTM,NHL,2,0,0,6,2,TG
1976,Pre,D,TOR,NHL,PIT,NHL,2,1,0,13,10,
1984,DSF,G,EDM,NHL,LAK,NHL,3,0,0,11,7,
1999,CSF,I,PHI,NHL,PIT,NHL,4,2,0,15,14,
1975,QF,E,MTL,NHL,CHI,NHL,4,0,0,13,3,
2008,CF,M,PIT,NHL,CAR,NHL,4,0,0,20,9,
2008,CQF,C,CAR,NHL,NJD,NHL,4,3,0,17,15,
1974,Pre,D,NYI,NHL,NYR,NHL,2,1,0,10,13,
1976,Pre,C,LAK,NHL,ATF,NHL,2,1,0,11,7,
1988,CF,M,MTL,NHL,PHI,NHL,4,2,0,17,8,
1934,SCF,E,MTM,NHL,TOR,NHL,3,0,0,10,4,
1986,SCF,O,EDM,NHL,PHI,NHL,4,3,0,22,18,
1929,SF,A,BOS,NHL,MTM,NHL,3,1,0,11,5,
1986,DF,I,MTL,NHL,QUE,NHL,4,3,0,26,21,
2005,CSF,J,CAR,NHL,NJD,NHL,4,1,0,17,10,
1946,SF,A,MTL,NHL,BOS,NHL,4,1,0,16,10,
1987,DSF,A,MTL,NHL,HAR,NHL,4,2,0,23,20,
1934,QF,C,NYR,NHL,MTL,NHL,2,0,0,6,5,TG
1994,SCF,O,NJD,NHL,DET,NHL,4,0,0,16,7,
1940,SF,A,BOS,NHL,TOR,NHL,4,3,0,15,17,
1973,DSF,,CHC,WHA,NEW,WHA,4,3,0,24,23,
1966,SCF,C,TOR,NHL,MTL,NHL,4,2,0,17,16,
2006,CQF,D,OTT,NHL,PIT,NHL,4,1,0,18,10,
1984,DSF,D,NYI,NHL,WAS,NHL,3,2,0,14,12,
1934,QF,B,MTM,NHL,CHI,NHL,1,0,1,1,0,TG
1928,SF,D,NYR,NHL,TOR,NHL,2,0,0,3,1,
1990,DSF,D,WAS,NHL,NYR,NHL,4,2,0,16,16,
2005,CQF,G,ANA,NHL,CAL,NHL,4,3,0,17,16,
2001,CQF,C,CAR,NHL,NJD,NHL,4,2,0,9,11,
1973,QF,B,NYR,NHL,MTL,NHL,4,2,0,21,17,
1995,SCF,O,COL,NHL,FLO,NHL,4,0,0,15,4,
1995,CQF,A,PHI,NHL,TBL,NHL,4,2,0,26,13,
1967,QF,B,CHI,NHL,NYR,NHL,4,2,0,18,12,
2010,CQF,A,WAS,NHL,NYR,NHL,4,1,0,13,8,
1995,CSF,J,PIT,NHL,NYR,NHL,4,1,0,21,15,
1996,CQF,B,BUF,NHL,OTT,NHL,4,3,0,14,13,
1989,DSF,B,MTL,NHL,BUF,NHL,4,2,0,17,13,
1991,DSF,F,CHI,NHL,STL,NHL,4,2,0,23,19,
1997,CF,M,WAS,NHL,BUF,NHL,4,2,0,13,11,
2008,CF,M,PIT,NHL,CAR,NHL,4,0,0,20,9,
2001,CQF,F,COL,NHL,LAK,NHL,4,3,0,16,13,
1970,SF,E,MTL,NHL,MNS,NHL,4,2,0,27,19,
1920,F,,VML,PCHA,SEA,PCHA,2,0,0,13,2,TG
1979,Pre,D,BOS,NHL,PIT,NHL,3,2,0,21,14,
1972,QF,B,NYR,NHL,BOS,NHL,4,1,0,22,11,
1972,QF,A,MTL,NHL,BUF,NHL,4,2,0,21,16,
1937,QF,B,NYA,NHL,NYR,NHL,2,1,0,8,7,
1923,SCSF,,MTL,NHL,VAM,PCHA,2,0,0,5,3,
1990,CF,M,PIT,NHL,BOS,NHL,4,2,0,27,18,
2006,CF,M,OTT,NHL,BUF,NHL,4,1,0,15,10,
1988,DSF,D,PIT,NHL,NYR,NHL,4,0,0,19,11,
1937,SCF,E,CHI,NHL,TOR,NHL,3,1,0,10,8,
1925,SCF,,MTM,NHL,VIC,WCHL,3,1,0,10,3,
1971,SCF,G,BOS,NHL,NYR,NHL,4,2,0,18,16,
2003,CF,N,CAL,NHL,SJS,NHL,4,2,0,16,12,
2011,CQF,E,LAK,NHL,VAN,NHL,4,1,0,12,8,
1999,CQF,C,TOR,NHL,OTT,NHL,4,2,0,17,10,
2001,CQF,E,DET,NHL,VAN,NHL,4,2,0,22,16,
1980,Pre,E,BUF,NHL,VAN,NHL,3,0,0,13,7,
1945,SCF,C,MTL,NHL,BOS,NHL,4,1,0,19,13,
1927,SF,D,NYR,NHL,BOS,NHL,1,0,1,5,2,TG
1922,SCF,,OTS,NHL,EDE,WCHL,2,0,0,3,1,
1984,DF,J,PHI,NHL,NYI,NHL,4,1,0,16,11,
1974,QF,H,NYI,NHL,PIT,NHL,4,3,0,21,18,
1952,SCF,C,MTL,NHL,BOS,NHL,4,1,0,16,9,
1982,DSF,H,CAL,NHL,VAN,NHL,3,1,0,17,14,
1952,SF,B,MTL,NHL,CHI,NHL,4,3,0,18,14,
1972,QF,C,CHI,NHL,STL,NHL,4,1,0,22,9,
1969,QF,D,PIT,NHL,OAK,NHL,4,0,0,13,6,
1986,CF,M,PHI,NHL,MTL,NHL,4,2,0,22,22,
1995,CQF,B,PIT,NHL,WAS,NHL,4,2,0,21,17,
1981,DSF,C,CHI,NHL,MNS,NHL,3,1,0,14,14,
1976,ACF,,QUN,WHA,WIJ,WHA,4,3,0,31,28,
1938,QF,B,TOR,NHL,NYA,NHL,2,0,0,6,0,
1951,SF,A,DET,NHL,TOR,NHL,4,0,0,13,3,
1983,DSF,C,NYI,NHL,NYR,NHL,3,2,0,13,14,
1958,SCF,C,MTL,NHL,TOR,NHL,4,1,0,18,12,
1988,DF,L,CAL,NHL,LAK,NHL,4,0,0,22,11,
1977,QF,F,BOS,NHL,CHI,NHL,4,0,0,19,9,
1939,QF,B,TOR,NHL,CHI,NHL,2,0,0,5,3,
1973,QF,A,BOS,NHL,TOR,NHL,4,0,0,17,9,
1941,QF,B,BOS,NHL,CHI,NHL,2,1,0,5,7,
2011,CQF,G,PHO,NHL,CHI,NHL,4,2,0,17,12,
1986,DF,J,PHI,NHL,NYI,NHL,4,3,0,23,16,
2010,CSF,L,SJS,NHL,DET,NHL,4,3,0,18,18,
2009,SCF,O,CHI,NHL,PHI,NHL,4,2,0,25,22,
2008,CQF,C,CAR,NHL,NJD,NHL,4,3,0,17,15,
1960,SF,B,DET,NHL,TOR,NHL,4,1,0,15,8,
1990,DSF,A,BOS,NHL,HAR,NHL,4,2,0,24,17,
1972,SF,F,CHI,NHL,NYR,NHL,4,1,0,15,11,
1988,DSF,G,CAL,NHL,VAN,NHL,4,3,0,26,20,
1938,SCF,E,BOS,NHL,TOR,NHL,4,1,0,12,6,
1935,QF,C,NYA,NHL,CHI,NHL,1,1,0,7,5,TG
1988,DF,I,MTL,NHL,BOS,NHL,4,1,0,16,13,
1978,SF,I,NYR,NHL,NYI,NHL,4,2,0,18,13,
1992,CF,N,LAK,NHL,TOR,NHL,4,3,0,22,23,
1976,QF,E,MTL,NHL,STL,NHL,4,0,0,19,4,
1978,QF,F,MTL,NHL,TOR,NHL,4,0,0,19,10,
1989,DF,J,WAS,NHL,NYR,NHL,4,1,0,22,15,
1956,SCF,C,MTL,NHL,BOS,NHL,4,1,0,15,6,
1996,SCF,O,DET,NHL,PHI,NHL,4,0,0,16,6,
1977,QF,,NEW,WHA,EDO,WHA,4,1,0,23,9,
1974,SF,J,BUF,NHL,MTL,NHL,4,2,0,21,29,
1918,SCF,,SEA,PCHA,MTL,NHL,2,2,0,19,10,ND
2000,CQF,C,PIT,NHL,WAS,NHL,4,2,0,14,10,
1981,DSF,D,STL,NHL,WIN,NHL,3,1,0,20,13,
1984,DF,K,CHI,NHL,MNS,NHL,4,2,0,33,29,
1992,DSF,G,VAN,NHL,WIN,NHL,4,2,0,21,17,
1998,CQF,E,DAL,NHL,EDM,NHL,4,0,0,11,7,
1947,SCF,C,TOR,NHL,DET,NHL,4,0,0,18,7,
1926,QF,B,BOS,NHL,CHI,NHL,1,0,1,10,5,TG
1996,CQF,G,DET,NHL,STL,NHL,4,2,0,13,12,
1982,SCF,O,NYI,NHL,EDM,NHL,4,0,0,17,6,
1991,DF,I,BOS,NHL,MTL,NHL,4,0,0,14,8,
1986,DF,K,DET,NHL,TOR,NHL,4,3,0,20,18,
1997,CQF,C,BUF,NHL,PHI,NHL,4,1,0,18,9,
1987,DSF,H,EDM,NHL,WIN,NHL,4,1,0,25,17,
1968,QF,D,LAK,NHL,OAK,NHL,4,3,0,23,25,
1989,DSF,F,STL,NHL,TOR,NHL,4,1,0,20,16,
2010,CQF,E,VAN,NHL,CHI,NHL,4,3,0,16,22,
1967,SCF,G,MTL,NHL,STL,NHL,4,0,0,11,7,
1983,DF,L,EDM,NHL,CAL,NHL,4,3,0,33,27,
2009,CSF,L,CHI,NHL,VAN,NHL,4,2,0,23,18,
1955,SCF,C,MTL,NHL,DET,NHL,4,1,0,18,9,
1991,DSF,G,VAN,NHL,WIN,NHL,4,3,0,29,17,
1975,SCF,K,MTL,NHL,PHI,NHL,4,0,0,14,9,
1994,CQF,H,CHI,NHL,TOR,NHL,4,3,0,22,20,
1998,CF,M,BUF,NHL,TOR,NHL,4,1,0,21,16,
1983,CF,M,NYI,NHL,MTL,NHL,4,2,0,17,12,
1975,QF,,CAC,WHA,QUN,WHA,4,1,0,23,15,
1998,CSF,L,COL,NHL,DET,NHL,4,2,0,21,14,
1970,QF,C,CHI,NHL,PHI,NHL,4,0,0,20,8,
1985,CF,N,CAL,NHL,STL,NHL,4,3,0,28,22,
2010,SCF,O,BOS,NHL,VAN,NHL,4,3,0,23,8,
1933,QF,C,MTM,NHL,NYR,NHL,1,0,1,2,1,TG
2009,CSF,I,MTL,NHL,PIT,NHL,4,3,0,19,18,
1927,SF,C,MTM,NHL,MTL,NHL,1,0,1,3,2,TG
1958,SF,B,TOR,NHL,BOS,NHL,4,3,0,20,21,
1922,F,,OTS,NHL,MTL,NHL,1,1,0,3,2,TG
1937,SF,D,CHI,NHL,NYA,NHL,2,1,0,5,5,
1998,CQF,B,BUF,NHL,OTT,NHL,4,0,0,12,6,
1921,SCSF,,VML,PCHA,REG,WCHL,1,1,0,5,2,TG
1972,QF,A,MTL,NHL,BUF,NHL,4,2,0,21,16,
1994,CSF,L,CHI,NHL,VAN,NHL,4,0,0,11,6,
2000,SCF,O,COL,NHL,NJD,NHL,4,3,0,19,11,
1996,CQF,A,NJD,NHL,MTL,NHL,4,1,0,22,11,
1936,QF,B,MTM,NHL,BOS,NHL,2,1,0,8,6,
1931,SF,A,NYR,NHL,MTL,NHL,3,1,0,13,9,
1976,DSF,,HOU,WHA,EDO,WHA,4,1,0,20,16,
1980,Pre,C,EDM,NHL,MTL,NHL,3,0,0,15,6,
1977,QF,G,TOR,NHL,NYI,NHL,4,3,0,16,13,
2008,CSF,J,PIT,NHL,WAS,NHL,4,3,0,27,22,
2009,CF,M,PHI,NHL,MTL,NHL,4,1,0,17,7,
1983,DSF,A,MTL,NHL,BOS,NHL,3,0,0,10,2,
1932,SF,A,TOR,NHL,BOS,NHL,3,2,0,9,7,
1936,QF,C,NYR,NHL,TOR,NHL,2,0,0,5,1,
2001,CQF,G,SJS,NHL,PHO,NHL,4,1,0,13,7,
1995,CQF,A,PHI,NHL,TBL,NHL,4,2,0,26,13,
1986,DF,J,PHI,NHL,NYI,NHL,4,3,0,23,16,
1989,DSF,H,EDM,NHL,WIN,NHL,4,3,0,24,22,
1955,SF,B,DET,NHL,TOR,NHL,4,1,0,14,10,
1979,SF,N,NYI,NHL,BUF,NHL,4,2,0,22,17,
2007,CQF,F,SJS,NHL,CAL,NHL,4,3,0,19,17,
1925,F,,MTM,NHL,OTS,NHL,1,0,1,2,1,TG
1981,DSF,F,NYR,NHL,PHI,NHL,3,1,0,19,15,
1972,DF,,NEW,WHA,CLC,WHA,4,1,0,16,14,
1971,QF,A,BOS,NHL,TOR,NHL,4,1,0,18,10,
1971,QF,B,NYR,NHL,MTL,NHL,4,2,0,19,14,
1991,DF,K,CHI,NHL,DET,NHL,4,0,0,11,6,
1929,QF,C,NYR,NHL,OTS,NHL,1,0,1,6,3,TG
1921,F,,VML,PCHA,SEA,PCHA,2,0,0,2,0,TG
1917,SCF,,TOA,NHL,VML,PCHA,3,2,0,18,21,
1929,SCF,E,MTL,NHL,BOS,NHL,2,0,0,7,3,
1993,CQF,G,TOR,NHL,CHI,NHL,4,2,0,15,10,
2008,CQF,C,CAR,NHL,NJD,NHL,4,3,0,17,15,
1931,QF,B,TOR,NHL,CHI,NHL,1,1,0,6,2,TG
1932,SF,A,TOR,NHL,BOS,NHL,3,2,0,9,7,
2008,CF,N,DET,NHL,CHI,NHL,4,1,0,19,10,
1922,SCSF,,OTS,NHL,VAM,PCHA,3,1,0,10,7,
1967,QF,A,MTL,NHL,BOS,NHL,4,0,0,15,8,
1940,SF,A,BOS,NHL,TOR,NHL,4,3,0,15,17,
1986,DSF,H,WIN,NHL,CAL,NHL,4,2,0,22,15,
1983,CF,N,EDM,NHL,MNS,NHL,4,0,0,22,10,
1972,DSF,,WIJ,WHA,MFS,WHA,4,1,0,23,16,
2003,CQF,F,SJS,NHL,STL,NHL,4,1,0,12,9,
1981,DSF,E,NYI,NHL,PIT,NHL,3,2,0,22,13,
1924,SF,,MTL,NHL,TRS,NHL,2,0,0,5,2,TG
1978,Pre,,NEW,WHA,CIN,WHA,2,1,0,10,10,
1983,DSF,G,EDM,NHL,WIN,NHL,3,0,0,18,7,
2000,CSF,K,COL,NHL,LAK,NHL,4,3,0,17,10,
1973,SF,E,BOS,NHL,CHI,NHL,4,2,0,28,20,
1971,QF,B,NYR,NHL,MTL,NHL,4,2,0,19,14,
1990,DSF,A,BOS,NHL,HAR,NHL,4,2,0,24,17,
2003,CQF,B,MTL,NHL,BOS,NHL,4,3,0,19,14,
1961,SCF,C,TOR,NHL,CHI,NHL,4,2,0,18,15,
1974,Pre,A,TOR,NHL,LAK,NHL,2,1,0,7,6,
1999,CF,N,DAL,NHL,COL,NHL,4,3,0,14,13,
2006,CQF,E,DET,NHL,CAL,NHL,4,2,0,18,10,
1913,SCF,,TBS,NHA,VA1,PCHA,3,0,0,13,8,
1985,DF,I,MTL,NHL,HAR,NHL,4,3,0,16,13,
1997,CQF,G,DET,NHL,PHO,NHL,4,2,0,24,18,
1993,CF,N,VAN,NHL,TOR,NHL,4,1,0,16,9,
1935,SF,A,DET,NHL,MTM,NHL,3,0,0,6,1,
1967,QF,B,CHI,NHL,NYR,NHL,4,2,0,18,12,
1972,QF,D,PHI,NHL,MNS,NHL,4,2,0,14,12,
2003,SCF,O,TBL,NHL,CAL,NHL,4,3,0,13,14,
1982,DSF,D,NYI,NHL,WAS,NHL,3,1,0,19,11,
1995,CQF,D,FLO,NHL,BOS,NHL,4,1,0,22,16,
1921,F,,TRS,NHL,OTS,NHL,1,0,1,5,4,TG
1990,DSF,G,LAK,NHL,VAN,NHL,4,2,0,26,16,
1930,QF,C,NYR,NHL,MTM,NHL,2,0,0,8,1,TG
