year,lgid,tmid,g,w,l,t,gf,ga,pim,benchminor,ppg,ppc,sha,pkg,pkc,shf
1974,NHL,LAK,3,1,2,0,6,7,82,0,2,9,0,0,9,0
1988,NHL,WAS,6,2,4,0,19,25,155,0,9,43,,9,34,1
1925,NHL,MTM,4,2,0,2,8,5,40,,,,,,,
1979,NHL,MTL,10,6,4,0,39,26,77,0,7,33,2,5,30,1
1995,NHL,STL,13,7,6,0,37,37,214,2,11,69,2,15,75,4
2001,NHL,STL,10,5,5,0,24,19,150,0,9,45,1,5,42,2
1971,NHL,TOR,5,1,4,0,10,18,92,,3,,1,2,,1
1950,NHL,BOS,6,1,4,1,5,17,72,,,,,,,
1948,NHL,DET,11,4,7,0,22,26,164,,,,,,,
1979,NHL,LAK,4,1,3,0,10,21,73,2,1,16,2,3,15,2
1939,NHL,NYA,3,1,2,0,7,9,18,,,,,,,
1983,NHL,WAS,8,4,4,0,28,25,161,2,10,38,1,5,25,0
1974,WHA,TOT,6,2,4,0,27,29,,,,,,,,
2008,NHL,VAN,10,6,4,0,30,28,191,0,11,44,1,9,51,0
1954,NHL,DET,11,8,3,0,41,26,143,,,,,,,
2002,NHL,VAN,14,7,7,0,34,47,239,2,13,73,1,18,76,2
1923,NHL,OTS,2,0,2,0,2,5,28,,,,,,,
1942,NHL,TOR,6,2,4,0,17,20,46,,,,,,,
1926,NHL,OTS,6,3,0,3,12,4,85,,,,,,,
1992,NHL,CHI,4,0,4,0,6,13,74,2,1,24,1,7,25,0
2006,NHL,ATL,4,0,4,0,6,17,115,2,1,17,0,5,24,0
1991,NHL,HAR,7,3,4,0,18,21,147,0,6,40,1,8,41,2
1955,NHL,TOR,5,1,4,0,10,14,65,,,,,,,
1964,NHL,MTL,13,8,5,0,35,26,329,,,,,,,
1938,NHL,DET,6,3,3,0,16,15,51,,,,,,,
1966,NHL,CHI,6,2,4,0,14,18,81,,,,,,,
1936,NHL,BOS,3,1,2,0,6,8,15,,,,,,,
1989,NHL,NYI,5,1,4,0,13,22,175,0,4,26,2,10,31,0
1988,NHL,MNS,5,1,4,0,15,23,144,0,3,16,,5,30,1
1989,NHL,STL,12,7,5,0,42,44,432,2,16,62,3,12,70,1
1975,WHA,HOU,17,8,9,0,56,64,,,,,,,,
2010,NHL,CHI,7,3,4,0,22,16,76,0,6,29,0,4,18,1
1984,NHL,STL,3,0,3,0,5,9,72,0,2,15,0,2,9,1
1920,PCHA,VML,2,2,0,0,13,2,,,,,,,,
2005,NHL,BUF,18,11,7,0,60,49,220,0,16,99,2,16,92,5
2000,NHL,PHI,6,2,4,0,13,21,74,0,4,17,0,6,18,1
1981,NHL,BOS,11,6,5,0,43,39,253,2,9,40,1,14,42,0
1956,NHL,BOS,10,5,5,0,21,29,127,,,,,,,
1981,NHL,STL,10,5,5,0,39,36,234,4,6,44,1,10,50,1
1991,NHL,NYR,13,6,7,0,47,49,277,2,13,58,1,11,62,5
1993,NHL,BUF,7,3,4,0,14,14,157,0,4,38,0,6,32,0
2002,NHL,NJD,24,16,8,0,63,41,214,2,13,84,2,8,74,1
1994,NHL,QUE,6,2,4,0,19,25,89,2,2,25,1,7,29,2
1988,NHL,BUF,5,1,4,0,14,16,188,0,6,31,,5,30,2
1987,NHL,NYI,6,2,4,0,18,23,250,0,5,38,,10,43,3
1978,NHL,ATF,2,0,2,0,5,9,129,0,3,13,1,1,10,0
1925,NHL,PIP,2,0,1,1,4,6,10,,,,,,,
1990,NHL,CHI,6,2,4,0,16,23,278,4,6,31,0,15,54,0
1998,NHL,COL,19,11,8,0,56,54,309,0,14,96,3,19,106,2
1996,NHL,PHO,7,3,4,0,17,17,111,2,3,26,0,6,28,0
1987,NHL,WIN,5,1,4,0,17,25,213,0,7,37,,10,35,1
1936,NHL,MTM,5,2,3,0,8,11,21,,,,,,,
1990,NHL,MNS,23,14,9,0,81,75,674,4,35,152,3,24,136,4
1963,NHL,MTL,7,3,4,0,14,17,168,,,,,,,
1995,NHL,PHI,12,6,6,0,37,28,290,0,15,71,3,7,63,0
1975,WHA,SDM,11,5,6,0,36,39,,,,,,,,
1922,PCHA,VC1,2,1,1,0,3,5,,,,,,,,
1990,NHL,HAR,6,2,4,0,17,24,192,0,6,23,0,10,36,1
1975,NHL,LAK,9,5,4,0,17,27,151,2,5,41,2,11,43,0
1951,NHL,DET,8,8,0,0,24,5,118,,,,,,,
1933,NHL,MTL,2,0,1,1,3,4,8,,,,,,,
2011,NHL,STL,9,4,5,0,20,23,212,0,6,35,2,3,38,0
1977,NHL,BOS,15,10,5,0,53,42,286,4,11,42,0,11,54,0
1942,NHL,MTL,5,1,4,0,17,18,50,,,,,,,
1968,NHL,PHI,4,0,4,0,3,17,83,,1,,0,3,,1
1982,NHL,MTL,3,0,3,0,2,8,51,0,1,13,0,2,7,0
2005,NHL,NAS,5,1,4,0,10,17,88,0,6,32,0,9,37,1
1986,NHL,DET,16,9,7,0,45,40,426,0,9,56,1,9,58,1
1999,NHL,DAL,23,14,9,0,52,46,291,4,15,93,5,12,102,2
2002,NHL,BOS,5,1,4,0,8,13,70,0,3,18,0,3,22,0
1997,NHL,BUF,15,10,5,0,46,32,268,2,16,89,1,9,90,2
1989,NHL,MNS,7,3,4,0,18,21,274,14,8,43,2,5,43,0
1990,NHL,MTL,13,7,6,0,47,42,333,4,13,68,2,12,68,3
1975,NHL,BOS,12,5,7,0,38,33,209,0,14,54,0,6,52,2
1998,NHL,PHI,6,2,4,0,11,9,82,0,3,27,0,5,34,0
1981,NHL,PIT,5,2,3,0,13,22,112,2,3,25,0,4,21,0
1970,NHL,NYR,13,7,6,0,30,36,250,,5,,0,7,,1
1995,NHL,DET,19,10,9,0,58,46,302,4,20,112,1,13,89,5
1979,NHL,TOR,3,0,3,0,8,17,101,0,4,15,0,7,23,0
1994,NHL,CAL,7,3,4,0,35,26,111,0,7,31,0,6,31,6
1986,NHL,STL,6,2,4,0,12,15,182,2,5,30,0,2,28,0
1999,NHL,BUF,5,1,4,0,8,14,70,4,3,18,1,9,28,0
1957,NHL,NYR,6,2,4,0,16,28,85,,,,,,,
1997,NHL,WAS,21,12,9,0,53,44,319,6,14,84,2,15,115,3
1990,NHL,NJD,7,3,4,0,21,21,211,2,8,33,0,7,38,1
1983,NHL,DET,4,1,3,0,12,13,131,0,4,25,1,5,17,1
1997,NHL,DAL,17,10,7,0,36,32,300,4,10,100,2,11,93,1
1921,WCHL,EDE,2,0,1,1,2,3,,,,,,,,
1991,NHL,LAK,6,2,4,0,18,23,153,2,6,35,0,10,34,0
1990,NHL,DET,7,3,4,0,20,24,272,2,4,33,0,3,39,1
1938,NHL,NYR,7,3,4,0,12,14,74,,,,,,,
1953,NHL,TOR,5,1,4,0,8,15,57,,,,,,,
1983,NHL,CAL,11,6,5,0,41,46,224,2,10,53,2,11,49,3
2008,NHL,AND,13,7,6,0,35,32,220,6,13,50,0,11,55,0
1989,NHL,CAL,6,2,4,0,24,29,149,6,2,33,1,10,46,2
1938,NHL,BOS,12,8,4,0,26,18,98,,,,,,,
1923,PCHA,VAM,5,2,2,1,11,13,,,,,,,,
1993,NHL,SJS,14,7,7,0,42,53,224,6,9,74,5,13,61,2
1997,NHL,MTL,10,4,6,0,28,32,148,0,6,50,3,9,58,0
1986,NHL,NYR,6,2,4,0,13,22,172,0,4,35,2,3,32,0
1948,NHL,TOR,9,8,1,0,28,15,94,,,,,,,
1980,NHL,CAL,16,9,7,0,55,60,365,2,17,74,5,19,65,0
1978,NHL,NYR,18,11,7,0,66,42,286,2,14,72,1,8,67,6
1972,WHA,HOU,10,4,6,0,26,30,,,9,27,1,5,45,1
1931,NHL,DTF,2,0,1,1,1,3,10,,,,,,,
1982,NHL,CAL,9,4,5,0,30,49,317,2,9,45,5,8,43,2
1927,NHL,PIP,2,1,1,0,4,6,12,,,,,,,
1926,NHL,BOS,8,2,2,4,16,13,125,,,,,,,
1934,NHL,MTM,7,5,0,2,16,8,56,,,,,,,
2011,NHL,DET,5,1,4,0,9,13,55,0,4,23,0,2,22,0
1947,NHL,TOR,9,8,1,0,38,20,102,,,,,,,
2009,NHL,MTL,19,9,10,0,46,57,216,10,12,73,3,13,84,1
2005,NHL,CAL,7,3,4,0,16,17,129,4,6,43,1,6,44,2
2002,NHL,NYI,5,1,4,0,7,13,108,0,3,31,0,4,30,0
1975,NHL,BUF,9,4,5,0,25,29,162,0,2,42,1,7,41,1
1975,NHL,MTL,13,12,1,0,44,26,187,0,11,53,0,9,46,3
1921,NHL,TRS,2,1,0,1,5,4,28,,,,,,,
1967,NHL,CHI,11,5,6,0,28,34,96,,5,,1,8,,1
1984,NHL,EDM,18,15,3,0,98,57,476,2,15,78,4,16,90,6
1981,NHL,PHI,4,1,3,0,15,19,81,0,6,20,0,8,21,2
1977,NHL,LAK,2,0,2,0,3,11,39,0,0,10,0,2,9,0
1985,NHL,STL,19,10,9,0,64,70,579,0,13,91,3,26,96,3
2006,NHL,DET,18,10,8,0,48,35,244,10,19,103,2,12,91,4
1977,WHA,NEW,14,8,6,0,56,47,,,,,,,,
1941,NHL,CHI,3,1,2,0,7,5,10,,,,,,,
1975,NHL,CHI,4,0,4,0,3,13,67,2,2,16,1,3,17,0
1990,NHL,LAK,12,6,6,0,46,37,306,2,12,53,1,8,56,1
2001,NHL,CHI,5,1,4,0,5,13,73,2,1,17,1,5,20,0
1999,NHL,NJD,23,16,7,0,61,39,192,6,12,70,1,5,67,4
2001,NHL,OTT,12,7,5,0,29,18,115,0,9,55,0,6,41,0
1913,NHA,TBS,2,1,1,0,6,2,,,,,,,,
1934,NHL,TOR,7,3,4,0,11,12,61,,,,,,,
1988,NHL,MTL,21,14,7,0,67,51,456,6,16,97,,9,88,2
1987,NHL,LAK,5,1,4,0,18,30,178,4,8,38,,8,34,0
1917,PCHA,VML,2,1,0,1,3,2,,,,,,,,
1995,NHL,VAN,6,2,4,0,17,24,99,0,7,39,0,8,36,0
1989,NHL,TOR,5,1,4,0,16,20,257,0,4,28,1,8,28,1
1922,NHL,MTL,2,1,1,0,2,3,44,,,,,,,
1980,NHL,TOR,3,0,3,0,4,20,56,4,1,12,2,6,16,0
2007,NHL,MIN,6,2,4,0,12,17,141,2,3,21,1,6,30,2
1933,NHL,TOR,5,2,3,0,12,11,67,,,,,,,
1926,NHL,MTM,2,0,1,1,1,2,18,,,,,,,
2009,NHL,PHI,23,14,9,0,76,61,253,10,23,105,2,14,95,1
1991,NHL,PIT,21,16,5,0,83,63,339,2,25,102,3,13,92,3
1991,NHL,BUF,7,3,4,0,24,19,80,0,10,40,0,6,28,2
1965,NHL,CHI,6,2,4,0,10,22,75,,,,,,,
1963,NHL,TOR,14,8,6,0,39,31,262,,,,,,,
2003,NHL,STL,5,1,4,0,9,12,68,0,1,22,1,3,31,2
2009,NHL,BUF,6,2,4,0,15,16,114,2,0,19,0,6,22,0
1965,NHL,DET,12,6,6,0,36,28,154,,,,,,,
2005,NHL,ANA,16,9,7,0,46,36,267,4,11,102,4,11,96,1
2011,NHL,NYR,20,10,10,0,43,41,218,2,13,73,0,11,69,0
1998,NHL,NJD,7,3,4,0,18,21,86,2,5,27,0,4,26,1
1951,NHL,TOR,4,0,4,0,3,13,90,,,,,,,
2008,NHL,STL,4,0,4,0,5,11,63,2,1,24,0,4,18,0
2011,NHL,LAK,20,16,4,0,57,30,238,6,12,94,0,6,76,5
1940,NHL,NYR,3,1,2,0,6,6,41,,,,,,,
2007,NHL,BOS,7,3,4,0,15,19,87,0,3,30,0,3,33,1
1978,WHA,CIN,3,1,2,0,10,10,,,,,,,,
1998,NHL,BOS,12,6,6,0,30,27,126,2,9,59,1,8,47,0
1995,NHL,COL,22,16,6,0,80,51,374,0,24,110,2,17,113,1
1987,NHL,WAS,14,7,7,0,54,50,529,0,14,99,,13,77,4
1994,NHL,BUF,5,1,4,0,13,18,80,0,3,26,1,3,26,1
1973,NHL,ATF,4,0,4,0,6,17,123,,2,,1,5,,0
1981,NHL,CAL,3,0,3,0,5,10,112,2,2,12,0,2,10,0
1939,NHL,TOR,10,6,4,0,21,19,123,,,,,,,
1964,NHL,DET,7,3,4,0,19,23,124,,,,,,,
1998,NHL,TOR,17,9,8,0,43,46,252,0,12,87,3,13,71,0
1985,NHL,NYR,16,8,8,0,47,55,426,4,13,70,3,14,81,4
1931,NHL,MTM,4,1,1,2,6,5,24,,,,,,,
1981,NHL,NYI,19,15,4,0,85,52,458,0,23,77,0,16,84,4
1957,NHL,DET,4,0,4,0,6,19,68,,,,,,,
1926,NHL,NYR,2,0,1,1,1,3,36,,,,,,,
1987,NHL,NJD,20,11,9,0,67,71,871,10,23,117,,22,128,4
1971,NHL,STL,11,4,7,0,27,47,232,,8,,1,14,,0
1969,NHL,PIT,10,6,4,0,23,25,211,,4,,2,9,,0
1925,WCHL,EDE,2,0,1,1,3,5,,,,,,,,
1932,NHL,NYR,8,6,1,1,25,13,103,,,,,,,
2003,NHL,OTT,7,3,4,0,11,14,99,0,3,35,0,4,32,0
1944,NHL,TOR,13,8,5,0,24,30,62,,,,,,,
1960,NHL,TOR,5,1,4,0,8,15,46,,,,,,,
1997,NHL,PHO,6,2,4,0,18,24,127,0,6,33,0,7,42,2
2010,NHL,TBL,18,11,7,0,59,45,207,8,17,67,1,6,78,1
2001,NHL,DET,23,16,7,0,72,47,308,8,19,99,2,14,104,7
1981,NHL,NYR,10,5,5,0,39,42,216,4,13,46,4,11,43,0
1994,NHL,PIT,12,5,7,0,37,43,236,4,11,58,1,10,61,1
1980,NHL,MTL,3,0,3,0,6,15,62,0,2,17,0,1,12,0
1972,WHA,MFS,5,1,4,0,16,23,,,4,11,0,7,13,0
1994,NHL,SJS,11,4,7,0,32,59,135,2,9,48,8,13,46,0
1941,NHL,NYR,6,2,4,0,12,13,60,,,,,,,
1984,NHL,BOS,5,2,3,0,17,19,97,0,1,15,0,5,21,0
1972,NHL,PHI,11,5,6,0,27,31,205,,6,,0,8,,1
1931,NHL,NYR,7,3,4,0,23,27,98,,,,,,,
1958,NHL,TOR,12,5,7,0,32,39,173,,,,,,,
1972,NHL,STL,5,1,4,0,9,22,51,,2,,1,4,,0
1979,NHL,BOS,10,4,6,0,35,33,346,0,6,37,1,8,33,2
2002,NHL,PHI,13,6,7,0,34,33,152,4,5,50,4,9,50,1
2010,NHL,NYR,5,1,4,0,8,13,62,4,1,20,0,3,16,0
1988,NHL,HAR,4,0,4,0,11,18,111,0,1,15,,4,18,1
1972,NHL,NYR,10,5,5,0,33,26,98,,5,,1,5,,0
2011,NHL,PIT,6,2,4,0,26,30,149,0,9,29,3,12,23,0
1975,WHA,NEW,17,10,7,0,53,40,,,,,,,,
2008,NHL,CAL,6,2,4,0,16,21,83,4,2,18,0,7,24,0
1941,NHL,DET,12,7,5,0,36,38,185,,,,,,,
1924,NHL,TRS,2,0,2,0,2,5,21,,,,,,,
1956,NHL,MTL,10,8,2,0,37,18,122,,,,,,,
1979,NHL,BUF,14,9,5,0,48,36,237,6,17,61,3,9,55,1
1965,NHL,TOR,4,0,4,0,6,15,151,,,,,,,
1985,NHL,HAR,10,6,4,0,29,23,260,4,7,39,3,9,41,1
1986,NHL,LAK,5,1,4,0,20,32,118,0,5,28,1,8,30,0
1978,NHL,VAN,3,1,2,0,9,15,47,0,2,19,0,4,11,0
1982,NHL,STL,4,1,3,0,10,16,116,0,5,22,0,3,23,0
1997,NHL,STL,10,6,4,0,29,31,185,4,13,75,3,7,69,1
1993,NHL,VAN,24,15,9,0,76,61,436,0,19,116,2,20,114,2
1975,WHA,WIJ,13,12,1,0,68,35,,,,,,,,
1945,NHL,MTL,9,8,1,0,45,20,91,,,,,,,
1973,NHL,TOR,4,0,4,0,9,17,45,,1,,1,2,,0
1989,NHL,BOS,21,13,8,0,62,59,421,12,15,93,1,9,88,3
1953,NHL,BOS,4,0,4,0,4,16,54,,,,,,,
2000,NHL,PIT,18,9,9,0,38,44,214,2,11,61,3,16,73,1
1993,NHL,PIT,6,2,4,0,12,20,140,2,2,27,2,3,30,0
1978,NHL,MTL,16,12,4,0,63,41,178,0,15,51,1,7,39,0
1968,NHL,STL,12,8,4,0,36,20,258,,7,,3,6,,0
1989,NHL,CHI,20,10,10,0,69,65,532,6,18,109,1,22,109,5
2003,NHL,NYI,5,1,4,0,5,12,50,4,2,16,1,2,23,0
2005,NHL,DAL,5,1,4,0,15,18,64,0,5,31,1,5,28,1
1984,NHL,LAK,3,0,3,0,7,11,47,0,1,16,1,0,10,0
2010,NHL,BOS,25,16,9,0,81,53,396,4,10,88,1,15,96,4
2005,NHL,PHI,6,2,4,0,14,27,129,4,3,29,2,7,41,1
1978,NHL,BUF,3,1,2,0,9,9,41,0,1,8,0,0,13,0
1927,NHL,MTL,2,0,1,1,2,3,35,,,,,,,
2008,NHL,CAR,18,8,10,0,42,52,231,4,6,60,0,8,71,1
1993,NHL,NJD,20,11,9,0,52,49,421,4,14,81,1,11,85,1
1980,NHL,EDM,9,5,4,0,35,35,157,2,9,43,2,15,46,1
1975,NHL,NYI,13,7,6,0,43,39,247,0,9,49,2,7,60,1
1970,NHL,PHI,4,0,4,0,8,20,57,,4,,1,7,,0
1976,NHL,BOS,14,8,6,0,50,48,217,2,8,52,0,16,57,2
1991,NHL,CHI,18,12,6,0,65,48,340,4,18,108,2,13,90,1
2011,NHL,SJS,5,1,4,0,8,14,97,0,2,17,0,6,18,0
1936,NHL,TOR,2,0,2,0,1,5,21,,,,,,,
1995,NHL,NYR,11,5,6,0,34,38,136,2,12,55,3,8,57,1
1988,NHL,LAK,11,4,7,0,36,42,270,2,15,54,,11,57,1
2007,NHL,NAS,6,2,4,0,12,17,68,2,2,23,1,3,26,0
1988,NHL,BOS,10,5,5,0,29,30,229,2,6,47,,7,44,2
1959,NHL,DET,6,2,4,0,16,20,45,,,,,,,
1952,NHL,BOS,11,5,6,0,30,37,109,,,,,,,
1943,NHL,MTL,9,8,1,0,39,14,102,,,,,,,
1945,NHL,CHI,4,0,4,0,7,26,68,,,,,,,
2000,NHL,NJD,25,15,10,0,69,52,334,2,16,101,2,17,104,3
1985,NHL,PHI,5,2,3,0,15,18,145,0,3,29,2,5,21,0
2001,NHL,BOS,6,2,4,0,18,20,106,0,5,20,0,6,27,2
1983,NHL,MNS,16,7,9,0,47,53,335,2,14,67,4,12,66,3
2006,NHL,TBL,6,2,4,0,14,19,110,2,4,26,0,7,28,1
1949,NHL,DET,14,8,6,0,32,28,148,,,,,,,
1969,NHL,MNS,6,2,4,0,16,20,82,,7,,1,10,,0
1992,NHL,TOR,21,11,10,0,69,63,413,0,17,104,7,21,90,0
1973,NHL,BOS,16,10,6,0,58,44,349,,12,,0,12,,2
1985,NHL,EDM,10,6,4,0,41,30,321,6,8,39,2,8,51,4
1973,WHA,CLC,5,1,4,0,9,18,,,,,,,,
1923,WCHL,REG,2,0,1,1,2,4,,,,,,,,
1938,NHL,MTL,3,1,2,0,5,8,39,,,,,,,
1998,NHL,DET,10,6,4,0,31,27,137,0,14,59,1,9,50,0
1941,NHL,MTL,3,1,2,0,8,8,19,,,,,,,
1994,NHL,STL,7,3,4,0,27,27,210,2,6,45,6,11,43,1
2007,NHL,NJD,5,1,4,0,12,19,56,0,5,24,1,4,17,0
1990,NHL,EDM,18,9,9,0,57,60,400,2,12,91,2,21,95,0
1983,NHL,NYR,5,2,3,0,14,13,87,0,4,23,0,0,21,1
1996,NHL,BUF,12,5,7,0,27,34,226,6,8,53,0,11,60,2
1976,NHL,BUF,6,2,4,0,21,19,96,0,6,23,1,2,20,0
1993,NHL,CHI,6,2,4,0,10,15,121,2,4,29,1,9,32,0
1932,NHL,MTL,2,0,1,1,5,8,16,,,,,,,
1930,NHL,MTL,10,6,4,0,24,21,105,,,,,,,
1973,NHL,PHI,17,12,5,0,54,36,578,,14,,1,9,,2
1935,NHL,NYA,5,2,3,0,10,11,29,,,,,,,
1968,NHL,TOR,4,0,4,0,5,24,119,,1,,2,8,,1
1930,NHL,CHI,9,5,3,1,15,14,98,,,,,,,
1984,NHL,NYR,3,0,3,0,10,14,76,0,4,11,0,5,16,0
2001,NHL,COL,21,11,10,0,54,56,168,6,10,77,2,9,62,0
1985,NHL,WIN,3,0,3,0,8,15,88,0,3,15,0,2,15,1
1993,NHL,BOS,13,6,7,0,39,42,168,2,10,54,0,11,51,1
1992,NHL,LAK,24,13,11,0,93,91,448,4,22,133,3,26,126,6
2003,NHL,CAL,26,15,11,0,60,53,444,0,15,108,0,21,121,3
1930,NHL,BOS,5,2,3,0,13,13,66,,,,,,,
1995,NHL,TBL,6,2,4,0,13,26,190,0,3,35,0,10,43,2
1974,NHL,VAN,5,1,4,0,9,20,77,2,2,18,0,3,20,0
1992,NHL,QUE,6,2,4,0,16,19,94,2,4,18,0,4,21,0
2003,NHL,MTL,11,4,7,0,24,28,148,0,5,40,1,5,42,0
1974,WHA,QUN,15,8,7,0,55,48,,,,,,,,
1999,NHL,PHI,18,11,7,0,44,40,257,2,15,69,0,8,58,1
2002,NHL,EDM,6,2,4,0,11,20,131,2,1,23,0,7,39,1
1999,NHL,LAK,4,0,4,0,6,15,54,2,0,23,0,7,23,0
1996,NHL,COL,17,10,7,0,59,41,380,6,21,95,4,7,86,0
1978,NHL,NYI,10,6,4,0,27,21,144,0,3,31,0,3,27,1
1983,NHL,BOS,3,0,3,0,2,10,77,0,1,13,0,2,12,0
1921,NHL,OTS,2,0,1,1,4,5,30,,,,,,,
