playerid,year,ppa,sha
ramagro01,1987,19,2
courtge01,1987,7,
ysebapa01,1990,4,1
wilsoca01,1987,9,3
duguaro01,1987,2,
ledyagr01,1987,5,
konrost01,1988,1,1
momesse01,1990,1,
linseke01,1989,8,
erickbr01,1987,6,
butchga01,1990,3,2
konrost01,1988,1,1
huntema01,1990,4,
cunnera01,1989,4,
brookbo01,1989,1,2
tuckejo01,1989,6,
stastpe01,1989,23,
charbjo01,1988,1,
ferrara01,1990,5,
franclo01,1990,1,1
kurveto01,1990,15,
carsoli01,1987,1,1
picarro02,1989,1,1
bradlbr01,1990,10,
robergo01,1987,3,
joycebo01,1989,3,
quinnda01,1990,18,
cullejo01,1990,29,
allismi01,1987,5,
wilsoca01,1987,9,3
petitmi01,1987,9,1
lemiejo01,1989,1,1
tantito01,1989,9,
skrikpe01,1990,5,
goulemi01,1989,15,1
sheehne01,1987,1,
crossdo01,1990,21,
brownro01,1990,10,
hardyma01,1988,5,
courtru01,1988,2,
loisecl01,1990,1,1
ledyagr01,1988,6,
nichobe01,1989,37,1
mcintjo01,1990,,2
hrdinji01,1990,4,
manthmo01,1987,15,1
smaildo01,1990,1,1
tuckejo01,1990,1,
larsore01,1988,14,
poulida02,1989,1,1
bullami01,1988,13,
gartnmi01,1989,14,1
rousebo01,1988,,1
kennede01,1988,,2
zezelpe01,1990,5,1
foligmi01,1990,1,
donnemi01,1987,2,
nylunga01,1988,1,
klimape01,1989,11,
wilsoca01,1990,4,
ledyagr01,1987,5,
duguaro01,1987,2,
halwado01,1988,1,
jonssto01,1988,24,
mcintjo01,1990,,2
archida01,1989,4,
linseke01,1989,8,
macivno01,1988,19,
gingrga01,1987,9,
stastpe01,1989,23,
nylunga01,1988,1,
frasecu01,1987,2,
sandsto01,1989,20,
allismi01,1987,5,
wilsoca01,1988,19,
crossdo01,1990,21,
cyrpa01,1987,1,
samueul01,1990,,2
hunteda01,1987,1,4
wilsoca01,1990,4,
ferrara01,1990,5,
broteaa01,1990,1,
adamsgr01,1989,1,
quinnda01,1990,18,
tuckejo01,1989,6,
carpebo01,1988,4,
courtru01,1988,2,
ruotsre01,1989,9,
lawlepa01,1987,3,
malondo01,1988,2,
zezelpe01,1988,17,
creigad01,1988,7,
adamsgr01,1988,1,
mcdonhu01,1989,1,
iafraal01,1990,11,1
loisecl01,1990,1,1
bradlbr01,1990,10,
bullami01,1988,13,
manthmo01,1987,15,1
playfla01,1988,,1
klimape01,1989,11,
murphla01,1988,22,
pederma01,1990,7,
tuckejo01,1990,1,
wellsja01,1989,3,2
mcbeawa01,1988,1,
gingrga01,1987,9,
hullbr01,1987,10,
charbjo01,1988,1,
brookbo01,1989,1,2
crossdo01,1990,21,
duguaro01,1987,2,
petitmi01,1990,16,
hardyma01,1987,10,1
playfla01,1988,,1
krushmi01,1990,3,
wilsoca01,1988,19,
franclo01,1990,1,1
smaildo01,1990,1,1
samueul01,1990,,2
bradlbr01,1990,10,
carpebo01,1988,4,
petitmi01,1987,9,1
huberwi01,1987,14,
thibagi01,1989,2,
archida01,1989,4,
rousebo01,1988,,1
fentopa01,1990,2,
mcdonhu01,1989,1,
bullami01,1988,13,
pederma01,1990,7,
ferrara01,1990,5,
deblolu01,1990,,1
paslagr01,1990,3,1
lawtobr01,1989,1,
ciccadi01,1988,10,1
halwado01,1988,1,
bassebo01,1988,,1
dahlqch01,1990,,1
larsore01,1988,14,
actonke01,1988,,1
ruffli01,1988,1,
sandsto01,1989,20,
manthmo01,1987,15,1
pederba01,1989,7,1
maroima01,1988,3,
ysebapa01,1990,4,1
dineego01,1987,2,
tantito01,1990,5,
macdepa01,1989,2,
kennede01,1988,,2
murphla01,1990,19,
tuckejo01,1990,1,
adamsgr01,1989,1,
butchga01,1990,3,2
stastpe01,1989,23,
skrikpe01,1990,5,
momesse01,1990,1,
pavesji01,1987,1,
vaiveri01,1988,15,
creigad01,1988,7,
hunteda01,1988,,1
mckegto01,1989,3,
joycebo01,1989,3,
konrost01,1988,1,1
linseke01,1989,8,
ledyagr01,1988,6,
chrisda01,1989,7,
kontoch01,1987,6,
tantito01,1989,9,
robergo01,1987,3,
iafraal01,1990,11,1
laughcr01,1987,3,
brownro01,1990,10,
loisecl01,1990,1,1
foligmi01,1990,1,
hardyma01,1988,5,
hrdinji01,1990,4,
nylunga01,1988,1,
cunnera01,1989,4,
carsoli01,1987,1,1
libaig01,1988,6,
nichobe01,1989,37,1
carsoji01,1989,5,
proppbr01,1989,9,
adamsgr01,1988,1,
johanca01,1988,7,
frycemi01,1988,3,
coxecr01,1987,1,
murphla01,1988,22,
hunteda01,1987,1,4
grahadi01,1987,7,1
hrdinji01,1990,4,
frasecu01,1987,2,
crossdo01,1990,21,
stastpe01,1989,23,
brownro01,1990,10,
norwole01,1990,3,
mcintjo01,1990,,2
zezelpe01,1988,17,
playfla01,1988,,1
loisecl01,1990,1,1
macdepa01,1989,2,
dineego01,1988,2,
lawtobr01,1989,1,
gartnmi01,1988,9,
grahadi01,1987,7,1
wilsoca01,1988,19,
linseke01,1989,8,
carsoli01,1987,1,1
huberwi01,1987,14,
sandsto01,1989,20,
pederma01,1990,7,
pavesji01,1987,1,
joycebo01,1989,3,
tuckejo01,1990,1,
macivno01,1988,19,
pavesji01,1987,1,
murphla01,1990,19,
pederma01,1990,7,
kurveto01,1990,15,
tuckejo01,1989,6,
bodgedo01,1988,25,1
tuckejo01,1990,1,
mcbeawa01,1988,1,
libaig01,1988,6,
konrost01,1988,1,1
foligmi01,1990,1,
charbjo01,1988,1,
hardyma01,1988,5,
broteaa01,1989,3,
wilsoca01,1987,9,3
ysebapa01,1990,4,1
gingrga01,1987,9,
samueul01,1990,,2
butchga01,1990,3,2
lawtobr01,1988,4,
iafraal01,1990,11,1
kennede01,1988,,2
gartnmi01,1988,9,
macdepa01,1989,2,
macivno01,1988,19,
mckegto01,1989,3,
vaiveri01,1988,15,
poulida02,1989,1,1
cullejo01,1990,29,
pederba01,1989,7,1
broteaa01,1990,1,
archida01,1989,4,
krushmi01,1990,3,
tantito01,1989,9,
grahadi01,1987,7,1
manthmo01,1987,15,1
norwole01,1990,3,
ramagro01,1987,19,2
hardyma01,1987,10,1
kaspest01,1988,6,2
carsoji01,1989,5,
ciccadi01,1988,10,1
erickbr01,1987,6,
sheehne01,1987,1,
courtge01,1987,7,
ferrara01,1990,5,
ledyagr01,1987,5,
mcintjo01,1990,,2
lawtobr01,1989,1,
simpscr01,1987,10,1
thibagi01,1989,2,
maclebr01,1988,8,
laughcr01,1987,3,
halwado01,1988,1,
proppbr01,1989,9,
crossdo01,1990,21,
murphla01,1990,19,
sanipev01,1989,2,
bassebo01,1988,,1
bullami01,1988,13,
smaildo01,1990,1,1
wilsoca01,1987,9,3
adamsgr01,1989,1,
rousebo01,1988,,1
courtru01,1988,2,
pederma01,1990,7,
thibagi01,1989,2,
laughcr01,1987,3,
playfla01,1988,,1
mckegto01,1989,3,
gingrga01,1987,9,
proppbr01,1989,9,
petitmi01,1987,9,1
jonssto01,1988,24,
joycebo01,1989,3,
skrikpe01,1990,5,
dahlqch01,1990,,1
huntema01,1990,4,
cullejo01,1990,29,
quinnda01,1989,15,1
murphla01,1988,22,
manthmo01,1988,9,
crossdo01,1990,21,
sandsto01,1989,20,
carpebo01,1988,4,
ruotsre01,1989,9,
kontoch01,1987,6,
gartnmi01,1989,14,1
kennede01,1988,,2
frasecu01,1987,2,
actonke01,1988,,1
iafraal01,1990,11,1
brookbo01,1989,1,2
stastpe01,1989,23,
robergo01,1987,3,
kurveto01,1990,15,
pederma01,1990,7,
picarro02,1989,1,1
courtru01,1988,2,
goulemi01,1989,15,1
dineego01,1988,2,
murphla01,1990,19,
petitmi01,1987,9,1
bullami01,1988,13,
johanca01,1988,7,
lawlepa01,1987,3,
lemiejo01,1989,1,1
allismi01,1987,5,
samueul01,1990,,2
gartnmi01,1989,14,1
creigad01,1988,7,
pavesji01,1987,1,
hunteda01,1987,1,4
ciccadi01,1988,10,1
konrost01,1988,1,1
hrdinji01,1990,4,
chrisda01,1989,7,
brookbo01,1989,1,2
rousebo01,1988,,1
zezelpe01,1990,5,1
murphla01,1988,22,
adamsgr01,1988,1,
broteaa01,1989,3,
quinnda01,1989,15,1
ledyagr01,1988,6,
mcbeawa01,1988,1,
manthmo01,1987,15,1
krushmi01,1990,3,
crossdo01,1990,21,
iafraal01,1990,11,1
mckegto01,1989,3,
momesse01,1990,1,
macdepa01,1989,2,
duguaro01,1987,2,
carpebo01,1988,4,
malondo01,1988,2,
manthmo01,1988,9,
courtge01,1987,7,
hardyma01,1988,5,
erickbr01,1987,6,
cyrpa01,1987,1,
larsore01,1988,14,
linseke01,1989,8,
carsoji01,1989,5,
frasecu01,1987,2,
sanipev01,1989,2,
wellsja01,1989,3,2
grahadi01,1987,7,1
lawtobr01,1989,1,
poulida02,1989,1,1
lawlepa01,1987,3,
broteaa01,1989,3,
maroima01,1988,3,
murphla01,1988,22,
crossdo01,1990,21,
vaiveri01,1988,15,
halwado01,1988,1,
hrdinji01,1990,4,
gingrga01,1987,9,
josepch01,1987,6,
goulemi01,1989,15,1
brownje02,1989,24,
ciccadi01,1988,10,1
sandsto01,1989,20,
hunteda01,1988,,1
gartnmi01,1989,14,1
bodgedo01,1988,25,1
deblolu01,1990,,1
huberwi01,1987,14,
tantito01,1990,5,
nichobe01,1989,37,1
quinnda01,1990,18,
wilsoca01,1987,9,3
courtru01,1988,2,
zezelpe01,1988,17,
bassebo01,1988,,1
sheehne01,1987,1,
ysebapa01,1990,4,1
frasecu01,1987,2,
creigad01,1988,7,
malondo01,1988,2,
joycebo01,1989,3,
carsoli01,1987,1,1
bullami01,1988,13,
erickbr01,1987,6,
johanca01,1988,7,
mcintjo01,1990,,2
josepch01,1987,6,
mcbeawa01,1988,1,
dineego01,1988,2,
tantito01,1989,9,
courtge01,1987,7,
wilsoca01,1988,19,
hrdinji01,1990,4,
frycemi01,1988,3,
macivno01,1988,19,
chrisda01,1989,7,
jonssto01,1988,24,
fentopa01,1990,2,
zezelpe01,1990,5,1
maroima01,1988,3,
tantito01,1990,5,
proppbr01,1989,9,
kennede01,1988,,2
hunteda01,1988,,1
murphla01,1990,19,
coxecr01,1987,1,
mcintjo01,1990,,2
hunteda01,1987,1,4
nichobe01,1989,37,1
donnemi01,1987,2,
ramagro01,1987,19,2
murphla01,1988,22,
carpebo01,1988,4,
huntema01,1990,4,
macdepa01,1989,2,
goulemi01,1989,15,1
larsore01,1988,14,
lawtobr01,1988,4,
hullbr01,1987,10,
sheehne01,1987,1,
bradlbr01,1990,10,
ciccadi01,1988,10,1
vaiveri01,1988,15,
malondo01,1988,2,
dineego01,1987,2,
gingrga01,1987,9,
ledyagr01,1988,6,
mckegto01,1990,7,
carsoli01,1987,1,1
grahadi01,1987,7,1
ruotsre01,1989,9,
kontoch01,1987,6,
brownro01,1990,10,
skrikpe01,1990,5,
carsoji01,1989,5,
petitmi01,1990,16,
bullami01,1988,13,
picarro02,1989,1,1
ysebapa01,1990,4,1
charbjo01,1988,1,
ruffli01,1988,1,
quinnda01,1990,18,
linseke01,1989,8,
charbjo01,1988,1,
zezelpe01,1988,17,
carpebo01,1988,4,
norwole01,1990,3,
crossdo01,1990,21,
pederba01,1989,7,1
duguaro01,1987,2,
gingrga01,1987,9,
courtru01,1988,2,
brownro01,1990,10,
dineego01,1987,2,
johanca01,1988,7,
thibagi01,1989,2,
bassebo01,1988,,1
maclebr01,1988,8,
brookbo01,1989,1,2
adamsgr01,1989,1,
broteaa01,1989,3,
allismi01,1987,5,
erickbr01,1987,6,
zezelpe01,1990,5,1
hunteda01,1987,1,4
momesse01,1990,1,
kurveto01,1990,15,
pederma01,1990,7,
maroima01,1988,3,
kennede01,1988,,2
robergo01,1987,3,
iafraal01,1990,11,1
cunnera01,1989,4,
murphla01,1988,22,
tuckejo01,1990,1,
coxecr01,1987,1,
smaildo01,1990,1,1
libaig01,1988,6,
brownje02,1989,24,
bennibr01,1989,5,
grahadi01,1987,7,1
smaildo01,1990,1,1
ramagro01,1987,19,2
joycebo01,1989,3,
iafraal01,1990,11,1
brownro01,1990,10,
murphla01,1988,22,
adamsgr01,1989,1,
gartnmi01,1989,14,1
ruffli01,1988,1,
skrikpe01,1990,5,
butchga01,1990,3,2
mckegto01,1990,7,
hunteda01,1987,1,4
ledyagr01,1987,5,
quinnda01,1990,18,
charbjo01,1988,1,
pederba01,1989,7,1
poulida02,1989,1,1
charbjo01,1988,1,
robergo01,1987,3,
klimape01,1989,11,
nylunga01,1988,1,
zezelpe01,1988,17,
allismi01,1987,5,
broteaa01,1990,1,
mcbeawa01,1988,1,
mckegto01,1989,3,
deblolu01,1990,,1
sheehne01,1987,1,
duguaro01,1987,2,
makelmi01,1989,1,
norwole01,1990,3,
wellsja01,1989,3,2
lemiejo01,1989,1,1
linseke01,1989,8,
jonssto01,1988,24,
huntema01,1990,4,
nichobe01,1989,37,1
