year,lgid,tmid,franchid,confid,divid,rank,playoff,g,w,l,t,otl,pts,sow,sol,gf,ga,name,pim,benchminor,ppg,ppc,sha,pkg,pkc,shf
1966,NHL,NYR,NYR,,,4,SF,70,30,28,12.0,,72,,,188,189,New York Rangers,664.0,,35.0,199.0,4.0,30.0,199.0,4.0
1967,NHL,NYR,NYR,,ED,2,QF,74,39,23,12.0,,90,,,226,183,New York Rangers,669.0,,46.0,217.0,7.0,42.0,223.0,1.0
1968,NHL,NYR,NYR,,ED,3,QF,76,41,26,9.0,,91,,,231,196,New York Rangers,806.0,,56.0,275.0,9.0,35.0,223.0,4.0
1969,NHL,NYR,NYR,,ED,4,QF,76,38,22,16.0,,92,,,246,189,New York Rangers,853.0,10.0,52.0,295.0,7.0,40.0,269.0,7.0
1970,NHL,NYR,NYR,,ED,2,SF,78,49,18,11.0,,109,,,259,177,New York Rangers,952.0,8.0,60.0,234.0,3.0,41.0,253.0,5.0
1971,NHL,NYR,NYR,,ED,2,F,78,48,17,13.0,,109,,,317,192,New York Rangers,1010.0,4.0,60.0,257.0,10.0,44.0,282.0,14.0
1972,NHL,NYR,NYR,,ED,3,SF,78,47,23,8.0,,102,,,297,208,New York Rangers,765.0,8.0,54.0,238.0,5.0,39.0,250.0,5.0
1973,NHL,NYR,NYR,,ED,3,SF,78,40,24,14.0,,94,,,300,251,New York Rangers,782.0,2.0,66.0,222.0,2.0,45.0,239.0,9.0
1974,NHL,NYR,NYR,CC,PT,2,PRE,80,37,29,14.0,,88,,,319,276,New York Rangers,1053.0,12.0,84.0,296.0,7.0,54.0,295.0,6.0
1975,NHL,NYR,NYR,CC,PT,4,,80,29,42,9.0,,67,,,262,333,New York Rangers,911.0,12.0,67.0,323.0,11.0,68.0,277.0,3.0
1976,NHL,NYR,NYR,CC,PT,4,,80,29,37,14.0,,72,,,272,310,New York Rangers,1164.0,18.0,60.0,290.0,16.0,55.0,268.0,6.0
1977,NHL,NYR,NYR,CC,PT,4,PRE,80,30,37,13.0,,73,,,279,280,New York Rangers,1057.0,8.0,78.0,279.0,6.0,48.0,244.0,10.0
1978,NHL,NYR,NYR,CC,PT,3,F,80,40,29,11.0,,91,,,316,292,New York Rangers,1214.0,14.0,75.0,306.0,12.0,78.0,311.0,9.0
1979,NHL,NYR,NYR,CC,PT,3,QF,80,38,32,10.0,,86,,,308,284,New York Rangers,1342.0,10.0,79.0,304.0,7.0,54.0,304.0,8.0
1980,NHL,NYR,NYR,CC,PT,4,SF,80,30,36,14.0,,74,,,312,317,New York Rangers,1981.0,36.0,63.0,351.0,12.0,83.0,392.0,14.0
1981,NHL,NYR,NYR,WA,PT,2,DF,80,39,27,14.0,,92,,,316,306,New York Rangers,1402.0,22.0,68.0,306.0,12.0,75.0,319.0,7.0
1982,NHL,NYR,NYR,WA,PT,4,DF,80,35,35,10.0,,80,,,306,287,New York Rangers,1100.0,18.0,71.0,317.0,8.0,75.0,312.0,12.0
1983,NHL,NYR,NYR,WA,PT,4,DSF,80,42,29,9.0,,93,,,314,304,New York Rangers,1471.0,20.0,74.0,295.0,11.0,76.0,347.0,12.0
1984,NHL,NYR,NYR,WA,PT,4,DSF,80,26,44,10.0,,62,,,295,345,New York Rangers,1301.0,16.0,72.0,305.0,8.0,64.0,333.0,9.0
1985,NHL,NYR,NYR,WA,PT,4,CF,80,36,38,6.0,,78,,,280,276,New York Rangers,1496.0,22.0,73.0,362.0,4.0,81.0,365.0,9.0
1986,NHL,NYR,NYR,WA,PT,4,DSF,80,34,38,8.0,,76,,,307,323,New York Rangers,1718.0,16.0,75.0,375.0,15.0,71.0,379.0,12.0
1987,NHL,NYR,NYR,WA,PT,5,,80,36,34,10.0,,82,,,300,283,New York Rangers,1775.0,30.0,111.0,491.0,11.0,82.0,423.0,6.0
1988,NHL,NYR,NYR,WA,PT,3,DSF,80,37,35,8.0,,82,,,310,307,New York Rangers,1891.0,14.0,85.0,457.0,17.0,85.0,371.0,13.0
1989,NHL,NYR,NYR,WA,PT,1,DF,80,36,31,13.0,,85,,,279,267,New York Rangers,2021.0,24.0,103.0,442.0,8.0,77.0,362.0,7.0
1990,NHL,NYR,NYR,WA,PT,2,DSF,80,36,31,13.0,,85,,,297,265,New York Rangers,1893.0,18.0,91.0,389.0,10.0,73.0,362.0,9.0
1991,NHL,NYR,NYR,WA,PT,1,DF,80,50,25,5.0,,105,,,321,246,New York Rangers,1805.0,14.0,81.0,387.0,12.0,60.0,395.0,14.0
1992,NHL,NYR,NYR,WA,PT,6,,84,34,39,11.0,,79,,,304,308,New York Rangers,1657.0,10.0,77.0,420.0,18.0,84.0,446.0,12.0
1993,NHL,NYR,NYR,EC,AT,1,SC,84,52,24,8.0,,112,,,299,231,New York Rangers,1688.0,20.0,96.0,417.0,5.0,67.0,435.0,20.0
1994,NHL,NYR,NYR,EC,AT,4,CSF,48,22,23,3.0,,47,,,139,134,New York Rangers,781.0,4.0,40.0,200.0,3.0,34.0,211.0,5.0
1995,NHL,NYR,NYR,EC,AT,2,CSF,82,41,27,14.0,,96,,,272,237,New York Rangers,1849.0,16.0,85.0,429.0,11.0,89.0,495.0,6.0
1996,NHL,NYR,NYR,EC,AT,4,CF,82,38,34,10.0,,86,,,258,231,New York Rangers,1481.0,14.0,63.0,287.0,5.0,69.0,344.0,15.0
1997,NHL,NYR,NYR,EC,AT,5,,82,25,39,18.0,,68,,,197,231,New York Rangers,1548.0,12.0,62.0,351.0,13.0,55.0,376.0,0.0
1998,NHL,NYR,NYR,EC,AT,4,,82,33,38,11.0,,77,,,217,227,New York Rangers,1087.0,14.0,71.0,348.0,9.0,48.0,336.0,7.0
1999,NHL,NYR,NYR,EC,AT,4,,82,29,38,12.0,3.0,73,,,218,246,New York Rangers,916.0,4.0,55.0,325.0,9.0,49.0,292.0,5.0
2000,NHL,NYR,NYR,EC,AT,4,,82,33,43,5.0,1.0,72,,,250,290,New York Rangers,1522.0,18.0,65.0,363.0,12.0,86.0,400.0,16.0
2001,NHL,NYR,NYR,EC,AT,4,,82,36,38,4.0,4.0,80,,,227,258,New York Rangers,1753.0,10.0,48.0,326.0,5.0,80.0,398.0,8.0
2002,NHL,NYR,NYR,EC,AT,4,,82,32,36,10.0,4.0,78,,,210,231,New York Rangers,1308.0,14.0,55.0,339.0,8.0,73.0,388.0,8.0
2003,NHL,NYR,NYR,EC,AT,4,,82,27,40,7.0,8.0,69,,,206,250,New York Rangers,1459.0,30.0,46.0,322.0,8.0,80.0,388.0,6.0
2005,NHL,NYR,NYR,EC,AT,3,CQF,82,44,26,,12.0,100,7.0,4.0,257,215,New York Rangers,1194.0,12.0,83.0,442.0,9.0,79.0,486.0,4.0
2006,NHL,NYR,NYR,EC,AT,3,CSF,82,42,30,,10.0,94,9.0,5.0,242,216,New York Rangers,1109.0,22.0,75.0,406.0,6.0,65.0,400.0,11.0
2007,NHL,NYR,NYR,EC,AT,3,CSF,82,42,27,,13.0,97,8.0,9.0,213,199,New York Rangers,1154.0,12.0,61.0,370.0,6.0,53.0,343.0,4.0
2008,NHL,NYR,NYR,EC,AT,4,CQF,82,43,30,,9.0,95,10.0,6.0,210,218,New York Rangers,1199.0,24.0,48.0,346.0,14.0,40.0,329.0,9.0
2009,NHL,NYR,NYR,EC,AT,4,,82,38,33,,11.0,87,3.0,4.0,222,218,New York Rangers,1159.0,22.0,55.0,301.0,7.0,50.0,318.0,5.0
2010,NHL,NYR,NYR,EC,AT,3,CQF,82,44,33,,5.0,93,9.0,3.0,233,198,New York Rangers,1074.0,14.0,49.0,290.0,5.0,42.0,257.0,11.0
2011,NHL,NYR,NYR,EC,AT,1,CF,82,51,24,,7.0,109,4.0,5.0,226,187,New York Rangers,1059.0,14.0,44.0,280.0,4.0,36.0,260.0,8.0
1985,NHL,TOR,TOR,CC,NO,4,DF,80,25,48,7.0,,57,,,311,386,Toronto Maple Leafs,1716.0,10.0,67.0,364.0,11.0,83.0,364.0,7.0
1918,PCHA,VA2,VIC,,,3,,20,7,13,0.0,,14,,,44,81,Victoria Aristocrats,,,,,,,,
1975,NHL,PHI,PHI,CC,PT,1,F,80,51,13,16.0,,118,,,348,209,Philadelphia Flyers,1980.0,10.0,83.0,290.0,4.0,83.0,480.0,14.0
1998,NHL,OTT,OTT,EC,NE,1,CQF,82,44,23,15.0,,103,,,239,179,Ottawa Senators,892.0,12.0,59.0,397.0,13.0,44.0,317.0,6.0
1925,WCHL,VIC,VIC,,,3,F,30,15,11,4.0,,34,,,68,53,Victoria Cougars,,,,,,,,
1930,NHL,DTF,DET,,AM,4,,44,16,21,7.0,,39,,,102,105,Detroit Falcons,411.0,,,,,,,
1957,NHL,TOR,TOR,,,6,,70,21,38,11.0,,53,,,192,226,Toronto Maple Leafs,861.0,,,,,,,
1997,NHL,SJS,SJS,WC,PC,4,CQF,82,34,38,10.0,,78,,,210,216,San Jose Sharks,1417.0,20.0,54.0,400.0,5.0,59.0,398.0,10.0
1978,WHA,NEW,CAR,,,4,AVSF,80,37,34,9.0,,83,,,298,287,New England Whalers,1090.0,4.0,53.0,259.0,6.0,63.0,262.0,15.0
1976,NHL,MNS,DAL,CC,SM,2,PRE,80,23,39,18.0,,64,,,240,310,Minnesota North Stars,774.0,10.0,59.0,339.0,11.0,57.0,211.0,9.0
1968,NHL,STL,STL,,WD,1,F,76,37,25,14.0,,88,,,204,157,St. Louis Blues,824.0,,38.0,250.0,6.0,45.0,242.0,4.0
1974,WHA,HOU,HOU,,WW,1,AVC,78,53,25,0.0,,106,,,369,247,Houston Aeros,1257.0,,71.0,254.0,6.0,64.0,372.0,18.0
1978,NHL,MTL,MTL,WA,NO,1,SC,80,52,17,11.0,,115,,,337,204,Montreal Canadiens,803.0,6.0,68.0,240.0,7.0,35.0,213.0,7.0
1924,WCHL,VIC,VIC,,,3,SC,28,16,12,0.0,,32,,,84,63,Victoria Cougars,,,,,,,,
2003,NHL,CAR,CAR,EC,SE,3,,82,28,34,14.0,6.0,76,,,172,209,Carolina Hurricanes,1102.0,16.0,41.0,384.0,9.0,66.0,359.0,9.0
1916,NHA,MOC,MTL,,,2,F,20,10,10,0.0,,20,,,89,80,Montreal Canadiens,,,,,,,,
1997,NHL,CAL,CAL,WC,PC,5,,82,26,41,15.0,,67,,,217,252,Calgary Flames,1859.0,10.0,43.0,356.0,13.0,69.0,430.0,18.0
1976,WHA,BIR,BIR,,EW,5,,81,31,46,4.0,,66,,,289,309,Birmingham Bulls,1179.0,37.0,50.0,261.0,7.0,54.0,231.0,6.0
1915,PCHA,VML,VMR,,,2,,18,9,9,0.0,,18,,,75,69,Vancouver Millionaires,,,,,,,,
1978,NHL,MNS,DAL,WA,AD,4,,80,28,40,12.0,,68,,,257,289,Minnesota North Stars,1102.0,24.0,63.0,289.0,9.0,48.0,232.0,4.0
1965,NHL,CHI,CHI,,,2,SF,70,37,25,8.0,,82,,,240,187,Chicago Black Hawks,815.0,,70.0,281.0,4.0,40.0,251.0,8.0
1916,NHA,MOW,MTW,,,6,,20,5,15,0.0,,10,,,94,137,Montreal Wanderers,,,,,,,,
2000,NHL,ANA,ANA,WC,PC,5,,82,25,41,11.0,5.0,66,,,188,245,Mighty Ducks of Anaheim,1136.0,12.0,66.0,373.0,13.0,71.0,390.0,6.0
1934,NHL,MTL,MTL,,CA,3,QF,48,19,23,6.0,,44,,,110,145,Montreal Canadiens,310.0,,,,,,,
1996,NHL,DET,DET,WC,CE,2,SC,82,38,26,18.0,,94,,,253,197,Detroit Red Wings,1582.0,12.0,66.0,368.0,8.0,46.0,346.0,10.0
1943,NHL,BOS,BOS,,,5,,50,19,26,5.0,,43,,,223,268,Boston Bruins,225.0,,,,,,,
1992,NHL,LAK,LAK,CC,SM,3,F,84,39,35,10.0,,88,,,338,340,Los Angeles Kings,2247.0,34.0,102.0,507.0,16.0,114.0,529.0,16.0
1993,NHL,CAL,CAL,WC,PC,1,CQF,84,42,29,13.0,,97,,,302,256,Calgary Flames,1847.0,16.0,87.0,410.0,9.0,90.0,465.0,16.0
1924,WCHL,VMR,VMR,,,5,,28,12,16,0.0,,24,,,91,102,Vancouver Maroons,,,,,,,,
1993,NHL,PHI,PHI,EC,AT,6,,84,35,39,10.0,,80,,,294,314,Philadelphia Flyers,1697.0,32.0,80.0,385.0,14.0,80.0,414.0,9.0
2000,NHL,TBL,TBL,EC,SE,5,,82,24,47,6.0,5.0,59,,,201,280,Tampa Bay Lightning,1404.0,20.0,53.0,424.0,11.0,72.0,422.0,9.0
1990,NHL,LAK,LAK,CC,SM,1,DF,80,46,24,10.0,,102,,,340,254,Los Angeles Kings,2228.0,24.0,80.0,391.0,18.0,63.0,370.0,8.0
1973,WHA,NEW,CAR,,EW,1,AVQF,78,43,31,4.0,,90,,,291,260,New England Whalers,875.0,18.0,47.0,228.0,7.0,36.0,197.0,3.0
1999,NHL,PIT,PIT,EC,AT,3,CSF,82,37,31,8.0,6.0,88,,,241,236,Pittsburgh Penguins,1221.0,16.0,54.0,346.0,11.0,56.0,321.0,7.0
1983,NHL,NYI,NYI,WA,PT,1,F,80,50,26,4.0,,104,,,357,269,New York Islanders,1157.0,8.0,63.0,280.0,9.0,66.0,360.0,18.0
1997,NHL,VAN,VAN,WC,PC,7,,82,25,43,14.0,,64,,,224,273,Vancouver Canucks,2166.0,18.0,48.0,373.0,12.0,77.0,432.0,19.0
1982,NHL,WAS,WAS,WA,PT,3,DSF,80,39,25,16.0,,94,,,306,283,Washington Capitals,1329.0,20.0,75.0,358.0,11.0,53.0,288.0,3.0
1979,NHL,WIN,PHO,CC,SM,5,,80,20,49,11.0,,51,,,214,314,Winnipeg Jets,1251.0,16.0,63.0,336.0,10.0,63.0,275.0,4.0
1950,NHL,CHI,CHI,,,6,,70,13,47,10.0,,36,,,171,280,Chicago Black Hawks,615.0,,,,,,,
1975,NHL,BOS,BOS,WA,AD,1,SF,80,48,15,17.0,,113,,,313,237,Boston Bruins,1195.0,14.0,77.0,289.0,6.0,56.0,345.0,9.0
1924,NHL,HAM,BKN,,,1,NHLF,30,19,10,1.0,,39,,,90,60,Hamilton Tigers,335.0,,,,,,,
2008,NHL,TBL,TBL,EC,SE,5,,82,24,40,,18.0,66,3.0,10.0,210,279,Tampa Bay Lightning,1306.0,26.0,61.0,343.0,9.0,89.0,405.0,4.0
2007,NHL,DET,DET,WC,CE,1,SC,82,54,21,,7.0,115,5.0,5.0,257,184,Detroit Red Wings,937.0,4.0,81.0,391.0,7.0,57.0,357.0,5.0
1993,NHL,FLO,FLO,EC,AT,5,,84,33,34,17.0,,83,,,233,233,Florida Panthers,1620.0,6.0,65.0,409.0,15.0,69.0,396.0,8.0
1991,NHL,HAR,CAR,WA,AD,4,DSF,80,26,41,13.0,,65,,,247,283,Hartford Whalers,1793.0,16.0,73.0,414.0,11.0,86.0,396.0,10.0
1988,NHL,MTL,MTL,WA,AD,1,F,80,53,18,9.0,,115,,,315,218,Montreal Canadiens,1537.0,8.0,80.0,381.0,13.0,58.0,326.0,6.0
1948,NHL,TOR,TOR,,,4,SC,60,22,25,13.0,,57,,,147,161,Toronto Maple Leafs,706.0,,,,,,,
1972,NHL,LAK,LAK,,WD,6,,78,31,36,11.0,,73,,,232,245,Los Angeles Kings,888.0,14.0,52.0,295.0,10.0,31.0,229.0,4.0
1994,NHL,PIT,PIT,EC,NE,2,CSF,48,29,16,3.0,,61,,,181,158,Pittsburgh Penguins,1036.0,10.0,42.0,221.0,4.0,46.0,229.0,8.0
1995,NHL,PIT,PIT,EC,NE,1,CF,82,49,29,4.0,,102,,,362,284,Pittsburgh Penguins,1623.0,12.0,109.0,420.0,12.0,78.0,467.0,18.0
1954,NHL,CHI,CHI,,,6,,70,13,40,17.0,,43,,,161,235,Chicago Black Hawks,733.0,,,,,,,
1945,NHL,BOS,BOS,,,2,F,50,24,18,8.0,,56,,,167,156,Boston Bruins,273.0,,,,,,,
1916,NHA,OT1,STE,,,1,NHAF,20,15,5,0.0,,30,,,119,63,Ottawa Senators,,,,,,,,
1986,NHL,VAN,VAN,CC,SM,5,,80,29,43,8.0,,66,,,282,314,Vancouver Canucks,1917.0,20.0,82.0,353.0,11.0,77.0,319.0,10.0
1994,NHL,SJS,SJS,WC,PC,3,CSF,48,19,25,4.0,,42,,,129,161,San Jose Sharks,840.0,18.0,24.0,203.0,5.0,39.0,208.0,6.0
1969,NHL,STL,STL,,WD,1,F,76,37,27,12.0,,86,,,224,179,St. Louis Blues,876.0,14.0,72.0,287.0,9.0,41.0,265.0,5.0
1979,NHL,STL,STL,CC,SM,2,PRE,80,34,34,12.0,,80,,,266,278,St. Louis Blues,1037.0,14.0,53.0,289.0,4.0,40.0,263.0,5.0
1994,NHL,CHI,CHI,WC,CE,3,CF,48,24,19,5.0,,53,,,156,115,Chicago Blackhawks,1123.0,8.0,52.0,212.0,3.0,36.0,228.0,7.0
1924,WCHL,CAT,CAT,,,1,WF,28,17,11,0.0,,34,,,96,80,Calgary Tigers,,,,,,,,
1983,NHL,CHI,CHI,CC,NO,4,DSF,80,30,42,8.0,,68,,,277,311,Chicago Black Hawks,1358.0,8.0,67.0,332.0,7.0,74.0,342.0,8.0
1982,NHL,PIT,PIT,WA,PT,6,,80,18,53,9.0,,45,,,257,394,Pittsburgh Penguins,1859.0,20.0,81.0,358.0,15.0,110.0,396.0,3.0
1921,WCHL,CAT,CAT,,,3,WSF,24,14,10,0.0,,28,,,75,62,Calgary Tigers,,,,,,,,
1995,NHL,FLO,FLO,EC,AT,3,F,82,41,31,10.0,,92,,,254,234,Florida Panthers,1494.0,16.0,81.0,468.0,12.0,63.0,370.0,11.0
1976,WHA,HOU,HOU,,WW,1,AVSF,80,50,24,6.0,,106,,,320,241,Houston Aeros,1432.0,6.0,64.0,227.0,4.0,61.0,361.0,11.0
1997,NHL,OTT,OTT,EC,NE,5,CSF,82,34,33,15.0,,83,,,193,200,Ottawa Senators,1091.0,14.0,48.0,375.0,9.0,47.0,303.0,6.0
1937,NHL,TOR,TOR,,CA,1,F,48,24,15,9.0,,57,,,151,127,Toronto Maple Leafs,404.0,,,,,,,
1914,NHA,OT1,STE,,,1,F,20,14,6,0.0,,28,,,74,65,Ottawa Senators,,,,,,,,
1996,NHL,BOS,BOS,EC,NE,6,,82,26,47,9.0,,61,,,234,300,Boston Bruins,1369.0,4.0,46.0,310.0,6.0,56.0,308.0,15.0
2000,NHL,BOS,BOS,EC,NE,4,,82,36,30,8.0,8.0,88,,,227,249,Boston Bruins,1325.0,18.0,64.0,390.0,7.0,65.0,377.0,8.0
2001,NHL,PHI,PHI,EC,AT,1,CQF,82,42,27,10.0,3.0,97,,,234,192,Philadelphia Flyers,1242.0,16.0,39.0,299.0,10.0,40.0,293.0,8.0
1926,NHL,NYA,BKN,,CA,4,,44,17,25,2.0,,36,,,82,91,New York Americans,359.0,,,,,,,
1967,NHL,PHI,PHI,,WD,1,QF,74,31,32,11.0,,73,,,173,179,Philadelphia Flyers,979.0,,33.0,269.0,2.0,49.0,290.0,7.0
1996,NHL,SJS,SJS,WC,PC,7,,82,27,47,8.0,,62,,,211,278,San Jose Sharks,2085.0,6.0,50.0,349.0,11.0,66.0,409.0,9.0
1968,NHL,PHI,PHI,,WD,3,QF,76,20,35,21.0,,61,,,174,225,Philadelphia Flyers,954.0,,40.0,263.0,8.0,44.0,286.0,6.0
1984,NHL,CHI,CHI,CC,NO,2,CF,80,38,35,7.0,,83,,,309,299,Chicago Black Hawks,1432.0,20.0,62.0,285.0,5.0,77.0,334.0,10.0
1933,NHL,OTS,STE,,CA,5,,48,13,29,6.0,,32,,,115,143,Ottawa Senators,352.0,,,,,,,
1985,NHL,PHI,PHI,WA,PT,1,DSF,80,53,23,4.0,,110,,,335,241,Philadelphia Flyers,2025.0,10.0,91.0,380.0,9.0,71.0,418.0,17.0
1999,NHL,NJD,NJD,EC,AT,2,SC,82,45,24,8.0,5.0,103,,,251,203,New Jersey Devils,1313.0,22.0,55.0,274.0,9.0,39.0,313.0,9.0
2011,NHL,CAL,CAL,WC,NW,2,,82,37,29,,16.0,90,3.0,9.0,202,226,Calgary Flames,885.0,20.0,46.0,260.0,6.0,42.0,268.0,3.0
1964,NHL,CHI,CHI,,,3,F,70,34,28,8.0,,76,,,224,176,Chicago Black Hawks,1051.0,,48.0,340.0,9.0,46.0,323.0,14.0
1967,NHL,BOS,BOS,,ED,3,QF,74,37,27,10.0,,84,,,259,216,Boston Bruins,1031.0,,45.0,236.0,4.0,50.0,288.0,10.0
2006,NHL,BUF,BUF,EC,NE,1,CF,82,53,22,,7.0,113,10.0,4.0,308,242,Buffalo Sabres,1200.0,18.0,71.0,407.0,13.0,72.0,386.0,8.0
2002,NHL,ANA,ANA,WC,PC,2,F,82,40,27,9.0,6.0,95,,,203,193,Mighty Ducks of Anaheim,954.0,20.0,56.0,348.0,5.0,42.0,333.0,8.0
2010,NHL,PHI,PHI,EC,AT,1,CSF,82,47,23,,12.0,106,3.0,7.0,259,223,Philadelphia Flyers,1119.0,8.0,49.0,295.0,5.0,54.0,313.0,13.0
1941,NHL,MTL,MTL,,,6,QF,48,18,27,3.0,,39,,,134,173,Montreal Canadiens,482.0,,,,,,,
1958,NHL,DET,DET,,,6,,70,25,37,8.0,,58,,,167,218,Detroit Red Wings,613.0,,,,,,,
1994,NHL,BUF,BUF,EC,NE,4,CQF,48,22,19,7.0,,51,,,130,119,Buffalo Sabres,1022.0,4.0,45.0,242.0,7.0,32.0,220.0,13.0
1946,NHL,BOS,BOS,,,3,SF,60,26,23,11.0,,63,,,190,175,Boston Bruins,463.0,,,,,,,
2008,NHL,DET,DET,WC,CE,1,F,82,51,21,,10.0,112,6.0,4.0,295,244,Detroit Red Wings,824.0,14.0,90.0,353.0,4.0,71.0,327.0,6.0
1988,NHL,TOR,TOR,CC,NO,5,,80,28,46,6.0,,62,,,259,342,Toronto Maple Leafs,1740.0,14.0,56.0,334.0,14.0,98.0,359.0,10.0
2009,NHL,DET,DET,WC,CE,2,CSF,82,44,24,,14.0,102,6.0,9.0,229,216,Detroit Red Wings,723.0,16.0,59.0,307.0,1.0,43.0,267.0,8.0
1992,NHL,HAR,CAR,WA,AD,5,,84,26,52,6.0,,58,,,284,369,Hartford Whalers,2354.0,24.0,78.0,444.0,14.0,107.0,493.0,12.0
1943,NHL,DET,DET,,,2,SF,50,26,18,6.0,,58,,,214,177,Detroit Red Wings,356.0,,,,,,,
1931,NHL,MTL,MTL,,CA,1,SF,48,25,16,7.0,,57,,,128,111,Montreal Canadiens,448.0,,,,,,,
2011,NHL,NYI,NYI,EC,AT,5,,82,34,37,,11.0,79,7.0,4.0,203,255,New York Islanders,763.0,8.0,45.0,243.0,5.0,46.0,236.0,4.0
