coachid,award,year,lgid,note
hitchke01c,Jack Adams,2011,NHL,
dineebi01c,Schmertz,1976,WHA,
pulfobo01c,Jack Adams,1974,NHL,
bowmasc01c,Jack Adams,1995,NHL,
irvindi01c,Second Team All-Star,1940,NHL,
tortojo01c,Jack Adams,2003,NHL,
patrile01c,First Team All-Star,1933,NHL,
hitchke01c,Jack Adams,2011,NHL,
patrile01c,First Team All-Star,1931,NHL,
thomppa01c,First Team All-Star,1939,NHL,
adamsja01c,Second Team All-Star,1944,NHL,
juliecl01c,Jack Adams,2008,NHL,
lemaija01c,Jack Adams,1993,NHL,
burnspa01c,Jack Adams,1992,NHL,
murdobo01c,Jack Adams,1989,NHL,
patrile01c,First Team All-Star,1930,NHL,
irvindi01c,First Team All-Star,1945,NHL,
crawfma01c,Jack Adams,1994,NHL,
kelleja01c,Baldwin,1972,WHA,
berenre01c,Jack Adams,1980,NHL,
rossar01c,Second Team All-Star,1937,NHL,
tippeda01c,Jack Adams,2009,NHL,
vigneal01c,Jack Adams,2006,NHL,
hartce01c,Second Team All-Star,1936,NHL,
patrile01c,First Team All-Star,1934,NHL,
burnspa01c,Jack Adams,1988,NHL,
krommbo01c,Schmertz,1975,WHA,
krommbo01c,Jack Adams,1977,NHL,
nolante01c,Jack Adams,1996,NHL,
patrile01c,First Team All-Star,1932,NHL,
arboual01c,Jack Adams,1978,NHL,
murrabr01c,Jack Adams,1983,NHL,
bowmasc01c,Jack Adams,1976,NHL,
wattto01c,Jack Adams,1981,NHL,
patrile01c,First Team All-Star,1935,NHL,
keenami01c,Jack Adams,1984,NHL,
barbebi01c,Jack Adams,2000,NHL,
ruffli01c,Jack Adams,2005,NHL,
quennjo01c,Jack Adams,1999,NHL,
quinnpa01c,Jack Adams,1991,NHL,
irvindi01c,Second Team All-Star,1940,NHL,
irvindi01c,Second Team All-Star,1933,NHL,
sherofr01c,Jack Adams,1973,NHL,
tessior01c,Jack Adams,1982,NHL,
demerja01c,Jack Adams,1986,NHL,
rossar01c,Second Team All-Star,1942,NHL,
bowmasc01c,Jack Adams,1995,NHL,
cherrdo01c,Jack Adams,1975,NHL,
duttore01c,Second Team All-Star,1938,NHL,
gottsjo01c,Second Team All-Star,1945,NHL,
adamsja01c,First Team All-Star,1942,NHL,
gormato01c,Second Team All-Star,1935,NHL,
bouchfr01c,Second Team All-Star,1939,NHL,
bouchfr01c,First Team All-Star,1941,NHL,
patrile01c,First Team All-Star,1937,NHL,
vigneal01c,Jack Adams,2006,NHL,
bowmasc01c,Jack Adams,1995,NHL,
irvindi01c,First Team All-Star,1945,NHL,
bylsmda01c,Jack Adams,2010,NHL,
adamsja01c,First Team All-Star,1936,NHL,
tortojo01c,Jack Adams,2003,NHL,
irvindi01c,Second Team All-Star,1934,NHL,
boudrbr01c,Jack Adams,2007,NHL,
rossar01c,Second Team All-Star,1937,NHL,
barbebi01c,Jack Adams,2000,NHL,
nolante01c,Jack Adams,1996,NHL,
irvindi01c,Second Team All-Star,1930,NHL,
patrile01c,First Team All-Star,1933,NHL,
sathegl01c,Jack Adams,1985,NHL,
thomppa01c,Second Team All-Star,1941,NHL,
arboual01c,Jack Adams,1978,NHL,
patrile01c,First Team All-Star,1934,NHL,
dayha01c,Second Team All-Star,1943,NHL,
suttebr01c,Jack Adams,1990,NHL,
quennjo01c,Jack Adams,1999,NHL,
irvindi01c,Second Team All-Star,1940,NHL,
quinnpa01c,Jack Adams,1991,NHL,
hitchke01c,Jack Adams,2011,NHL,
demerja01c,Jack Adams,1987,NHL,
murdobo01c,Jack Adams,1989,NHL,
tippeda01c,Jack Adams,2009,NHL,
irvindi01c,Second Team All-Star,1933,NHL,
kelleja01c,Baldwin,1972,WHA,
bouchfr01c,Second Team All-Star,1939,NHL,
demerja01c,Jack Adams,1986,NHL,
wattto01c,Jack Adams,1981,NHL,
crawfma01c,Jack Adams,1994,NHL,
brophjo01c,Schmertz,1978,WHA,
martija02c,Jack Adams,1998,NHL,
patrile01c,First Team All-Star,1930,NHL,
murrabr01c,Jack Adams,1983,NHL,
patrile01c,First Team All-Star,1931,NHL,
burnspa01c,Jack Adams,1988,NHL,
pulfobo01c,Jack Adams,1974,NHL,
weilaco01c,First Team All-Star,1940,NHL,
duttore01c,Second Team All-Star,1938,NHL,
keenami01c,Jack Adams,1984,NHL,
quinnpa01c,Jack Adams,1979,NHL,
adamsja01c,Second Team All-Star,1944,NHL,
krommbo01c,Schmertz,1975,WHA,
sherofr01c,Jack Adams,1973,NHL,
juliecl01c,Jack Adams,2008,NHL,
burnspa01c,Jack Adams,1997,NHL,
rossar01c,First Team All-Star,1938,NHL,
patrile01c,First Team All-Star,1932,NHL,
dineebi01c,Schmertz,1976,WHA,
hartce01c,Second Team All-Star,1936,NHL,
ruffli01c,Jack Adams,2005,NHL,
dineebi01c,Schmertz,1977,WHA,
cherrdo01c,Jack Adams,1975,NHL,
gottsjo01c,Second Team All-Star,1945,NHL,
thomppa01c,First Team All-Star,1939,NHL,
burnspa01c,Jack Adams,1992,NHL,
irvindi01c,First Team All-Star,1943,NHL,
irvindi01c,Second Team All-Star,1931,NHL,
irvindi01c,Second Team All-Star,1931,NHL,
patrile01c,First Team All-Star,1935,NHL,
dayha01c,Second Team All-Star,1943,NHL,
murrabr01c,Jack Adams,1983,NHL,
patrile01c,First Team All-Star,1933,NHL,
hitchke01c,Jack Adams,2011,NHL,
martija02c,Jack Adams,1998,NHL,
irvindi01c,Second Team All-Star,1934,NHL,
barbebi01c,Jack Adams,2000,NHL,
burnspa01c,Jack Adams,1992,NHL,
francbo01c,Jack Adams,2001,NHL,
rossar01c,Second Team All-Star,1942,NHL,
tippeda01c,Jack Adams,2009,NHL,
boudrbr01c,Jack Adams,2007,NHL,
dineebi01c,Schmertz,1976,WHA,
wattto01c,Jack Adams,1981,NHL,
weilaco01c,First Team All-Star,1940,NHL,
irvindi01c,Second Team All-Star,1940,NHL,
quinnpa01c,Jack Adams,1991,NHL,
huculsa01c,Schmertz,1974,WHA,
crawfma01c,Jack Adams,1994,NHL,
keenami01c,Jack Adams,1984,NHL,
nolante01c,Jack Adams,1996,NHL,
gottsjo01c,Second Team All-Star,1945,NHL,
adamsja01c,First Team All-Star,1936,NHL,
harribi01c,Baldwin,1973,WHA,
juliecl01c,Jack Adams,2008,NHL,
cherrdo01c,Jack Adams,1975,NHL,
krommbo01c,Schmertz,1975,WHA,
krommbo01c,Jack Adams,1977,NHL,
suttebr01c,Jack Adams,1990,NHL,
ruffli01c,Jack Adams,2005,NHL,
lemaija01c,Jack Adams,2002,NHL,
quinnpa01c,Jack Adams,1979,NHL,
brophjo01c,Schmertz,1978,WHA,
kelleja01c,Baldwin,1972,WHA,
pulfobo01c,Jack Adams,1974,NHL,
bouchfr01c,First Team All-Star,1941,NHL,
irvindi01c,Second Team All-Star,1930,NHL,
irvindi01c,Second Team All-Star,1933,NHL,
bowmasc01c,Jack Adams,1976,NHL,
sathegl01c,Jack Adams,1985,NHL,
patrile01c,First Team All-Star,1934,NHL,
thomppa01c,First Team All-Star,1939,NHL,
arboual01c,Jack Adams,1978,NHL,
irvindi01c,Second Team All-Star,1932,NHL,
patrile01c,First Team All-Star,1930,NHL,
bowmasc01c,Jack Adams,1995,NHL,
gormato01c,Second Team All-Star,1935,NHL,
rossar01c,First Team All-Star,1938,NHL,
irvindi01c,First Team All-Star,1945,NHL,
adamsja01c,Second Team All-Star,1944,NHL,
patrile01c,First Team All-Star,1931,NHL,
nolante01c,Jack Adams,1996,NHL,
juliecl01c,Jack Adams,2008,NHL,
dayha01c,Second Team All-Star,1943,NHL,
bowmasc01c,Jack Adams,1995,NHL,
irvindi01c,Second Team All-Star,1940,NHL,
patrile01c,First Team All-Star,1930,NHL,
irvindi01c,Second Team All-Star,1933,NHL,
murrabr01c,Jack Adams,1983,NHL,
boudrbr01c,Jack Adams,2007,NHL,
weilaco01c,First Team All-Star,1940,NHL,
berenre01c,Jack Adams,1980,NHL,
vigneal01c,Jack Adams,2006,NHL,
suttebr01c,Jack Adams,1990,NHL,
duttore01c,Second Team All-Star,1938,NHL,
ruffli01c,Jack Adams,2005,NHL,
burnspa01c,Jack Adams,1988,NHL,
gormato01c,Second Team All-Star,1935,NHL,
adamsja01c,First Team All-Star,1936,NHL,
huculsa01c,Schmertz,1974,WHA,
irvindi01c,First Team All-Star,1943,NHL,
demerja01c,Jack Adams,1987,NHL,
dineebi01c,Schmertz,1976,WHA,
irvindi01c,Second Team All-Star,1932,NHL,
bowmasc01c,Jack Adams,1976,NHL,
brophjo01c,Schmertz,1978,WHA,
irvindi01c,First Team All-Star,1944,NHL,
murdobo01c,Jack Adams,1989,NHL,
rossar01c,Second Team All-Star,1942,NHL,
crawfma01c,Jack Adams,1994,NHL,
rossar01c,First Team All-Star,1938,NHL,
hartce01c,Second Team All-Star,1936,NHL,
thomppa01c,Second Team All-Star,1941,NHL,
martija02c,Jack Adams,1998,NHL,
irvindi01c,Second Team All-Star,1934,NHL,
patrile01c,First Team All-Star,1934,NHL,
lemaija01c,Jack Adams,2002,NHL,
adamsja01c,First Team All-Star,1942,NHL,
keenami01c,Jack Adams,1984,NHL,
patrile01c,First Team All-Star,1933,NHL,
krommbo01c,Schmertz,1975,WHA,
patrile01c,First Team All-Star,1937,NHL,
irvindi01c,Second Team All-Star,1931,NHL,
cherrdo01c,Jack Adams,1975,NHL,
patrile01c,First Team All-Star,1932,NHL,
dineebi01c,Schmertz,1977,WHA,
lemaija01c,Jack Adams,1993,NHL,
irvindi01c,First Team All-Star,1945,NHL,
rossar01c,Second Team All-Star,1937,NHL,
demerja01c,Jack Adams,1986,NHL,
kelleja01c,Baldwin,1972,WHA,
quinnpa01c,Jack Adams,1991,NHL,
sathegl01c,Jack Adams,1985,NHL,
thomppa01c,First Team All-Star,1939,NHL,
barbebi01c,Jack Adams,2000,NHL,
adamsja01c,Second Team All-Star,1944,NHL,
krommbo01c,Jack Adams,1977,NHL,
tippeda01c,Jack Adams,2009,NHL,
irvindi01c,Second Team All-Star,1930,NHL,
patrile01c,First Team All-Star,1931,NHL,
bylsmda01c,Jack Adams,2010,NHL,
bouchfr01c,Second Team All-Star,1939,NHL,
hitchke01c,Jack Adams,2011,NHL,
arboual01c,Jack Adams,1978,NHL,
quennjo01c,Jack Adams,1999,NHL,
harribi01c,Baldwin,1973,WHA,
wattto01c,Jack Adams,1981,NHL,
pulfobo01c,Jack Adams,1974,NHL,
burnspa01c,Jack Adams,1997,NHL,
bouchfr01c,First Team All-Star,1941,NHL,
francbo01c,Jack Adams,2001,NHL,
quinnpa01c,Jack Adams,1979,NHL,
burnspa01c,Jack Adams,1992,NHL,
tessior01c,Jack Adams,1982,NHL,
patrile01c,First Team All-Star,1935,NHL,
sherofr01c,Jack Adams,1973,NHL,
tortojo01c,Jack Adams,2003,NHL,
gottsjo01c,Second Team All-Star,1945,NHL,
irvindi01c,First Team All-Star,1944,NHL,
adamsja01c,Second Team All-Star,1944,NHL,
rossar01c,First Team All-Star,1938,NHL,
lemaija01c,Jack Adams,1993,NHL,
irvindi01c,First Team All-Star,1945,NHL,
demerja01c,Jack Adams,1986,NHL,
irvindi01c,Second Team All-Star,1930,NHL,
weilaco01c,First Team All-Star,1940,NHL,
barbebi01c,Jack Adams,2000,NHL,
bylsmda01c,Jack Adams,2010,NHL,
rossar01c,Second Team All-Star,1937,NHL,
wattto01c,Jack Adams,1981,NHL,
vigneal01c,Jack Adams,2006,NHL,
keenami01c,Jack Adams,1984,NHL,
dineebi01c,Schmertz,1976,WHA,
patrile01c,First Team All-Star,1935,NHL,
patrile01c,First Team All-Star,1937,NHL,
tortojo01c,Jack Adams,2003,NHL,
quinnpa01c,Jack Adams,1979,NHL,
quennjo01c,Jack Adams,1999,NHL,
hartce01c,Second Team All-Star,1936,NHL,
huculsa01c,Schmertz,1974,WHA,
gottsjo01c,Second Team All-Star,1945,NHL,
sherofr01c,Jack Adams,1973,NHL,
thomppa01c,Second Team All-Star,1941,NHL,
murrabr01c,Jack Adams,1983,NHL,
demerja01c,Jack Adams,1987,NHL,
patrile01c,First Team All-Star,1932,NHL,
berenre01c,Jack Adams,1980,NHL,
martija02c,Jack Adams,1998,NHL,
irvindi01c,Second Team All-Star,1931,NHL,
bowmasc01c,Jack Adams,1995,NHL,
hitchke01c,Jack Adams,2011,NHL,
brophjo01c,Schmertz,1978,WHA,
nolante01c,Jack Adams,1996,NHL,
irvindi01c,Second Team All-Star,1940,NHL,
bowmasc01c,Jack Adams,1976,NHL,
suttebr01c,Jack Adams,1990,NHL,
thomppa01c,First Team All-Star,1939,NHL,
cherrdo01c,Jack Adams,1975,NHL,
rossar01c,Second Team All-Star,1942,NHL,
burnspa01c,Jack Adams,1988,NHL,
tessior01c,Jack Adams,1982,NHL,
irvindi01c,Second Team All-Star,1932,NHL,
krommbo01c,Schmertz,1975,WHA,
murdobo01c,Jack Adams,1989,NHL,
quinnpa01c,Jack Adams,1991,NHL,
irvindi01c,Second Team All-Star,1934,NHL,
pulfobo01c,Jack Adams,1974,NHL,
sathegl01c,Jack Adams,1985,NHL,
dayha01c,Second Team All-Star,1943,NHL,
patrile01c,First Team All-Star,1934,NHL,
bouchfr01c,Second Team All-Star,1939,NHL,
patrile01c,First Team All-Star,1933,NHL,
lemaija01c,Jack Adams,2002,NHL,
tippeda01c,Jack Adams,2009,NHL,
adamsja01c,First Team All-Star,1936,NHL,
burnspa01c,Jack Adams,1992,NHL,
francbo01c,Jack Adams,2001,NHL,
irvindi01c,First Team All-Star,1943,NHL,
gormato01c,Second Team All-Star,1935,NHL,
boudrbr01c,Jack Adams,2007,NHL,
juliecl01c,Jack Adams,2008,NHL,
kelleja01c,Baldwin,1972,WHA,
patrile01c,First Team All-Star,1930,NHL,
krommbo01c,Jack Adams,1977,NHL,
adamsja01c,First Team All-Star,1942,NHL,
adamsja01c,Second Team All-Star,1944,NHL,
patrile01c,First Team All-Star,1930,NHL,
duttore01c,Second Team All-Star,1938,NHL,
bylsmda01c,Jack Adams,2010,NHL,
wattto01c,Jack Adams,1981,NHL,
thomppa01c,Second Team All-Star,1941,NHL,
harribi01c,Baldwin,1973,WHA,
suttebr01c,Jack Adams,1990,NHL,
patrile01c,First Team All-Star,1931,NHL,
irvindi01c,Second Team All-Star,1931,NHL,
berenre01c,Jack Adams,1980,NHL,
krommbo01c,Schmertz,1975,WHA,
patrile01c,First Team All-Star,1932,NHL,
patrile01c,First Team All-Star,1937,NHL,
burnspa01c,Jack Adams,1992,NHL,
irvindi01c,Second Team All-Star,1934,NHL,
bowmasc01c,Jack Adams,1995,NHL,
francbo01c,Jack Adams,2001,NHL,
rossar01c,First Team All-Star,1938,NHL,
lemaija01c,Jack Adams,1993,NHL,
irvindi01c,First Team All-Star,1943,NHL,
dayha01c,Second Team All-Star,1943,NHL,
dineebi01c,Schmertz,1977,WHA,
bowmasc01c,Jack Adams,1976,NHL,
