year,lgid,tmid,franchid,confid,divid,rank,playoff,g,w,l,t,otl,pts,sow,sol,gf,ga,name,pim,benchminor,ppg,ppc,sha,pkg,pkc,shf
1981,NHL,WAS,WAS,WA,PT,5,,80,26,41,13.0,,65,,,319,338,Washington Capitals,1932,14,93,418,11,67,309,8
1928,NHL,PIP,PHQ,,AM,4,,44,9,27,8.0,,26,,,46,80,Pittsburgh Pirates,324,,,,,,,
2003,NHL,PHO,PHO,WC,PC,5,,82,22,36,18.0,6,68,,,188,245,Phoenix Coyotes,1300,24,51,358,8,71,398,9
1999,NHL,TOR,TOR,EC,NE,1,CSF,82,45,27,7.0,3,100,,,246,222,Toronto Maple Leafs,1103,12,57,321,5,58,330,11
1996,NHL,LAK,LAK,WC,PC,6,,82,28,43,11.0,,67,,,214,268,Los Angeles Kings,1638,8,46,338,14,45,352,5
1986,NHL,MTL,MTL,WA,AD,2,CF,80,41,29,10.0,,92,,,277,241,Montreal Canadiens,1802,32,67,321,6,51,304,6
1976,WHA,MF2,MF2,,EW,6,,42,19,18,5.0,,43,,,136,129,Minnesota Fighting Saints,600,0,22,107,7,33,130,3
1987,NHL,QUE,COL,WA,AD,5,,80,32,43,5.0,,69,,,271,306,Quebec Nordiques,2042,16,99,456,17,96,410,8
2002,NHL,FLO,FLO,EC,SE,4,,82,24,36,13.0,9,70,,,176,237,Florida Panthers,1127,26,49,347,9,66,356,7
1938,NHL,NYR,NYR,,,2,SF,48,26,16,6.0,,58,,,149,105,New York Rangers,387,,,,,,,
1917,NHL,TOA,TOR,,,1,SC,22,13,9,0.0,,26,,,108,109,Toronto Arenas,355,,,,,,,
1986,NHL,CHI,CHI,CC,NO,3,DSF,80,29,37,14.0,,72,,,290,310,Chicago Blackhawks,1692,16,55,324,9,81,341,5
1914,PCHA,PO1,PO1,,,2,,18,9,9,0.0,,18,,,91,83,Portland Rosebuds,,,,,,,,
2009,NHL,OTT,OTT,EC,NE,2,CQF,82,44,32,,6,94,5,5,225,238,Ottawa Senators,1141,26,49,290,4,50,318,6
1983,NHL,NJD,NJD,WA,PT,5,,80,17,56,7.0,,41,,,231,350,New Jersey Devils,1352,14,51,363,13,83,336,5
1916,NHA,MOW,MTW,,,6,,20,5,15,0.0,,10,,,94,137,Montreal Wanderers,,,,,,,,
1923,NHL,OTS,STE,,,1,NHLF,24,16,8,0.0,,32,,,74,54,Ottawa Senators,178,,,,,,,
1964,NHL,BOS,BOS,,,6,,70,21,43,6.0,,48,,,166,253,Boston Bruins,946,,25,254,10,52,293,10
1975,NHL,PIT,PIT,WA,NO,3,PRE,80,35,33,12.0,,82,,,339,303,Pittsburgh Penguins,1004,14,75,307,13,68,292,8
1974,NHL,LAK,LAK,WA,NO,2,PRE,80,42,17,21.0,,105,,,269,185,Los Angeles Kings,1185,8,52,288,7,48,327,10
1995,NHL,EDM,EDM,WC,PC,5,,82,30,44,8.0,,68,,,240,304,Edmonton Oilers,1709,12,72,452,12,80,417,10
