year,hofid,name,category
1977,hortoti01h,Тим Хортон,Игрок
1995,robinla01h,Лари Пойл,Игрок
1962,obrieja01h,амброс о'брайен,Создатель
1962,walshma01h,Марты Уолш,Игрок
1996,bauerbo01h,Бобби Бауэр,Игрок
2008,chynoed01h,Эд Чиновет,Создатель
1962,schrisw01h,Сьюни Шринер,Игрок
1974,ivanto01h,Томми Иван,Создатель
1980,worslgu01h,Гамп Уорсли,Игрок
2003,lafonpa01h,Пат Лафонтен,Игрок
1960,walkeja01h,Джек Уокер,Игрок
2002,langwro01h,Род Лэнгвей,Игрок
1945,bakerho01h,Хобей Бейкер,Игрок
1974,burchbi01h,Билли Бирч,Игрок
1974,dundeto01h,Томми Дундэрл,Игрок
1964,chadwbi01h,Билл Чадвик,Судья/Линейный судья
1991,bowmasc01h,Скоти Боуман,Создатель
