name,id,award,year,lgid,note
Алекс Делевьеро,delveal01,Патрик,1973,NHL,
Лу Ламорикелло,lamorlo01c,Патрик,1991,NHL,
Фил Эспозито,esposph01,Патрик,1977,NHL,
Брайан Берк,,Патрик,2007,NHL,
Джо Муллен,mullejo01,Патрик,1994,NHL,
Джон МакИннес,,Патрик,1985,NHL,
Эди Шор,shoreed01,Патрик,1969,NHL,
Стив Йерман,yzermst01,Патрик,2005,NHL,
Брайан Муллен,mullebr01,Патрик,1994,NHL,
Франк Бошер,bouchfr01,Патрик,1992,NHL,
Нил Бротен,brotene01,Патрик,1997,NHL,
Майк Эмрик,,Патрик,2003,NHL,
Реймонд Борк,bourqra01,Патрик,2002,NHL,
Эрб Брукс,brookhe01c,Патрик,2001,NHL,
Джон Килпатрик,kilpajo01h,Патрик,1967,NHL,поступить после смерти
Вэйн Гретцки,gretzwa01,Патрик,1993,NHL,
Сборная США по хоккею на Олимпийских играх 1960 года,,Патрик,2001,NHL,
