playerid,year,tmid,lgid,pos,gp,g,a,pts,pim
holmeha01,1917,TOA,NHL,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",5,0,0,0,0
lindsbe01,1912,VA1,PCHA,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",3,0,0,0,0
clancki01,1922,OTS,NHL,"I'm sorry, I don't understand your request. Could you please clarify?",6,1,0,1,4
dundeto01,1913,VA1,PCHA,К,3,2,0,2,11
foystfr01,1924,VIC,WCHL,К,4,1,0,1,0
skinnal01,1920,VML,PCHA,r,3,4,0,4,14
mummeha01,1912,QU1,NHA,"I'm sorry, I don't understand your request. Could you please clarify?",3,1,0,1,7
smithto01,1912,QU1,NHA,"Hello, how can I help you today?",3,4,0,4,0
fredrfr01,1924,VIC,WCHL,К,4,3,3,6,6
mackeja01,1920,OTS,NHL,"Добро пожаловать в Coral, искусственный интеллект, способный вести беседу и помогающий людям с их запросами. Я всегда готов помочь и обеспечить вас ценными сведениями. Как я могу быть полезен сегодня?",4,0,0,0,0
haldeha01,1925,VIC,WCHL,"I'm sorry, I don't understand your request. Could you please clarify?",4,1,0,1,8
halljo01,1912,QU1,NHA,"I'm sorry, I don't understand your request. Could you please clarify?",3,0,0,0,7
corbebe01,1918,MTL,NHL,"I'm sorry, I don't understand your request. Could you please clarify?",5,0,1,1,3
lehmahu01,1917,VML,PCHA,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",5,0,0,0,0
cleghod01,1918,MTL,NHL,К,5,2,0,2,9
keatsdu01,1922,EDE,WCHL,К,2,0,0,0,4
coutubi01,1924,MTL,NHL,"I'm sorry, I don't understand your request. Could you please clarify?",4,1,0,1,10
moranpa01,1912,QU1,NHA,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",3,0,0,0,0
bellbi01,1923,MTL,NHL,"Добро пожаловать в Coral, искусственный интеллект, способный вести беседу и помогающий людям с их запросами. Я всегда готов помочь и обеспечить вас ценными сведениями. Как я могу быть полезен сегодня?",3,0,0,0,0
manthsy01,1924,MTL,NHL,"I'm sorry, I don't understand your request. Could you please clarify?",4,0,0,0,2
foystfr01,1916,SEA,PCHA,"Hello, how can I help you today?",4,7,2,9,3
vezinge01,1923,MTL,NHL,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",4,0,0,0,0
morribe01,1916,SEA,PCHA,r,4,14,2,16,0
parkeer01,1921,VML,PCHA,r,5,0,3,3,0
johnsmo01,1915,PO1,PCHA,"I'm sorry, I don't understand your request. Could you please clarify?",5,1,1,2,9
haldeha01,1924,VIC,WCHL,r,4,2,1,3,8
broadpu01,1914,OT1,NHA,r,3,3,0,3,9
bouchbo01,1923,MTL,NHL,"Добро пожаловать в Coral, искусственный интеллект, способный вести беседу и помогающий людям с их запросами. Я всегда готов помочь и обеспечить вас ценными сведениями. Как я могу быть полезен сегодня?",3,0,0,0,0
broadpu01,1925,MTM,NHL,r,4,1,0,1,20
noblere01,1925,MTM,NHL,"I'm sorry, I don't understand your request. Could you please clarify?",4,0,0,0,4
bostrhe01,1923,VAM,PCHA,"I'm sorry, I don't understand your request. Could you please clarify?",2,1,0,1,0
berlilo01,1916,MOC,NHA,"Hello, how can I help you today?",4,0,0,0,0
oatmaed01,1915,PO1,PCHA,К,5,3,1,4,16
desirsy01,1920,VML,PCHA,"I'm sorry, I don't understand your request. Could you please clarify?",4,0,0,0,6
poulisk01,1913,VA1,PCHA,"Hello, how can I help you today?",3,2,0,2,17
lehmahu01,1923,VAM,PCHA,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",2,0,0,0,0
randake01,1921,TRS,NHL,Д/Р,4,1,0,1,19
patrifr01,1914,VML,PCHA,"I'm sorry, I don't understand your request. Could you please clarify?",3,2,1,3,6
dennecy01,1920,OTS,NHL,"Hello, how can I help you today?",5,2,2,4,10
camerha01,1913,TBS,NHA,"I'm sorry, I don't understand your request. Could you please clarify?",2,1,0,1,4
davidal01,1913,TBS,NHA,r,2,1,0,1,7
skinnal01,1923,VAM,PCHA,r,2,0,0,0,0
cookll01,1914,VML,PCHA,"I'm sorry, I don't understand your request. Could you please clarify?",3,3,0,3,9
corbebe01,1915,MOC,NHA,"I'm sorry, I don't understand your request. Could you please clarify?",5,0,1,1,32
stanlba01,1914,VML,PCHA,r,3,6,0,6,0
kerral02,1913,VA1,PCHA,r,3,1,0,1,3
morrijo01,1922,EDE,WCHL,r,2,1,0,1,0
frasego01,1924,VIC,WCHL,"I'm sorry, I don't understand your request. Could you please clarify?",4,2,1,3,6
griffsi01,1917,VML,PCHA,"I'm sorry, I don't understand your request. Could you please clarify?",5,1,0,1,9
holmeha01,1918,SEA,PCHA,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",5,0,0,0,0
rowebo01,1916,SEA,PCHA,"I'm sorry, I don't understand your request. Could you please clarify?",4,0,2,2,0
morenho01,1924,MTL,NHL,К,4,4,1,5,4
cleghsp01,1920,OTS,NHL,"I'm sorry, I don't understand your request. Could you please clarify?",5,1,2,3,0
bouchge01,1919,OTS,NHL,"I'm sorry, I don't understand your request. Could you please clarify?",5,2,0,2,2
berlilo01,1918,MTL,NHL,"Hello, how can I help you today?",5,1,1,2,0
skinnal01,1921,VML,PCHA,r,5,0,1,1,12
lalonne01,1918,MTL,NHL,К,5,6,0,6,3
mackami01,1923,VAM,PCHA,"Hello, how can I help you today?",2,0,0,0,0
desirsy01,1920,VML,PCHA,"I'm sorry, I don't understand your request. Could you please clarify?",4,0,0,0,6
moranpa01,1912,QU1,NHA,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",3,0,0,0,0
wilsocu01,1918,SEA,PCHA,r,5,1,3,4,6
gardihe01,1923,CAT,WCHL,"I'm sorry, I don't understand your request. Could you please clarify?",2,1,0,1,0
patrifr01,1914,VML,PCHA,"I'm sorry, I don't understand your request. Could you please clarify?",3,2,1,3,6
darraja01,1914,OT1,NHA,К,2,3,0,3,6
mattejo01,1923,VAM,PCHA,"I'm sorry, I don't understand your request. Could you please clarify?",2,1,0,1,2
fredrfr01,1924,VIC,WCHL,К,4,3,3,6,6
lehmahu01,1921,VML,PCHA,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",5,0,0,0,0
mackami01,1920,VML,PCHA,К,5,0,1,1,0
mcdonja01,1918,MTL,NHL,К,5,1,1,2,3
cleghod01,1923,MTL,NHL,r/C,4,0,1,1,0
griffsi01,1917,VML,PCHA,"I'm sorry, I don't understand your request. Could you please clarify?",5,1,0,1,9
meekiha01,1924,VIC,WCHL,"Hello, how can I help you today?",4,0,1,1,2
dennecy01,1920,OTS,NHL,"Hello, how can I help you today?",5,2,2,4,10
smithto01,1916,MOC,NHA,К,4,2,0,2,3
benedcl01,1922,OTS,NHL,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",6,0,0,0,2
noblere01,1925,MTM,NHL,"I'm sorry, I don't understand your request. Could you please clarify?",4,0,0,0,4
walkeja01,1913,TBS,NHA,"Hello, how can I help you today?",3,1,0,1,3
bellbi01,1923,MTL,NHL,"Добро пожаловать в Coral, искусственный интеллект, способный вести беседу и помогающий людям с их запросами. Я всегда готов помочь и обеспечить вас ценными сведениями. Как я могу быть полезен сегодня?",3,0,0,0,0
rickero01,1919,SEA,PCHA,"I'm sorry, I don't understand your request. Could you please clarify?",5,2,0,2,9
sheppjo01,1922,EDE,WCHL,К,1,0,0,0,0
wilsocu01,1913,TBS,NHA,r,3,3,0,3,15
rowebo01,1913,VA1,PCHA,"I'm sorry, I don't understand your request. Could you please clarify?",3,0,0,0,3
smailwa01,1912,VA1,PCHA,"Hello, how can I help you today?",1,0,0,0,0
bouchge01,1922,OTS,NHL,"I'm sorry, I don't understand your request. Could you please clarify?",6,2,1,3,6
lindsbe01,1912,VA1,PCHA,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",3,0,0,0,0
bouchfr01,1923,VAM,PCHA,К,2,1,1,2,2
bensobo01,1923,CAT,WCHL,"I'm sorry, I don't understand your request. Could you please clarify?",2,0,0,0,0
reidch01,1923,CAT,WCHL,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",2,0,0,0,0
dyeba01,1921,TRS,NHL,r,5,9,1,10,3
marshja02,1913,TBS,NHA,"I'm sorry, I don't understand your request. Could you please clarify?",3,1,0,1,2
lehmahu01,1917,VML,PCHA,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",5,0,0,0,0
morrijo01,1922,EDE,WCHL,r,2,1,0,1,0
parkeer01,1923,VAM,PCHA,r,2,0,0,0,0
vezinge01,1918,MTL,NHL,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",5,0,0,0,0
randake01,1917,TOA,NHL,Р/Д,5,1,0,1,0
arbouam01,1915,MOC,NHA,"Hello, how can I help you today?",4,3,0,3,8
holmeha01,1913,TBS,NHA,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",3,0,0,0,0
anderer02,1923,CAT,WCHL,r,2,0,0,0,2
berlilo01,1915,MOC,NHA,"Hello, how can I help you today?",2,0,0,0,0
hartgi01,1925,VIC,WCHL,r,4,0,0,0,2
morribe01,1923,CAT,WCHL,К,2,0,0,0,2
smailwa01,1913,VA1,PCHA,"Hello, how can I help you today?",3,1,0,1,2
joliaau01,1923,MTL,NHL,"Hello, how can I help you today?",4,3,1,4,6
headlfe01,1924,MTL,NHL,"I'm sorry, I don't understand your request. Could you please clarify?",4,0,0,0,0
lalonne01,1916,MOC,NHA,К,4,1,0,1,21
camerha01,1921,TRS,NHL,"I'm sorry, I don't understand your request. Could you please clarify?",4,0,2,2,11
moynesp01,1917,VML,PCHA,r,4,0,0,0,9
nichosi01,1919,SEA,PCHA,"Hello, how can I help you today?",4,0,0,0,0
shoreha01,1914,OT1,NHA,"I'm sorry, I don't understand your request. Could you please clarify?",3,0,0,0,3
walkeja01,1925,VIC,WCHL,К,4,0,0,0,0
harrism01,1915,PO1,PCHA,"Hello, how can I help you today?",5,4,2,6,23
mcnamho01,1915,MOC,NHA,"I'm sorry, I don't understand your request. Could you please clarify?",5,0,1,1,21
gerared01,1919,OTS,NHL,"I'm sorry, I don't understand your request. Could you please clarify?",5,2,1,3,3
parkeer01,1922,VAM,PCHA,r,4,0,2,2,2
denneco01,1921,TRS,NHL,Л/Ц,5,3,2,5,2
mackeja01,1919,OTS,NHL,"Добро пожаловать в Coral, искусственный интеллект, способный вести беседу и помогающий людям с их запросами. Я всегда готов помочь и обеспечить вас ценными сведениями. Как я могу быть полезен сегодня?",5,0,0,0,0
merriho01,1914,OT1,NHA,"I'm sorry, I don't understand your request. Could you please clarify?",3,0,0,0,0
bouchge01,1919,OTS,NHL,"I'm sorry, I don't understand your request. Could you please clarify?",5,2,0,2,2
cleghsp01,1923,MTL,NHL,"I'm sorry, I don't understand your request. Could you please clarify?",4,2,1,3,2
corbebe01,1918,MTL,NHL,"I'm sorry, I don't understand your request. Could you please clarify?",5,0,1,1,3
halljo01,1918,MTL,NHL,"I'm sorry, I don't understand your request. Could you please clarify?",5,0,0,0,6
cleghsp01,1924,MTL,NHL,"I'm sorry, I don't understand your request. Could you please clarify?",4,0,0,0,2
cookll01,1923,VAM,PCHA,"I'm sorry, I don't understand your request. Could you please clarify?",2,0,0,0,4
foystfr01,1913,TBS,NHA,К,3,2,0,2,3
brandru01,1922,EDE,WCHL,"Hello, how can I help you today?",1,0,0,0,0
hitchli01,1922,OTS,NHL,"I'm sorry, I don't understand your request. Could you please clarify?",5,1,0,1,4
tobinch01,1915,PO1,PCHA,r,5,2,1,3,12
mackami01,1914,VML,PCHA,"Hello, how can I help you today?",3,4,2,6,6
morenho01,1924,MTL,NHL,К,4,4,1,5,4
harrism01,1920,VML,PCHA,"Hello, how can I help you today?",5,2,1,3,6
bostrhe01,1923,VAM,PCHA,"I'm sorry, I don't understand your request. Could you please clarify?",2,1,0,1,0
nighbfr01,1920,OTS,NHL,К,5,0,1,1,0
dundeto01,1913,VA1,PCHA,К,3,2,0,2,11
grahale01,1914,OT1,NHA,"Hello, how can I help you today?",3,1,0,1,0
irvinde01,1915,PO1,PCHA,"I'm sorry, I don't understand your request. Could you please clarify?",5,0,0,0,14
dennecy01,1919,OTS,NHL,"Hello, how can I help you today?",5,0,2,2,3
poulisk01,1913,VA1,PCHA,"Hello, how can I help you today?",3,2,0,2,17
camerha01,1913,TBS,NHA,"I'm sorry, I don't understand your request. Could you please clarify?",2,1,0,1,4
bostrhe01,1922,EDE,WCHL,"I'm sorry, I don't understand your request. Could you please clarify?",1,0,0,0,0
foystfr01,1919,SEA,PCHA,К,5,6,1,7,7
rowebo01,1918,SEA,PCHA,"I'm sorry, I don't understand your request. Could you please clarify?",5,1,0,1,6
frasego01,1924,VIC,WCHL,"I'm sorry, I don't understand your request. Could you please clarify?",4,2,1,3,6
walkeja01,1916,SEA,PCHA,К,4,1,2,3,0
carpeed01,1916,SEA,PCHA,"I'm sorry, I don't understand your request. Could you please clarify?",4,0,0,0,3
lavioja01,1915,MOC,NHA,"Hello, how can I help you today?",2,0,0,0,6
benedcl01,1925,MTM,NHL,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",4,0,0,0,0
broadpu01,1919,OTS,NHL,r,4,0,0,0,3
morrijo01,1922,EDE,WCHL,r,2,1,0,1,0
broadpu01,1914,OT1,NHA,r,3,3,0,3,9
cleghsp01,1919,OTS,NHL,"I'm sorry, I don't understand your request. Could you please clarify?",5,0,1,1,4
dennecy01,1922,OTS,NHL,"Hello, how can I help you today?",6,1,1,2,8
morribe01,1916,SEA,PCHA,r,4,14,2,16,0
stewane01,1925,MTM,NHL,К,4,6,1,7,14
benedcl01,1922,OTS,NHL,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",6,0,0,0,2
taylocy01,1920,VML,PCHA,"Hello, how can I help you today?",3,0,1,1,5
rowebo01,1918,SEA,PCHA,"I'm sorry, I don't understand your request. Could you please clarify?",5,1,0,1,6
holwaal01,1925,MTM,NHL,"I'm sorry, I don't understand your request. Could you please clarify?",2,0,0,0,0
brucemo01,1920,OTS,NHL,"Добро пожаловать в Coral, искусственный интеллект, способный вести беседу и помогающий людям с их запросами. Я всегда готов помочь и обеспечить вас ценными сведениями. Как я могу быть полезен сегодня?",5,0,0,0,0
griffsi01,1917,VML,PCHA,"I'm sorry, I don't understand your request. Could you please clarify?",5,1,0,1,9
mackeja01,1920,OTS,NHL,"Добро пожаловать в Coral, искусственный интеллект, способный вести беседу и помогающий людям с их запросами. Я всегда готов помочь и обеспечить вас ценными сведениями. Как я могу быть полезен сегодня?",4,0,0,0,0
loughcl01,1924,VIC,WCHL,"I'm sorry, I don't understand your request. Could you please clarify?",4,1,0,1,4
rileyji01,1919,SEA,PCHA,"Hello, how can I help you today?",5,0,1,1,0
rossar01,1914,OT1,NHA,"I'm sorry, I don't understand your request. Could you please clarify?",3,0,0,0,12
duncaar01,1923,VAM,PCHA,"I'm sorry, I don't understand your request. Could you please clarify?",2,0,0,0,6
cookll01,1920,VML,PCHA,"I'm sorry, I don't understand your request. Could you please clarify?",5,2,0,2,20
mcgifro01,1913,TBS,NHA,"Добро пожаловать в Coral, искусственный интеллект, способный вести беседу и помогающий людям с их запросами. Я всегда готов помочь и обеспечить вас ценными сведениями. Как я могу быть полезен сегодня?",3,2,0,2,25
shoreha01,1914,OT1,NHA,"I'm sorry, I don't understand your request. Could you please clarify?",3,0,0,0,3
haldeha01,1924,VIC,WCHL,r,4,2,1,3,8
taylocy01,1917,VML,PCHA,"Hello, how can I help you today?",5,9,0,9,15
vezinge01,1918,MTL,NHL,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",5,0,0,0,0
parkeer01,1922,VAM,PCHA,r,4,0,2,2,2
stuarbi01,1921,TRS,NHL,"I'm sorry, I don't understand your request. Could you please clarify?",5,0,2,2,6
matzjo01,1924,MTL,NHL,"Добро пожаловать в Coral, искусственный интеллект, способный вести беседу и помогающий людям с их запросами. Я всегда готов помочь и обеспечить вас ценными сведениями. Как я могу быть полезен сегодня?",4,0,0,0,2
halljo01,1912,QU1,NHA,"I'm sorry, I don't understand your request. Could you please clarify?",3,0,0,0,7
lavioja01,1916,MOC,NHA,"Hello, how can I help you today?",4,1,2,3,9
mackeja01,1919,OTS,NHL,"Добро пожаловать в Coral, искусственный интеллект, способный вести беседу и помогающий людям с их запросами. Я всегда готов помочь и обеспечить вас ценными сведениями. Как я могу быть полезен сегодня?",5,0,0,0,0
camerha01,1921,TRS,NHL,"I'm sorry, I don't understand your request. Could you please clarify?",4,0,2,2,11
nighbfr01,1914,VML,PCHA,К,3,4,6,10,6
murrato01,1915,PO1,PCHA,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",5,0,0,0,0
walkeja01,1919,SEA,PCHA,К,5,1,3,4,0
bostrhe01,1922,EDE,WCHL,"I'm sorry, I don't understand your request. Could you please clarify?",1,0,0,0,0
gagnear01,1922,EDE,WCHL,r,2,0,0,0,2
bouchfr01,1922,VAM,PCHA,К,4,2,0,2,0
rickero01,1919,SEA,PCHA,"I'm sorry, I don't understand your request. Could you please clarify?",5,2,0,2,9
smyliro01,1921,TRS,NHL,"Hello, how can I help you today?",5,1,3,4,0
rickero01,1918,SEA,PCHA,"I'm sorry, I don't understand your request. Could you please clarify?",5,1,2,3,0
fredrfr01,1925,VIC,WCHL,К,4,1,1,2,10
marksja01,1912,QU1,NHA,r,3,2,0,2,2
lehmahu01,1923,VAM,PCHA,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",2,0,0,0,0
walkeja01,1916,SEA,PCHA,К,4,1,2,3,0
denneco01,1922,VAM,PCHA,К,3,0,0,0,0
phillme01,1925,MTM,NHL,"Добро пожаловать в Coral, искусственный интеллект, способный вести беседу и помогающий людям с их запросами. Я всегда готов помочь и обеспечить вас ценными сведениями. Как я могу быть полезен сегодня?",4,1,1,2,0
lehmahu01,1920,VML,PCHA,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",5,0,0,0,0
meekiha01,1924,VIC,WCHL,"Hello, how can I help you today?",4,0,1,1,2
gerared01,1920,OTS,NHL,"I'm sorry, I don't understand your request. Could you please clarify?",5,0,0,0,44
oatmaed01,1915,PO1,PCHA,К,5,3,1,4,16
foystfr01,1919,SEA,PCHA,К,5,6,1,7,7
poulisk01,1913,VA1,PCHA,"Hello, how can I help you today?",3,2,0,2,17
foystfr01,1925,VIC,WCHL,"Hello, how can I help you today?",4,0,0,0,2
cookll01,1923,VAM,PCHA,"I'm sorry, I don't understand your request. Could you please clarify?",2,0,0,0,4
moranpa01,1912,QU1,NHA,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",3,0,0,0,0
mackami01,1923,VAM,PCHA,"Hello, how can I help you today?",2,0,0,0,0
vezinge01,1923,MTL,NHL,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",4,0,0,0,0
holmeha01,1919,SEA,PCHA,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",5,0,0,0,0
merriho01,1914,OT1,NHA,"I'm sorry, I don't understand your request. Could you please clarify?",3,0,0,0,0
crawfru01,1923,CAT,WCHL,"Hello, how can I help you today?",2,0,0,0,0
noblere01,1921,TRS,NHL,"Hello, how can I help you today?",5,0,1,1,9
skinnal01,1920,VML,PCHA,r,3,4,0,4,14
morenho01,1924,MTL,NHL,К,4,4,1,5,4
bouchbi01,1923,MTL,NHL,r,4,5,1,6,6
rickero01,1916,SEA,PCHA,"I'm sorry, I don't understand your request. Could you please clarify?",4,0,1,1,23
duncaar01,1922,VAM,PCHA,"I'm sorry, I don't understand your request. Could you please clarify?",4,2,2,4,0
fredrfr01,1924,VIC,WCHL,К,4,3,3,6,6
oatmaed01,1921,VML,PCHA,r,5,1,1,2,14
cookll01,1914,VML,PCHA,"I'm sorry, I don't understand your request. Could you please clarify?",3,3,0,3,9
keatsdu01,1922,EDE,WCHL,К,2,0,0,0,4
corbeco01,1913,TBS,NHA,"I'm sorry, I don't understand your request. Could you please clarify?",2,0,0,0,0
murramu01,1918,SEA,PCHA,"I'm sorry, I don't understand your request. Could you please clarify?",5,2,0,2,6
coutubi01,1916,MOC,NHA,"I'm sorry, I don't understand your request. Could you please clarify?",4,0,0,0,36
lindsbe01,1913,VA1,PCHA,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",3,0,0,0,0
lalonne01,1916,MOC,NHA,К,4,1,0,1,21
cleghsp01,1920,OTS,NHL,"I'm sorry, I don't understand your request. Could you please clarify?",5,1,2,3,0
dyeba01,1921,TRS,NHL,r,5,9,1,10,3
mattejo01,1923,VAM,PCHA,"I'm sorry, I don't understand your request. Could you please clarify?",2,1,0,1,2
haldeha01,1925,VIC,WCHL,"I'm sorry, I don't understand your request. Could you please clarify?",4,1,0,1,8
gardihe01,1923,CAT,WCHL,"I'm sorry, I don't understand your request. Could you please clarify?",2,1,0,1,0
cleghsp01,1923,MTL,NHL,"I'm sorry, I don't understand your request. Could you please clarify?",4,2,1,3,2
randake01,1917,TOA,NHL,Р/Д,5,1,0,1,0
mackami01,1920,VML,PCHA,К,5,0,1,1,0
patrile01,1913,VA1,PCHA,"I'm sorry, I don't understand your request. Could you please clarify?",3,2,0,2,5
mackami01,1921,VML,PCHA,"Hello, how can I help you today?",5,1,0,1,6
rileyji01,1916,SEA,PCHA,"Hello, how can I help you today?",4,0,0,0,3
dundeto01,1912,VA1,PCHA,К,3,3,0,3,8
darraja01,1919,OTS,NHL,a/с,5,5,2,7,3
berlilo01,1916,MOC,NHA,"Hello, how can I help you today?",4,0,0,0,0
smithto01,1912,QU1,NHA,"Hello, how can I help you today?",3,4,0,4,0
corbebe01,1916,MOC,NHA,"I'm sorry, I don't understand your request. Could you please clarify?",4,2,1,3,3
vezinge01,1916,MOC,NHA,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",4,0,0,0,0
gardihe01,1923,CAT,WCHL,"I'm sorry, I don't understand your request. Could you please clarify?",2,1,0,1,0
gengebo01,1913,VA1,PCHA,К,3,0,0,0,15
broadpu01,1920,OTS,NHL,r,4,2,0,2,0
duncaar01,1923,VAM,PCHA,"I'm sorry, I don't understand your request. Could you please clarify?",2,0,0,0,6
brucemo01,1919,OTS,NHL,"Добро пожаловать в Coral, искусственный интеллект, способный вести беседу и помогающий людям с их запросами. Я всегда готов помочь и обеспечить вас ценными сведениями. Как я могу быть полезен сегодня?",5,0,0,0,0
lalonne01,1918,MTL,NHL,К,5,6,0,6,3
mcdonja01,1918,MTL,NHL,К,5,1,1,2,3
bouchge01,1920,OTS,NHL,"I'm sorry, I don't understand your request. Could you please clarify?",5,2,0,2,9
cleghsp01,1924,MTL,NHL,"I'm sorry, I don't understand your request. Could you please clarify?",4,0,0,0,2
nighbfr01,1922,OTS,NHL,К,6,1,1,2,10
benedcl01,1914,OT1,NHA,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",3,0,0,0,0
bouchge01,1922,OTS,NHL,"I'm sorry, I don't understand your request. Could you please clarify?",6,2,1,3,6
wilsocu01,1916,SEA,PCHA,r,4,1,2,3,0
bouchge01,1919,OTS,NHL,"I'm sorry, I don't understand your request. Could you please clarify?",5,2,0,2,2
parkeer01,1922,VAM,PCHA,r,4,0,2,2,2
coutubi01,1918,MTL,NHL,"I'm sorry, I don't understand your request. Could you please clarify?",5,0,1,1,0
rickero01,1918,SEA,PCHA,"I'm sorry, I don't understand your request. Could you please clarify?",5,1,2,3,0
mackami01,1923,VAM,PCHA,"Hello, how can I help you today?",2,0,0,0,0
vezinge01,1923,MTL,NHL,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",4,0,0,0,0
mcnamho01,1915,MOC,NHA,"I'm sorry, I don't understand your request. Could you please clarify?",5,0,1,1,21
mcgifro01,1913,TBS,NHA,"Добро пожаловать в Coral, искусственный интеллект, способный вести беседу и помогающий людям с их запросами. Я всегда готов помочь и обеспечить вас ценными сведениями. Как я могу быть полезен сегодня?",3,2,0,2,25
keatsdu01,1922,EDE,WCHL,К,2,0,0,0,4
matzjo01,1924,MTL,NHL,"Добро пожаловать в Coral, искусственный интеллект, способный вести беседу и помогающий людям с их запросами. Я всегда готов помочь и обеспечить вас ценными сведениями. Как я могу быть полезен сегодня?",4,0,0,0,2
haldeha01,1924,VIC,WCHL,r,4,2,1,3,8
