playerid,year,stint,tmid,w,l,sa,ga
morrimi01,2005,1,EDM,5,2,24,6
thomati01,2010,1,BOS,1,5,19,9
lalimpa01,2009,1,BUF,0,2,13,5
budajpe01,2007,1,COL,1,2,9,4
gerbema01,2006,1,OTT,1,2,10,3
johnsbr02,2011,1,PIT,0,1,3,2
bernijo01,2009,1,LAK,1,0,6,0
elliobr01,2010,2,COL,2,1,10,1
luongro01,2008,1,VAN,3,4,29,8
fleurma01,2010,1,PIT,8,2,38,6
gustajo01,2009,1,TOR,2,1,7,3
weekeke01,2005,1,NYR,3,1,13,6
toivoha01,2007,1,STL,1,2,9,2
dipieri01,2006,1,NYI,5,4,44,9
lundqhe01,2008,1,NYR,9,4,40,10
denisma01,2007,1,TBL,1,0,3,0
wardca01,2010,1,CAR,5,4,25,6
tellqmi01,2008,1,PHO,1,0,8,1
fleurma01,2005,1,PIT,0,2,5,4
rinnepe01,2010,1,NAS,6,4,34,7
budajpe01,2010,1,COL,3,0,14,1
masonch02,2010,1,ATL,2,2,17,4
conklty01,2008,1,DET,2,2,13,4
rinnepe01,2009,1,NAS,6,3,45,11
leighmi01,2008,1,CAR,1,1,5,3
mcelhcu01,2009,2,AND,1,2,8,4
rolosdw01,2010,2,TBL,3,3,24,6
backsni01,2006,1,MIN,3,5,32,15
josepcu01,2008,1,TOR,2,1,11,3
garonma01,2006,1,LAK,1,3,18,7
lehtoka01,2011,1,DAL,7,3,39,9
dubiewa01,2007,1,NYI,2,1,13,4
hedbejo01,2009,1,ATL,4,2,21,5
markkju01,2006,1,EDM,0,1,3,2
josepcu01,2005,1,PHO,3,2,19,6
bouchbr01,2009,1,PHI,1,2,7,4
caronse01,2005,1,PIT,0,3,10,6
kiprumi01,2009,1,CAL,2,7,27,15
raycran01,2010,1,DAL,2,0,6,1
priceca01,2010,1,MTL,3,2,24,6
leclapa01,2006,1,CBS,1,1,15,4
hedbejo01,2007,1,ATL,5,3,31,7
luongro01,2010,1,VAN,3,5,26,12
marksja02,2011,1,FLO,0,1,3,1
dubnyde01,2009,1,EDM,2,1,11,3
legacma01,2008,1,STL,3,1,13,4
rolosdw01,2010,2,TBL,3,3,24,6
rinnepe01,2009,1,NAS,6,3,45,11
gerbema01,2006,1,OTT,1,2,10,3
luongro01,2006,1,VAN,5,3,31,10
dubiewa01,2007,1,NYI,2,1,13,4
kiprumi01,2010,1,CAL,8,4,41,12
andercr01,2006,1,FLO,1,0,2,0
drouije01,2009,1,EDM,4,3,37,11
noronmi01,2005,1,BUF,0,0,1,1
lehtoka01,2010,1,DAL,3,7,33,14
tellqmi01,2005,1,TOR,1,1,5,2
lehtoka01,2008,1,ATL,4,1,22,5
emeryra01,2009,1,PHI,2,1,9,2
millery01,2009,1,BUF,4,4,31,11
andercr01,2011,1,OTT,6,1,25,7
masonch02,2009,1,STL,5,3,28,8
ellisda01,2009,1,NAS,2,1,10,2
lalimpa01,2007,1,CHI,3,0,9,2
toivoha01,2007,1,STL,1,2,9,2
crawfco01,2005,1,CHI,0,1,3,2
nabokev01,2008,1,SJS,5,4,32,11
clemmsc01,2010,1,FLO,2,6,23,12
