targetid,raceid,driverid,win
56753,567,251,0
56796,568,256,0
56799,568,208,0
56938,571,243,0
56974,572,256,0
56983,572,242,0
57096,575,235,0
57220,529,232,0
57278,531,172,0
57519,537,208,0
57557,538,235,0
57678,541,158,0
57769,544,224,0
57814,546,250,0
57822,546,187,0
58027,551,260,0
58085,553,250,0
58127,553,267,0
58226,555,262,0
58244,556,207,1
58533,514,200,0
58671,519,206,0
58910,526,175,0
58978,499,140,0
59250,508,172,0
62152,759,482,0
62175,760,483,0
62300,761,567,0
62354,762,520,0
62520,764,514,0
62526,764,558,0
63448,722,403,0
63697,728,439,0
63698,728,385,0
64035,348,24,0
64206,352,812,0
64506,847,808,0
64511,847,67,0
64520,847,3,0
64609,851,808,0
64611,851,17,0
64613,851,13,0
64674,852,15,0
64737,853,811,0
64949,861,807,0
65045,864,807,0
65117,867,807,0
65127,868,815,0
65130,868,818,0
65188,869,154,0
65347,873,815,0
65361,873,807,0
65435,876,154,0
65493,879,17,0
65739,888,1,0
65875,895,18,0
66052,257,108,0
66315,265,106,0
66380,267,56,0
66499,270,103,0
66505,270,81,0
66561,271,95,0
66697,903,1,1
66705,904,822,0
66747,906,18,0
66844,910,821,0
66978,916,826,0
67027,918,821,0
67091,928,830,0
67178,932,826,0
67857,960,825,0
68096,948,835,0
68188,970,838,0
68203,971,832,0
68369,979,20,1
68412,980,836,0
68437,981,814,0
68458,982,836,0
