year,lgid,tmid,g,w,l,t,gf,ga,pim,benchminor,ppg,ppc,sha,pkg,pkc,shf
1987,NHL,DET,16,9,7,0,69,57,550,0,21,80,,20,104,3
1977,WHA,HOU,6,2,4,0,16,29,,,,,,,,
1972,WHA,HOU,10,4,6,0,26,30,,,9,27,1,5,45,1
2011,NHL,VAN,5,1,4,0,8,12,94,0,3,21,2,3,26,0
1970,NHL,MTL,20,12,8,0,75,63,379,,16,,2,17,,1
1935,NHL,TOR,9,4,5,0,25,27,76,,,,,,,
2003,NHL,TOR,13,6,7,0,27,28,201,0,6,59,1,6,58,0
1988,NHL,WAS,6,2,4,0,19,25,155,0,9,43,,9,34,1
2008,NHL,DET,23,15,8,0,76,48,226,2,23,97,1,19,71,1
1975,NHL,TOR,10,5,5,0,31,36,266,0,14,59,1,9,38,1
1978,NHL,PIT,7,2,5,0,16,25,84,0,2,28,1,4,19,0
1990,NHL,EDM,18,9,9,0,57,60,400,2,12,91,2,21,95,0
1969,NHL,MNS,6,2,4,0,16,20,82,,7,,1,10,,0
1994,NHL,WAS,7,3,4,0,26,29,213,4,6,44,1,10,42,1
1938,NHL,DET,6,3,3,0,16,15,51,,,,,,,
1994,NHL,BOS,5,1,4,0,5,14,47,2,2,20,1,5,17,0
1998,NHL,PIT,13,6,7,0,35,36,183,2,8,45,1,6,50,0
1968,NHL,BOS,10,6,4,0,40,20,226,,11,,1,7,,5
1983,NHL,BOS,3,0,3,0,2,10,77,0,1,13,0,2,12,0
1957,NHL,MTL,10,8,2,0,35,20,121,,,,,,,
1986,NHL,HAR,6,2,4,0,19,27,317,2,6,35,1,12,39,0
1970,NHL,BOS,7,3,4,0,26,28,190,,6,,0,5,,2
1926,NHL,NYR,2,0,1,1,1,3,36,,,,,,,
1921,WCHL,CAT,2,0,1,1,1,2,,,,,,,,
1922,WCHL,REG,2,0,1,1,3,4,,,,,,,,
1996,NHL,EDM,12,5,7,0,32,37,204,0,8,55,1,10,61,3
1994,NHL,DET,18,12,6,0,61,44,264,0,22,89,1,14,78,3
2008,NHL,WAS,14,7,7,0,41,38,162,0,11,52,0,13,65,2
2002,NHL,NJD,24,16,8,0,63,41,214,2,13,84,2,8,74,1
1975,NHL,VAN,2,0,2,0,4,8,19,0,2,12,1,1,6,1
1981,NHL,STL,10,5,5,0,39,36,234,4,6,44,1,10,50,1
1983,NHL,NYR,5,2,3,0,14,13,87,0,4,23,0,0,21,1
1931,NHL,NYR,7,3,4,0,23,27,98,,,,,,,
1989,NHL,NYI,5,1,4,0,13,22,175,0,4,26,2,10,31,0
1986,NHL,BOS,4,0,4,0,11,19,86,4,5,19,1,4,18,1
1924,WCHL,CAT,2,0,1,1,1,3,,,,,,,,
2000,NHL,DAL,10,4,6,0,22,26,116,2,5,43,1,6,47,0
1965,NHL,DET,12,6,6,0,36,28,154,,,,,,,
1972,NHL,STL,5,1,4,0,9,22,51,,2,,1,4,,0
2001,NHL,COL,21,11,10,0,54,56,168,6,10,77,2,9,62,0
1974,NHL,NYR,3,1,2,0,13,10,113,2,3,20,1,3,16,1
1975,WHA,NEW,17,10,7,0,53,40,,,,,,,,
1932,NHL,BOS,5,2,3,0,7,9,50,,,,,,,
1953,NHL,TOR,5,1,4,0,8,15,57,,,,,,,
2005,NHL,TBL,5,1,4,0,13,23,125,2,4,31,1,8,24,0
1976,WHA,EDO,5,1,4,0,16,20,,,,,,,,
1976,WHA,NEW,5,1,4,0,14,23,,,,,,,,
1974,NHL,TOR,7,2,5,0,13,21,108,0,4,36,0,5,20,0
1988,NHL,BOS,10,5,5,0,29,30,229,2,6,47,,7,44,2
1971,NHL,PIT,4,0,4,0,8,14,71,,1,,1,0,,1
1988,NHL,STL,10,5,5,0,35,34,216,6,8,56,,6,38,1
1972,WHA,CLC,9,5,4,0,33,22,,,9,39,0,8,55,1
2000,NHL,LAK,13,7,6,0,25,34,146,4,6,50,0,14,63,0
1940,NHL,MTL,3,1,2,0,7,8,34,,,,,,,
1991,NHL,WAS,7,3,4,0,27,25,139,0,7,37,1,11,34,1
1956,NHL,NYR,5,1,4,0,12,22,48,,,,,,,
1942,NHL,MTL,5,1,4,0,17,18,50,,,,,,,
1992,NHL,QUE,6,2,4,0,16,19,94,2,4,18,0,4,21,0
1952,NHL,DET,6,2,4,0,21,21,50,,,,,,,
1955,NHL,TOR,5,1,4,0,10,14,65,,,,,,,
1942,NHL,TOR,6,2,4,0,17,20,46,,,,,,,
1977,NHL,CHI,4,0,4,0,9,19,33,0,4,15,0,4,9,0
1993,NHL,TOR,18,9,9,0,50,47,375,0,22,74,1,13,86,4
2010,NHL,NYR,5,1,4,0,8,13,62,4,1,20,0,3,16,0
1995,NHL,VAN,6,2,4,0,17,24,99,0,7,39,0,8,36,0
1924,NHL,TRS,2,0,2,0,2,5,21,,,,,,,
1953,NHL,DET,12,8,4,0,29,20,120,,,,,,,
1927,NHL,OTS,2,0,2,0,1,3,24,,,,,,,
2008,NHL,STL,4,0,4,0,5,11,63,2,1,24,0,4,18,0
1971,NHL,CHI,8,4,4,0,23,25,129,,3,,2,4,,2
1974,NHL,MTL,11,6,5,0,49,30,154,0,13,46,2,5,41,1
1974,NHL,NYI,17,9,8,0,47,50,377,0,15,77,3,9,72,2
