name,country,population,area,capital,capprov
Outer Hebrides,GB,26370,3071.0,Stornoway,Outer Hebrides
Ecuador,EC,11466291,,Quito,Ecuador
Jihomoravsky,CZ,2059000,15028.0,Brno,Jihomoravsky
Rep. of Kalmykiya,R,318500,76100.0,Elista,Rep. of Kalmykiya
Khmelnytska,UA,1520600,20600.0,Khmelnytskyy,Khmelnytska
Gumushane,TR,169375,6575.0,Gumushane,Gumushane
Amurskaya oblast,R,1037800,363700.0,Blagoveshchensk,Amurskaya oblast
Cote/Littoral,CAM,1354800,20239.0,Douala,Cote/Littoral
Sina ash Shamaliyah,ET,196000,27574.0,El Arish,Sina ash Shamaliyah
Aveiro,P,656000,2808.0,Aveiro,Aveiro
Hainaut,B,1283252,3787.0,Mons,Hainaut
Namibe,ANG,115000,58137.0,Namibe,Namibe
Rio Grande do Sul,BR,9623003,282062.0,Porto Alegre,Rio Grande do Sul
Las Tunas,C,478000,6589.0,Victoria de las Tunas,Las Tunas
Kachin,MYA,904800,89041.0,Myitkyina,Kachin
West Sussex,GB,713600,1989.0,Chichester,West Sussex
Ajman,UAE,64000,64.0,,
Hedmark,N,186355,,Hamar,Hedmark
Gujarat,IND,41309582,196024.0,Gandhinagar,Gujarat
Merida,YV,680503,11300.0,Merida,Merida
Arusha,EAT,1351700,82306.0,Arusha,Arusha
Yucatan,MEX,1556622,39340.0,Merida,Yucatan
Qinghai,TJ,4740000,720000.0,Xining,Qinghai
Pembrokeshire,GB,113600,1590.0,Haverfordwest,Pembrokeshire
Sagaing,MYA,3862200,94625.0,Sagaing,Sagaing
Auvergne,F,1321000,26013.0,Clermont Ferrand,Auvergne
La Libertad,PE,1366125,25569.0,Trujillo,La Libertad
Cherkaska,UA,1530900,20900.0,Cherkasy,Cherkaska
Utah,USA,2059148,219888.0,Salt Lake City,Utah
Misiones,RA,788915,29801.0,Posadas,Misiones
Magway,MYA,3243200,44820.0,Magway,Magway
East Sussex,GB,716500,1795.0,Lewes,East Sussex
Abruzzo,I,1263000,10794.0,LAquila,Abruzzo
Est,CAM,517200,109011.0,Bertoua,Est
Northern Mariana Islands,NMIS,88662,,Saipan,Northern Mariana Islands
Loreto,PE,789235,368851.0,Iquitos,Loreto
Malmohus,S,786757,4938.0,Malmo,Malmohus
Malta,M,375576,,Valletta,Malta
Maine,USA,1242051,86156.0,Augusta,Maine
Central,GB,273400,2700.0,Stirling,Central
Bielskie,PL,911500,3704.0,Bielsko Biala,Bielskie
Slupskie,PL,419300,7453.0,Slupsk,Slupskie
Ziguinchor,SN,394700,7339.0,Ziguinchor,Ziguinchor
Orkneys,GB,19590,992.0,Kirkwall,Orkneys
Kriti,GR,537183,8336.0,Iraklion,Kriti
Aragon,E,1183576,47720.0,Zaragoza,Aragon
Trinidad and Tobago,TT,1272385,,Port-of-Spain,Trinidad and Tobago
Khuzestan,IR,3175852,67282.0,Ahvaz,Khuzestan
Ninawa,IRQ,1507926,35899.0,Mosul,Ninawa
Vaupes,CO,26178,65268.0,Mitu,Vaupes
Yaracuy,YV,466152,7100.0,San Felipe,Yaracuy
Guinea-Bissau,GNB,1151330,,Bissau,Guinea-Bissau
Comayagua,HCA,267000,5196.0,Comayagua,Comayagua
Sofala,MOC,1427500,68018.0,Beira,Sofala
Rzeszowskie,PL,734100,4397.0,Rzeszow,Rzeszowskie
Kokchetau,KAZ,657000,78200.0,Kokchetau,Kokchetau
Friesland,NL,609579,3361.0,Leeuwarden,Friesland
Sabah,MAL,1736902,73620.0,Kota Kinabalu,Sabah
Fiji,FJI,782381,,Suva,Fiji
Ancash,PE,1024398,35825.0,Huaraz,Ancash
Cunene,ANG,232000,88342.0,Ngiva,Cunene
El Daqahliya,ET,3828000,3471.0,El Mansura,El Daqahliya
Suffolk,GB,661900,3797.0,Ipswich,Suffolk
Los Santos,PA,82800,3806.0,Las Tablas,Los Santos
AI,CH,14750,172.0,Appenzell,AI
Micronesia,FSM,125377,,Palikir,Micronesia
Kentucky,USA,3908124,104661.0,Frankfort,Kentucky
Kalmar,S,241883,11170.0,Kalmar,Kalmar
Fed. Terr. of Kuala Lumpur,MAL,1145075,243.0,Kuala Lumpur,Fed. Terr. of Kuala Lumpur
Kocaeli,TR,936163,3626.0,Izmit,Kocaeli
Pwani,EAT,638000,32407.0,Dar es Salaam,Daressalam
Quintana Roo,MEX,703536,50350.0,Chetumal,Quintana Roo
Ayeyarwady,MYA,4994100,35138.0,Pathein,Ayeyarwady
Limpopo,RSA,4128000,119606.0,Pietersburg,Limpopo
Buskerud,N,219967,,Drammen,Buskerud
Krasnoyarskiy kray,R,3105900,2339700.0,Krasnoyarsk,Krasnoyarskiy kray
Santa Fe,RA,2798422,133007.0,Santa Fe,Santa Fe
Sachsen Anhalt,D,2759213,20446.0,Magdeburg,Sachsen Anhalt
Rep. of Sakha,R,1022800,3103200.0,Yakutsk,Rep. of Sakha
Santarem,P,442700,6747.0,Santarem,Santarem
El Qahira,ET,6452000,214.0,Cairo,El Qahira
Thessalia,GR,731030,14037.0,Larisa,Thessalia
Chukotsky ao,R,90500,737700.0,Anadyr,Chukotsky ao
British Virgin Islands,BVIR,24491,,Road Town,British Virgin Islands
Benin,BEN,5709529,,Porto-Novo,Benin
Baja California,MEX,2112140,70113.0,Mexicali,Baja California
Nawoiy,UZB,715000,110800.0,Nawoiy,Nawoiy
