name,country,province,population,longitude,latitude
Puerto Cortes,HCA,Cortes,32500.0,,
Santiago de Cuba,C,Santiago de Cuba,440084.0,,
Kigoma Ujiji,EAT,Kigoma,,,
Changhua,RC,Taiwan,221090.0,,
Gebze,TR,Kocaeli,237300.0,,
Manama,BRN,Bahrain,145000.0,50.5,26.0
Sumare,BR,Sao Paulo,167751.0,,
Schwerin,D,Mecklenburg Vorpommern,118291.0,11.5,53.9
Garanhuns,BR,Pernambuco,110190.0,,
Ulaanbaatar,MNG,Mongolia,479500.0,107.0,48.0
Dresden,D,Sachsen,474443.0,13.7,51.05
Jacarei,BR,Sao Paulo,168030.0,,
Ponta Grossa,BR,Parana,252674.0,,
Ambon,RI,Indonesia,276955.0,,
Zhoukou,TJ,Henan,146288.0,,
Paris,F,Ile de France,2152423.0,2.48333,48.8167
Caracas,YV,Distrito Federal,1822465.0,-66.9333,10.5
Jyvaeskylae,SF,Suomi,65511.0,25.2,62.1
Stockholm,S,Stockholm,711119.0,18.0667,59.35
Silvassa,IND,Dadra and Nagar Haveli,,73.1,20.2
Vanersborg,S,Alvsborg,35804.0,12.2,58.2
Stavanger,N,Rogaland,95089.0,5.5,59.0
Yungho,RC,Taiwan,241104.0,,
Mesa,USA,Arizona,289199.0,,
Namur,B,Namur,105014.0,4.9,50.4
Kumamoto,J,Kumamoto,,,
Visby,S,Gotland,20000.0,18.2,57.3
Oxnard,USA,California,142560.0,-119.183,34.2
Santa Clarita,USA,California,120050.0,,
Luohe,TJ,Henan,126438.0,,
Wakefield,GB,West Yorkshire,317300.0,,
Skierniewice,PL,Skierniewickie,,,
El Tur,ET,Sina al Janubiyah,,,
Heerlen,NL,Limburg,270952.0,,
Chiang Mai,THA,Thailand,167000.0,,
Banjul,WAG,Gambia,,-17.0,13.5
Tonghua,TJ,Jilin,324600.0,,
Nanping,TJ,Fujian,195064.0,,
Sandwell,GB,West Midlands,293700.0,,
Galati,RO,Galati,307000.0,,
Morelia,MEX,Michoacan,428486.0,-101.1,19.4
Shenzhen,TJ,Guangdong,350727.0,,
Constantine,DZ,Algeria,440842.0,,
Nanning,TJ,Guangxi Zhuangzu,1070000.0,108.5,22.5
Serov,R,Sverdlovskaya oblast,100000.0,,
Maracanau,BR,Ceara,160088.0,,
Elizabeth,USA,New Jersey,110002.0,,
Longyearbyen,SVAX,Svalbard,,15.33,78.13
Palermo,I,Sicilia,734238.0,13.2,38.1
Shizuoka,J,Shizuoka,,,
Lubumbashi,ZRE,Shaba/Katanga,851381.0,,
Shizuishan,TJ,Ningxia Huizu,257862.0,,
Shkoder,AL,Albania,62000.0,19.2,42.2
Tianshui,TJ,Gansu,244974.0,,
Shiyan,TJ,Hubei,273786.0,,
Montpelier,USA,Vermont,8241.0,-72.4,44.2
Ulan Ude,R,Rep. of Buryatiya,366000.0,,
Tunis,TN,Tunisia,,10.2,36.7833
Teresopolis,BR,Rio de Janeiro,122614.0,,
Isparta,TR,Isparta,120900.0,,
Hsinchuang,RC,Taiwan,328758.0,,
Sholapur,IND,Maharashtra,604215.0,,
Pyatigorsk,R,Stavropolsky kray,133000.0,,
Braila,RO,Braila,243000.0,,
Praia,CV,Cape Verde,105000.0,-23.0,16.0
Itaituba,BR,Para,104896.0,,
Tanga,EAT,Tanga,187155.0,,
Floridablanca,CO,Santander del Sur,246834.0,,
Panama City,PA,Panama,594800.0,-79.55,8.96667
Ponta Delgada,P,Azores,46102.0,-27.1,38.35
Espoo,SF,Uusimaa,160480.0,24.3,60.2
Burnaby,CDN,British Columbia,158858.0,,
Chihuahua,MEX,Chihuahua,516153.0,-106.1,28.4
Herne,D,Nordrhein Westfalen,180029.0,,
Winston Salem,USA,North Carolina,150958.0,,
Bradford,GB,West Yorkshire,481700.0,,
Vijayawada,IND,Andhra Pradesh,701827.0,,
Zamosc,PL,Zamojskie,,,
Carapicuiba,BR,Sao Paulo,328015.0,,
Elblag,PL,Elblaskie,125000.0,,
Lichinga,MOC,Niassa,,,
Siegen,D,Nordrhein Westfalen,111541.0,,
Almaty,KAZ,Almaty (munic.),1172400.0,76.8833,43.2333
Zaria,WAN,Nigeria,335000.0,,
Newark on Trent,GB,Nottinghamshire,104400.0,,
Pemba,MOC,Cabo Delgado,,,
Yosu,ROK,South Korea,183557.0,,
Cherkessk,R,Karachayevo Cherkessk Rep.,119000.0,,
Philadelphia,USA,Pennsylvania,1585577.0,-75.25,39.8833
