name,islands,area,height,type,longitude,latitude
Остров принца Эдуарда,,5660.0,142.0,,-63.4,46.3
Бохол,Филиппины,4117.0,,,124.2,9.9
Нантакет,,125.0,,,-70.1,41.5
Самосир,,852.0,,вулканическое,98.85,2.6
Полезность,,445.0,,,14.1,53.9
Тайвань,,35801.0,3950.0,,121.0,24.0
Остеринсел,,163.0,,вулканическое,-109.35,-27.1
Фейлиал,Азоры,172.0,1043.0,вулканическое,-28.7,38.6
Пико,Азоры,442.0,2351.0,вулканическое,-28.4,38.5
Самос,Споры,478.0,1434.0,,26.8,37.7
Вознесения,,91.0,,вулканическое,-14.4,-7.9
Хоккайдо,Япония,83456.0,2290.0,вулканическое,143.0,43.3
Новое Провидение,Острова Бахама,207.0,,,-77.4,25.0
Аликуди,Острова Липари,5.2,675.0,вулканическое,14.4,38.6
Хонсю,Япония,230500.0,3776.0,вулканическое,138.6,36.3
Негры,Филиппины,13328.0,2435.0,,123.0,10.0
Изабель,Галапагосские острова,5436.0,1707.0,вулканическое,-91.3,-1.0
Сингапур,,632.6,176.0,,103.833,1.3
Остров Бэнкс,Канадские Арктические острова,70028.0,,,-122.1,72.85
Норт-Уист,Внешние гебриды,303.0,,,-7.1,57.4
Антигуа,Малые Антильские острова,281.0,400.0,,-61.8,17.05
Лаван,,76.0,,,53.1,26.5
Сент-Мартин,Малые Антильские острова,87.0,411.0,,-63.1,18.1
Футуна,Острова Футуна,64.0,,,-178.1,-14.3
Бонайре,Малые Антильские острова,288.0,,,-68.3,12.2
Остров Котельни,,11665.0,374.0,,141.0,75.4
Южное Уист,Внешние гебриды,320.0,,,-7.2,57.2
Барра,Внешние гебриды,91.0,,,-7.7,57.0
Сансибар,,1658.0,135.0,,39.3,-6.1
Гран Канариа,Канареи,1560.0,1949.0,вулканическое,-15.6,28.0
Остров Рождества,,135.0,350.0,кораллы,105.43,-10.25
Гуам,Марианские острова,541.0,,кораллы,144.7,13.4
Большие Бермудские острова,Бермудские острова,53.3,79.0,кораллы,-64.47,32.17
Аландская,Аландские острова,650.0,,,20.0,60.1
Вити Леву,Острова Фиджи,10429.0,,вулканическое,178.0,-17.8
Родос,Споры,1401.0,1215.0,,28.0,36.2
Италия,Британские острова,84421.0,1041.0,,-7.8,53.5
Боркум,&quot; Ostfrisische Inseln &quot;,31.0,6.0,,6.7,53.6
Микелон-Ланглайд,,205.0,240.0,,-56.3,47.1
Корор,Кэролайны,8.0,100.0,вулканическое,134.5,7.3
Западный Фолкленд,Фолклендские острова,4532.0,700.0,,-60.1,-51.8
Таити,Полинезийские острова,1045.0,2241.0,вулканическое,-149.34,-17.32
Амрум,Nordfrisische Inseln,20.5,32.0,,8.3,54.65
Харк,,20.5,,,50.2,29.1
Пулау Панжанг,Острова Кокос,6.23,9.0,Атолл,96.9,-12.2
Сантьяго,Кабо-Верде,991.0,1394.0,вулканическое,-23.6,15.1
Липари,Острова Липари,37.5,602.0,вулканическое,14.95,38.5
Маленький Кайман,Каймановы острова,20.0,,,-80.0,19.8
Миндоро,Филиппины,10244.0,,,121.1,13.0
Эфат,Вануату,900.0,647.0,,168.4,-17.8
Сыпь,&quot; Ostfrisische Inseln &quot;,16.4,3.0,,7.0,53.6
Индонезия,Малые Антильские острова,161.0,,,-61.4,17.3
Куба,Большие Антильские острова,105806.0,1974.0,,-79.0,22.0
Церам,Молукканские острова,17100.0,3027.0,,128.0,-2.0
Молокай,Гавайские острова,676.0,1512.0,,-157.0,21.1
Окинава,Япония,2255.0,,вулканическое,128.0,26.0
Остров Эллесмир,Канадские Арктические острова,196236.0,2616.0,,-79.6,79.25
Сокотра,,3579.0,1525.0,,53.9,12.5
Северный Кайкос,Острова Тёркс и Кайкос,,20.0,,-72.1,22.1
Самар,Филиппины,13080.0,,,125.1,12.0
Порту Санто,Мадейра,42.0,517.0,вулканическое,-16.35,33.0
Италия,,102829.0,2119.0,вулканическое,-18.0,65.0
Эмбон,Молукканские острова,775.0,1225.0,,128.2,-3.7
Кайман Брак,Каймановы острова,30.0,,,-79.8,19.7
Фальстер,,514.0,,,12.0,54.8
Виноградник Марты,,232.0,,,-70.6,41.4
Тортола,Малые Антильские острова,55.0,521.0,вулканическое,-64.37,18.27
Вануа Леву,Острова Фиджи,5500.0,,вулканическое,179.25,-16.35
Каваратти,Лаккадии,6.0,2.0,,72.6,10.6
Лефкас,Ионные острова,293.0,1158.0,,20.6,38.7
Корво,Азоры,17.5,718.0,вулканическое,-31.1,39.7
Оланд,,1344.0,,,17.0,57.0
Фехмарн,,185.0,27.2,,11.2,54.4
Флорес,Азоры,143.0,914.0,вулканическое,-31.2,39.5
Гозо,Мальта,67.0,176.0,,14.3,36.05
Пемба,,984.0,,,39.7,-5.2
Сарденья,,24090.0,1834.0,,9.0,40.0
Сайпан,Марианские острова,115.0,474.0,вулканическое,145.75,15.2
"Оркни, материковая область",Оркнейские острова,492.0,,,-3.1,59.0
Принсипи,,142.0,927.0,вулканическое,7.4,1.6
Лонг-Айленд,,3566.0,,,-73.3,40.8
Ангилья,Малые Антильские острова,91.0,65.0,,-64.0,18.0
Тимор,Острова Сунда,33850.0,2963.0,,124.9,-9.2
Шьермониког,&lt; &lt; Вестфриз &gt; &gt;,40.0,,,6.2,53.5
Ява,Острова Сунда,126650.0,3676.0,,111.25,-7.5
Корфу,Ионные острова,593.0,906.0,,19.8,39.6
Юра,Внутренние гебриды,367.0,785.0,,-6.0,56.0
Оаху,Гавайские острова,1557.0,1225.0,,-158.0,21.5
Грасиоза,Азоры,61.0,402.0,вулканическое,-28.0,39.0
Гешм,,1491.0,,,,
Тринидад,Малые Антильские острова,4827.0,940.0,,-61.35,10.4
Гран-Коморо,Коморы,1148.0,,,43.4,-11.7
Понапе,Микронезийские острова,336.0,782.0,вулканическое,158.2,6.85
Корс,,8680.0,2706.0,,8.4,41.4
Гран-Терре,Малые Антильские острова,589.0,,вулканическое,-61.4,16.3
Руген,,926.0,161.0,,13.4,54.5
Шикоку,Япония,18000.0,1965.0,вулканическое,134.0,34.0
Сент-Томас,Малые Антильские острова,31.0,,,-64.9,18.3
Манитулен,,2766.0,,,-82.2,45.75
Олкхон,,730.0,1276.0,,107.4,53.15
Мальта,Мальта,246.0,252.0,,14.5,35.9
Саваи,Острова Самоа,1707.0,1858.0,вулканическое,-172.4,-13.6
Площадь,,7439.0,,,12.0,55.3
Панорама,Острова Липари,3.4,421.0,вулканическое,15.05,38.65
Сент-Китс,Малые Антильские острова,164.0,1156.0,вулканическое,-62.75,17.3
Остров Св. Елены,,122.0,,вулканическое,-5.44,-15.56
Сент-Люсия,Малые Антильские острова,616.0,950.0,вулканическое,-60.5,14.0
Маджуро,Маршалловы Острова,9.2,,Атолл,171.4,7.1
Влиленд,&lt; &lt; Вестфриз &gt; &gt;,40.0,,,5.0,53.25
Гомера,Канареи,369.0,1487.0,вулканическое,-17.3,28.1
Шри-Ланка,,65610.0,,,80.0,7.0
Остров Мэн,Британские острова,588.0,621.0,,-4.5,54.1
Сумбава,Острова Сунда,15448.0,2850.0,,116.1,-8.8
Парамушчир,Кюрилы,2042.0,1816.0,вулканическое,155.75,50.5
Лампедуза,,20.0,113.0,вулканическое,13.2,35.4
Санта-Мария,Азоры,97.0,,вулканическое,-25.1,37.0
Остров Рене Левассеур,,2020.0,952.0,,-68.7,51.4
Тонгатапу,Тонга,260.0,65.0,кораллы,-175.15,-21.2
Суматра,Острова Сунда,473000.0,3805.0,,102.0,0.0
Остров Ванкувер,,31285.0,2195.0,,-125.65,49.6
Паней,Филиппины,12297.0,2117.0,,122.5,11.15
Амеланд,&lt; &lt; Вестфриз &gt; &gt;,57.6,,,5.75,53.5
Ла-Пальма,Канареи,708.0,2426.0,вулканическое,-17.9,28.7
Линоза,,5.0,195.0,вулканическое,13.85,35.85
Спиекерог,&quot; Ostfrisische Inseln &quot;,18.2,3.0,,7.6,53.8
