name,mountains,height,type,longitude,latitude
Мт Уитни,Сьерра-Невада Калифорния,4418.0,,-118.2,36.6
Карисимби,Восточноафриканский хребет,4507.0,вулкан,29.45,-1.5
Макалу,Гималаи,8485.0,,87.1,27.9
Мт Адамс,Диапазон каскадов,3743.0,вулкан,-121.5,46.2
Кораб,Балканские острова,2751.0,,20.3,41.4
Невадо дель Руис,Анды,5389.0,вулкан,-75.3,4.9
Концепция,,1700.0,вулкан,-85.6,11.5
Зард Кух,Загрос,4550.0,,50.1,32.35
Гунунг Бинайя,,3027.0,,129.3,-3.1
Тупангато,Анды,6550.0,вулкан,-69.87,-33.35
Ганнетт Пик,Скалистые горы,4207.0,,-110.0,43.2
Каямбе,Анды,5796.0,вулкан,-78.0,0.1
Эльбрус,Каукасус,5642.0,вулканическое,42.26,43.21
Тахан,,2190.0,,108.0,4.0
Фельдберг,Шварцвальд,1493.0,,7.5,47.5
Портефжаэльен,,2021.0,,17.4,67.1
Ключевская Сопка,Камчатка,4750.0,вулкан,160.6,56.1
Сулитжелма,,1914.0,,16.2,67.1
Мауна Кеа,Гавайи,4214.0,вулкан,-155.45,19.6
Pico de Alamanzor,Центральный Кордильера,2648.0,,-5.3,40.25
Снуэхетта,,2286.0,,9.0,62.1
Аннапурна,Гималаи,8091.0,,83.8,28.6
Mt Fairweather,Диапазон Элайаса,4663.0,,-137.5,58.9
Mt. Balbi,,2715.0,вулканическое,155.0,-5.9
Барбо Пик,Британская империя,2616.0,,-75.0,81.9
Монт-Орохена,,2241.0,вулканическое,-149.5,-17.6
Джебель Аурес,Риф,2456.0,,-6.5,35.5
Пик Ленина,Памир,7134.0,,72.55,39.2
Халтиатунтури,,1328.0,,21.4,67.0
Марси,Адирондаки,1629.0,,-73.9,44.1
Клингонские куполы,Аппапалачен,2025.0,,-83.2,35.3
Пико Рокарре,Кордильера Негра,5187.0,,-78.0,-8.8
Г-н Один,Пенни Хайлендс,2147.0,,-65.6,66.55
Этна,,3323.0,вулкан,15.0,37.7
Циафаявона,,2642.0,вулканическое,47.2,-19.3
Виктория,,1323.0,вулканическое,178.0,-17.8
Г-н Бабель,,952.0,,-68.7,51.45
Кэткин Пик,Дракенсберг,3181.0,,29.35,-29.1
Кеня,Восточноафриканский хребет,5199.0,вулканическое,37.3,0.15
Молдовеану,Карпатен,2544.0,,24.7,45.6
Чанбай Шан,Чанбай,2744.0,,128.1,42.0
Gasherbrum II,Каракорум,8034.0,,76.65,35.75
Гунунг Агунг,,3142.0,вулкан,115.5,-8.3
Citlaltepetl (Pico de Orizaba),Кордильера Вулканика,5700.0,вулкан,-97.0,19.0
Пико Дуарти,,3098.0,,-71.3,18.3
Монблан,Альпы,4808.0,,6.8,45.8
Дхаулагири,Гималаи,8167.0,,83.5,28.7
Жостедальсбре,,2083.0,,5.5,61.4
Рувензори,Восточноафриканский хребет,5109.0,,29.9,0.4
Мт Митчелл,Аппапалачен,2037.0,,-82.1,35.4
Альпамайо,Кордильера Бланка,5947.0,,-77.7,-8.9
Асахи-Дейк,,2290.0,вулканическое,142.85,43.65
Невадо дель Уила,Анды,5750.0,вулкан,-76.0,2.9
Невадо де Толука,Кордильера Вулканика,4558.0,вулкан,-99.0,19.0
GrandCombin,Альпы,4314.0,,7.3,45.9
Пик Коммунизма,Памир,7494.0,,72.0,39.0
Пик Гвадалупе,Скалистые горы,2667.0,,-105.0,32.0
Пико де Тейд,Канарские острова,3718.0,вулкан,-16.6,28.3
Пик Револузия,Памир,6974.0,,72.2,38.3
Oraefajokull,,2110.0,вулкан,64.0,16.39
Саджама,Анды,6542.0,вулкан,-68.9,-18.1
Везув,,1281.0,вулкан,14.4,40.8
Шникоппе,Судьбы,1602.0,,15.7,50.7
Андрингитра,,2658.0,вулканическое,47.0,-22.5
Пик Победа,Тянь Шан,7439.0,,80.1,42.0
Фако,,4095.0,вулкан,9.2,4.2
Панчак Джая,Диапазон судирманов,4884.0,,137.11,-4.1
Невадо де Колима,Кордильера Вулканика,4330.0,вулкан,-104.0,20.0
Мусала,Балканские острова,2925.0,,23.6,42.2
Рас Дашан Терара,Амхара,4533.0,вулканическое,38.4,13.2
Иразу,Кордильера де Таламанка,3432.0,вулкан,-83.9,10.0
Граница,Сьерра-Невада Калифорния,4006.0,,-118.3,37.9
Фудзисан,,3776.0,вулкан,139.0,35.0
Пик Хамфриса,Скалистые горы,3850.0,вулканическое,-111.65,35.3
Килиманджаро,Восточноафриканский хребет,5895.0,вулкан,37.35,-3.05
Хекла,,1491.0,вулкан,-19.7,64.0
Кинабалу,,4101.0,Гранит,116.5,6.1
Иллюминатор,Кордильера реальность,6368.0,Гранит,-68.5,-15.8
Puy de Sancy,Севенны,1885.0,вулканическое,2.8,45.5
Изтациуатль,Кордильера Вулканика,5286.0,вулканическое,-98.6,19.2
Меру,Восточноафриканский хребет,4567.0,вулкан,36.8,-3.2
Серро Черрипо,Кордильера де Таламанка,3819.0,вулканическое,-83.5,9.5
Герлаховский Стит,Бескиды,2655.0,,20.1,49.2
Брокен,Харц,1141.0,,10.6,51.8
Царатанана,,2876.0,вулканическое,48.5,-14.0
Мт Колумбия,Скалистые горы,3747.0,,-117.44,52.15
Улуру,,869.0,монолит,131.0,-25.3
Дамаванд,Эльбюры,5610.0,вулкан,52.1,35.95
Тамгак,Азбин,1800.0,вулканическое,9.0,19.0
Бьелуха,Алтай,4506.0,,86.4,49.48
Сильвисили,,1858.0,вулканическое,-172.4,-13.6
Piton de la Fournaise,,2631.0,вулкан,55.7,-21.2
Пайки,Скалистые горы,4302.0,,-105.0,38.8
Пели,,1397.0,вулкан,-61.15,14.8
Глетертинд,,2452.0,,8.1,61.4
Гилуве,,4368.0,вулкан,143.9,-6.05
Пико Туркино,Сьерра-Маестра,1974.0,,-76.8,20.0
Ампато,Анды,6288.0,вулкан,-71.9,-15.8
Тирих Мир,Гиндукуш,7690.0,,71.8,36.25
Ю Шан,,3950.0,,121.0,23.5
Г-н Косцийко,Снежные горы,2228.0,,148.0,-36.5
Мт Робсон,Скалистые горы,3954.0,,-119.1,52.3
Табана Нтленьяна,Дракенсберг,3482.0,,29.3,-29.5
Дерьмо_Sogn_Gion,Альпы,2228.0,,9.2,46.85
Джабал Марра,Дарфур,3088.0,вулканическое,24.6,13.0
Арарат,Курдистан,5165.0,вулканическое,44.3,39.7
Голубая гора,,2256.0,,-76.4,18.1
Торр де Эстрела,Центральный Кордильера,1993.0,,-7.6,40.3
Мт Вашингтон,Аппапалачен,1917.0,,-71.3,44.3
Харни Пик,Скалистые горы,2207.0,,-103.4,44.0
Снэфелл,,1833.0,вулканическое,-15.2,64.5
Ринджани,,3726.0,вулкан,116.5,-8.4
Кайляш,&lt; &lt; Трансимальайя &gt; &gt;,6714.0,,81.3,31.05
Гора Эверест,Гималаи,8848.0,,86.9,28.0
Джабель Любнан,Ливан,3088.0,,36.1,34.3
Олимп,,2917.0,,22.35,40.1
Аконкагуа,Анды,6962.0,,-70.0,-32.65
Уаскаран,Кордильера Бланка,6768.0,,-77.3,-9.0
&lt; &lt; Роке де лос Мучачос &gt; &gt;,Канарские острова,2426.0,вулкан,-17.9,28.75
Hotaka-Dake,,3190.0,вулкан,138.0,36.0
Финстераархорн,Альпы,4274.0,,8.1,46.5
Борах Пик,Скалистые горы,3859.0,,-113.8,44.1
Чимборасо,Анды,6287.0,вулкан,-78.5,-1.2
Народнаджа,Урал,1895.0,,60.1,65.0
Мерапи,,2914.0,вулкан,110.4,-7.5
Королева Марис Пик,,2060.0,вулкан,-12.3,-37.1
Мт Рейнье,Диапазон каскадов,4392.0,вулкан,-121.75,46.5
Шоколадный костюм,Альпы,2862.0,,13.75,47.3
Пико Боливар,Анды,4981.0,,-71.0,8.6
Сабалан,Курдистан,4811.0,вулканическое,47.8,38.3
Манаслу,Гималаи,8163.0,,84.6,28.55
Монте Фальтерона,Апеннин,1654.0,,11.7,43.9
Мавензи,Восточноафриканский хребет,5148.0,вулкан,37.45,-3.1
Gasherbrum I,Каракорум,8080.0,,76.7,35.6
Олимпос,Троодос,1952.0,,32.85,34.9
Демирказик,Таурус,3756.0,,35.2,37.8
Мт Логан,Диапазон Элайаса,5959.0,,-140.4,60.6
Гора Апо,,2954.0,вулканическое,125.45,7.0
Фого,Кабо-Верде,2829.0,вулкан,-24.4,14.95
Уиллер Пик,Скалистые горы,4011.0,,-105.4,36.55
Кракатау,,813.0,вулкан,105.4,-6.1
Кебнекайз,,2114.0,,18.3,67.5
Нанда Деви,Гималаи,7816.0,,80.0,30.4
Касбек,Каукасус,5033.0,вулканическое,44.31,42.42
Монте Синто,Корс,2706.0,,8.9,42.4
Успокойся.,Кордильера Вильканота,6336.0,,-71.2,-13.8
Суфриер Хиллз,,1050.0,вулкан,-62.2,16.7
Мт Реддюйм,Алеутский диапазон,3108.0,вулкан,-152.75,60.5
Охос-дель-Саладо,Анды,6893.0,вулкан,-68.5,-27.1
Пиз Бернина,Альпы,4048.0,,9.9,46.4
Псилорит,Крит,2456.0,,24.7,35.2
Ллульяльяко,Анды,6739.0,вулкан,-68.5,-24.7
Тахат,Ахаггер,3003.0,вулканическое,5.5,23.3
Пидуруталагала,,2524.0,,80.8,7.0
Pico de Agulhas Negras,Бразильские горные районы,2791.0,,-44.65,-22.4
Элгон,Восточноафриканский хребет,4321.0,вулканическое,34.55,1.1
Pico Basile,,3011.0,вулкан,8.7,3.5
Джезерс,Балканские острова,2694.0,,19.4,42.3
Тамбора,,2850.0,вулкан,118.0,-8.2
Руапеху,,2797.0,вулкан,175.6,-39.3
М. Кук,Новозеландские Альпы,3754.0,,170.2,-43.6
Пико Кристобал Колон,Сьерра-Невада-де-Санта-Марта,5775.0,,-73.7,10.85
Ликанкабур,Анды,5920.0,вулкан,-67.9,-22.8
Тор де Серредо,Кордильера Кантабрика,2648.0,,4.85,43.2
Гран-Парадисо,Альпы,4061.0,,7.25,45.5
Джокул,,1876.0,,7.2,60.3
Мт Бона,Диапазон Элайаса,5005.0,,-141.75,61.4
Попоманасей,,2335.0,вулканическое,160.1,-9.7
Piton des Neiges,,3069.0,вулканическое,55.5,-21.1
