name,river,lake,sea,length,sourcelongitude,sourcelatitude,mountains,sourcealtitude,estuarylongitude,estuarylatitude
Po,,,Средиземное море,652.0,7.09,44.7,Альпы,2022.0,12.43,44.95
Саскачеванская река,,Озеро Виннипег,,1392.0,-123.0,52.5,,1920.0,-97.97,52.77
Бахр-эль-Гасаль,Белый Нил,,,716.0,,,,,30.43,9.5
Прокрутка,,Ozero Ladoga,,224.0,35.49,60.99,,33.0,32.79,60.51
Кемийоки,,,Балтийское море,550.0,28.9525,67.96,,230.0,24.45,65.77
Парагвай,Парана,,,2549.0,-56.5,-14.5,,,-58.4,-27.3
Некар,Рейн,,,367.0,8.5,48.05,,706.0,8.44,49.51
Тичино,Po,Лаго Маггиоре,,248.0,8.42,46.475,Альпы,2400.0,9.235,45.14
Лимат,Aare,,,36.3,8.64,47.23,,406.0,8.23631,47.5018
Карасу,,Озеро Кебан,,720.0,41.3,49.9,Курдистан,1950.0,38.75,38.8
Санга,Заир,,,530.0,15.0,6.0,,,17.0,-2.0
Река Муррумбиджи,Мюррей Ривер,Озеро Берли Гриффин,,1579.0,148.5,-37.0,Снежные горы,,143.22,-34.73
Куило,Ква,,,970.0,14.7,-11.3,,,17.4,3.3
Урал,,Каспийское море,,2428.0,59.0,54.0,Урал,,51.9,47.1
Карун,&lt; &lt; Шатт аль-Араб &gt; &gt;,,,950.0,50.1,32.35,Загрос,,48.17,30.43
Одер,,,Балтийское море,866.0,17.52,49.61,Судьбы,634.0,14.59,53.6
Гётаэльв,,,Каттегат,93.0,12.34,58.4,,44.0,11.9,57.7
Днестр,,,Черное море,1352.0,23.0,49.0,Карпатен,1000.0,30.23,46.35
Река Колумбия,,Франклин Д. Рузвельтское озеро,Тихоокеанский океан,1953.0,-115.85,50.2,,808.0,-124.06,46.24
Эльба,,,Северное море,1091.0,15.54,50.78,Судьбы,1.386,8.71,53.89
Alz,Интенсивность,Чимси,,150.0,12.35,47.3,Альпы,,12.8,48.3
Нельсон Ривер,,,Северный Ледовитый океан,664.0,-97.97,52.77,,218.0,-92.33,57.15
Колорадо,,Озеро Пауэлл,Тихоокеанский океан,2330.0,-105.7,40.35,,2700.0,-114.8,31.81
Пибор,Собачья,,,,,,,,,
Паатшоки,,,Море Баренцев,145.0,28.3,68.95,,119.0,30.05,60.75
Лейн,Аллер,,,281.0,10.32,51.39,,340.0,9.59,52.72
Чир,Замбези,,,402.0,35.2,-14.2,Восточноафриканский хребет,474.0,35.5,-18.0
Бусира,Руки,,,830.0,20.8,-0.2,,,19.0,-0.3
Драу,Донау,,,749.0,12.26,46.73,Альпы,1450.0,18.93,45.54
Брег,Донау,,,45.9,8.16,48.1,Черный лес,1078.0,8.52,47.95
Река Маккензи,,,Северный Ледовитый океан,1903.0,-113.9,61.7,,156.0,-135.02,69.2
Убанги,Заир,,,1120.0,22.5,4.0,,,17.7,-0.8
Джокулса Фьоэллум,,,Норвежское море,206.0,-16.5,64.8,,,-16.6,66.2
Молдау,Эльба,,,440.0,13.56,48.97,Чехийские горы,1174.0,14.47,50.35
Замбези,,Озеро Кариба,Индийский океан,2574.0,24.2,-11.0,,1500.0,36.0,-19.0
Клараэльв,,Валенерн,,460.0,11.9,62.2,,662.0,13.5,59.4
Река Детройт,,Озеро Эри,,200.0,-82.6,42.1,,176.0,-82.2,43.0
Луар,,,Атлантический океан,1013.0,4.22,44.84,Севенны,1408.0,-2.18,47.27
Собачья,Белый Нил,,,740.0,,,,,31.65,9.63
Тьорса,,,Атлантический океан,230.0,-18.0,65.0,,,-20.8,63.9
Белый Нил,Нил,,,,30.43,9.5,,,32.5,15.6
Шари,,Чадское озеро,,1400.0,21.0,8.0,,,14.0,13.2
Куанго,Ква,,,1100.0,14.2,-11.5,,,17.4,3.3
Ориноко,,,Атлантический океан,2140.0,-63.5,2.0,Сьерра-Парима,,-62.0,9.0
Рио Магдалена,,,Карибское море,1538.0,-77.0,2.0,Анды,,-74.8,10.95
Тейсс,Донау,,,1308.0,24.25,48.1,Карпатен,460.0,20.3,45.05
Западная Двина,,,Балтийское море,1020.0,34.0,56.0,Уолдай-Хиллз,228.0,24.1,57.0
Сон,Роун,,,480.0,6.2,48.1,Вогесен,451.0,4.8,45.7
Гвадалкивир,,,Атлантический океан,657.0,-3.0,37.8,Кордильера Бетика,1400.0,-6.35,36.8
Рио Сан-Франциско,,Lago de Sobradinho,Атлантический океан,2830.0,-43.0,-20.3,,1200.0,-36.4,-10.5
Южная Морава,Морава,,,295.0,21.4,42.1,,,21.4,43.7
Кура,,Каспийское море,,1364.0,42.76,40.7,Курдистан,2650.0,49.43,39.28
Западная Морава,Морава,,,308.0,20.2,43.85,,,21.4,43.7
Ньюа,,,Балтийское море,74.0,31.53,60.82,,4.0,30.17,59.95
Мозель,Рейн,,,544.0,6.89,47.89,Вогесен,715.0,7.61,50.37
Индус,,,Арабское море,3180.0,79.7,32.45,,5300.0,67.4,24.0
Нил,,Озеро Насер,Средиземное море,,32.5,15.6,,,31.0,31.5
Белый кусок,Длинная кость,,,175.0,20.2,42.7,,,20.4,42.1
Нарва,,,Балтийское море,78.0,27.49,58.68,,30.0,28.04,59.46
Синий Нил,Нил,,,1783.0,37.3,12.0,Эфиопские горы,1830.0,32.5,15.6
Ольт,Донау,,,615.0,25.8,46.65,Карпатен,1280.0,24.8,43.7
Рейн,,Бодензе,Северное море,1324.0,8.7,46.6,Альпы,2345.0,4.0,51.9
Петшора,,,Море Баренцев,1809.0,59.0,62.0,Урал,,54.0,68.5
Северная Двина,,,Море Баренцев,740.0,60.9,46.3,,180.0,40.5333,64.55
Роун,,Лак Леман,Средиземное море,812.0,8.38,46.57,Альпы,1753.0,4.84,43.33
Сена,,,Канал,776.0,4.71,47.48,,470.0,0.1,49.42
Хорошо.,Волга,,,1480.0,36.1,52.5,,,44.0,56.3
Асахан,,,Малаккский пролив,150.0,98.7,2.7,,905.0,99.2,3.1
Пьэндш,Амударья,,,1125.0,73.0,37.0,Памир,4130.0,68.3,37.1
Днепр,,,Черное море,2201.0,34.0,55.5,Уолдай-Хиллз,220.0,32.252,46.5257
Иртыш,О,,,4248.0,90.0,47.9,Алтай,2930.0,68.93,61.07
Доуро,,,Атлантический океан,897.0,-3.0,42.0,Кордильера Иберика,2160.0,-8.66,41.15
Фульда,Уэсер,,,221.0,9.9,50.5,Рон,850.0,9.65,51.4
Гаронн,,,Атлантический океан,647.0,0.8,42.73,Пиренеи,,-0.6,45.0
Нарын,Сирдарья,,,807.0,78.0,42.0,Тянь Шан,,71.7,41.0
