river,country,province
Роун,CH,VS
Бани,CI,Кот-д &apos; Ивуар
Сальзах,A,Зальцбург
Ньюа,Р,Ленинградская область
Рузизи,ЗРЕ,Киву
Северная Двина,Р,Вологодская область
Etsch,I,Трентино Альто Адиге
Чатанга,Р,Красноярский крей
Река Ниагара,КН,Онтарио
Шари,РСС,Центральноафриканская Республика
Днестр,UA,Львовская
Прокрутка,Р,Ленинградская область
Тшуапа,ЗРЕ,Восточная Касаи
Белый кусок,KOS,Косово
Хванхо,ТДж,Цинхай
Замбези,Z,Луапула
Саар,F,Alsace
Гаронн,E,Каталония
Ква,ЗРЕ,Бандунду
Тигр,ТR,Диярбакир
Гвадалкивир,E,Андалусия
Иллер,A,Ворарльберг
Лулуа,ЗРЕ,Шаба/Катанга
Колима,Р,Магаданская область
Мёр,A,Зальцбург
Бригач,D,Баден Вуртемберг
Бусира,ЗРЕ,Уравнение
Куило,АНГ,Лунда Сул
Джениссдж,Р,Репозиция Тивы
Аргун,ТДж,Хейлонгцзян
Лена,Р,Иркутская область
Аммер,D,Байерн
Иравадди,ТДж,Тибет
Иртыш,KAZ,Шиггиз Казакстан
Акагера,РВА,Руанда
Минсио,I,Венето
Лимат,CH,ZH
Аллер,D,Нидераксен
Сена,F,Бургонский
Прайт,UA,Ивано Франкивска
Амазонки,ПЭ,Куско
Рио-Негро,CO,Гуайния
Амур,Р,Читинская область
Марн,F,Шампанское Арден
Петшора,Р,Репозиция Коми
Морава,ОПП,Сербия
Вёрм,D,Байерн
Дорогая Ривер,AUS,Квинсленд
Главное,D,Байерн
Токантины,КР,Гоиас
Сон,F,Лоррейн
Adda,I,Ломбардия
&lt; &lt; Шатт аль-Араб &gt; &gt;,ИРК,Аль-Анбар
Карун,IR,Эсфахан
Унасджоки,SF,Лаппия
Драу,I,Трентино Альто Адиге
Реус,CH,УР
Нигер,RG,Гвинея
Меконг,ТДж,Тибет
Рио Десагуадеро,БОЛ,Боливия
Сусона,Р,Вологодская область
Кемийоки,SF,Лаппия
Вааг,SK,Словакия
Заир,ЗРЕ,Верхний Заир
Эннс,A,Верхняя Австрия
Джокулса Фьоэллум,ИУ,Италия
Клараэльв,Н,Хедмарк
Нарын,KGZ,Кыргызстан
Река Ниагара,США,Нью-Йорк
Западная Морава,ОПП,Сербия
Ангара,Р,Республика Бурьятия
Виктория Нил,ЕАС,Уганда
Лувуа,ЗРЕ,Шаба/Катанга
Янгце,ТДж,Цинхай
Рио-Мамор,БОЛ,Боливия
Река Грузовик,США,Калифорния
Река Юкон,КН,Территория Юкон
Ривер Огайо,США,Пенсильвания
Луалаба,ЗРЕ,Шаба/Катанга
Вейксель,PL,Бельский
Ольт,RO,Харгита
Таджо,E,Кастиль Ла Манча
Рейн,CH,ГР
Габариты,ТДж,Тибет
Река Маккензи,КН,Северо-западные территории
Молдау,CZ,Джихокески
Брахмапутра,ТДж,Тибет
Убанги,ЗРЕ,Уравнение
Кура,ТR,Автомобили
Гамбия,RG,Гвинея
Лех,A,Ворарльберг
Санга,РСС,Центральноафриканская Республика
О,Р,Альтайский крей
Пьэндш,TAD,Бадахшони Куни
Тьорса,ИУ,Италия
Ломами,ЗРЕ,Шаба/Катанга
Куанго,АНГ,Лунда Сул
Сирдарья,TAD,Худжан
Длинная кость,AL,Австралия
