river,country,province
Касаи,ЗРЕ,Шаба/Катанга
Сомнения,F,Фрэнше Комте
Уэсер,D,Нидераксен
Аммер,D,Байерн
Сон,F,Лоррейн
Акагера,ЕАТ,Мванза
Реус,CH,LU
Иллер,D,Баден Вуртемберг
Донау,Н,Будапешт (муниципалитет)
Рио Магдалена,CO,Боливар
Мёр,A,Штирия
Арувими,ЗРЕ,Верхний Заир
Мурат,ТR,Мус
Евфрат,ТR,Адияман
Донау,RO,Брайла
Одер,D,Мекленбург Ворпоммерн
Прайт,UA,Черновецкая
Вейксель,PL,Бельский
Меконг,ТА,Таиланд
Маас,Нл,Лимбург
Паатшоки,Р,Мурманская область
Саар,F,Лоррейн
Остердалаэльв,И,Даларна
Южная Морава,MK,Чешская Республика
Рио-Лерма,МЕКС,Мичоакан
Белый кусок,AL,Австралия
Сохранить,HR,Хорватия
Меконг,ТДж,Тибет
Куанго,АНГ,Маланье
Одер,PL,Легкие
Иртыш,KAZ,Семей
Днестр,UA,Хмельницкая
Рейн,D,Баден Вуртемберг
Темба,ГБ,Уилтшир
Замбези,МПК,Тете
Одер,D,Бранденбург
Замбези,МПК,Замбезия
Тигр,ТR,Сирнак
Вейксель,PL,Любельское
Лимпопо,МПК,Газа
Марн,F,Иль де Франция
Хванхо,ТДж,Шаньдун
Донау,RO,Мехединти
Рааб,Н,Веспрем
Иртыш,KAZ,Павлодар
Белый Нил,СУД,Аль-Хартум
Миссури,США,Миссури
Волга,Р,Пензенская область
Эбро,E,Риоджа
Марн,F,Шампанское Арден
Луапула,ЗРЕ,Шаба/Катанга
Днестр,UA,Ивано Франкивска
Чир,МПК,Тете
Гуадиана,E,Эстремадура
Габариты,СИН,Бихар
Тибер,I,Умбриа
Темба,ГБ,Эссекс
Aare,CH,АГ
Po,I,Венето
Парана,КР,Гоиас
Ориноко,YV,Дельта Амакуро
Янгце,ТДж,Хунан
Теннесси,США,Теннесси
Шари,TCH,Чад
Лувуа,ЗРЕ,Шаба/Катанга
Габариты,БД,Бангладеш
Сирдарья,Юзеф,Тоскент
Куило,ЗРЕ,Бандунду
Река Колумбия,США,Орегон
Шабель,ЭТО,Эфиопия
Роун,F,Рон-Алпес
Тейсс,Н,Сегедный (муниципальный)
Иртыш,Р,Тюменская область
Лена,Р,Иркутская область
Тейсс,UA,Закарпатская
Лулуа,ЗРЕ,Касаи
Маас,Нл,Норд Брабант
Донау,Н,Толна
Река Коннектикут,США,Нью-Гэмпшир
Лаген,Н,Хедмарк
Рейн,Нл,Гелдерленд
Салуэн,МЬЯ,Кайин
Салуэн,ТДж,Тибет
Маас,F,Лоррейн
Рио Мадейра,КР,Амазонки
Иравадди,МЬЯ,Айярвади
&lt; &lt; Рио Гранде &gt; &gt;,МЕКС,Нуэво Леон
Евфрат,ТR,Санлиурфа
Луапула,Z,Луапула
март,SK,Словакия
Меконг,VN,Вьетнам
Южная Морава,ОПП,Сербия
