city,province,country,island
Hafnarfjoerdur,Италия,ИУ,Италия
Длинный год,Свальбард,SVAX,Свальбард
Стэнли,Фолклендские острова,ФАЛК,Восточный Фолкленд
Лесоводство,Эссекс,ГБ,Великобритании
Чанхуа,Тайвань,КР,Тайвань
Бандар Сери Бегаван,Бруней,БРУ,Борнео
Оксфорд,Оксфордшир,ГБ,Великобритании
Кумамото,Кумамото,J,Кюсю
Эббв Вэйл,Блейно Гвент,ГБ,Великобритании
Кавасаки,Канагава,J,Хонсю
Южно Сахалинск,Сахалинская область,Р,Сашалин
Родной город,Британские Виргинские острова,БВИР,Тортола
Санчунг,Тайвань,КР,Тайвань
Бирмингем,Западные Мидленды,ГБ,Великобритании
Портсмут,Гэмпшир,ГБ,Великобритании
Кембридж,Кембриджшир,ГБ,Великобритании
Айлсбери,Бекингемшир,ГБ,Великобритании
Ипсвич,Саффолк,ГБ,Великобритании
Стоктон на Тисе,Кливленд,ГБ,Великобритании
Скарборо,Северный Йоркшир,ГБ,Великобритании
Камагия,Камагия,C,Куба
Летающая рыбная бухта,Остров Рождества,XMAS,Остров Рождества
Медан,Индонезия,РИ,Суматра
Нуэва Герона,&lt; &lt; Исла де ла Ювентуд &gt; &gt;,C,Куба
Папа,Французская Полинезия,ФПОЛ,Таити
Ираклион,Крити,ГР,Крета
Чиба,Чиба,J,Хонсю
Истли,Гэмпшир,ГБ,Великобритании
Кастри,Сент-Люсия,WL,Сент-Люсия
Батам,Индонезия,РИ,Батам
Tebing Tinggi,Индонезия,РИ,Суматра
Дорчестер,Дорсет,ГБ,Великобритании
Таунтон,Somerset,ГБ,Великобритании
Престон,Ланкашир,ГБ,Великобритании
Гсинчу,Тайвань,КР,Тайвань
Норвич,Норфолк,ГБ,Великобритании
Таматав,Тоамасина,РМ,Мадагаскар
Плембанг,Индонезия,РИ,Суматра
Странно,Дания,ДК,Фуэн
Гсинтьен,Тайвань,КР,Тайвань
Пул,Дорсет,ГБ,Великобритании
Уэйкфилд,Западный Йоркшир,ГБ,Великобритании
Осака,Осака,J,Хонсю
Сибу,Саравак,ТЗА,Борнео
Шизуока,Шизуока,J,Хонсю
Сурабая,Индонезия,РИ,Ява
Сваль,Кент,ГБ,Великобритании
Сефтон,Мерсисайд,ГБ,Великобритании
Саутенд в море,Эссекс,ГБ,Великобритании
Ямагути,Ямагути,J,Хонсю
Корор,Палау,ПАЛ,Корор
Ньюарк на Тренте,Ноттингемшир,ГБ,Великобритании
Санкти Спиритус,Санкти Спиритус,C,Куба
Абердин,Грэмпиан,ГБ,Великобритании
Толияра,Толияра,РМ,Мадагаскар
Мелекок,Палау,ПАЛ,Баламхуап
Розау,Доминика,WD,Доминика
Нагоя,Айти,J,Хонсю
Эдинбург,Лотиан,ГБ,Великобритании
Рутин,Дэнбишир,ГБ,Великобритании
Урава,Сайтама,J,Хонсю
Самаринда,Индонезия,РИ,Борнео
Лутон,Бедфордшир,ГБ,Великобритании
Кардифф,Кардифф,ГБ,Великобритании
Сассари,Сарденья,I,Сарденья
Панчиао,Тайвань,КР,Тайвань
Себу,Филиппины,РП,Себу
Манама,Бахрейн,БРИН,Бахрейн
Каукеан,Филиппины,РП,Лузон
Кармартен,Кармартеншир,ГБ,Великобритании
Фор-де-Франция,Мартиника,МАРТ,Мартиника
Лидс,Западный Йоркшир,ГБ,Великобритании
Стерлинг,Центральный,ГБ,Великобритании
Челмсфорд,Эссекс,ГБ,Великобритании
Мягкое,Флинтшир,ГБ,Великобритании
Хоршам,Западный Сассекс,ГБ,Великобритании
Рейкьявик,Италия,ИУ,Италия
Рочестер на Медвее,Кент,ГБ,Великобритании
Киото,Киото,J,Хонсю
Долина,Ангилья,AXA,Ангилья
Порт Святого Петра,Гернси,ГБГ,Гернси
Лландриндод Уэллс,Порошки,ГБ,Великобритании
Сент-Пьер,Сент-Пьер и Микелон,СПМИ,Сент-Пьер
Мацуяма,Эхим,J,Шикоку
Брайтон,Восточный Сассекс,ГБ,Великобритании
Честер,Чешир,ГБ,Великобритании
Нукуалофа,Тонга,К,Тонгатапу
Повторить,Суррей,ГБ,Великобритании
Чичестер,Западный Сассекс,ГБ,Великобритании
Ллангефни,Углы,ГБ,Углы
Пингтунг,Тайвань,КР,Тайвань
Акурейри,Италия,ИУ,Италия
Плимут,Монтсеррат,МНТ,Монтсеррат
Пинар-дель-Рио,Пинар-дель-Рио,C,Куба
Майунга,Махаджанга,РМ,Мадагаскар
Манадо,Индонезия,РИ,Сулавеси
Валлетта,Мальта,М,Мальта
Блэкбёрн,Ланкашир,ГБ,Великобритании
Копенгаген,Дания,ДК,Площадь
Окленд,Новая Зеландия,Новой Зеландии,Те Ика-а-Мауи (Северный остров)
Бригенд,Бригенд,ГБ,Великобритании
Таваи,Саба,ТЗА,Борнео
Хертфорд,Хертфордшир,ГБ,Великобритании
Юнго,Тайвань,КР,Тайвань
Данди,Тэйсайд,ГБ,Великобритании
Брэкнелл,Беркшир,ГБ,Великобритании
Прайа,Кабо-Верде,CV,Сантьяго
Гифу,Гифу,J,Хонсю
Милтон Кейнс,Бекингемшир,ГБ,Великобритании
Болтон,Большой Манчестер,ГБ,Великобритании
Инверсия,Нагорья,ГБ,Великобритании
Порт-о-Пренс,Гаити,РЧ,Испаньола
Короли Линн,Норфолк,ГБ,Великобритании
Анциранана,Анциранана,РМ,Мадагаскар
Оита,Оита,J,Кюсю
Кобе,Хиого,J,Хонсю
Солсбери,Уилтшир,ГБ,Великобритании
Тоттори,Тоттори,J,Хонсю
Гейтсхед,Тайн и Валяй.,ГБ,Великобритании
Киркли,Западный Йоркшир,ГБ,Великобритании
Понта Дельгада,Азоры,Р,Сан Мигель
Линкольн,Линкольншир,ГБ,Великобритании
Фукусима,Фукусима,J,Хонсю
Тсу,Мие,J,Хонсю
Кру,Чешир,ГБ,Великобритании
Джеймстаун,Остров Св. Елены,HELX,Остров Св. Елены
Колчестер,Эссекс,ГБ,Великобритании
Таойюань,Тайвань,КР,Тайвань
Наа,Окинава,J,Окинава
Маджуро,Маршалловы Острова,МГ,Маджуро
Каназава,Ишикава,J,Хонсю
Богор,Индонезия,РИ,Ява
Западный остров,Острова Кокос,COCO,Пулау Панжанг
Гсинчуанг,Тайвань,КР,Тайвань
Виктория,Британская Колумбия,КН,Остров Ванкувер
Тайбэй,Тайвань,КР,Тайвань
Банда Ачех,Индонезия,РИ,Суматра
Тояма,Тояма,J,Хонсю
Агана,Гуам,ГУАМ,Гуам
Кристчерч,Новая Зеландия,Новой Зеландии,Те Вака-а-Мауи (Южный остров)
Кедири,Индонезия,РИ,Ява
Уоррингтон,Чешир,ГБ,Великобритании
Нуук,Гренландия,ГРОКС,Гренландия
Порт-Тальбот,Нит и Порт-Тальбот,ГБ,Великобритании
