name,code,capital,province,area,population
Лесото,ЛС,Масеру,Лесото,30350.0,1970781
Уоллис и Футуна,ВАФА,Мата-Уту,Уоллис и Футуна,274.0,15289
Мальдивские Острова,МВ,Мужской,Мальдивские Острова,300.0,270758
Литва,ЭВ,Таллинн,Литва,45100.0,1459428
Латвия,ЛВ,Рига,Латвия,64100.0,2468982
Лаос,LAO,Вьентьян,Лаос,236800.0,4975772
Воссоединение,ВРЕМЯ,Сент-Денис,Воссоединение,2510.0,679198
Вануату,БУ,Порт-Вила,Вануату,14760.0,177504
Объединенные Арабские Эмираты,ОАЭ,Абу-Даби,Абу-Даби,75581.0,3057337
Германия,D,Берлин,Берлин,356910.0,83536115
Северные Марианские острова,НМИС,Сайпан,Северные Марианские острова,477.0,88662
Гуам,ГУАМ,Агана,Гуам,541.3,178430
Кыргызстан,KGZ,Бишкек,Кыргызстан,198500.0,4529648
Австралия,БГ,София,Австралия,110910.0,8612757
Аруба,ARU,Оранжестад,Аруба,193.0,103065
Остров Св. Елены,HELX,Джеймстаун,Остров Св. Елены,413.0,7637
Габон,G,Либревиль,Габон,267670.0,1172798
Британские Виргинские острова,БВИР,Родной город,Британские Виргинские острова,153.0,24491
Мозамбик,МПК,Мапуту,Мапуту (муниципалитет),801590.0,17877927
Таиланд,ТА,Бангкок,Таиланд,514000.0,58851357
Тринидад и Тобаго,ТТ,Порт-оф-Спейна,Тринидад и Тобаго,5130.0,1272385
Французская Полинезия,ФПОЛ,Папа,Французская Полинезия,4167.0,287032
Гонконг,ХОНКС,Гонконг,Гонконг,1092.0,7055071
Конго,КБК,Браззавиль,Конго,342000.0,2527841
Западный берег,ЗАХОД,,,5860.0,1427741
Гамбия,ВАГ,Банжул,Гамбия,11300.0,1204984
Германия,SF,Хельсинки,Уусимаа,337030.0,5105230
Острова Кокос,COCO,Западный остров,Острова Кокос,14.0,596
Франция,F,Париж,Иль де Франция,547030.0,58317450
Нигер,РН,Ниамей,Нигер,1267000.0,9113001
Катар,Q,Доха,Катар,11000.0,547761
Фиджи,ФСО,Сува,Фиджи,18270.0,782381
Чили,RCH,Сантьяго,Чили,756950.0,14333258
Науру,NAU,Ярен,Науру,21.0,10273
Сент-Китс и Невис,KN,Бастер,Сент-Китс и Невис,269.0,41369
Бангладеш,БД,Дакка,Бангладеш,144000.0,123062800
Тунис,TN,Тунис,Тунис,163610.0,9019687
Южная Африка,RSA,Претория,Гаутенг,1219910.0,41743459
Мальта,М,Валлетта,Мальта,320.0,375576
Гватемала,СУА,Город Гватемала,Гватемала,108890.0,11277614
Китай,ТДж,Пекин,Пекин (муниципальный),9596960.0,1210004956
Кабо-Верде,CV,Прайа,Кабо-Верде,4030.0,449066
Американское Самоа,АМСА,Паго-Паго,Американское Самоа,199.0,65628
Нидерланды,Нл,Амстердам,Норд Холланд,37330.0,15568034
Румыния,RO,Бухарест,Букурести,237500.0,21657162
Малави,МВт,Лилонгве,Малави,118480.0,9452844
Ниуэ,НЬЮ,Алофи,Ниуэ,260.0,1398
Палау,ПАЛ,Мелекок,Палау,458.0,16952
Тимор-Лешти,ТЛ,Дили,Тимор-Лешти,15007.0,1131612
Сьерра-Леоне,ВАЛ,Фритаун,Сьерра-Леоне,71740.0,4793121
Аргентина,РЭ,Буэнос-Айрес,Федеральный департамент,2766890.0,34672997
Мужчина,GBM,Дуглас,Мужчина,588.0,73837
Пакистан,ПК,Исламабад,Пакистан,803940.0,129275660
Эритрея,ЧП,Асмэра,Эритрея,121320.0,3427883
Лихтенштейн,ФЛ,Вадуз,Лихтенштейн,160.0,31122
Андорра,И ДОЛЖНОСТНЫЕ ЛИЦА,Андорра &lt; &lt; Велла &gt; &gt;,Андорра,450.0,72766
Острова Питкэрн,ОМТС,Адамстаун,Острова Питкэрн,47.0,48
Гренландия,ГРОКС,Нуук,Гренландия,2175600.0,58203
Люксембург,L,Люксембург,Люксембург,2586.0,415870
