name,country,population,area,capital,capprov
Энтр-Риос,РЭ,1020257,78781.0,Парана,Энтр-Риос
Жезкацган,KAZ,484400,312600.0,Жезкацган,Жезкацган
Грузия,ГЭ,5219810,,Тбилиси,Грузия
Италия,ИУ,270292,,Рейкьявик,Италия
Сурхондаре,Юзеф,1437000,20800.0,Термис,Сурхондаре
Финнмарк,Н,75667,,Вадсоэ,Финнмарк
Пилски,PL,485700,8205.0,Пила,Пилски
&lt; &lt; Исла де ла Ювентуд &gt; &gt;,C,71000,2396.0,Нуэва Герона,&lt; &lt; Исла де ла Ювентуд &gt; &gt;
Сент-Китс и Невис,KN,41369,,Бастер,Сент-Китс и Невис
Кордоба,РЭ,2766683,165321.0,Кордоба,Кордоба
Эрзинкан,ТR,299251,11903.0,Эрзинкан,Эрзинкан
Сент-Луис,SN,680200,44127.0,Сент-Луис,Сент-Луис
Нордрхейн Вестфален,D,17816079,34077.0,Дюссельдорф,Нордрхейн Вестфален
Вастерноррленд,И,261280,21678.0,Харносанд,Вастерноррленд
Арад,RO,507000,7652.0,Арад,Арад
Авейро,Р,656000,2808.0,Авейро,Авейро
Ньюфаундленд,КН,551792,404517.0,Сент-Джонс,Ньюфаундленд
Прованс Коте dAzur,F,4258000,31400.0,Марсель,Прованс Коте dAzur
Лемпира,HCA,194600,4290.0,Грациалы,Лемпира
Линди,ЕАТ,646600,66046.0,Линди,Линди
Норрботтен,И,264834,98913.0,Лулиа,Норрботтен
Buskerud,Н,219967,,Драммайн,Buskerud
Кардифф,ГБ,306600,139.0,Кардифф,Кардифф
Верион &lt; &lt; Айяон &gt; &gt;,ГР,189541,3836.0,Митилини,Верион &lt; &lt; Айяон &gt; &gt;
Блейно Гвент,ГБ,73300,109.0,Эббв Вэйл,Блейно Гвент
Сарденья,I,1657000,24090.0,Кальяри,Сарденья
Североцеский,CZ,1190000,7819.0,Усти-над-Лабем,Североцеский
Куопио,SF,252000,,Куопио,Куопио
Лорестан,IR,1501778,28803.0,Хоррамабад,Лорестан
Нойкен,РЭ,388833,94078.0,Нойкен,Нойкен
Кирсейр,ТR,256862,6570.0,Кирсейр,Кирсейр
Западный берег,ЗАХОД,1427741,,,
Самсун,ТR,1158400,9579.0,Самсун,Самсун
Канкири,ТR,279129,8454.0,Канкири,Канкири
Гуандун,ТДж,66890000,186000.0,Гуанчжоу,Гуандун
Яракуи,YV,466152,7100.0,Сан-Фелипе,Яракуи
Сент-Люсия,WL,157862,,Кастри,Сент-Люсия
Хедмарк,Н,186355,,Хамар,Хедмарк
Лара,YV,1430968,19800.0,Баркисимето,Лара
Акре,КР,483483,153149.0,Рио-Бранко,Акре
Республика Саха,Р,1022800,3103200.0,Якутск,Республика Саха
Бангладеш,БД,123062800,,Дакка,Бангладеш
Рондония,КР,1221290,238512.0,Порто Вельо,Рондония
Селангор,ТЗА,2289236,7956.0,Шах Алам,Селангор
Эш Шамалия,СУД,1083024,476040.0,Ад-Дамир,Эш Шамалия
Боливар,YV,1142210,238000.0,Сьюдад Боливар,Боливар
Тернопилска,UA,1175100,13800.0,Тернопиль,Тернопилска
Тумбы,ПЭ,173616,4669.0,Тумбы,Тумбы
Кумамото,J,1859793,7408.0,Кумамото,Кумамото
Коннектикут,США,3269858,12997.0,Хартфорд,Коннектикут
Делавэр,США,731581,5297.0,Довер,Делавэр
Литва,ЛТ,3646041,,Вильнюс,Литва
Колон,ПА,222600,7247.0,Колон,Колон
Зала,Н,302600,3786.0,Залаегерцег,Зала
Акита,J,1213667,11612.0,Акита,Акита
JU,CH,69188,836.0,Делемонт,JU
Французская Гвиана,ФГУ,151187,,Кайенн,Французская Гвиана
Баранья,Н,417100,4487.0,Печенье,Пекс (муниципалитет)
Гавайи,США,1183723,16760.0,Гонолулу,Гавайи
Вранца,RO,394000,4863.0,Фоксани,Вранца
Антверпен,B,1610695,2867.0,Антверпен,Антверпен
Марш,I,1438000,9693.0,Анкона,Марш
Бенин,Бен,5709529,,Порто-Ново,Бенин
Центральный,ГБ,273400,2700.0,Стерлинг,Центральный
Карнатака,СИН,44977201,191791.0,Бангалор,Карнатака
Alsace,F,1624000,8280.0,Страсбург,Alsace
Касанар,CO,147472,44640.0,Йопал,Касанар
Бахтаран,IR,1622159,23667.0,Бахтаран,Бахтаран
Арагон,E,1183576,47720.0,Сарагоза,Арагон
Кроноберг,И,178612,8458.0,Ваксхо,Кроноберг
Киндио,CO,392208,1845.0,Армения,Киндио
Ольгин,C,972000,9301.0,Ольгин,Ольгин
Янгон,МЬЯ,3965900,10171.0,Рангун,Янгон
Респондент Карелии,Р,785000,172400.0,Петрозаводск,Респондент Карелии
Каракальпогистон,Юзеф,1343000,164900.0,Нукус,Каракальпогистон
Камбриа,ГБ,489700,6810.0,Карлайл,Камбриа
Нидерландские Антильские острова,,227049,,Виллемстад,Нидерландские Антильские острова
Нигерия,ВАН,103912489,,Абуджа,Нигерия
Касказини Уджунга,ЕАТ,97000,470.0,Мкокотони,Касказини Уджунга
Иринга,ЕАТ,1208900,58864.0,Иринга,Иринга
Пермская область,Р,3009400,160600.0,Перм,Пермская область
Свальбард,SVAX,2116,,Длинный год,Свальбард
Алжир,DZ,29183032,,Алгье,Алжир
Систан и Белучестан,IR,1455102,181578.0,Захедан,Систан и Белучестан
Девон,ГБ,1040000,6711.0,Эксетер,Девон
Самарканд,Юзеф,2322000,16400.0,Самарканд,Самарканд
Жешовски,PL,734100,4397.0,Рзешов,Жешовски
Черниховка,UA,938600,31900.0,Чернихив,Черниховка
Синьцзян Уйгур,ТДж,16320000,1600000.0,Урумчи,Синьцзян Уйгур
Западный мыс,RSA,4118000,129386.0,Кейптаун,Западный мыс
Кусини Пемба,ЕАТ,127600,332.0,Чаке Каке,Кусини Пемба
Порто,Р,1622300,2395.0,Порто,Порто
Матанзас,C,596000,11978.0,Матанзас,Матанзас
Сирнак,ТR,262006,7172.0,Сирнак,Сирнак
Дорсет,ГБ,662900,2654.0,Дорчестер,Дорсет
Львовская,UA,2764400,21800.0,Львов,Львовская
Сингида,ЕАТ,791800,49341.0,Сингида,Сингида
Мекленбург Ворпоммерн,D,1832298,23170.0,Шверин,Мекленбург Ворпоммерн
Большой Лондон,ГБ,6803100,1579.0,Лондон,Большой Лондон
Мичоакан,МЕКС,3870604,59864.0,Морелия,Мичоакан
Зилонгорская,PL,664700,8868.0,Зиелона Гора,Зилонгорская
Тальдюкорган,KAZ,721500,118500.0,Тальдюкорган,Тальдюкорган
Фолклендские острова,ФАЛК,3140,,Стэнли,Фолклендские острова
Коморские Острова,COM,569237,,Морони,Коморские Острова
Тамбакунда,SN,370000,59602.0,Тамбакунда,Тамбакунда
Тунис,TN,9019687,,Тунис,Тунис
Ивировать,J,1419505,15277.0,Мориока,Ивировать
Краснодарский крей,Р,5043900,76000.0,Краснодар,Краснодарский крей
Вазманленд,И,259438,6302.0,Вастеры,Вазманленд
Остерготленд,И,406100,10562.0,Увязка,Остерготленд
Куско,ПЭ,1107473,71891.0,Куско,Куско
Непал,NEP,22094033,,Катманду,Непал
Теренгану,ТЗА,770931,12955.0,Куалаа Теренгану,Теренгану
Запориска,UA,2099600,27200.0,Запорожская,Запориска
Найнава,ИРК,1507926,35899.0,Мосул,Найнава
Дания,ДК,5249632,,Копенгаген,Дания
Миранда,YV,2303302,7950.0,Los Teques,Миранда
Иордания,JOR,4212152,,Амман,Иордания
Волгоградская область,Р,2703700,113900.0,Волгоград,Волгоградская область
Аруначал-Прадеш,СИН,864558,83743.0,Итанагар,Аруначал-Прадеш
Черногория,МНП,672180,,Подгорица,Черногория
Северная Оссетия,Р,662600,8000.0,Владикавказ,Северная Оссетия
Гронинген,Нл,557995,2344.0,Гронинген,Гронинген
&lt; &lt; Карас Северин &gt; &gt;,RO,408000,8503.0,Резита,&lt; &lt; Карас Северин &gt; &gt;
Сан-Луис,РЭ,286458,76748.0,Сан-Луис,Сан-Луис
Кастиль Ла Манча,E,1656179,79462.0,Толедо,Кастиль Ла Манча
Оребро,И,273608,8519.0,Оребро,Оребро
Асьют,ЕТ,2456000,1553.0,Асьют,Асьют
Нижегородская область,Р,3726400,74800.0,Нижний Новгород,Нижегородская область
Берлин,D,3472009,889.0,Берлин,Берлин
Кот/литератор,КАМ,1354800,20239.0,Дуала,Кот/литератор
Мардин,ТR,557727,8891.0,Мардин,Мардин
Либерия,ЛБ,2109789,,Монровия,Либерия
Аякучо,ПЭ,517397,43814.0,Аякучо,Аякучо
Матрух,ЕТ,182000,212112.0,Марса Матрух,Матрух
Апуримак,ПЭ,409630,20895.0,Абанке,Апуримак
Бургенланд,A,273000,3965.0,Эйзенштадт,Бургенланд
LU,CH,340536,1493.0,Смазка,LU
Мужчина,GBM,73837,,Дуглас,Мужчина
Гуанахуато,МЕКС,4406568,30589.0,Гуанахуато,Гуанахуато
Лжец,B,1006081,3862.0,Лжец,Лжец
Липетская область,Р,1250200,24100.0,Липетск,Липетская область
Парайба,КР,3305562,56584.0,Жоао Пессоа,Парайба
Герреро,МЕКС,2916567,63749.0,Чильпансинго,Герреро
Уравнение,ЗРЕ,3960187,403293.0,Мбандака,Уравнение
Фрэнше Комте,F,1097000,16202.0,Бескон,Фрэнше Комте
Репозиция Тивы,Р,309700,170500.0,Кызыл,Репозиция Тивы
Формоза,РЭ,398413,72066.0,Формоза,Формоза
Дэнбишир,ГБ,91300,844.0,Рутин,Дэнбишир
Юннан,ТДж,39390000,394000.0,Кунминг,Юннан
Еврейская область,Р,209900,36000.0,Биробиджан,Еврейская область
Саффолк,ГБ,661900,3797.0,Ипсвич,Саффолк
Лимбург,B,755593,2422.0,Успокойся.,Лимбург
Кортесы,HCA,732600,3954.0,Сан-Педро-Сула,Кортесы
Биалостокея,PL,697000,10055.0,Белисток,Биалостокея
Кириккале,ТR,349396,4365.0,Кириккале,Кириккале
Яманаши,J,881996,4463.0,Кофу,Яманаши
Касаи,ЗРЕ,3465756,156967.0,Кананга,Касаи
Арекипа,ПЭ,999851,63345.0,Арекипа,Арекипа
GL,CH,39410,685.0,Гларус,GL
Парагвай,PY,5504146,,Асунсьон,Парагвай
Сетубаль,Р,713700,5064.0,Сетубаль,Сетубаль
Анталья,ТR,1132211,20591.0,Анталья,Анталья
Американское Самоа,АМСА,65628,,Паго-Паго,Американское Самоа
Ульяновская область,Р,1495200,37300.0,Симберск,Ульяновская область
Кемеровская область,Р,3063500,95500.0,Кемерово,Кемеровская область
Толима,CO,1142220,23562.0,Ибаг,Толима
Миди-Пиренеи,F,2431000,45349.0,Тулуза,Миди-Пиренеи
Мон,МЬЯ,1680200,12297.0,Мульмейн,Мон
Хебэй,ТДж,63880000,190000.0,Шицзяцхуан,Хебэй
Хунан,ТДж,63550000,210000.0,Чанша,Хунан
Заир,АНГ,192000,40130.0,Мбанза Конго,Заир
Шри-Ланка,Кл,18553074,,Коломбо,Шри-Ланка
Мартиника,МАРТ,399151,,Фор-де-Франция,Мартиника
Дэрьен,ПА,45000,16671.0,Ла-Пальма,Дэрьен
Дияла,ИРК,955112,19076.0,Бакуба,Дияла
Намибе,АНГ,115000,58137.0,Намибе,Намибе
Будапешт (муниципалитет),Н,2008500,525.0,Будапешт,Будапешт (муниципалитет)
Уорвикшир,ГБ,489900,1981.0,Уорвик,Уорвикшир
Хордаланд,Н,399702,,Берген,Хордаланд
ZG,CH,92392,238.0,Зуг,ZG
Толияра,РМ,1396700,161405.0,Толияра,Толияра
Карагандия,KAZ,1270100,115400.0,Караганда,Карагандия
Гвинея,RG,7411981,,Конакри,Гвинея
Шанкси,ТДж,30450000,156000.0,Тайюань,Шанкси
Восточный Сассекс,ГБ,716500,1795.0,Льюис,Восточный Сассекс
Сирдар,Юзеф,600000,5100.0,Гуликтон,Сирдар
Нуэва Эспарта,YV,330307,1150.0,Ла Асунсьон,Нуэва Эспарта
Крити,ГР,537183,8336.0,Ираклион,Крити
Новгородская область,Р,742600,55300.0,Новгород,Новгородская область
Суррей,ГБ,1035500,1679.0,Кингстон,Суррей
Ботосани,RO,468000,4965.0,Ботосани,Ботосани
Сантьяго-де-Эстеро,РЭ,671988,136351.0,Сантьяго-дель-Эстеро,Сантьяго-де-Эстеро
Медный ремень,Z,1866400,31328.0,Ндола,Медный ремень
Вануату,БУ,177504,,Порт-Вила,Вануату
Катамарка,РЭ,264324,102602.0,Сан-Фернандо дель Валье де Катамарка,Катамарка
Луга,SN,490400,29188.0,Луга,Луга
Центральный,ЭАК,3110000,13176.0,Ньери,Центральный
Диярбакир,ТR,1094996,15355.0,Диярбакир,Диярбакир
Виходосекский,CZ,1240000,11240.0,Градец Кралов,Виходосекский
Новая Шотландия,КН,909282,55490.0,Галифакс,Новая Шотландия
Идальго,МЕКС,2112473,20987.0,Пачука де Сото,Идальго
Самарская область,Р,3311500,53600.0,Самара,Самарская область
Минас-Жерайс,КР,16660691,588383.0,Бело Горизонт,Минас-Жерайс
Суринам,МСП,436418,,Парамарибо,Суринам
Кинтана Роо,МЕКС,703536,50350.0,Четумаль,Кинтана Роо
Табаско,МЕКС,1748769,24661.0,Вильяхермоса,Табаско
Кусини Уджунга,ЕАТ,70200,854.0,Коани,Кусини Уджунга
Австралия,AL,3249136,,Тиран,Австралия
Вайоминг,США,479743,253324.0,Шайенн,Вайоминг
Штирия,A,1203000,16386.0,Грац,Штирия
Колон,HCA,167900,8875.0,Трухильо,Колон
Араука,CO,89972,23818.0,Араука,Араука
Флинтшир,ГБ,145300,437.0,Мягкое,Флинтшир
Бургонский,F,1609000,31582.0,Дижон,Бургонский
Норфолк,ГБ,759400,5368.0,Норвич,Норфолк
Бахр-эль-Газаль,СУД,2265510,200894.0,Ух ты!,Бахр-эль-Газаль
Лимон,ЧР,237183,9189.0,Лимон,Лимон
Мванза,ЕАТ,1878300,19592.0,Мванза,Мванза
Вот так.,CH,239264,790.0,Солотхёрн,Вот так.
Челмски,PL,248500,3866.0,Челм,Челмски
Теннесси,США,5368198,109153.0,Нэшвилл,Теннесси
Пунтарены,ЧР,357103,11277.0,Пунтарены,Пунтарены
МА,CH,14750,172.0,Appenzell,МА
Эйвон,ГБ,962000,1346.0,Бристоль,Эйвон
