season,daynum,wteam,wscore,lteam,lscore,wloc,numot,wfgm,wfga,wfgm3,wfga3,wftm,wfta,wor,wdr,wast,wto,wstl,wblk,wpf,lfgm,lfga,lfgm3,lfga3,lftm,lfta,lor,ldr,last,lto,lstl,lblk,lpf
2011,89,1219,77,1149,75,H,0,27,54,8,20,15,23,15,21,14,19,10,4,14,25,60,8,22,17,20,15,15,13,13,10,0,19
2008,96,1430,99,1152,89,H,1,31,63,7,17,30,35,12,25,17,12,11,0,16,36,68,10,31,7,12,12,23,19,15,5,4,26
2003,31,1329,65,1216,52,H,0,26,54,4,11,9,17,10,29,16,17,6,13,21,17,60,3,9,15,24,20,23,9,16,7,2,17
2010,13,1448,89,1187,58,N,0,34,63,4,12,17,27,16,25,12,15,11,6,26,14,57,3,22,27,40,25,18,4,22,8,3,18
2003,75,1434,80,1152,48,H,0,30,53,9,19,11,25,10,30,22,12,10,5,17,18,50,2,11,10,20,10,22,9,18,6,1,21
2004,40,1227,86,1229,74,H,0,30,55,9,17,17,29,7,22,23,8,7,2,10,31,57,8,15,4,9,7,21,23,18,5,2,25
2009,116,1217,72,1162,63,H,0,24,52,4,16,20,25,12,27,17,16,11,6,18,20,49,6,14,17,24,6,21,10,15,5,1,22
2008,53,1139,57,1356,55,A,0,15,37,6,16,21,30,5,20,8,12,6,2,17,23,48,6,20,3,12,12,21,10,16,4,4,23
2010,129,1214,73,1313,70,N,0,23,51,8,20,19,32,8,24,11,19,4,8,21,26,59,2,11,16,30,15,26,13,17,7,1,25
2013,82,1301,91,1314,83,H,0,32,65,7,13,20,23,12,30,22,16,9,3,9,33,71,8,22,9,10,9,23,21,14,6,4,16
2007,98,1154,52,1189,49,H,1,18,45,4,20,12,18,10,31,8,16,5,0,12,20,54,8,20,1,7,7,19,14,8,2,1,16
2011,88,1335,66,1463,58,H,0,20,47,4,13,22,25,7,26,13,12,5,3,15,22,56,4,20,10,11,9,22,10,11,4,4,19
2005,93,1174,70,1241,69,A,0,22,49,8,19,18,27,6,17,12,10,7,2,24,24,52,3,5,18,28,16,25,9,18,5,5,23
2003,89,1135,72,1162,59,A,0,18,48,5,19,31,41,5,20,11,9,16,7,17,23,49,6,14,7,14,11,33,16,24,6,3,27
2003,89,1397,60,1120,57,A,0,22,46,5,14,11,13,7,26,10,19,5,2,16,24,51,2,16,7,12,5,19,9,16,7,1,11
2014,56,1329,92,1352,66,H,0,32,56,9,19,19,27,8,32,27,12,2,3,18,22,61,6,25,16,21,9,21,10,8,8,1,23
2008,46,1385,68,1218,62,A,0,24,40,3,5,17,24,8,16,10,18,7,0,21,24,56,2,17,12,17,18,12,14,16,6,1,22
2004,82,1399,84,1183,67,H,0,27,58,4,18,26,35,15,27,15,12,10,5,13,26,66,11,23,4,11,17,21,14,16,3,1,26
2007,59,1417,55,1450,52,H,0,18,55,8,19,11,15,14,26,8,11,6,5,19,19,44,3,12,11,19,4,24,10,10,3,8,16
2005,75,1286,62,1285,60,A,0,22,58,10,28,8,11,7,23,14,7,9,4,18,22,53,6,17,10,18,13,29,13,12,2,4,14
2004,33,1173,67,1447,65,H,0,25,61,6,26,11,19,15,22,20,8,6,4,19,23,51,6,14,13,19,9,26,12,13,3,4,21
2004,80,1351,77,1145,65,A,0,24,60,8,21,21,23,14,26,11,14,7,3,11,27,69,7,20,4,9,19,23,14,16,5,4,15
2008,83,1119,69,1298,67,A,0,26,57,5,13,12,15,13,25,15,20,9,7,20,21,61,11,33,14,22,18,21,15,18,9,5,16
2009,110,1409,72,1187,62,H,0,24,56,6,18,18,22,10,24,11,5,5,9,12,21,59,10,23,10,10,14,23,9,11,3,5,17
2006,119,1388,82,1258,70,H,0,26,47,6,14,24,32,7,26,14,17,7,4,22,24,60,3,10,19,24,12,20,12,14,7,3,25
2012,15,1437,76,1247,69,H,1,19,54,4,23,34,41,15,35,8,20,5,5,13,26,70,8,24,9,11,10,25,13,13,10,3,30
2012,60,1331,79,1377,67,A,0,30,56,10,19,9,14,6,21,25,11,5,0,15,23,48,6,12,15,17,5,24,14,17,6,4,16
2005,50,1311,84,1411,74,H,0,23,59,9,27,29,34,13,22,12,11,6,1,22,24,54,6,17,20,28,12,26,12,19,2,4,26
2014,22,1382,70,1447,67,N,0,27,52,4,10,12,23,10,20,13,14,8,4,24,23,55,4,16,17,24,13,23,9,14,4,2,21
2013,59,1372,79,1249,43,H,0,29,60,6,15,15,22,18,16,19,12,14,2,13,15,37,0,3,13,14,6,17,10,29,1,5,21
2011,64,1105,70,1212,63,H,0,22,44,0,9,26,38,7,33,12,22,8,11,15,23,66,5,20,12,18,15,19,8,20,10,1,27
2007,11,1430,69,1286,37,H,0,25,60,6,22,13,17,9,32,14,11,10,2,16,12,47,2,20,11,15,7,27,7,22,1,1,16
2010,73,1453,68,1460,66,H,0,21,41,4,8,22,26,7,18,7,11,2,3,16,24,53,6,18,12,15,13,15,11,10,5,1,22
2008,110,1433,57,1103,52,A,0,21,51,4,15,11,17,12,24,10,14,7,10,17,17,60,6,25,12,17,21,19,11,11,9,1,20
2005,68,1210,92,1438,69,H,0,33,67,9,24,17,23,18,36,24,14,7,14,24,22,74,5,20,20,33,24,20,13,8,12,4,21
2010,29,1314,89,1277,82,H,0,33,57,5,10,18,30,10,29,21,17,5,8,15,34,79,2,20,12,16,19,20,16,11,15,2,24
2007,50,1103,79,1384,44,H,0,30,70,10,24,9,13,16,28,20,10,15,5,21,12,49,3,11,17,22,12,25,9,23,1,3,14
2006,60,1263,72,1273,64,N,0,27,57,6,17,12,21,9,29,11,8,4,5,19,22,67,5,23,15,23,21,25,7,10,4,4,20
2003,124,1129,65,1363,47,A,0,22,45,8,15,13,24,10,17,16,13,8,1,17,17,44,2,12,11,16,12,19,10,21,4,0,24
2013,11,1377,81,1300,69,N,0,28,55,10,24,15,19,9,22,19,11,8,1,18,25,60,4,21,15,23,15,19,14,11,4,1,14
2011,117,1293,66,1184,56,H,0,20,38,7,14,19,23,5,24,10,12,7,3,16,20,53,4,17,12,16,11,16,8,10,3,2,21
2004,98,1271,56,1224,55,A,0,19,54,5,16,13,16,11,27,1,14,4,6,19,19,57,1,8,16,22,14,26,14,16,6,1,17
2003,61,1461,60,1286,56,N,0,23,55,0,7,14,16,10,30,11,10,2,3,12,21,53,10,22,4,7,4,24,16,9,5,2,15
2004,42,1415,72,1319,69,H,1,24,63,10,26,14,22,13,28,14,16,5,5,15,23,58,7,23,16,21,9,29,12,20,7,7,19
2007,65,1267,70,1325,60,H,0,25,56,9,26,11,26,14,23,19,11,6,3,15,23,55,6,19,8,15,13,25,12,13,5,2,17
2011,50,1245,71,1464,58,H,0,24,53,6,15,17,20,13,25,12,12,5,3,10,21,57,9,27,7,10,13,18,14,11,8,4,20
2010,121,1120,89,1280,80,H,0,30,58,11,24,18,31,13,23,19,8,5,3,13,30,62,12,33,8,11,11,22,16,10,3,4,19
2011,75,1257,71,1266,70,H,0,26,57,7,21,12,21,8,30,16,16,6,4,25,19,56,4,17,28,38,9,27,10,13,7,2,18
2012,79,1293,66,1287,60,A,0,19,44,5,18,23,34,12,16,9,14,10,1,21,19,43,6,16,16,22,11,19,10,19,7,2,27
2003,76,1259,74,1351,69,H,1,23,47,6,17,22,32,11,23,11,19,8,0,16,23,62,10,26,13,14,15,18,6,17,9,3,25
2010,25,1353,83,1269,75,N,0,29,52,8,14,17,24,7,25,19,14,7,6,21,24,62,9,28,18,27,17,22,9,13,3,3,21
2003,89,1305,92,1201,79,H,0,25,50,8,18,34,47,11,26,14,11,7,1,22,29,63,7,22,14,27,14,23,11,14,6,3,32
2004,33,1399,87,1292,63,H,0,27,49,9,21,24,31,7,30,14,13,7,2,17,25,63,4,17,9,17,13,18,8,11,7,0,22
