playerid,yearid,round,teamid,lgid,w,l,g,gs,cg,sho,sv,ipouts,h,er,hr,bb,so,baopp,era,ibb,wp,hbp,bk,bfp,gf,r,sh,sf,gidp
woodke02,2010,ALCS,NYA,AL,0,0,4,0,0,0,0,18,2,1,0,3,4,0.0,1.0,2.0,1.0,0.0,0.0,21.0,0,1,0.0,1.0,0.0
mussimi01,1996,ALCS,BAL,AL,0,1,1,1,0,0,0,23,8,5,1,2,6,0.0,5.0,0.0,0.0,0.0,0.0,32.0,0,5,0.0,0.0,2.0
carrocl02,1975,WS,CIN,NL,1,0,5,0,0,0,0,17,4,2,1,2,3,0.0,,0.0,0.0,0.0,0.0,21.0,0,2,0.0,0.0,2.0
wakefti01,2003,ALDS2,BOS,AL,0,1,2,1,0,0,0,23,6,3,0,3,7,0.0,3.0,0.0,0.0,2.0,0.0,34.0,0,5,0.0,0.0,0.0
lowede01,2012,ALDS1,NYA,AL,0,0,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,1.0,1,0,,,0.0
merriji01,1970,NLCS,CIN,NL,1,0,1,1,0,0,0,16,3,1,0,0,2,0.0,1.0,0.0,0.0,0.0,0.0,20.0,0,1,0.0,0.0,0.0
sprinru01,1999,WS,ATL,NL,0,0,2,0,0,0,0,7,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1,0,0.0,0.0,0.0
wiseri01,1975,ALCS,BOS,AL,1,0,1,1,0,0,0,22,6,2,0,3,2,0.0,2.0,0.0,0.0,0.0,0.0,31.0,0,3,0.0,0.0,0.0
martipe02,2003,ALDS2,BOS,AL,1,0,2,2,0,0,0,42,13,6,0,5,9,0.0,3.0,0.0,0.0,1.0,0.0,58.0,0,6,0.0,0.0,0.0
cottsne01,2005,WS,CHA,AL,1,0,4,0,0,0,0,4,1,0,0,1,2,0.0,,0.0,0.0,0.0,0.0,6.0,1,0,0.0,0.0,0.0
tamje01,2000,ALDS1,OAK,AL,0,0,3,0,0,0,0,6,3,0,0,1,1,0.0,0.0,1.0,0.0,0.0,0.0,12.0,0,1,1.0,1.0,0.0
alexado01,1985,ALCS,TOR,AL,0,1,2,2,0,0,0,31,14,10,4,3,9,0.0,8.0,0.0,1.0,0.0,0.0,49.0,0,10,1.0,1.0,0.0
forscbo01,1987,WS,SLN,NL,1,0,3,0,0,0,0,19,8,7,2,5,3,0.0,9.0,1.0,0.0,1.0,0.0,34.0,0,7,0.0,0.0,1.0
jonesmi02,1981,AWDIV,KCA,AL,0,1,1,1,0,0,0,24,9,2,0,0,2,0.0,2.0,0.0,0.0,0.0,0.0,33.0,0,2,2.0,0.0,0.0
myersra01,1990,NLCS,CIN,NL,0,0,4,0,0,0,3,17,2,0,0,3,7,0.0,0.0,0.0,0.0,0.0,0.0,21.0,3,0,0.0,0.0,0.0
oldhare01,1925,WS,PIT,NL,0,0,1,0,0,0,1,3,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1,0,0.0,0.0,0.0
webbbr01,2007,NLDS1,ARI,NL,1,0,1,1,0,0,0,21,4,1,0,3,9,0.0,1.0,0.0,1.0,1.0,0.0,30.0,0,1,0.0,0.0,0.0
micelda01,2004,NLDS2,HOU,NL,0,1,3,0,0,0,0,10,2,2,1,1,2,0.0,5.0,0.0,0.0,0.0,0.0,13.0,1,2,0.0,0.0,0.0
hershor01,1997,ALCS,CLE,AL,0,0,1,1,0,0,0,21,4,0,0,1,7,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0,0,0.0,0.0,3.0
assenpa01,1995,ALDS1,CLE,AL,0,0,3,0,0,0,0,5,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1,0,0.0,0.0,0.0
davisst02,1983,WS,BAL,AL,1,0,1,1,0,0,0,15,6,3,0,1,3,0.0,5.0,0.0,1.0,0.0,0.0,21.0,0,3,0.0,0.0,1.0
stanlbo01,1988,ALCS,BOS,AL,0,0,2,0,0,0,0,3,2,1,1,1,0,0.0,9.0,0.0,0.0,0.0,0.0,6.0,1,1,0.0,0.0,0.0
reussje01,1983,NLCS,LAN,NL,0,2,2,2,0,0,0,36,14,6,2,3,4,0.0,4.0,1.0,1.0,0.0,0.0,53.0,0,6,1.0,0.0,0.0
thompbr01,2005,NLCS,SLN,NL,0,0,2,0,0,0,0,3,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0,0,0.0,0.0,0.0
nelsoje01,2001,ALCS,SEA,AL,0,0,2,0,0,0,0,7,1,0,0,1,3,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1,0,0.0,0.0,1.0
bradfch01,2002,ALDS2,OAK,AL,0,0,2,0,0,0,0,9,1,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,10.0,0,0,0.0,0.0,1.0
romerjc01,2008,WS,PHI,NL,2,0,4,0,0,0,0,14,2,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,15.0,3,0,0.0,0.0,1.0
broweji01,2003,NLDS1,SFN,NL,0,0,2,0,0,0,0,9,5,2,0,3,3,0.0,6.0,1.0,0.0,0.0,0.0,17.0,0,3,0.0,0.0,1.0
morgami01,2001,NLDS2,ARI,NL,0,0,3,0,0,0,0,4,2,1,0,2,1,0.0,,0.0,0.0,0.0,0.0,8.0,1,1,0.0,0.0,0.0
saberbr01,1998,ALDS1,BOS,AL,0,1,1,1,0,0,0,21,4,3,3,1,7,0.0,3.0,0.0,0.0,0.0,0.0,26.0,0,3,0.0,0.0,0.0
wittbo01,1992,ALCS,OAK,AL,0,0,1,0,0,0,0,3,2,2,0,1,1,0.0,18.0,0.0,0.0,0.0,0.0,6.0,1,2,0.0,1.0,0.0
lonboji01,1967,WS,BOS,AL,2,1,3,3,2,1,0,72,14,7,3,2,11,0.0,2.0,0.0,1.0,0.0,0.0,89.0,0,8,0.0,1.0,0.0
gibsobo01,1964,WS,SLN,NL,2,1,3,3,2,0,0,81,23,9,4,8,31,0.0,3.0,2.0,1.0,2.0,0.0,113.0,0,11,0.0,1.0,2.0
stottto01,1999,NLDS2,ARI,NL,1,0,1,1,0,0,0,20,4,1,0,5,6,0.0,1.0,0.0,0.0,0.0,0.0,28.0,0,1,0.0,0.0,1.0
wagnebi02,1999,NLDS1,HOU,NL,0,0,1,0,0,0,0,3,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1,0,0.0,0.0,0.0
washbra01,1970,WS,CIN,NL,0,0,1,0,0,0,0,4,2,2,0,2,0,0.0,13.0,0.0,0.0,0.0,0.0,8.0,0,2,1.0,0.0,0.0
mendora01,1998,WS,NYA,AL,1,0,1,0,0,0,0,3,2,1,0,0,1,0.0,9.0,0.0,0.0,0.0,0.0,4.0,0,1,0.0,0.0,0.0
zitoba01,2012,NLCS,SFN,NL,1,0,1,1,0,0,0,23,6,0,0,1,6,0.0,0.0,1.0,0.0,0.0,,29.0,0,0,,,1.0
breweji01,1966,WS,LAN,NL,0,0,1,0,0,0,0,3,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1,0,0.0,0.0,0.0
durbich01,2010,NLDS1,PHI,NL,0,0,1,0,0,0,0,1,0,0,0,1,0,,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0.0
clemema01,2003,NLCS,CHN,NL,1,0,1,1,0,0,0,23,5,3,0,2,3,0.0,3.0,0.0,0.0,1.0,0.0,29.0,0,3,0.0,0.0,1.0
welchbo01,1990,WS,OAK,AL,0,0,1,1,0,0,0,22,9,4,0,2,2,0.0,4.0,0.0,0.0,0.0,0.0,31.0,0,4,0.0,0.0,0.0
stewada01,1988,ALCS,OAK,AL,1,0,2,2,0,0,0,40,9,2,0,6,11,0.0,1.0,0.0,0.0,1.0,0.0,55.0,0,2,0.0,0.0,1.0
jacksmi02,1995,NLDS2,CIN,NL,0,0,3,0,0,0,0,11,4,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0,0,0.0,0.0,0.0
contrjo01,2005,ALCS,CHA,AL,1,1,2,2,1,0,0,52,12,6,1,2,6,0.0,3.0,0.0,1.0,0.0,0.0,66.0,0,6,2.0,1.0,0.0
padilvi01,2009,NLCS,LAN,NL,0,1,2,2,0,0,0,31,8,7,3,3,9,0.0,6.0,0.0,0.0,0.0,0.0,41.0,0,7,0.0,0.0,1.0
ruthba01,1916,WS,BOS,AL,1,0,1,1,1,0,0,42,6,1,1,3,4,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0,1,2.0,0.0,1.0
gullibi01,1981,NLCS,MON,NL,0,2,2,2,0,0,0,43,12,4,1,6,12,0.0,2.0,0.0,0.0,1.0,0.0,61.0,0,5,3.0,0.0,2.0
madsory01,2008,WS,PHI,NL,0,0,4,0,0,0,0,11,3,2,1,0,6,0.0,4.0,0.0,0.0,0.0,0.0,14.0,0,2,1.0,0.0,0.0
pricejo02,1987,NLCS,SFN,NL,1,0,2,0,0,0,0,17,3,0,0,1,7,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1,0,0.0,0.0,0.0
carrido01,1971,NLCS,SFN,NL,0,0,1,0,0,0,0,0,3,3,0,0,0,1.0,,0.0,0.0,0.0,0.0,3.0,0,3,0.0,0.0,0.0
bedrost01,1989,NLCS,SFN,NL,0,0,4,0,0,0,3,10,4,1,0,2,2,0.0,2.0,0.0,0.0,0.0,0.0,16.0,4,1,0.0,0.0,0.0
