playerid,yearid,stint,teamid,lgid,g,g_batting,ab,r,h,2b,3b,hr,rbi,sb,cs,bb,so,ibb,hbp,sh,sf,gidp,g_old
berryse01,1997,1,HOU,NL,96,96.0,301.0,37.0,77.0,24.0,1.0,8.0,43.0,1.0,5.0,25.0,53.0,1.0,5.0,1.0,6.0,8.0,96.0
newlima01,1940,1,SLA,AL,1,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,0.0,0.0,,0.0,1.0
hortori01,1986,1,SLN,NL,42,42.0,18.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,2.0,0.0,0.0,42.0
bynummi01,2003,1,SDN,NL,13,13.0,10.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,13.0
pirtlge01,1978,1,MON,NL,19,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0
roepr01,1949,1,BRO,NL,30,30.0,70.0,5.0,8.0,0.0,0.0,0.0,7.0,0.0,,7.0,28.0,,0.0,7.0,,0.0,30.0
finlest01,2001,1,ARI,NL,140,140.0,495.0,66.0,136.0,27.0,4.0,14.0,73.0,11.0,7.0,47.0,67.0,9.0,1.0,2.0,3.0,8.0,140.0
carroow01,1930,3,CIN,NL,3,3.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,3.0
beatied01,1890,1,CL4,NL,54,54.0,191.0,25.0,27.0,4.0,3.0,1.0,21.0,2.0,,12.0,43.0,,0.0,,,,54.0
brandja01,1959,1,SFN,NL,137,137.0,429.0,63.0,116.0,16.0,5.0,12.0,57.0,11.0,4.0,35.0,69.0,2.0,0.0,5.0,2.0,8.0,137.0
ausmubr01,1997,1,HOU,NL,130,130.0,425.0,45.0,113.0,25.0,1.0,4.0,44.0,14.0,6.0,38.0,78.0,4.0,3.0,6.0,6.0,8.0,130.0
francte01,1990,1,ML4,AL,3,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
courter01,1903,2,DET,AL,23,23.0,74.0,7.0,17.0,0.0,0.0,0.0,6.0,1.0,,5.0,,,3.0,1.0,,,23.0
bonurze01,1937,1,CHA,AL,116,116.0,447.0,79.0,154.0,41.0,2.0,19.0,100.0,5.0,1.0,49.0,24.0,,2.0,4.0,,,116.0
ortajo01,1980,1,CLE,AL,129,129.0,481.0,78.0,140.0,18.0,3.0,10.0,64.0,6.0,5.0,71.0,44.0,2.0,2.0,2.0,8.0,8.0,129.0
contrna01,1980,1,CHA,AL,8,0.0,,,,,,,,,,,,,,,,,8.0
castege01,1942,1,SLA,AL,39,39.0,15.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,,0.0,0.0,,0.0,39.0
burnsoy01,1893,1,BRO,NL,109,109.0,415.0,68.0,112.0,22.0,8.0,7.0,60.0,14.0,,36.0,16.0,,4.0,,,,109.0
millsbu01,1938,1,SLA,AL,123,123.0,466.0,66.0,133.0,24.0,4.0,3.0,46.0,7.0,8.0,43.0,46.0,,3.0,8.0,,,123.0
lucasre01,1931,1,CIN,NL,97,97.0,153.0,15.0,43.0,4.0,0.0,0.0,17.0,0.0,,12.0,9.0,,0.0,6.0,,,97.0
wilsocr03,2004,1,PIT,NL,155,155.0,561.0,97.0,148.0,35.0,5.0,29.0,82.0,2.0,2.0,50.0,169.0,3.0,30.0,0.0,3.0,11.0,155.0
sorenla01,1988,1,SFN,NL,12,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12.0
grimebu01,1930,2,SLN,NL,23,23.0,57.0,9.0,15.0,4.0,0.0,0.0,10.0,0.0,,5.0,12.0,,0.0,3.0,,,23.0
yanes01,2004,1,DET,AL,69,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
judenje01,1994,1,PHI,NL,6,6.0,9.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,6.0
ellisro01,1971,1,ML4,AL,36,36.0,111.0,9.0,22.0,2.0,0.0,0.0,6.0,0.0,2.0,12.0,24.0,0.0,1.0,3.0,2.0,5.0,36.0
spierbi01,1991,1,ML4,AL,133,133.0,414.0,71.0,117.0,13.0,6.0,8.0,54.0,14.0,8.0,34.0,55.0,0.0,2.0,10.0,4.0,9.0,133.0
almonbi01,1988,1,PHI,NL,20,20.0,26.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,3.0,11.0,0.0,0.0,2.0,0.0,0.0,20.0
murreiv01,1967,1,HOU,NL,10,10.0,29.0,2.0,9.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,9.0,1.0,0.0,1.0,0.0,0.0,10.0
cronijo01,1937,1,BOS,AL,148,148.0,570.0,102.0,175.0,40.0,4.0,18.0,110.0,5.0,3.0,84.0,73.0,,6.0,11.0,,,148.0
pecotbi01,1992,1,NYN,NL,117,117.0,269.0,28.0,61.0,13.0,0.0,2.0,26.0,9.0,3.0,25.0,40.0,3.0,1.0,5.0,2.0,7.0,117.0
alcarlu01,1969,1,KCA,AL,22,22.0,79.0,15.0,20.0,2.0,1.0,1.0,7.0,0.0,0.0,7.0,9.0,0.0,0.0,0.0,0.0,2.0,22.0
barnesk01,1989,1,CIN,NL,5,5.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
mcginti01,1875,1,PH3,,13,13.0,52.0,5.0,12.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,4.0,,,,,,13.0
obriebi01,1884,1,SPU,UA,8,8.0,30.0,1.0,7.0,3.0,0.0,0.0,,0.0,,0.0,,,,,,,8.0
yarnaru01,1926,1,PHI,NL,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,,0.0,0.0,,,1.0
speaktr01,1922,1,CLE,AL,131,131.0,426.0,85.0,161.0,48.0,8.0,11.0,71.0,8.0,3.0,77.0,11.0,,1.0,12.0,,,131.0
lombavi01,1947,1,BRO,NL,36,36.0,66.0,1.0,16.0,2.0,0.0,0.0,6.0,0.0,,1.0,4.0,,0.0,1.0,,2.0,36.0
esaskni01,1989,1,BOS,AL,154,154.0,564.0,79.0,156.0,26.0,5.0,30.0,108.0,1.0,2.0,66.0,117.0,9.0,3.0,0.0,0.0,11.0,154.0
fischru01,1941,1,NY1,NL,2,2.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,,0.0,0.0,,0.0,2.0
rachust01,1940,1,BRO,NL,2,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,,0.0,0.0,,0.0,2.0
baderlo01,1918,1,BOS,AL,5,5.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,3.0,,0.0,0.0,,,5.0
lemonbo01,1950,1,CLE,AL,72,72.0,136.0,21.0,37.0,9.0,1.0,6.0,26.0,0.0,0.0,13.0,25.0,,1.0,3.0,,0.0,72.0
jungeke01,1937,1,CLE,AL,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
tebbebi01,1942,1,DET,AL,99,99.0,308.0,24.0,76.0,11.0,0.0,1.0,27.0,4.0,0.0,39.0,17.0,,2.0,3.0,,9.0,99.0
mazerbi01,1963,1,PIT,NL,142,142.0,534.0,43.0,131.0,22.0,3.0,8.0,52.0,2.0,0.0,32.0,46.0,6.0,0.0,7.0,3.0,15.0,142.0
barrysh01,1908,2,NY1,NL,37,37.0,67.0,5.0,10.0,1.0,1.0,0.0,5.0,1.0,,9.0,,,1.0,4.0,,,37.0
brosnji01,1960,1,CIN,NL,57,57.0,15.0,1.0,3.0,2.0,0.0,1.0,4.0,0.0,0.0,1.0,6.0,0.0,0.0,1.0,0.0,0.0,57.0
siebeso01,1968,1,CLE,AL,33,33.0,70.0,2.0,11.0,3.0,0.0,0.0,6.0,0.0,0.0,1.0,23.0,0.0,2.0,5.0,0.0,1.0,33.0
obriech01,1991,1,NYN,NL,69,69.0,168.0,16.0,31.0,6.0,0.0,2.0,14.0,0.0,2.0,17.0,25.0,1.0,4.0,0.0,2.0,5.0,69.0
jacobsp01,1956,1,KC1,AL,32,32.0,97.0,13.0,21.0,3.0,0.0,0.0,5.0,4.0,1.0,15.0,5.0,1.0,0.0,3.0,0.0,4.0,32.0
daultda01,1986,1,PHI,NL,49,49.0,138.0,18.0,31.0,4.0,0.0,8.0,21.0,2.0,3.0,38.0,41.0,3.0,1.0,2.0,2.0,1.0,49.0
kelleha03,1950,1,WS1,AL,11,11.0,28.0,1.0,6.0,3.0,0.0,1.0,5.0,0.0,0.0,2.0,2.0,,0.0,0.0,,1.0,11.0
cedence01,1977,1,HOU,NL,141,141.0,530.0,92.0,148.0,36.0,8.0,14.0,71.0,61.0,14.0,47.0,50.0,7.0,11.0,2.0,8.0,10.0,141.0
alomasa01,1964,1,ML1,NL,19,19.0,53.0,3.0,13.0,1.0,0.0,0.0,6.0,1.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,1.0,19.0
clemebo01,1914,1,SLA,AL,7,7.0,13.0,1.0,3.0,0.0,1.0,0.0,3.0,0.0,2.0,2.0,1.0,,1.0,0.0,,,7.0
paepkde01,1969,1,KCA,AL,12,12.0,27.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,12.0
bosioch01,1986,1,ML4,AL,10,0.0,,,,,,,,,,,,,,,,,10.0
neveler01,1950,1,NYA,AL,3,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,,0.0,3.0
haidha01,1933,1,CHA,AL,6,6.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,,,6.0
colluja01,1957,1,CHN,NL,9,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
bosweke01,1974,1,NYN,NL,96,96.0,222.0,19.0,48.0,6.0,1.0,2.0,15.0,0.0,1.0,18.0,19.0,1.0,1.0,2.0,1.0,8.0,96.0
quinnja01,1920,1,NYA,AL,41,41.0,88.0,6.0,8.0,0.0,0.0,2.0,6.0,0.0,0.0,9.0,26.0,,0.0,3.0,,,41.0
hubbske01,1962,1,CHN,NL,160,160.0,661.0,90.0,172.0,24.0,9.0,5.0,49.0,3.0,7.0,35.0,129.0,0.0,3.0,13.0,3.0,20.0,160.0
masteda01,1995,1,MIN,AL,71,71.0,198.0,21.0,47.0,12.0,0.0,3.0,21.0,1.0,2.0,18.0,19.0,0.0,1.0,1.0,1.0,7.0,71.0
wilmowa01,1893,1,CHN,NL,94,94.0,392.0,69.0,118.0,14.0,14.0,3.0,61.0,39.0,,40.0,8.0,,1.0,,,,94.0
gillija01,1909,1,SLA,AL,3,3.0,9.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,1.0,,,3.0
rhodedu01,1952,1,NY1,NL,67,67.0,176.0,34.0,44.0,8.0,1.0,10.0,36.0,1.0,0.0,23.0,33.0,,1.0,0.0,,5.0,67.0
martist01,1938,1,SLN,NL,114,114.0,417.0,54.0,116.0,26.0,2.0,1.0,27.0,4.0,,30.0,28.0,,1.0,12.0,,4.0,114.0
sciosmi01,1983,1,LAN,NL,12,12.0,35.0,3.0,11.0,3.0,0.0,1.0,7.0,0.0,0.0,5.0,2.0,1.0,0.0,0.0,0.0,1.0,12.0
bandosa01,1979,1,ML4,AL,130,130.0,476.0,57.0,117.0,14.0,3.0,9.0,43.0,2.0,0.0,57.0,42.0,3.0,3.0,6.0,1.0,17.0,130.0
conwach01,1911,1,WS1,AL,2,2.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,,,0.0,1.0,,,2.0
bowensa02,1978,1,BOS,AL,6,6.0,7.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0
lockmwh01,1959,2,CIN,NL,52,52.0,84.0,10.0,22.0,5.0,1.0,0.0,7.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0,1.0,1.0,52.0
dealch01,1913,1,DET,AL,16,16.0,50.0,3.0,11.0,0.0,2.0,0.0,3.0,2.0,,1.0,7.0,,0.0,2.0,,,16.0
ruffijo01,2001,1,FLO,NL,3,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
wilhojo01,1916,1,BSN,NL,116,116.0,383.0,44.0,88.0,13.0,4.0,2.0,38.0,18.0,,27.0,45.0,,1.0,15.0,,,116.0
embreal01,1998,2,ARI,NL,35,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0
copelma01,1935,1,SLN,NL,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
smithlo01,1986,1,KCA,AL,134,134.0,508.0,80.0,146.0,25.0,7.0,8.0,44.0,26.0,9.0,46.0,78.0,0.0,10.0,2.0,2.0,10.0,134.0
powelbo01,1973,1,BAL,AL,114,114.0,370.0,52.0,98.0,13.0,1.0,11.0,54.0,0.0,2.0,85.0,64.0,10.0,0.0,4.0,5.0,11.0,114.0
dernibo01,1984,1,CHN,NL,143,143.0,536.0,94.0,149.0,26.0,5.0,3.0,32.0,45.0,17.0,63.0,60.0,0.0,2.0,11.0,0.0,5.0,143.0
cashno01,1960,1,DET,AL,121,121.0,353.0,64.0,101.0,16.0,3.0,18.0,63.0,4.0,2.0,65.0,58.0,1.0,6.0,0.0,4.0,0.0,121.0
reedst01,2004,1,COL,NL,65,61.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,61.0
kalinfr01,1940,1,PIT,NL,3,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,2.0,0.0,,0.0,0.0,,1.0,3.0
pujolal01,2003,1,SLN,NL,157,157.0,591.0,137.0,212.0,51.0,1.0,43.0,124.0,5.0,1.0,79.0,65.0,12.0,10.0,0.0,5.0,13.0,157.0
davisha01,1916,1,PHA,AL,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,,0.0,0.0,,,1.0
rueteki01,1996,1,MON,NL,16,16.0,25.0,2.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,4.0,0.0,0.0,2.0,1.0,0.0,16.0
burgesm01,1959,1,PIT,NL,114,114.0,377.0,41.0,112.0,28.0,5.0,11.0,59.0,0.0,0.0,31.0,16.0,9.0,2.0,2.0,6.0,10.0,114.0
weingel01,1945,1,CLE,AL,20,20.0,39.0,5.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,11.0,,0.0,1.0,,0.0,20.0
lohrho01,1914,1,CIN,NL,18,18.0,47.0,6.0,10.0,1.0,1.0,0.0,7.0,2.0,,0.0,8.0,,0.0,1.0,,,18.0
bakerdu01,1972,1,ATL,NL,127,127.0,446.0,62.0,143.0,27.0,2.0,17.0,76.0,4.0,7.0,45.0,68.0,2.0,4.0,2.0,6.0,9.0,127.0
hestela01,1901,1,NY1,NL,1,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,,,0.0,0.0,,,1.0
thomair01,1908,1,DET,AL,40,40.0,101.0,6.0,31.0,1.0,0.0,0.0,8.0,0.0,,5.0,,,1.0,1.0,,,40.0
grimmch01,1926,1,CHN,NL,147,147.0,524.0,58.0,145.0,30.0,6.0,8.0,82.0,3.0,,49.0,25.0,,3.0,26.0,,,147.0
knighjo02,1913,1,NYA,AL,70,70.0,250.0,24.0,59.0,10.0,0.0,0.0,24.0,7.0,,25.0,27.0,,2.0,6.0,,,70.0
nicolhu01,1883,1,SL4,AA,94,94.0,368.0,73.0,105.0,13.0,3.0,0.0,39.0,0.0,,18.0,,,,,,,94.0
musiast01,1952,1,SLN,NL,154,154.0,578.0,105.0,194.0,42.0,6.0,21.0,91.0,7.0,7.0,96.0,29.0,,2.0,0.0,,11.0,154.0
kreutch01,1990,1,TEX,AL,22,22.0,22.0,2.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,8.0,9.0,0.0,0.0,1.0,1.0,0.0,22.0
gottji01,1984,1,TOR,AL,35,0.0,,,,,,,,,,,,,,,,,35.0
gaspaha01,1909,1,CIN,NL,44,44.0,82.0,3.0,10.0,1.0,0.0,0.0,7.0,1.0,,3.0,,,0.0,10.0,,,44.0
lachoal01,1983,1,TEX,AL,2,0.0,,,,,,,,,,,,,,,,,2.0
alvarab01,2004,1,BOS,AL,1,0.0,,,,,,,,,,,,,,,,,1.0
kuennha01,1962,1,SFN,NL,130,130.0,487.0,73.0,148.0,23.0,5.0,10.0,68.0,3.0,6.0,49.0,37.0,3.0,1.0,6.0,5.0,9.0,130.0
sincobe01,1908,1,CIN,NL,1,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,,,1.0
sherrno01,1960,1,LAN,NL,47,47.0,138.0,22.0,39.0,4.0,1.0,8.0,19.0,0.0,0.0,12.0,29.0,3.0,3.0,1.0,0.0,2.0,47.0
bucknbi01,1990,1,BOS,AL,22,22.0,43.0,4.0,8.0,0.0,0.0,1.0,3.0,0.0,0.0,3.0,2.0,2.0,0.0,1.0,1.0,1.0,22.0
davisma02,1991,1,CAL,AL,3,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
berrych01,1884,2,KCU,UA,29,29.0,118.0,15.0,29.0,6.0,1.0,1.0,,0.0,,1.0,,,,,,,29.0
tomlira01,1993,1,PIT,NL,18,18.0,33.0,3.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,2.0,0.0,1.0,18.0
welchcu01,1890,1,PH4,AA,103,103.0,396.0,100.0,106.0,21.0,4.0,2.0,40.0,64.0,,49.0,,,32.0,,,,103.0
mitchfr01,1902,2,PHA,AL,19,19.0,48.0,7.0,9.0,1.0,1.0,0.0,3.0,1.0,,1.0,,,0.0,3.0,,,19.0
martipe02,2006,1,NYN,NL,23,22.0,38.0,2.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,16.0,0.0,0.0,9.0,0.0,0.0,23.0
doyleja01,1898,2,NY1,NL,82,82.0,297.0,42.0,84.0,15.0,3.0,1.0,43.0,14.0,,12.0,,,3.0,4.0,,,82.0
torgeea01,1950,1,BSN,NL,156,156.0,576.0,120.0,167.0,30.0,3.0,23.0,87.0,15.0,,119.0,69.0,,1.0,8.0,,10.0,156.0
turlebo01,1954,1,BAL,AL,35,35.0,81.0,8.0,11.0,2.0,0.0,0.0,5.0,1.0,0.0,2.0,23.0,,0.0,6.0,0.0,0.0,35.0
beechma01,1996,1,PHI,NL,8,8.0,14.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,8.0
lyonsba01,1987,1,NYN,NL,53,53.0,130.0,15.0,33.0,4.0,1.0,4.0,24.0,0.0,0.0,8.0,24.0,1.0,2.0,0.0,3.0,1.0,53.0
byrdsa01,1936,1,CIN,NL,59,59.0,141.0,17.0,35.0,8.0,0.0,2.0,13.0,0.0,,11.0,11.0,,0.0,1.0,,4.0,59.0
steinte01,1987,1,OAK,AL,122,122.0,391.0,66.0,111.0,16.0,3.0,16.0,56.0,1.0,2.0,32.0,66.0,2.0,9.0,3.0,3.0,10.0,122.0
burkeje01,1903,1,SLA,AL,132,132.0,515.0,73.0,151.0,20.0,7.0,3.0,40.0,17.0,,52.0,,,3.0,4.0,,,132.0
heydomi01,1906,1,WS1,AL,49,49.0,145.0,14.0,23.0,7.0,1.0,0.0,10.0,2.0,,14.0,,,1.0,1.0,,,49.0
bartedi01,1941,2,NY1,NL,104,104.0,373.0,44.0,113.0,20.0,0.0,5.0,35.0,6.0,,52.0,29.0,,4.0,9.0,,11.0,104.0
hanlone01,1885,1,DTN,NL,105,105.0,424.0,93.0,128.0,18.0,8.0,1.0,29.0,,,47.0,18.0,,,,,,105.0
foleycu01,1880,1,BSN,NL,80,80.0,332.0,44.0,97.0,13.0,2.0,2.0,31.0,,,8.0,14.0,,,,,,80.0
hobbigl01,1964,2,SLN,NL,13,13.0,13.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,13.0
affelje01,2008,1,CIN,NL,74,68.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0
taubeed01,1994,1,HOU,NL,5,5.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,5.0
