playerid,yearid,gamenum,gameid,teamid,lgid,gp,startingpos
thomeji01,1999,0,ALS199907130,CLE,AL,1.0,3.0
mazerbi01,1960,2,ALS196007130,PIT,NL,1.0,4.0
pearsmo01,1940,0,NLS194007090,NYA,AL,0.0,
scottge02,1977,0,ALS197707190,BOS,AL,1.0,
gossari01,1980,0,NLS198007080,NYA,AL,1.0,
blackew01,1949,0,NLS194907120,CIN,NL,1.0,
musiast01,1963,0,ALS196307090,SLN,NL,1.0,
martipe02,1998,0,NLS199807070,BOS,AL,0.0,
sievero01,1956,0,ALS195607100,WS1,AL,1.0,
riggsle01,1936,0,NLS193607070,CIN,NL,1.0,
aparilu01,1960,1,ALS196007110,CHA,AL,1.0,
donovdi01,1955,0,NLS195507120,CHA,AL,0.0,
garcino01,2006,0,NLS200607110,LAN,NL,0.0,
camparo01,1949,0,NLS194907120,BRO,NL,1.0,
baylodo01,1979,0,ALS197907170,CAL,AL,1.0,7.0
killeha01,1968,0,NLS196807090,MIN,AL,1.0,3.0
smithoz01,1982,0,NLS198207130,SLN,NL,1.0,
smithoz01,1991,0,ALS199107090,SLN,NL,1.0,6.0
griffke01,1980,0,NLS198007080,CIN,NL,1.0,
offerjo01,1995,0,ALS199507110,LAN,NL,1.0,
morgajo02,1974,0,NLS197407230,CIN,NL,1.0,4.0
olivato01,1968,0,NLS196807090,MIN,AL,1.0,
jeterde01,2011,0,NLS201107120,NYA,AL,,
robinbr01,1962,1,ALS196207100,BAL,AL,1.0,
walkela01,2001,0,ALS200107100,COL,NL,1.0,10.0
robinfr02,1957,0,NLS195707090,CIN,NL,1.0,7.0
jonesad01,2009,0,NLS200907140,BAL,AL,1.0,
cepedor01,1962,2,NLS196207300,SFN,NL,1.0,3.0
rodriiv01,2006,0,NLS200607110,DET,AL,1.0,2.0
ceyro01,1976,0,NLS197607130,LAN,NL,1.0,
murraed02,1983,0,ALS198307060,BAL,AL,1.0,
lollash01,1960,2,ALS196007130,CHA,AL,1.0,
paigesa01,1952,0,NLS195207080,SLA,AL,0.0,
sanchfr01,2006,0,NLS200607110,PIT,NL,1.0,
ramirra01,1984,0,NLS198407100,ATL,NL,0.0,
goodmiv01,1939,0,ALS193907110,CIN,NL,1.0,9.0
grissma01,1954,0,ALS195407130,NY1,NL,1.0,
woodlge01,1959,2,NLS195908030,BAL,AL,1.0,
rolensc01,2004,0,NLS200407130,SLN,NL,1.0,5.0
bailean01,2010,0,ALS201007130,OAK,AL,1.0,
youklke01,2011,0,NLS201107120,BOS,AL,1.0,
stiebda01,1980,0,NLS198007080,TOR,AL,1.0,
larkiba01,1993,0,ALS199307130,CIN,NL,1.0,6.0
gehrich01,1933,0,ALS193307060,DET,AL,1.0,4.0
russebi01,1976,0,NLS197607130,LAN,NL,1.0,
mcdowsa01,1966,0,NLS196607120,CLE,AL,0.0,
millest01,1961,2,ALS196107310,SFN,NL,1.0,
groatdi01,1962,2,NLS196207300,PIT,NL,1.0,6.0
drysddo01,1962,1,ALS196207100,LAN,NL,1.0,1.0
cabremi01,2010,0,ALS201007130,DET,AL,1.0,3.0
knoblch01,1997,0,ALS199707080,MIN,AL,1.0,
lopatst01,1956,0,ALS195607100,PHI,NL,0.0,
boudrlo01,1940,0,NLS194007090,CLE,AL,1.0,
daviscu01,1936,0,NLS193607070,CHN,NL,1.0,
thomafr04,1993,0,ALS199307130,CHA,AL,1.0,
thornan01,1982,0,NLS198207130,CLE,AL,1.0,
mizejo01,1942,0,NLS194207060,NY1,NL,1.0,3.0
chancde01,1964,0,NLS196407070,LAA,AL,1.0,1.0
suzukic01,2005,0,ALS200507120,SEA,AL,1.0,
grievbe01,1998,0,NLS199807070,OAK,AL,1.0,
piersji01,1956,0,ALS195607100,BOS,AL,1.0,
cepedor01,1967,0,ALS196707110,SLN,NL,1.0,3.0
nomohi01,1995,0,ALS199507110,LAN,NL,1.0,1.0
sabatcc01,2010,0,ALS201007130,NYA,AL,0.0,
olivato01,1967,0,ALS196707110,MIN,AL,1.0,8.0
arrojro01,1998,0,NLS199807070,TBA,AL,1.0,
roepr01,1950,0,ALS195007110,BRO,NL,0.0,
uptonju01,2011,0,NLS201107120,ARI,NL,1.0,
lollash01,1954,0,ALS195407130,CHA,AL,0.0,
oliveal01,1972,0,NLS197207250,PIT,NL,1.0,
dimagdo01,1952,0,NLS195207080,BOS,AL,1.0,8.0
molinya01,2011,0,NLS201107120,SLN,NL,1.0,
gonzaad01,2009,0,NLS200907140,SDN,NL,1.0,
gustifr01,1948,0,ALS194807130,PIT,NL,1.0,
mccarti01,1967,0,ALS196707110,SLN,NL,1.0,
clarkwi02,1990,0,NLS199007100,SFN,NL,1.0,3.0
speiech01,1972,0,NLS197207250,SFN,NL,1.0,
hunteca01,1974,0,NLS197407230,OAK,AL,1.0,
bondsba01,2002,0,NLS200207090,SFN,NL,1.0,7.0
deandi01,1935,0,ALS193507080,SLN,NL,1.0,
oroscje01,1983,0,ALS198307060,NYN,NL,1.0,
wilsoji02,1954,0,ALS195407130,ML1,NL,0.0,
burgesm01,1960,1,ALS196007110,PIT,NL,1.0,
ramirma02,2000,0,NLS200007110,CLE,AL,0.0,
hoffmtr01,1999,0,ALS199907130,SDN,NL,1.0,
hughste01,1943,0,ALS194307130,BOS,AL,1.0,
twitcwa01,1973,0,ALS197307240,PHI,NL,1.0,
stiebda01,1984,0,NLS198407100,TOR,AL,1.0,1.0
malzofr01,1958,0,ALS195807080,BOS,AL,1.0,5.0
hardyjj01,2007,0,NLS200707100,MIL,NL,1.0,
wellsda01,1998,0,NLS199807070,NYA,AL,1.0,1.0
willite01,1960,1,ALS196007110,BOS,AL,1.0,
canoro01,2006,0,NLS200607110,NYA,AL,0.0,
robinfr02,1965,0,ALS196507130,CIN,NL,1.0,
jeterde01,2002,0,NLS200207090,NYA,AL,1.0,
skowrbi01,1957,0,NLS195707090,NYA,AL,1.0,
boudrlo01,1943,0,ALS194307130,CLE,AL,0.0,
kellge01,1953,0,NLS195307140,BOS,AL,1.0,
chapmbe01,1934,0,NLS193407100,NYA,AL,1.0,
ontivst02,1995,0,ALS199507110,OAK,AL,1.0,
killeha01,1965,0,ALS196507130,MIN,AL,1.0,3.0
sundbji01,1984,0,NLS198407100,ML4,AL,1.0,
brettke01,1974,0,NLS197407230,PIT,NL,1.0,
vazquja01,2004,0,NLS200407130,NYA,AL,1.0,
rodriiv01,1996,0,NLS199607090,TEX,AL,1.0,2.0
cartyri01,1970,0,NLS197007140,ATL,NL,1.0,7.0
smoltjo01,1989,0,ALS198907110,ATL,NL,1.0,
derripa01,1935,0,ALS193507080,CIN,NL,1.0,
willsma01,1961,2,ALS196107310,LAN,NL,1.0,6.0
burksel01,1990,0,NLS199007100,BOS,AL,0.0,
sotoma01,1984,0,NLS198407100,CIN,NL,1.0,
doerrbo01,1946,0,ALS194607090,BOS,AL,1.0,4.0
mclouna01,2008,0,ALS200807150,PIT,NL,1.0,
papeljo01,2008,0,ALS200807150,BOS,AL,1.0,
lollash01,1958,0,ALS195807080,CHA,AL,0.0,
urbinug01,1998,0,NLS199807070,MON,NL,1.0,
elliobo01,1948,0,ALS194807130,BSN,NL,1.0,
medwijo01,1940,0,NLS194007090,BRO,NL,1.0,7.0
lopezja01,1997,0,ALS199707080,ATL,NL,1.0,
venturo01,2002,0,NLS200207090,NYA,AL,1.0,
clemero01,1966,0,NLS196607120,PIT,NL,1.0,9.0
clarkja01,1987,0,ALS198707140,SLN,NL,1.0,3.0
perezto01,1976,0,NLS197607130,CIN,NL,1.0,
hollaal01,1984,0,NLS198407100,PHI,NL,0.0,
beltrad01,2011,0,NLS201107120,TEX,AL,1.0,5.0
rodrial01,1997,0,ALS199707080,SEA,AL,1.0,6.0
heganji01,1951,0,ALS195107100,CLE,AL,1.0,
applilu01,1943,0,ALS194307130,CHA,AL,0.0,
chapmsa01,1946,0,ALS194607090,PHA,AL,1.0,
westsa01,1937,0,ALS193707070,SLA,AL,1.0,7.0
altmage01,1962,2,NLS196207300,CHN,NL,1.0,
wyrosjo01,1951,0,ALS195107100,CIN,NL,1.0,
palmeji01,1978,0,NLS197807110,BAL,AL,1.0,1.0
voisebi01,1944,0,NLS194407110,NY1,NL,0.0,
swishni01,2010,0,ALS201007130,NYA,AL,1.0,
rolensc01,2010,0,ALS201007130,CIN,NL,1.0,
roberro01,1953,0,NLS195307140,PHI,NL,1.0,1.0
laryfr01,1960,2,ALS196007130,DET,AL,1.0,
willite01,1958,0,ALS195807080,BOS,AL,1.0,
wickmbo01,2000,0,NLS200007110,MIL,NL,1.0,
sainjo01,1953,0,NLS195307140,NYA,AL,0.0,
giambja01,2004,0,NLS200407130,NYA,AL,1.0,3.0
violafr01,1988,0,NLS198807120,MIN,AL,1.0,1.0
kernji01,1977,0,ALS197707190,CLE,AL,1.0,
schmimi01,1976,0,NLS197607130,PHI,NL,1.0,
delgaca01,2003,0,ALS200307150,TOR,AL,1.0,3.0
francjo01,1990,0,NLS199007100,NYN,NL,1.0,
mantlmi01,1962,2,NLS196207300,NYA,AL,0.0,
gwynnto01,1984,0,NLS198407100,SDN,NL,1.0,7.0
milleed03,1941,0,ALS194107080,BSN,NL,1.0,
walkedi02,1943,0,ALS194307130,BRO,NL,1.0,
hemslro01,1935,0,ALS193507080,SLA,AL,1.0,2.0
dawsoan01,1981,0,ALS198108090,MON,NL,1.0,8.0
lankfra01,1997,0,ALS199707080,SLN,NL,1.0,8.0
purkebo01,1958,0,ALS195807080,CIN,NL,0.0,
demarfr02,1937,0,ALS193707070,CHN,NL,1.0,8.0
ziskri01,1977,0,ALS197707190,CHA,AL,1.0,7.0
messean01,1976,0,NLS197607130,ATL,NL,0.0,
jacksra01,1954,0,ALS195407130,CHN,NL,1.0,
schoere01,1946,0,ALS194607090,SLN,NL,1.0,4.0
wolfra02,2003,0,ALS200307150,PHI,NL,1.0,
pujolal01,2005,0,ALS200507120,SLN,NL,1.0,10.0
powelbo01,1971,0,ALS197107130,BAL,AL,0.0,
minosmi01,1952,0,NLS195207080,CHA,AL,1.0,
kingmda01,1980,0,NLS198007080,CHN,NL,1.0,7.0
castivi02,1995,0,ALS199507110,COL,NL,1.0,5.0
mayswi01,1962,1,ALS196207100,SFN,NL,1.0,8.0
moorejo02,1934,0,NLS193407100,NY1,NL,0.0,
spahnwa01,1961,2,ALS196107310,ML1,NL,0.0,
kinerra01,1953,0,NLS195307140,CHN,NL,1.0,
nevinph01,2001,0,ALS200107100,SDN,NL,1.0,
cabreme01,2012,0,ALS201207100,SFN,NL,1.0,8.0
patekfr01,1976,0,NLS197607130,KCA,AL,1.0,
trillma01,1977,0,ALS197707190,CHN,NL,1.0,
morgajo02,1979,0,ALS197907170,CIN,NL,1.0,
howarel01,1958,0,ALS195807080,NYA,AL,0.0,
howarel01,1962,2,NLS196207300,NYA,AL,1.0,
groatdi01,1960,1,ALS196007110,PIT,NL,1.0,
jeterde01,2007,0,NLS200707100,NYA,AL,1.0,6.0
stantmi03,2012,0,ALS201207100,MIA,NL,,
penato01,1985,0,ALS198507160,PIT,NL,1.0,
fingero01,1975,0,ALS197507150,OAK,AL,0.0,
gentiji01,1960,1,ALS196007110,BAL,AL,1.0,
colliri02,1935,0,ALS193507080,SLN,NL,1.0,
gonzalu01,2002,0,NLS200207090,ARI,NL,1.0,
camparo01,1953,0,NLS195307140,BRO,NL,1.0,2.0
wilsobr01,2008,0,ALS200807150,SFN,NL,1.0,
treshto01,1962,1,ALS196207100,NYA,AL,0.0,
harrebu01,1970,0,NLS197007140,NYN,NL,1.0,
leonaje01,1987,0,ALS198707140,SFN,NL,1.0,
santoro01,1972,0,NLS197207250,CHN,NL,1.0,
boggswa01,1992,0,NLS199207140,BOS,AL,1.0,5.0
martipe01,1935,0,ALS193507080,SLN,NL,1.0,5.0
mitchke01,1990,0,NLS199007100,SFN,NL,1.0,7.0
puckeki01,1995,0,ALS199507110,MIN,AL,1.0,9.0
willibe02,2001,0,ALS200107100,NYA,AL,1.0,
laniema01,1943,0,ALS194307130,SLN,NL,0.0,
mondera01,1995,0,ALS199507110,LAN,NL,1.0,
utleych01,2010,0,ALS201007130,PHI,NL,0.0,
bondsba01,1992,0,NLS199207140,PIT,NL,1.0,7.0
pujolal01,2007,0,NLS200707100,SLN,NL,0.0,
cansejo01,1990,0,NLS199007100,OAK,AL,1.0,9.0
wilsocj01,2012,0,ALS201207100,TEX,AL,,
colliri02,1937,0,ALS193707070,CHN,NL,1.0,
