playerid,awardid,yearid,lgid,tie,notes
gehrich01,Baseball Magazine All-Star,1936,ML,,2B
loberha01,Baseball Magazine All-Star,1911,NL,,3B
rosepe01,Gold Glove,1969,NL,,OF
daubeja01,Baseball Magazine All-Star,1912,ML,,1B
karroer01,Rookie of the Year,1992,NL,,
giustda01,TSN Fireman of the Year,1971,NL,,
robinja02,TSN All-Star,1949,ML,,2B
wilsoha01,Baseball Magazine All-Star,1927,NL,,CF
suttebr01,Babe Ruth Award,1982,NL,,RP
reesepe01,Baseball Magazine All-Star,1946,NL,,SS
wagneho01,Baseball Magazine All-Star,1911,ML,,SS
ramirma02,Silver Slugger,1995,AL,,OF
gonzaad01,Gold Glove,2008,NL,,1B
gracema01,Gold Glove,1995,NL,,1B
bergewa01,Baseball Magazine All-Star,1933,ML,,CF
kellge01,Baseball Magazine All-Star,1950,AL,,3B
sislege01,Baseball Magazine All-Star,1918,AL,,1B
powervi01,Gold Glove,1962,AL,,1B
molitpa01,Lou Gehrig Memorial Award,1997,ML,,
robinfr02,World Series MVP,1966,ML,,
hartnga01,Baseball Magazine All-Star,1936,NL,,C
greenha01,Baseball Magazine All-Star,1940,ML,,LF
kaatji01,TSN All-Star,1966,AL,,P
hansero02,Rookie of the Year,1960,AL,,
lyonste01,Baseball Magazine All-Star,1930,ML,,P1
mauerjo01,TSN All-Star,2006,AL,,C
camniho01,Baseball Magazine All-Star,1909,NL,,P4
mattido01,Gold Glove,1991,AL,,1B
thondi01,TSN All-Star,1983,NL,,SS
mayswi01,TSN All-Star,1963,NL,,OF
cartega01,TSN All-Star,1980,NL,,C
mcinnst01,Baseball Magazine All-Star,1912,AL,,1B
jacksjo01,Baseball Magazine All-Star,1911,ML,,RF
kentje01,TSN All-Star,2000,NL,,2B
grandcu01,Silver Slugger,2011,AL,,OF
rodriiv01,Gold Glove,1995,AL,,C
burksel01,Silver Slugger,1996,NL,,OF
doerrbo01,Baseball Magazine All-Star,1946,AL,,2B
leiteal01,TSN All-Star,1996,NL,,LHP
gonzaju03,TSN All-Star,1993,AL,,OF
hornsro01,TSN All-Star,1928,ML,,2B
martipe02,Pitching Triple Crown,1999,AL,,
murphda05,Silver Slugger,1982,NL,,OF
kammwi01,Baseball Magazine All-Star,1926,AL,,3B
riceji01,TSN All-Star,1977,AL,,OF
rixeyep01,Baseball Magazine All-Star,1922,NL,,P2
greendi01,Babe Ruth Award,1974,AL,,2B
hamptmi01,Silver Slugger,2003,NL,,P
simmote01,Silver Slugger,1980,NL,,C
gehrilo01,TSN Guide MVP,1934,AL,,
gehrich01,TSN Guide MVP,1937,AL,,
mayswi01,Rookie of the Year,1951,NL,,
hartnga01,TSN All-Star,1927,ML,,C
voisebi01,Baseball Magazine All-Star,1944,NL,,P3
jacksjo01,Baseball Magazine All-Star,1913,ML,,OF
jacksjo01,Baseball Magazine All-Star,1913,AL,,OF
fellebo01,Baseball Magazine All-Star,1947,ML,,P1
hubbeca01,TSN Guide MVP,1933,NL,,
brettge01,ALCS MVP,1985,AL,,
hoytla01,All-Star Game MVP,1985,ML,,
saberbr01,Babe Ruth Award,1985,AL,,P
saberbr01,Cy Young Award,1985,AL,,
goodedw01,Cy Young Award,1985,NL,,
brettge01,Gold Glove,1985,AL,,3B
griffal01,Gold Glove,1985,AL,,SS
guidrro01,Gold Glove,1985,AL,,P
mattido01,Gold Glove,1985,AL,,1B
murphdw01,Gold Glove,1985,AL,Y,OF
parrila02,Gold Glove,1985,AL,,C
pettiga01,Gold Glove,1985,AL,,OF
whitalo01,Gold Glove,1985,AL,,2B
winfida01,Gold Glove,1985,AL,,OF
dawsoan01,Gold Glove,1985,NL,,OF
hernake01,Gold Glove,1985,NL,,1B
mcgeewi01,Gold Glove,1985,NL,,OF
murphda05,Gold Glove,1985,NL,,OF
penato01,Gold Glove,1985,NL,,C
reuscri01,Gold Glove,1985,NL,,P
sandbry01,Gold Glove,1985,NL,,2B
smithoz01,Gold Glove,1985,NL,,SS
wallati01,Gold Glove,1985,NL,,3B
reuscri01,Hutch Award,1985,ML,,
murphda05,Lou Gehrig Memorial Award,1985,ML,,
mattido01,Most Valuable Player,1985,AL,,
mcgeewi01,Most Valuable Player,1985,NL,,
smithoz01,NLCS MVP,1985,NL,,
goodedw01,Pitching Triple Crown,1985,NL,,
baylodo01,Roberto Clemente Award,1985,ML,,
quiseda01,Rolaids Relief Man Award,1985,AL,,
reardje01,Rolaids Relief Man Award,1985,NL,,
guilloz01,Rookie of the Year,1985,AL,,
baylodo01,Silver Slugger,1985,AL,,DH
bellge02,Silver Slugger,1985,AL,,OF
brettge01,Silver Slugger,1985,AL,,3B
fiskca01,Silver Slugger,1985,AL,,C
henderi01,Silver Slugger,1985,AL,,OF
mattido01,Silver Slugger,1985,AL,,1B
ripkeca01,Silver Slugger,1985,AL,,SS
whitalo01,Silver Slugger,1985,AL,,2B
winfida01,Silver Slugger,1985,AL,,OF
brookhu01,Silver Slugger,1985,NL,,SS
cartega01,Silver Slugger,1985,NL,,C
clarkja01,Silver Slugger,1985,NL,,1B
mcgeewi01,Silver Slugger,1985,NL,,OF
murphda05,Silver Slugger,1985,NL,,OF
parkeda01,Silver Slugger,1985,NL,,OF
rhoderi01,Silver Slugger,1985,NL,,P
sandbry01,Silver Slugger,1985,NL,,2B
wallati01,Silver Slugger,1985,NL,,3B
baineha01,TSN All-Star,1985,AL,,OF
baylodo01,TSN All-Star,1985,AL,,DH
boggswa01,TSN All-Star,1985,AL,,3B
bradlph01,TSN All-Star,1985,AL,,OF
fiskca01,TSN All-Star,1985,AL,,C
garcida01,TSN All-Star,1985,AL,,2B
guidrro01,TSN All-Star,1985,AL,,LHP
henderi01,TSN All-Star,1985,AL,,OF
mattido01,TSN All-Star,1985,AL,,1B
ripkeca01,TSN All-Star,1985,AL,,SS
saberbr01,TSN All-Star,1985,AL,,RHP
cartega01,TSN All-Star,1985,NL,,C
goodedw01,TSN All-Star,1985,NL,,RHP
hernake01,TSN All-Star,1985,NL,,1B
herrto01,TSN All-Star,1985,NL,,2B
mcgeewi01,TSN All-Star,1985,NL,,OF
murphda05,TSN All-Star,1985,NL,,OF
parkeda01,TSN All-Star,1985,NL,,OF
smithoz01,TSN All-Star,1985,NL,,SS
tudorjo01,TSN All-Star,1985,NL,,LHP
quiseda01,TSN Fireman of the Year,1985,AL,,
reardje01,TSN Fireman of the Year,1985,NL,,
mattido01,TSN Major League Player of the Year,1985,ML,,
saberbr01,TSN Pitcher of the Year,1985,AL,,
goodedw01,TSN Pitcher of the Year,1985,NL,,
mattido01,TSN Player of the Year,1985,AL,,
mcgeewi01,TSN Player of the Year,1985,NL,,
saberbr01,World Series MVP,1985,ML,,
barrema02,ALCS MVP,1986,AL,,
clemero02,All-Star Game MVP,1986,ML,,
knighra01,Babe Ruth Award,1986,NL,,3B
loftoke01,Gold Glove,1996,AL,,OF
foxxji01,Baseball Magazine All-Star,1941,AL,,1B
strawda01,Silver Slugger,1990,NL,,OF
floodcu01,Gold Glove,1968,NL,,OF
whitefr01,Gold Glove,1980,AL,,2B
rayjo01,TSN All-Star,1988,AL,,2B
chaseha01,Baseball Magazine All-Star,1909,ML,,1B
troutdi01,TSN All-Star,1944,ML,,P
powervi01,Gold Glove,1959,AL,,1B
schmimi01,Most Valuable Player,1980,NL,,
renteed01,TSN All-Star,2003,NL,,SS
vizquom01,Hutch Award,1996,ML,,
willite01,Baseball Magazine All-Star,1939,ML,,RF
slaugen01,Baseball Magazine All-Star,1942,ML,,RF
foxxji01,TSN All-Star,1932,ML,,1B
dimagjo01,Baseball Magazine All-Star,1936,ML,,LF
cuellmi01,TSN All-Star,1974,AL,,LHP
simmoal01,TSN All-Star,1931,ML,,OF
branded01,Baseball Magazine All-Star,1931,ML,,P4
elliobo01,TSN All-Star,1948,ML,,3B
santibe01,TSN All-Star,1987,NL,,C
camparo01,Most Valuable Player,1955,NL,,
snidedu01,Baseball Magazine All-Star,1950,NL,,CF
hortowi01,TSN All-Star,1968,AL,,OF
schilcu01,Branch Rickey Award,2001,ML,,
foxxji01,Baseball Magazine All-Star,1940,AL,,1B
friscfr01,TSN All-Star,1931,ML,,2B
jeterde01,Lou Gehrig Memorial Award,2010,ML,,
bondsba01,Silver Slugger,1992,NL,,OF
johnswa01,Baseball Magazine All-Star,1916,ML,,P2
gibsobo01,Gold Glove,1967,NL,,P
bluevi01,TSN Pitcher of the Year,1971,AL,,
alomaro01,Gold Glove,2001,AL,,2B
kenneve01,Baseball Magazine All-Star,1936,AL,,P2
puckeki01,Gold Glove,1986,AL,,OF
robinbr01,TSN All-Star,1962,AL,,3B
buhneja01,Gold Glove,1996,AL,,OF
boudrlo01,Baseball Magazine All-Star,1946,AL,,SS
sandbry01,Gold Glove,1987,NL,,2B
larkiba01,Roberto Clemente Award,1993,ML,,
jacksjo01,Baseball Magazine All-Star,1912,ML,,OF
guerrvl01,Silver Slugger,1999,NL,,OF
sutclri01,Cy Young Award,1984,NL,,
marioma01,TSN Major League Player of the Year,1944,ML,,
smithoz01,Branch Rickey Award,1994,ML,,
morame01,TSN All-Star,2004,AL,,3B
brookhu01,Silver Slugger,1986,NL,,SS
simmoal01,TSN All-Star,1929,ML,,OF
traynpi01,Baseball Magazine All-Star,1926,NL,,3B
santibe01,TSN All-Star,1991,NL,,C
seaveto01,Cy Young Award,1973,NL,,
wrighda03,Silver Slugger,2007,NL,,3B
rolliji01,Silver Slugger,2007,NL,,SS
dibblro01,NLCS MVP,1990,NL,,
schoere01,TSN All-Star,1957,ML,,2B
speaktr01,Baseball Magazine All-Star,1909,AL,,CF
cartega01,TSN All-Star,1982,NL,,C
santibe01,Gold Glove,1989,NL,,C
rolensc01,Gold Glove,2001,NL,,3B
schilcu01,TSN All-Star,2001,NL,,RHP
mantlmi01,TSN All-Star,1961,AL,,OF
waltebu01,Baseball Magazine All-Star,1939,ML,,P1
johnswa01,Baseball Magazine All-Star,1925,AL,,P1
parrila02,Silver Slugger,1984,AL,,C
hollima01,Silver Slugger,2007,NL,,OF
garcida01,TSN All-Star,1982,AL,,2B
scottmi03,TSN Pitcher of the Year,1986,NL,,
piazzmi01,TSN All-Star,1994,NL,,C
robinbr01,Gold Glove,1962,AL,,3B
schulfr01,Baseball Magazine All-Star,1908,NL,,RF
vizquom01,Gold Glove,2005,NL,,SS
nathajo01,TSN All-Star,2005,AL,Y,RP
doerrbo01,TSN All-Star,1944,ML,,2B
stanlmi01,Gold Glove,1970,AL,,OF
koufasa01,Cy Young Award,1965,ML,,
raschvi01,Baseball Magazine All-Star,1950,AL,,P1
stonege01,Baseball Magazine All-Star,1908,AL,,LF
bondsba01,Silver Slugger,2004,NL,,OF
fordwh01,TSN All-Star,1963,AL,,P
guerrvl01,TSN All-Star,2007,AL,,OF
ruelmu01,Baseball Magazine All-Star,1926,AL,,C
hollima01,Silver Slugger,2008,NL,,OF
gibsoge01,Baseball Magazine All-Star,1910,NL,,C1
martipe02,Cy Young Award,1999,AL,,
sandbry01,Gold Glove,1990,NL,,2B
traynpi01,TSN All-Star,1933,ML,,3B
mcgeewi01,Gold Glove,1983,NL,,OF
whiteer01,Baseball Magazine All-Star,1941,ML,,P4
wainwad01,Gold Glove,2009,NL,,P
alexape01,Pitching Triple Crown,1916,NL,,
suttodo01,All-Star Game MVP,1977,ML,,
cansejo01,Rookie of the Year,1986,AL,,
hillejo01,TSN Fireman of the Year,1973,AL,,
hernali01,NLCS MVP,1997,NL,,
torrejo01,TSN All-Star,1971,NL,,3B
dimagjo01,Baseball Magazine All-Star,1940,AL,,CF
bridgto01,Baseball Magazine All-Star,1936,AL,,P1
hernake01,TSN All-Star,1979,NL,,1B
scottmi03,TSN All-Star,1989,NL,,RHP
kaatji01,Gold Glove,1968,AL,,P
ruthba01,Most Valuable Player,1923,AL,,
grimebu01,TSN All-Star,1929,ML,,P
sislege01,Most Valuable Player,1922,AL,,
deandi01,Baseball Magazine All-Star,1934,ML,,P1
friscfr01,Baseball Magazine All-Star,1933,NL,,2B
raderdo02,Gold Glove,1972,NL,,3B
cravaga01,Baseball Magazine All-Star,1915,NL,,RF
campabe01,Babe Ruth Award,1973,AL,,SS
ferrewe01,Baseball Magazine All-Star,1935,AL,,P2
evansdw01,Silver Slugger,1981,AL,,OF
palmeji01,Gold Glove,1977,AL,,P
stargwi01,TSN Major League Player of the Year,1979,ML,,
gossari01,TSN Fireman of the Year,1975,AL,,
gagneer01,TSN All-Star,2003,NL,,RHP
cartega01,Silver Slugger,1981,NL,,C
rowanaa01,Gold Glove,2007,NL,,OF
griffke02,TSN Major League Player of the Year,1997,ML,,
glaustr01,World Series MVP,2002,ML,,
beckegl01,Gold Glove,1968,NL,,2B
haddiha01,Gold Glove,1958,NL,,P
coopece01,Roberto Clemente Award,1983,ML,,
lindjo01,Gold Glove,1992,NL,,2B
davisma01,Rolaids Relief Man Award,1989,NL,,
skowrbi01,TSN All-Star,1960,ML,,1B
evansdw01,Gold Glove,1984,AL,,OF
speiech01,TSN All-Star,1972,NL,,SS
mesajo01,TSN Fireman of the Year,1995,AL,,
rodriiv01,TSN All-Star,2004,AL,,C
snidedu01,TSN Major League Player of the Year,1955,ML,,
newhoha01,TSN Pitcher of the Year,1945,AL,,
morame01,Silver Slugger,2004,AL,,3B
erstada01,TSN All-Star,2000,AL,,OF
olivato01,Gold Glove,1966,AL,,OF
fostege01,All-Star Game MVP,1976,ML,,
johnswa01,Baseball Magazine All-Star,1917,ML,,P2
snowjt01,Gold Glove,2000,NL,,1B
musiast01,TSN Major League Player of the Year,1951,ML,,
foxne01,Gold Glove,1960,AL,,2B
canoro01,Silver Slugger,2011,AL,,2B
mitchke01,Silver Slugger,1989,NL,,OF
beltrca01,Silver Slugger,2006,NL,,OF
collied01,Baseball Magazine All-Star,1914,AL,,2B
willite01,TSN Player of the Year,1957,AL,,
rodrial01,TSN All-Star,2001,AL,,SS
kellge01,Baseball Magazine All-Star,1949,AL,,3B
suttebr01,TSN Fireman of the Year,1979,NL,,
heilmha01,Baseball Magazine All-Star,1925,AL,,RF
nathajo01,TSN Reliever of the Year,2004,AL,Y,
bonilbo01,Silver Slugger,1988,NL,,3B
zimmery01,Silver Slugger,2010,NL,,3B
deandi01,Baseball Magazine All-Star,1934,NL,,P1
mcgwima01,Rookie of the Year,1987,AL,,
suttebr01,TSN Fireman of the Year,1984,NL,,
youngdm01,Comeback Player of the Year,2007,NL,,
blairpa01,Gold Glove,1972,AL,,OF
lynnfr01,Gold Glove,1975,AL,,OF
mullige01,Baseball Magazine All-Star,1909,AL,,P4
larkiba01,Gold Glove,1995,NL,,SS
snowjt01,Gold Glove,1997,NL,,1B
cochrmi01,Baseball Magazine All-Star,1929,ML,,C
barfije01,Gold Glove,1986,AL,,OF
griffke02,Gold Glove,1999,AL,,OF
ortizda01,Roberto Clemente Award,2011,ML,,
butlebr01,Branch Rickey Award,1996,ML,,
dimagjo01,Most Valuable Player,1941,AL,,
averyst01,NLCS MVP,1991,NL,,
bandosa01,TSN All-Star,1973,AL,,3B
caminke01,Gold Glove,1997,NL,,3B
alexape01,Pitching Triple Crown,1920,NL,,
rosenal01,TSN Player of the Year,1953,AL,,
chambch01,Gold Glove,1978,AL,,1B
smoltjo01,TSN All-Star,1996,NL,,RHP
gordoto01,TSN Fireman of the Year,1998,AL,,
palmera01,TSN All-Star,1999,AL,,1B
gibsoge01,Baseball Magazine All-Star,1909,ML,,C3
parrila02,Gold Glove,1984,AL,,C
whitefr01,Gold Glove,1987,AL,,2B
rosepe01,TSN Player of the Year,1968,NL,,
griffke02,Gold Glove,1991,AL,,OF
stewada01,Babe Ruth Award,1989,AL,,P
jonesra01,Cy Young Award,1976,NL,,
roberro01,TSN All-Star,1952,ML,,P
morgajo02,Silver Slugger,1982,NL,,2B
walkela01,Most Valuable Player,1997,NL,,
koufasa01,World Series MVP,1965,ML,,
ceyro01,Babe Ruth Award,1981,NL,,3B
raineti01,Silver Slugger,1986,NL,,OF
dimagjo01,Baseball Magazine All-Star,1948,AL,,CF
alexape01,Baseball Magazine All-Star,1927,NL,,P3
sabatcc01,TSN All-Star,2007,AL,,SP
aaronha01,TSN All-Star,1959,ML,,OF
kaatji01,Gold Glove,1966,AL,,P
coneda01,Cy Young Award,1994,AL,,
belleal01,TSN All-Star,1993,AL,,OF
jacksre01,World Series MVP,1973,ML,,
dickebi01,TSN All-Star,1938,ML,,C
chaveer01,Gold Glove,2005,AL,,3B
stockmi01,Baseball Magazine All-Star,1922,NL,,3B
fostege01,TSN All-Star,1977,NL,,OF
torrejo01,TSN All-Star,1965,NL,,C
mayswi01,Gold Glove,1958,NL,,CF
scottmi03,NLCS MVP,1986,NL,,
jacksjo01,Baseball Magazine All-Star,1914,ML,,OF
nenro01,TSN Reliever of the Year,2001,NL,Y,
seweljo01,Baseball Magazine All-Star,1924,AL,,SS
fossera01,Gold Glove,1970,AL,,C
musiast01,Baseball Magazine All-Star,1948,NL,,RF
rodriiv01,Silver Slugger,1998,AL,,C
cartega01,All-Star Game MVP,1981,ML,,
traynpi01,TSN All-Star,1931,ML,,3B
hubbeca01,Baseball Magazine All-Star,1938,NL,,P2
minosmi01,TSN All-Star,1960,ML,,OF
belanma01,Gold Glove,1978,AL,,SS
rodrifr03,Rolaids Relief Man Award,2006,AL,,
pafkoan01,Baseball Magazine All-Star,1948,ML,,3B
murphda05,TSN All-Star,1982,NL,,OF
hershor01,NLCS MVP,1988,NL,,
wanerpa01,Baseball Magazine All-Star,1936,NL,,RF
kurowwh01,Baseball Magazine All-Star,1946,ML,,3B
mathech01,Baseball Magazine All-Star,1910,ML,,P2
porteda02,World Series MVP,1982,ML,,
gibsobo01,TSN All-Star,1970,NL,,RHP
hislela01,TSN All-Star,1978,AL,,OF
bellbu01,TSN All-Star,1981,AL,,3B
leebi02,Baseball Magazine All-Star,1938,NL,,P3
righeda01,Rolaids Relief Man Award,1987,AL,,
chaveer01,Gold Glove,2006,AL,,3B
morrija02,TSN All-Star,1981,AL,,RHP
bottoji01,TSN All-Star,1925,ML,,1B
willite01,TSN All-Star,1951,ML,,OF
oneilst01,Baseball Magazine All-Star,1921,AL,,C
boonebr01,Gold Glove,2003,AL,,2B
alomaro01,TSN All-Star,1992,AL,,2B
molitpa01,Branch Rickey Award,1998,ML,,
spahnwa01,TSN All-Star,1960,ML,,P
koufasa01,TSN Pitcher of the Year,1963,NL,,
kuennha01,Rookie of the Year,1953,AL,,
gehrich01,Baseball Magazine All-Star,1937,AL,,2B
mazerbi01,Gold Glove,1965,NL,,2B
nokesma01,TSN All-Star,1987,AL,,C
sundbji01,Gold Glove,1977,AL,,C
alexape01,Baseball Magazine All-Star,1913,NL,,P2
averiea01,TSN All-Star,1934,ML,,OF
bondsba01,TSN Player of the Year,1990,NL,,
wheatza01,Baseball Magazine All-Star,1916,NL,,OF
boggswa01,TSN All-Star,1986,AL,,3B
kammwi01,Baseball Magazine All-Star,1928,AL,,3B
whitede03,Gold Glove,1991,AL,,OF
sosasa01,TSN All-Star,1998,NL,,OF
johnswa01,Baseball Magazine All-Star,1913,ML,,P1
haddiha01,Gold Glove,1959,NL,,P
waltebu01,TSN All-Star,1940,ML,,P
grovele01,TSN All-Star,1929,ML,,P
vandejo01,Baseball Magazine All-Star,1938,NL,,P4
spahnwa01,TSN Pitcher of the Year,1953,NL,,
jonessa02,TSN Pitcher of the Year,1959,NL,,
mizejo01,TSN All-Star,1948,ML,,1B
justida01,ALCS MVP,2000,AL,,
vanceda01,Pitching Triple Crown,1924,NL,,
hamptmi01,Silver Slugger,2001,NL,,P
ripkeca01,Roberto Clemente Award,1992,ML,,
righeda01,TSN Fireman of the Year,1987,AL,Y,
puckeki01,Silver Slugger,1987,AL,,OF
collied01,Baseball Magazine All-Star,1922,AL,,2B
abreubo01,Gold Glove,2005,NL,,OF
rosepe01,TSN All-Star,1973,NL,,OF
bellbu01,Gold Glove,1980,AL,,3B
fernato01,Gold Glove,1987,AL,,SS
griffke02,TSN All-Star,1993,AL,,OF
chaveer01,Gold Glove,2003,AL,,3B
fossera01,Gold Glove,1971,AL,,C
dimagjo01,TSN All-Star,1937,ML,,OF
nettlgr01,Gold Glove,1978,AL,,3B
mayswi01,TSN Player of the Year,1965,NL,,
gehrich01,Baseball Magazine All-Star,1934,ML,,2B
ortizda01,Silver Slugger,2007,AL,,DH
fieldpr01,Hank Aaron Award,2007,NL,,
carltst01,Cy Young Award,1982,NL,,
cobbty01,Baseball Magazine All-Star,1922,ML,,OF
ruffire01,TSN All-Star,1937,ML,,P
gantro01,TSN All-Star,1991,NL,,OF
morgajo02,Gold Glove,1974,NL,,2B
trillma01,TSN All-Star,1980,NL,,2B
sundbji01,Gold Glove,1976,AL,,C
larsedo01,Babe Ruth Award,1956,AL,,P
ferrida01,Baseball Magazine All-Star,1946,AL,,P3
clemero01,Gold Glove,1964,NL,,OF
dawsoan01,TSN Player of the Year,1987,NL,,
whitebi03,Gold Glove,1960,NL,,1B
roberro01,Lou Gehrig Memorial Award,1962,ML,,
piazzmi01,TSN All-Star,1993,NL,,C
boudrlo01,TSN Major League Player of the Year,1948,ML,,
cobbty01,Baseball Magazine All-Star,1914,ML,,OF
greenha01,Baseball Magazine All-Star,1945,AL,,LF
goodedw01,Silver Slugger,1992,NL,,P
whitefr01,Gold Glove,1982,AL,,2B
marquja01,Silver Slugger,2005,NL,,P
bicheda01,Silver Slugger,1995,NL,,OF
cobbty01,Baseball Magazine All-Star,1911,ML,,CF
hernafe02,Cy Young Award,2010,AL,,
mantlmi01,TSN Major League Player of the Year,1956,ML,,
