playerid,yearid,stint,glf,gcf,grf
schuljo03,1913,1,0.0,2.0,3.0
obrieda01,1888,1,136.0,0.0,0.0
woodlge01,1952,1,112.0,6.0,0.0
bockmed01,1947,1,1.0,0.0,0.0
stratsc01,1889,1,10.0,4.0,15.0
ryanja01,1889,1,0.0,3.0,1.0
brainas01,1873,1,0.0,0.0,2.0
hartsto01,1898,1,0.0,0.0,21.0
almadme01,1936,1,11.0,3.0,69.0
hoagmy01,1944,2,0.0,66.0,0.0
hoagmy01,1934,1,29.0,17.0,50.0
nichofr02,1922,1,20.0,0.0,44.0
kappejo01,1890,1,11.0,8.0,5.0
larkihe01,1892,1,0.0,0.0,2.0
budd01,1890,1,1.0,0.0,0.0
shaffor01,1877,1,0.0,1.0,60.0
johnsro02,1938,1,7.0,0.0,0.0
munsojo01,1925,1,0.0,0.0,9.0
thompti01,1954,1,1.0,0.0,0.0
evansjo01,1922,1,30.0,17.0,3.0
culbele01,1948,1,0.0,11.0,0.0
nicolhu01,1886,1,0.0,1.0,56.0
menefjo01,1902,1,1.0,0.0,21.0
mckeola01,1884,1,0.0,1.0,0.0
fogarji01,1887,1,0.0,0.0,123.0
mclauto01,1883,1,8.0,9.0,1.0
jacobba01,1927,1,39.0,0.0,0.0
paborch01,1871,1,28.0,0.0,0.0
shortch01,1919,1,0.0,18.0,57.0
hannajo01,1884,1,1.0,1.0,4.0
coonejo01,1923,1,2.0,8.0,1.0
clarkal01,1947,1,6.0,0.0,10.0
careyma01,1924,1,0.0,149.0,0.0
himesja01,1905,1,1.0,0.0,11.0
burnsoy01,1892,1,2.0,0.0,127.0
easonma01,1906,1,1.0,0.0,1.0
dailyed01,1887,2,0.0,0.0,77.0
toddal01,1933,1,2.0,0.0,0.0
milledu01,1889,1,2.0,1.0,0.0
robinwi01,1892,1,0.0,0.0,1.0
gibsoro01,1890,2,0.0,0.0,2.0
eggleda01,1873,1,0.0,53.0,0.0
whitegi01,1915,1,0.0,2.0,26.0
secorfr01,1946,1,9.0,0.0,0.0
hatfijo01,1874,1,58.0,0.0,0.0
eppsha01,1944,1,0.0,18.0,0.0
zinngu01,1914,1,31.0,12.0,14.0
sievero01,1950,1,10.0,68.0,0.0
olinfr01,1884,3,26.0,0.0,0.0
waldrir01,1901,1,0.0,0.0,62.0
coopewi01,1916,1,1.0,0.0,0.0
duffyhu01,1893,1,0.0,128.0,3.0
rabbijo01,1922,1,1.0,0.0,0.0
gessldo01,1903,1,0.0,0.0,28.0
richaha01,1889,1,46.0,0.0,0.0
johnsca01,1871,1,0.0,0.0,6.0
heilmha01,1927,1,0.0,0.0,135.0
hollibu01,1895,1,5.0,27.0,0.0
holmwa01,1929,1,6.0,4.0,34.0
dierich01,1948,1,5.0,0.0,0.0
moellda01,1912,1,31.0,0.0,101.0
sievero01,1955,1,129.0,0.0,0.0
dolele01,1875,1,0.0,1.0,0.0
harbibi01,1882,1,0.0,23.0,0.0
burchal01,1906,1,0.0,58.0,33.0
pikeli01,1873,1,0.0,2.0,54.0
frazijo01,1947,1,0.0,0.0,5.0
walkedi02,1945,1,0.0,0.0,153.0
comorad01,1933,1,30.0,0.0,0.0
statzji01,1920,2,0.0,0.0,2.0
goodwi01,1916,1,9.0,1.0,36.0
moorete01,1936,1,0.0,133.0,0.0
baumhfr01,1949,2,0.0,7.0,38.0
lafited01,1911,1,0.0,2.0,0.0
maggeha02,1938,1,8.0,0.0,2.0
wanerpa01,1932,1,0.0,9.0,145.0
caldwra02,1913,1,0.0,1.0,2.0
highhu01,1918,1,2.0,1.0,1.0
anderjo01,1905,2,16.0,3.0,78.0
ellioge01,1911,1,0.0,0.0,2.0
loudeba01,1913,1,0.0,1.0,4.0
siegljo01,1906,1,7.0,14.0,0.0
kesslhe01,1876,1,0.0,2.0,14.0
stockot01,1893,1,1.0,0.0,0.0
glenned01,1884,1,43.0,0.0,0.0
moorete01,1948,1,0.0,71.0,0.0
bergecl01,1914,1,0.0,0.0,5.0
stumpbi01,1913,1,0.0,0.0,1.0
smithal01,1904,1,0.0,6.0,0.0
hermage01,1943,1,11.0,0.0,6.0
burnsoy01,1888,2,0.0,14.0,0.0
gardeal01,1945,1,0.0,1.0,0.0
zacheel01,1910,2,11.0,12.0,13.0
tayloda01,1936,1,31.0,0.0,0.0
seedsbo01,1934,1,0.0,0.0,1.0
falkbi01,1923,1,80.0,0.0,0.0
crabtes01,1933,1,0.0,4.0,3.0
coonejo01,1926,1,0.0,0.0,1.0
yorkto01,1884,1,68.0,0.0,15.0
bergewa01,1931,1,0.0,156.0,0.0
burnsoy01,1893,1,0.0,1.0,108.0
vanzaik01,1904,1,0.0,0.0,1.0
furilca01,1952,1,0.0,0.0,131.0
millewa02,1910,1,0.0,11.0,15.0
dykesji01,1928,1,1.0,0.0,0.0
culbele01,1944,1,0.0,72.0,0.0
barklsa01,1886,1,8.0,0.0,0.0
coumbfr01,1918,1,1.0,0.0,0.0
brownji02,1916,1,0.0,6.0,6.0
jonesfi01,1908,1,0.0,149.0,0.0
selkige01,1941,1,19.0,0.0,28.0
cranesa01,1890,2,0.0,0.0,1.0
ruthba01,1918,1,47.0,12.0,0.0
allenmy01,1887,1,73.0,1.0,41.0
stonejo01,1937,1,37.0,7.0,95.0
bridwal01,1906,1,0.0,0.0,1.0
millsev01,1873,1,0.0,1.0,0.0
williwa01,1885,1,0.0,0.0,1.0
glenned01,1888,1,3.0,0.0,0.0
questjo01,1885,1,1.0,0.0,0.0
schafha01,1877,1,1.0,0.0,22.0
chouife01,1914,1,2.0,1.0,0.0
bennech01,1887,1,1.0,0.0,0.0
mccreto01,1895,1,0.0,0.0,18.0
myershy01,1921,1,0.0,124.0,0.0
schulfr01,1904,1,20.0,0.0,0.0
thomsbo01,1950,1,0.0,149.0,0.0
greybi01,1895,1,1.0,0.0,0.0
kellejo01,1908,1,38.0,12.0,1.0
conlajo01,1935,1,0.0,21.0,16.0
masonch01,1875,2,8.0,0.0,0.0
haddoge01,1893,1,7.0,0.0,0.0
hoopeha01,1915,1,0.0,0.0,149.0
krehmch01,1885,1,1.0,0.0,1.0
leonajo01,1919,1,1.0,0.0,0.0
spaldal01,1874,1,0.0,6.0,0.0
ostrojo01,1950,2,34.0,7.0,4.0
clemeja01,1888,1,0.0,0.0,1.0
evansja01,1879,1,2.0,7.0,64.0
taylobi01,1881,3,23.0,0.0,0.0
parroto01,1895,1,1.0,8.0,0.0
lushjo01,1904,1,0.0,0.0,33.0
huntehe01,1920,1,3.0,1.0,0.0
sauered01,1949,1,4.0,0.0,7.0
leboube01,1922,1,33.0,4.0,5.0
careyma01,1913,1,144.0,11.0,0.0
birmijo01,1910,1,1.0,102.0,0.0
litwhda01,1944,1,136.0,0.0,0.0
hinchbi01,1905,1,12.0,0.0,0.0
fulmech02,1884,1,0.0,7.0,9.0
moseswa01,1951,1,0.0,0.0,27.0
zernigu01,1951,2,138.0,0.0,0.0
gilhofr01,1913,1,0.0,0.0,24.0
dowdto01,1897,1,0.0,30.0,0.0
clarkbo01,1888,1,1.0,1.0,6.0
bayha01,1902,2,24.0,79.0,4.0
dunnja01,1897,1,3.0,0.0,0.0
methebu01,1944,1,11.0,0.0,121.0
davidcl01,1918,1,1.0,0.0,7.0
metkoca01,1943,1,0.0,54.0,25.0
sommepe01,1890,1,0.0,0.0,2.0
metcaal01,1875,1,0.0,0.0,2.0
harbibi01,1876,1,0.0,2.0,4.0
vicksa01,1918,1,0.0,0.0,1.0
conwadi01,1886,1,0.0,1.0,0.0
cuyleki01,1926,1,62.0,79.0,18.0
esterdu01,1882,1,38.0,7.0,0.0
heathcl01,1930,1,0.0,3.0,32.0
odoulle01,1920,1,0.0,1.0,0.0
patribo01,1942,1,0.0,0.0,3.0
kingst01,1872,1,25.0,0.0,0.0
jenkito01,1929,1,0.0,1.0,2.0
tanneje01,1898,1,3.0,4.0,0.0
batesfr01,1899,1,1.0,0.0,1.0
stranla01,1915,1,0.0,0.0,2.0
wisebi01,1882,1,,,
lejeula01,1915,1,0.0,18.0,0.0
kellyki01,1891,3,0.0,0.0,6.0
hughemi01,1890,2,0.0,1.0,0.0
shankho01,1920,1,32.0,0.0,3.0
bendech01,1903,1,1.0,0.0,0.0
batesra01,1913,1,0.0,2.0,0.0
reisbo01,1935,1,4.0,3.0,14.0
schuljo03,1916,1,4.0,0.0,3.0
hermaba01,1933,1,0.0,0.0,131.0
garmsde01,1943,1,18.0,0.0,29.0
lindejo01,1949,1,63.0,3.0,1.0
walkedi02,1937,1,0.0,0.0,154.0
dorgami01,1881,2,0.0,4.0,1.0
stephri01,1928,1,135.0,0.0,0.0
brownge01,1903,1,1.0,0.0,140.0
secorfr01,1944,1,17.0,1.0,0.0
tebeapu01,1895,1,0.0,0.0,2.0
weyhigu01,1889,1,0.0,1.0,0.0
delahfr01,1914,1,78.0,0.0,0.0
roweda01,1886,1,4.0,86.0,0.0
boothed01,1872,1,0.0,3.0,1.0
coulsbo01,1908,1,4.0,1.0,1.0
sauerha01,1941,1,8.0,0.0,0.0
clappjo01,1879,1,0.0,0.0,7.0
tebeage01,1890,1,1.0,93.0,0.0
dwyerjo01,1882,1,1.0,0.0,0.0
colemed01,1932,1,0.0,0.0,16.0
hackeme01,1887,1,1.0,0.0,1.0
mcmilno01,1922,1,0.0,15.0,12.0
tettedi01,1955,1,2.0,0.0,0.0
statzji01,1927,1,3.0,118.0,1.0
wittwh01,1925,1,0.0,9.0,1.0
laabsch01,1946,1,6.0,0.0,66.0
bradlge01,1882,1,5.0,4.0,0.0
eggleda01,1877,1,0.0,33.0,0.0
foxxji01,1926,1,0.0,0.0,3.0
eland01,1873,1,0.0,0.0,1.0
koehlpi01,1925,1,1.0,0.0,2.0
hutchbi01,1891,1,0.0,0.0,1.0
gleasha01,1904,1,0.0,1.0,0.0
padgedo01,1938,1,3.0,5.0,63.0
speaktr01,1918,1,0.0,127.0,0.0
mccafha01,1883,1,0.0,5.0,0.0
daviski01,1932,1,1.0,132.0,0.0
daltoja01,1916,1,1.0,0.0,3.0
seyboso01,1908,1,0.0,0.0,34.0
johnsbo01,1936,1,131.0,1.0,0.0
radboge01,1883,1,1.0,0.0,0.0
clarkjo01,1889,1,0.0,0.0,0.0
devliji01,1873,1,0.0,0.0,1.0
obriejo01,1884,1,3.0,14.0,1.0
westlwa01,1948,1,1.0,67.0,57.0
slaugen01,1953,1,0.0,0.0,137.0
statzji01,1923,1,0.0,154.0,0.0
floweja01,1930,1,0.0,0.0,1.0
remseja01,1873,1,0.0,50.0,0.0
laudebi01,1902,1,2.0,0.0,2.0
selbaki01,1904,2,98.0,0.0,0.0
youngba01,1946,1,0.0,17.0,7.0
lucefr01,1923,1,3.0,1.0,1.0
chartmi01,1942,3,0.0,0.0,64.0
dwighal01,1884,1,0.0,1.0,0.0
sauered01,1949,2,29.0,20.0,25.0
niemabu01,1943,1,77.0,0.0,16.0
mitchda01,1949,1,149.0,0.0,0.0
mcnalmi01,1916,1,0.0,1.0,0.0
webbea01,1933,1,0.0,0.0,2.0
brownpe01,1891,2,54.0,1.0,0.0
burnsji01,1889,1,0.0,134.0,0.0
odoulle01,1919,1,0.0,0.0,1.0
walketi01,1914,1,145.0,0.0,0.0
vollmcl01,1948,1,0.0,1.0,1.0
laffefl01,1877,1,0.0,4.0,0.0
bowmabo02,1955,1,1.0,0.0,1.0
staffge01,1896,1,53.0,0.0,0.0
chapmsa01,1939,1,0.0,117.0,0.0
hempdu01,1890,2,2.0,7.0,0.0
leahyto01,1897,2,2.0,8.0,0.0
coopewi01,1917,1,0.0,0.0,1.0
menefjo01,1892,1,0.0,0.0,1.0
altroni01,1909,2,2.0,0.0,1.0
donovpa01,1890,1,0.0,32.0,0.0
strunam01,1917,1,0.0,146.0,0.0
shankho01,1918,1,54.0,2.0,8.0
ripplji01,1937,1,0.0,54.0,57.0
willidi02,1954,1,13.0,2.0,0.0
booeev01,1914,1,4.0,1.0,0.0
sundabi01,1885,1,1.0,4.0,43.0
sisledi01,1950,1,137.0,0.0,0.0
goodmiv01,1944,1,23.0,14.0,0.0
haasmu01,1933,1,0.0,146.0,0.0
wentzst01,1945,1,0.0,4.0,0.0
souchst01,1952,1,16.0,1.0,41.0
glennjo01,1877,1,36.0,0.0,1.0
maguija01,1950,1,4.0,0.0,5.0
wanerll01,1939,1,0.0,92.0,0.0
jacobba01,1927,3,9.0,2.0,3.0
brackgi01,1939,1,2.0,6.0,40.0
miksied01,1955,1,0.0,76.0,41.0
mcdonte01,1915,1,12.0,0.0,53.0
gannobi01,1901,1,0.0,0.0,15.0
lazzeto01,1938,1,1.0,0.0,0.0
wagneho01,1903,1,1.0,0.0,11.0
muelldo01,1948,1,18.0,1.0,1.0
stoveha01,1888,1,118.0,0.0,0.0
willicy01,1923,1,0.0,135.0,0.0
foxpe01,1934,1,0.0,11.0,110.0
felscha01,1915,1,34.0,73.0,10.0
birmijo01,1912,1,3.0,93.0,0.0
frienda01,1896,1,1.0,0.0,0.0
summaho01,1926,1,0.0,0.0,154.0
tobinja01,1918,1,43.0,78.0,1.0
alexape01,1914,1,1.0,0.0,0.0
mensoed01,1912,1,0.0,20.0,12.0
handiji01,1886,1,0.0,0.0,2.0
hoganwi01,1911,2,115.0,0.0,2.0
mackco01,1888,1,2.0,0.0,2.0
bayha01,1905,1,0.0,144.0,0.0
oldfida01,1886,1,0.0,0.0,1.0
thornwa01,1896,1,0.0,2.0,1.0
tuckeol01,1927,1,0.0,0.0,5.0
tanneje01,1902,1,5.0,0.0,11.0
keelewi01,1908,1,2.0,0.0,86.0
maconma01,1944,1,21.0,2.0,0.0
catteto01,1908,1,18.0,0.0,0.0
cathete01,1914,1,23.0,5.0,0.0
murphbo01,1890,2,1.0,0.0,4.0
mannle01,1919,1,78.0,0.0,0.0
nashbi01,1886,1,1.0,1.0,0.0
morrijo03,1887,1,0.0,9.0,0.0
wolteha01,1907,1,0.0,0.0,4.0
reillch02,1894,1,4.0,0.0,1.0
holmedu01,1898,1,11.0,2.0,9.0
clarkfr01,1896,1,131.0,0.0,0.0
guintbe01,1946,1,0.0,0.0,1.0
hutchbi01,1892,1,0.0,2.0,0.0
