awardid,yearid,lgid,playerid,pointswon,pointsmax,votesfirst
Rookie of the Year,2005,NL,taverwi01,78,160,7.0
MVP,1914,AL,walketi01,9,64,
Rookie of the Year,2000,AL,sasakka01,104,140,17.0
Rookie of the Year,1982,AL,hosteda01,3,140,0.0
MVP,1955,NL,musiast01,46,336,0.0
MVP,1972,NL,cardejo02,1,336,0.0
MVP,1987,AL,seitzke01,5,392,0.0
Rookie of the Year,1973,AL,medicdo01,2,24,2.0
MVP,1948,AL,dillibo01,10,336,0.0
MVP,1976,NL,griffke01,49,336,0.0
MVP,1964,NL,gibsobo01,2,280,0.0
Cy Young,2001,NL,oswalro01,1,160,0.0
MVP,1952,NL,metkoca01,2,336,0.0
MVP,1943,AL,newsosk01,3,336,0.0
MVP,2002,AL,eckstda01,24,392,0.0
MVP,1952,NL,raffeke01,8,336,0.0
MVP,1962,AL,aguirha01,10,280,0.0
MVP,2003,NL,edmonji01,3,448,0.0
MVP,1972,AL,lylesp01,158,336,1.0
MVP,1911,NL,alexape01,23,64,
MVP,1991,AL,tartada01,32,392,0.0
MVP,1959,AL,lollash01,44,336,0.0
MVP,2000,AL,willibe02,23,392,0.0
MVP,1968,NL,floodcu01,116,280,0.0
Cy Young,1988,AL,gubicma01,26,140,0.0
MVP,1945,AL,wolffro01,78,336,0.0
MVP,1975,AL,bondsbo01,1,336,0.0
MVP,1973,AL,munsoth01,43,336,0.0
MVP,1965,NL,rosepe01,67,280,0.0
MVP,1924,AL,schanwa01,7,64,0.0
MVP,1972,AL,grichbo01,16,336,0.0
Cy Young,1999,NL,millwke01,36,160,1.0
Cy Young,1970,AL,mcnalda01,47,120,5.0
MVP,1949,NL,marioma01,3,336,0.0
MVP,1994,AL,griffke02,233,392,3.0
MVP,1958,AL,colavro01,181,336,4.0
Rookie of the Year,1981,NL,valenfe01,107,120,17.0
MVP,1993,AL,warddu01,3,392,0.0
MVP,2009,AL,greinza01,12,392,0.0
MVP,1955,AL,jenseja01,39,336,0.0
Rookie of the Year,1984,AL,puckeki01,23,140,0.0
MVP,1969,NL,koosmje01,6,336,0.0
MVP,1935,AL,hemslro01,16,80,0.0
MVP,2009,NL,tejadmi01,3,448,0.0
MVP,1948,AL,mccosba01,4,336,0.0
Rookie of the Year,1998,AL,ordonma01,1,140,0.0
MVP,1943,NL,marioma01,20,336,0.0
Cy Young,1971,NL,ellisdo01,9,120,0.0
Cy Young,1976,AL,tiantlu01,10,120,0.0
MVP,1983,AL,mosebll01,21,392,0.0
MVP,1980,AL,rivermi01,7,392,0.0
MVP,1986,NL,hernake01,179,336,2.0
MVP,1989,NL,raineti01,3,336,0.0
MVP,1927,NL,careyma01,3,80,0.0
MVP,1971,AL,cashno01,21,336,0.0
MVP,1963,AL,foxne01,2,280,0.0
MVP,1911,AL,mcinnst01,1,64,0.0
MVP,1982,NL,murphda05,283,336,14.0
MVP,1969,AL,tovarce01,9,336,0.0
Rookie of the Year,1991,NL,chambwe01,3,120,0.0
MVP,1986,NL,smithda02,5,336,0.0
MVP,1973,NL,bondsbo01,174,336,1.0
Rookie of the Year,1956,NL,robinfr02,24,24,24.0
Cy Young,2000,AL,martipe02,140,140,28.0
MVP,1960,NL,herrepa01,1,336,0.0
MVP,1975,NL,jonesra01,54,336,0.0
MVP,1992,NL,mcgrifr01,100,336,0.0
Cy Young,2011,NL,hallaro01,133,224,4.0
MVP,1914,NL,grohhe01,2,64,0.0
Cy Young,1990,AL,stiebda01,2,140,0.0
MVP,1911,AL,bushdo01,4,64,0.0
MVP,1965,NL,willsma01,164,280,5.0
MVP,1980,AL,norrimi01,10,392,0.0
MVP,1982,AL,palmeji01,5,392,0.0
MVP,1993,AL,loftoke01,11,392,0.0
MVP,1988,AL,jonesdo01,11,392,0.0
MVP,1947,AL,chrisma01,4,336,0.0
MVP,1937,AL,cliftha01,11,80,0.0
MVP,1971,AL,jacksre01,15,336,0.0
MVP,1934,NL,moorejo02,42,80,
MVP,2008,AL,bartlja01,6,392,0.0
MVP,1955,NL,roberro01,159,336,1.0
MVP,1928,AL,reganbi01,1,64,0.0
MVP,2004,NL,heltoto01,9,448,0.0
MVP,1954,AL,foxne01,30,336,0.0
MVP,1952,NL,hodgegi01,15,336,0.0
MVP,1952,NL,matheed01,13,336,0.0
MVP,2007,AL,jeterde01,17,392,0.0
MVP,1973,AL,fiskca01,16,336,0.0
MVP,1928,NL,hogansh01,17,80,
MVP,1942,AL,judniwa01,14,336,0.0
MVP,2008,NL,wrighda03,115,448,0.0
MVP,1970,AL,yastrca01,136,336,2.0
Rookie of the Year,1950,NL,serenbi01,1,24,1.0
MVP,1967,NL,cepedor01,280,280,20.0
Rookie of the Year,2005,AL,crainje01,2,140,0.0
MVP,1995,AL,mesajo01,130,392,1.0
Cy Young,1980,NL,bibbyji01,28,120,0.0
Cy Young,1977,NL,suttebr01,5,120,0.0
MVP,1913,NL,humphbe01,2,64,0.0
MVP,1943,AL,ettenni01,61,336,0.0
Rookie of the Year,1979,NL,sutclri01,20,24,20.0
MVP,1947,AL,johnsbi03,9,336,0.0
MVP,1969,AL,messean01,2,336,0.0
Rookie of the Year,1990,NL,harkemi01,7,120,0.0
MVP,2011,NL,hallaro01,52,448,0.0
Rookie of the Year,1954,NL,moonwa01,17,24,17.0
MVP,1932,NL,hermabi01,16,80,
Rookie of the Year,1980,NL,walkbo01,1,120,0.0
MVP,1965,NL,rojasco01,5,280,0.0
MVP,1948,NL,pafkoan01,25,336,0.0
Cy Young,1983,NL,oroscje01,19,120,1.0
MVP,1973,NL,mcgratu01,17,336,0.0
MVP,1988,AL,boggswa01,107,392,0.0
MVP,1911,AL,collied01,32,64,0.0
MVP,1962,NL,groatdi01,7,280,0.0
MVP,1926,NL,maysca01,4,80,0.0
MVP,1968,NL,alouma01,32,280,0.0
MVP,1960,AL,woodlge01,3,336,0.0
MVP,1947,AL,spencst01,9,336,0.0
MVP,1926,AL,heilmha01,16,64,
Cy Young,1985,AL,alexado01,5,140,0.0
MVP,1978,NL,tekulke01,23,336,0.0
MVP,1938,AL,grovele01,7,336,0.0
MVP,1967,AL,killeha01,161,280,0.0
Rookie of the Year,1984,NL,gladdda01,9,120,0.0
MVP,1948,NL,elliobo01,33,336,0.0
MVP,1926,AL,cochrmi01,4,64,0.0
MVP,1943,NL,adamsac01,7,336,0.0
Cy Young,1990,NL,goodedw01,8,120,0.0
Rookie of the Year,1996,NL,ordonre01,7,140,1.0
MVP,1960,AL,willite01,25,336,0.0
MVP,1963,AL,pascuca02,29,280,0.0
MVP,1967,AL,horlejo01,91,280,0.0
MVP,1942,NL,nichobi01,14,336,0.0
MVP,1997,NL,schilcu01,9,392,0.0
MVP,1958,NL,gilliji01,4,336,0.0
MVP,1958,NL,adcocjo01,2,336,0.0
MVP,1939,AL,kuheljo01,8,336,0.0
MVP,1928,AL,lazzeto01,27,64,
MVP,1985,AL,henketo01,5,392,0.0
MVP,1993,AL,appieke01,1,392,0.0
MVP,1942,NL,reisepe01,91,336,0.0
MVP,2005,AL,sexsori01,7,392,0.0
MVP,1963,NL,clemero01,12,280,0.0
MVP,1928,AL,foxxji01,7,64,0.0
MVP,1952,AL,collijo01,2,336,0.0
MVP,1958,NL,anderha02,5,336,0.0
MVP,1971,AL,rojasco01,15,336,0.0
MVP,1957,AL,foxne01,193,336,5.0
MVP,2003,NL,sexsori01,21,448,0.0
MVP,1912,NL,zimmehe01,16,64,
MVP,1960,AL,perryji01,6,336,0.0
MVP,1974,NL,benchjo01,141,336,0.0
MVP,1934,NL,lopezal01,1,80,0.0
MVP,1980,NL,mcgratu01,10,336,0.0
MVP,1963,AL,pearsal02,22,280,0.0
Cy Young,1994,AL,johnsra05,24,140,2.0
MVP,1978,NL,smithre06,164,336,0.0
MVP,1966,NL,santoro01,23,280,0.0
MVP,1948,NL,schmijo01,37,336,0.0
MVP,1995,NL,maddugr01,249,392,7.0
Rookie of the Year,1990,AL,mcdonbe01,2,140,0.0
MVP,1967,NL,seaveto01,5,280,0.0
MVP,2012,NL,ramirar01,47,448,0.0
MVP,1976,AL,tananfr01,19,336,0.0
Cy Young,1998,NL,hoffmtr01,88,160,13.0
MVP,1927,NL,hargrbu01,6,80,0.0
Rookie of the Year,2004,AL,roberna01,1,140,0.0
MVP,1989,NL,thompmi02,3,336,0.0
MVP,1948,AL,tebbebi01,23,336,0.0
MVP,1931,NL,ellioju01,6,80,0.0
MVP,2004,NL,estrajo01,8,448,0.0
MVP,1948,AL,fainfe01,5,336,0.0
MVP,1998,NL,olerujo01,38,448,0.0
MVP,2001,AL,martied01,4,392,0.0
Cy Young,1960,ML,spahnwa01,4,16,4.0
MVP,1939,AL,cronijo01,15,336,0.0
MVP,1944,NL,sandera01,25,336,0.0
MVP,1956,AL,kucksjo01,2,336,0.0
Rookie of the Year,1982,NL,mcgeewi01,39,120,5.0
MVP,1913,NL,saiervi01,15,64,
MVP,1973,AL,robinfr02,21,336,0.0
MVP,2006,AL,canoro01,3,392,0.0
MVP,1968,NL,koosmje01,14,280,0.0
MVP,1960,AL,piersji01,2,336,0.0
MVP,1968,NL,shannmi01,55,280,0.0
Rookie of the Year,1987,AL,hennemi01,1,140,0.0
MVP,1944,NL,russeji01,1,336,0.0
MVP,1991,NL,smithle02,89,336,0.0
MVP,1952,AL,bauerha01,10,336,0.0
MVP,1938,AL,foxpe01,9,336,0.0
MVP,1927,AL,schulfr02,3,64,0.0
MVP,1933,AL,foxxji01,74,80,4.0
MVP,1995,AL,buhneja01,120,392,0.0
Cy Young,1981,NL,seaveto01,67,120,8.0
MVP,1965,NL,johnsde01,108,280,0.0
Rookie of the Year,2005,AL,swishni01,6,140,0.0
MVP,1931,AL,gehrich01,4,80,0.0
MVP,1922,AL,prattde01,7,64,0.0
MVP,1964,NL,maricju01,14,280,0.0
MVP,1958,NL,ashburi01,62,336,0.0
MVP,1966,AL,cashno01,23,280,0.0
MVP,1980,NL,reussje01,2,336,0.0
MVP,1959,AL,killeha01,21,336,0.0
Cy Young,1984,NL,suttebr01,33,120,0.0
MVP,1938,NL,rootch01,3,336,0.0
MVP,1971,AL,hunteca01,1,336,0.0
MVP,1954,AL,rosenal01,16,336,0.0
MVP,1974,AL,jenkife01,118,336,3.0
MVP,1958,NL,facero01,8,336,0.0
MVP,1924,NL,highan01,9,80,0.0
MVP,1934,NL,jackstr01,39,80,
MVP,1937,AL,yorkru01,1,80,0.0
MVP,2010,AL,soriara01,21,392,0.0
MVP,1986,NL,cartega01,181,336,1.0
Cy Young,1989,NL,davisma01,107,120,19.0
MVP,1989,NL,bonilbo01,5,336,0.0
MVP,1990,AL,thigpbo01,170,392,0.0
Rookie of the Year,1969,AL,mayca01,5,24,5.0
MVP,1938,AL,rolfere01,5,336,0.0
MVP,1923,AL,jamiech01,19,64,0.0
MVP,1962,NL,mahafar01,2,280,0.0
MVP,1999,AL,giambja01,49,392,0.0
MVP,1938,AL,newsobo01,111,336,
MVP,1982,AL,thomago01,44,392,0.0
MVP,1943,AL,guttedo01,13,336,0.0
MVP,1990,AL,palmera01,22,392,0.0
MVP,1999,NL,johnsra05,21,448,0.0
Cy Young,1996,AL,pettian01,104,140,11.0
Rookie of the Year,1996,NL,dyeje01,6,140,0.0
MVP,1977,AL,jacksre01,67,392,1.0
MVP,1988,AL,hurstbr01,15,392,0.0
MVP,1984,NL,goodedw01,28,336,0.0
Rookie of the Year,1993,AL,dipotje01,1,140,0.0
MVP,1938,AL,myerbu01,5,336,0.0
MVP,1972,NL,blassst01,9,336,0.0
MVP,1924,NL,alexape01,1,80,0.0
MVP,1941,AL,ruffire01,2,336,0.0
MVP,1958,AL,malzofr01,1,336,0.0
MVP,1979,NL,schmimi01,32,336,0.0
MVP,1986,NL,knighra01,9,336,0.0
MVP,1938,AL,ruffire01,146,336,
MVP,2001,NL,heltoto01,90,448,0.0
MVP,1982,AL,brettge01,9,392,0.0
MVP,1981,NL,conceda01,108,336,0.0
MVP,1952,AL,woodlge01,10,336,0.0
MVP,1988,AL,evansdw01,49,392,0.0
MVP,1982,AL,jacksre01,107,392,1.0
MVP,2003,NL,cabremi01,3,448,0.0
MVP,2004,AL,varitja01,1,392,0.0
Cy Young,1985,NL,valenfe01,4,120,0.0
Rookie of the Year,1973,NL,lopesda01,1,24,1.0
MVP,1969,AL,greendi01,1,336,0.0
Rookie of the Year,1987,AL,mcgwima01,140,140,28.0
MVP,1966,AL,akerja01,22,280,0.0
MVP,1975,NL,luzingr01,154,336,0.0
MVP,1997,AL,garcino01,83,392,0.0
MVP,1994,NL,boonebr01,2,392,0.0
MVP,1959,NL,snidedu01,1,336,0.0
MVP,2002,AL,martipe02,1,392,0.0
MVP,1981,AL,gossari01,62,392,0.0
MVP,1979,NL,conceda01,63,336,0.0
Rookie of the Year,1988,NL,jordari02,2,120,0.0
MVP,1967,AL,minchdo01,3,280,0.0
MVP,1973,NL,morgajo02,102,336,1.0
MVP,1971,AL,lolicmi01,155,336,1.0
MVP,2011,NL,howarry01,39,448,0.0
MVP,1928,AL,carroow01,3,64,0.0
MVP,2007,NL,hollima01,336,448,11.0
MVP,2003,AL,martipe02,7,392,0.0
MVP,1963,NL,ellswdi01,7,280,0.0
MVP,1970,AL,bufordo01,12,336,0.0
Rookie of the Year,1994,NL,floydcl01,10,140,0.0
MVP,1928,AL,combsea01,13,64,
MVP,1944,NL,barrejo01,8,336,0.0
MVP,2006,NL,jonesch06,3,448,0.0
MVP,1984,AL,kingmda01,10,392,0.0
MVP,1994,AL,puckeki01,100,392,0.0
Rookie of the Year,1983,AL,boddimi01,70,140,5.0
MVP,1911,NL,schulfr01,29,64,
MVP,1979,NL,parkeda01,56,336,0.0
MVP,1968,AL,uhlaete01,1,280,0.0
MVP,1931,NL,fitzsfr01,1,80,0.0
MVP,1981,AL,winfida01,98,392,0.0
MVP,2005,AL,figgich01,6,392,0.0
MVP,1979,NL,cartega01,15,336,1.0
MVP,1959,AL,woodlge01,18,336,0.0
MVP,1963,NL,mccovwi01,9,280,0.0
MVP,1925,AL,kammwi01,7,64,0.0
MVP,1975,AL,lynnfr01,326,336,22.0
MVP,1959,AL,kuennha01,64,336,0.0
Rookie of the Year,1976,AL,wynegbu01,2,24,2.0
MVP,1974,AL,maddoel01,59,336,0.0
MVP,2003,NL,grudzma01,3,448,0.0
Rookie of the Year,1973,AL,bumbral01,13,24,13.0
MVP,1997,AL,johnsra05,42,392,0.0
MVP,1924,AL,jacobba01,11,64,
MVP,1972,NL,aaronha01,12,336,0.0
MVP,1986,AL,higuete01,7,392,0.0
Cy Young,1986,AL,eichhma01,2,140,0.0
MVP,1933,AL,cochrmi01,5,80,0.0
MVP,2010,NL,werthja01,52,448,0.0
MVP,2011,AL,canoro01,112,392,0.0
MVP,1953,NL,oconnda02,10,336,0.0
Rookie of the Year,1973,AL,garcipe01,3,24,3.0
MVP,1934,AL,troskha01,18,80,
MVP,1988,AL,violafr01,39,392,0.0
MVP,1961,NL,pinsova01,104,224,0.0
MVP,2008,NL,ramirar01,66,448,0.0
MVP,2003,NL,lowelmi01,30,448,0.0
MVP,2012,AL,fieldpr01,56,392,0.0
Cy Young,1982,AL,caudibi01,4,140,0.0
MVP,1941,NL,crabtes01,5,336,0.0
Rookie of the Year,1991,NL,huntebr01,7,120,0.0
MVP,2008,AL,rodrifr03,143,392,1.0
Rookie of the Year,2004,AL,takatsh01,44,140,1.0
MVP,2001,AL,riverma01,27,392,0.0
Cy Young,2002,AL,washbja01,1,140,0.0
MVP,1969,NL,daviswi02,7,336,0.0
MVP,1928,NL,maranra01,14,80,
Rookie of the Year,1991,AL,rodriiv01,10,140,0.0
Rookie of the Year,1994,NL,vanlawi01,9,140,0.0
MVP,1938,AL,cronijo01,92,336,
MVP,1983,AL,guidrro01,2,392,0.0
MVP,1964,NL,clemero01,56,280,0.0
Rookie of the Year,1976,NL,cruzhe01,2,24,2.0
MVP,1941,NL,tobinji01,10,336,0.0
Rookie of the Year,1949,AL,garcimi01,1,24,1.0
MVP,1914,NL,bresnro01,6,64,0.0
MVP,2009,AL,cuddymi01,4,392,0.0
Cy Young,1971,NL,jenkife01,97,120,17.0
MVP,1935,AL,cochrmi01,24,80,0.0
MVP,1965,NL,koufasa01,177,280,6.0
MVP,2010,NL,hartco01,2,448,0.0
MVP,1950,AL,garvene01,6,336,0.0
Rookie of the Year,1963,AL,wardpe01,6,20,6.0
MVP,2008,AL,teixema01,1,392,0.0
MVP,2010,AL,crawfca02,98,392,0.0
MVP,1936,NL,moorete01,1,80,0.0
MVP,1970,AL,whitero01,25,336,0.0
MVP,2003,NL,bondsba01,426,448,28.0
MVP,1958,AL,cervbo01,164,336,3.0
MVP,1978,AL,tananfr01,1,392,0.0
MVP,1985,AL,bellge02,84,392,0.0
MVP,1942,NL,hackst01,11,336,0.0
MVP,1999,AL,palmera01,193,392,4.0
MVP,1942,AL,rizzuph01,9,336,0.0
MVP,2010,NL,wainwad01,12,448,0.0
MVP,1973,AL,jacksre01,336,336,24.0
MVP,1936,NL,macfada01,12,80,0.0
MVP,1988,NL,dawsoan01,6,336,0.0
MVP,1983,NL,hendrge01,33,336,0.0
MVP,1958,AL,laryfr01,3,336,0.0
MVP,1962,AL,bressed01,6,280,0.0
MVP,1990,NL,cartejo01,7,336,0.0
MVP,2001,AL,rodrial01,141,392,0.0
MVP,1931,NL,kleinch01,55,80,
MVP,1948,AL,fellebo01,6,336,0.0
MVP,1952,AL,sainjo01,3,336,0.0
MVP,1996,NL,sosasa01,12,392,0.0
Cy Young,1958,ML,frienbo01,3,16,3.0
MVP,1945,NL,lowrepe01,5,336,0.0
MVP,1945,NL,hackst01,42,336,0.0
Cy Young,1972,NL,gibsobo01,3,120,0.0
Cy Young,1989,AL,ballaje01,3,140,0.0
MVP,1984,NL,dernibo01,6,336,0.0
MVP,1975,AL,powelbo01,6,336,0.0
Rookie of the Year,1974,NL,mcbriba01,16,24,16.0
MVP,1912,AL,gandich01,7,64,0.0
MVP,1984,NL,gwynnto01,184,336,1.0
MVP,1973,NL,seaveto01,57,336,0.0
MVP,1943,NL,musiast01,267,336,13.0
Rookie of the Year,1962,AL,rodgebu01,4,20,4.0
MVP,2011,NL,molinya01,2,448,0.0
MVP,1942,NL,freylo01,4,336,0.0
MVP,1947,AL,sheasp01,23,336,0.0
MVP,1931,AL,rhyneha01,10,80,
MVP,1947,AL,pagejo01,167,336,7.0
MVP,1977,AL,chambch01,1,392,0.0
MVP,1967,AL,fregoji01,70,280,0.0
MVP,1932,AL,gehrich01,13,80,
Cy Young,1998,NL,smoltjo01,10,160,0.0
Cy Young,1971,AL,dragodi01,1,120,0.0
MVP,2004,NL,beltrad01,311,448,6.0
MVP,1928,AL,kammwi01,15,64,
Cy Young,1996,NL,reynosh01,1,140,0.0
MVP,1966,AL,treshto01,5,280,0.0
Cy Young,1999,AL,riverma01,27,140,0.0
MVP,2011,AL,konerpa01,11,392,0.0
MVP,1979,NL,madlobi01,14,336,1.0
Cy Young,1996,NL,maddugr01,4,140,0.0
Cy Young,1977,NL,seaveto01,18,120,2.0
MVP,1945,AL,troutdi01,17,336,0.0
MVP,1982,NL,smithoz01,25,336,0.0
MVP,1998,AL,thomeji01,1,392,0.0
MVP,2008,NL,howarry01,308,448,12.0
MVP,1963,NL,gilliji01,62,280,1.0
MVP,2006,AL,guerrvl01,46,392,0.0
