schoolid,schoolname,schoolcity,schoolstate,schoolnick
army,United States Military Academy,West Point,NY,Black Knights
mntclairst,Montclair State University,Upper Montclair,NJ,Red Hawks
concordny,Concordia College,Bronxville,NY,Clippers
nwmost,Northwest Missouri State University,Maryville,MO,Bearcats
upenn,University of Pennsylvania,Philadelphia,PA,Quakers
manhattan,Manhattan College,Riverdale,NY,Jaspers
txchrist,Texas Christian University,Fort Worth,TX,Horned Frogs
riogrande,University of Rio Grande,Rio Grande,OH,Redmen
wichitast,Wichita State University,Wichita,KS,Shockers
drake,Drake University,Des Moines,IA,Bulldogs
ncentralil,North Central College,Naperville,IL,Cardinals
robertmor,Robert Morris University,Moon Township,PA,Colonials
eillinois,Eastern Illinois University,Charleston,IL,Panthers
tnwesleyan,Tennessee Wesleyan College,Athens,TN,Bulldogs
adelphi,Adelphi University,Garden City,NY,Panthers
csdomhills,"California State University, Dominguez Hills",Carson,CA,Toros
purdue,Purdue University,West Lafayette,IN,Boilermakers
clrmuddscr,Claremont McKenna College,Claremont,CA,Stags
centreky,Centre College,Danville,KY,Colonels
missouri,University of Missouri,Columbia,MO,Tigers
piedmontga,Piedmont College,Demorest,GA,Lions
pugetsound,University of Puget Sound,Tacoma,WA,Loggers
sflorida,University of South Florida,Tampa,FL,Bulls
flatlantic,Florida Atlantic University,Boca Raton,FL,Owls
houstnbapt,Houston Baptist University,Houston,TX,Huskies
citadel,The Citadel,Charleston,SC,Bulldogs
philly,Philadelphia University,Philadelphia,PA,Rams
ohiost,Ohio State University,Columbus,OH,Buckeyes
woosteroh,College of Wooster,Wooster,OH,Fighting Scots
nytech,New York Institute of Technology,Old Westbury,NY,Bears
lehigh,Lehigh University,Bethlehem,PA,Mountain Hawks
dartmouth,Dartmouth College,Hanover,NH,Big Green
txtech,Texas Tech University,Lubbock,TX,Red Raiders
indiana,Indiana University,Bloomington,IN,Hoosiers
swmost,Missouri State University,Springfield,MO,Bears
dickinson,Dickinson College,Carlisle,PA,Red Devils
shorterga,Shorter College,Rome,GA,Hawks
calstla,"California State University, Los Angeles",Los Angeles,CA,Golden Eagles
harding,Harding University,Searcy,AR,Bison
ecentralok,East Central University,Ada,OK,Tigers
blackbrnil,Blackburn College,Carlinville,IL,Battlin' Beavers
wagner,Wagner College,Staten Island,NY,Seahawks
chicago,University of Chicago,Chicago,IL,Maroons
longbeach,"California State University, Long Beach",Long Beach,CA,49ers
ccri,Community College of Rhode Island,Warwick,RI,Knights
csstanisl,"California State University, Stanislaus",Turlock,CA,Warriors
ucsb,"University of California, Santa Barbara",Santa Barbara,CA,Gauchos
indpolis,University of Indianapolis,Indianapolis,IN,Greyhounds
niowa,University of Northern Iowa,Cedar Falls,IA,Panthers
shipnsburg,Shippensburg University of Pennsylvania,Shippensburg,PA,Red Raiders
stanselm,Saint Anselm College,Manchester,NH,Hawks
lemoyne,LeMoyne College,Syracuse,NY,Dolphins
quincy,Quincy University,Quincy,IL,Hawks
wconnst,Western Connecticut State University,Danbury,CT,Colonials
siena,Siena College,Loudonville,NY,Saints
lubbchrist,Lubbock Christian University,Lubbock,TX,Chaparrals
mtennst,Middle Tennessee State University,Murfreesboro,TN,Blue Raiders
edinboro,Edinboro University of Pennsylvania,Edinboro,PA,Fighting Scots
hobartny,Hobart and William Smith Colleges,Geneva,NY,Statesmen
shenandoah,Shenandoah University,Winchester,VA,Hornets
centralst,Central State University,Wilberforce,OH,Marauders
tennst,Tennessee State University,Nashville,TN,Tigers
sillinois,Southern Illinois University,Carbondale,IL,Salukis
villanova,Villanova University,Villanova,PA,Wildcats
hawaiipac,Hawai'i Pacific University,Honolulu,HI,Sea Warriors
quinnipiac,Quinnipiac University,Hamden,CT,Bobcats
stpeters,Saint Peter's College,Jersey City,NJ,Peacocks
austinpeay,Austin Peay State University,Clarksville,TN,Governors
kalamazoo,Kalamazoo College,Kalamazoo,MI,Hornets
stanford,Stanford University,Palo Alto,CA,Cardinal
ucdavis,"University of California, Davis",Davis,CA,Aggies
mtunionoh,Mount Union College,Alliance,OH,Raiders
manchester,Manchester College,North Manchester,IN,Spartans
allegheny,Allegheny College,Meadville,PA,Gators
virginia,University of Virginia,Charlottesville,VA,Cavaliers
tnmartin,University of Tennessee at Martin,Martin,TN,Skyhawks
wofford,Wofford College,Spartanburg,SC,Terriers
wminsterpa,Westminster College,New Wilmington,PA,Titans
tuftsma,Tufts University,Medford,MA,Jumbos
bryant,Bryant College,Smithfield,RI,Bulldogs
wistvnspt,University of Wisconsin-Stevens Point,Stevens Point,WI,Pointers
cornell,Cornell University,Ithaca,NY,Big Red
drexel,Drexel University,Philadelphia,PA,Dragons
radford,Radford University,Radford,VA,Highlanders
wminstermo,Westminster College,Fulton,MO,Blue Jays
oglethrpga,Oglethorpe University,Atlanta,GA,Stormy Petrels
johnbrwnar,John Brown University,Siloam Springs,AR,Golden Eagles
stlouis,Saint Louis University,Saint Louis,MO,Billikens
albionmi,Albion College,Albion,MI,Britons
mrningside,Morningside College,Sioux City,IA,Mustangs
washcollmd,Washington College,Chestertown,MD,Shoremen
utchat,University of Tennessee at Chattanooga,Chattanooga,TN,Mocs
marshall,Marshall University,Huntington,WV,Thundering Herd
wmichigan,Western Michigan University,Kalamazoo,MI,Broncos
waynesburg,Waynesburg College,Waynesburg,PA,Yellow Jackets
uniontn,Union University,Jackson,TN,Bulldogs
emoryga,Emory University,Atlanta,GA,Eagles
wcarolina,Western Carolina University,Cullowhee,NC,Catamounts
bluefield,Bluefield College,Bluefield,VA,Rams
liberty,Liberty University,Lynchburg,VA,Flames
pennst,Pennsylvania State University,State College,PA,Nittany Lions
riponwi,Ripon College,Ripon,WI,Red Hawks
mtvernnaz,Mount Vernon Nazarene University,Mount Vernon,OH,Cougars
dubuque,University of Dubuque,Dubuque,IA,Spartans
mnmorris,"University of Minnesota, Morris",Morris,MN,Cougars
belmontab,Belmont Abbey College,Belmont,NC,Crusaders
baldwalloh,Baldwin-Wallace College,Berea,OH,Yellow Jackets
ohvalley,Ohio Valley University,Vienna,WV,Fighting Scots
princeton,Princeton University,Princeton,NJ,Tigers
howard,Howard University,Washington,DC,Bison
haskellks,Haskell Indian Nations University,Lawrence,KS,Indians
cornellia,Cornell College,Mount Vernon,IA,Rams
monroecc,Monroe Community College,Brighton,NY,Tribunes
nkentucky,Northern Kentucky University,Highland Heights,KY,Norse
duke,Duke University,Durham,NC,Blue Devils
fordham,Fordham University,Bronx,NY,Rams
washcolltn,Washington College (TN),Jonesborough,TN,
usc,University of Southern California,Los Angeles,CA,Trojans
mercyhurst,Mercyhurst College,Erie,PA,Lakers
georgewash,George Washington University,Washington,DC,Colonials
wshngtonmo,Washington University in Saint Louis,Saint Louis,MO,Bears
macollege,Massachusetts College of Liberal Arts,North Adams,MA,Trailblazers
baruchcuny,"Baruch College, The City University of New York",New York,NY,Bearcats
wisuperior,University of Wisconsin-Superior,Superior,WI,Yellowjackets
american,American University,Washington,DC,Eagles
albrightpa,Albright College,Reading,PA,Lions
wwashngton,Western Washington University,Bellingham,WA,Vikings
lockhaven,Lock Haven University of Pennsylvania,Lock Haven,PA,Bald Eagles
norwichvt,Norwich University,Northfield,VT,Cadets
jamesmad,James Madison University,Harrisonburg,VA,Dukes
stleo,Saint Leo University,Saint Leo,FL,Lions
pfeiffer,Pfeiffer University,Misenheimer,NC,Falcons
lanecol,Lane College,Jackson,TN,Dragons
calutheran,California Lutheran University,Thousand Oaks,CA,Kingsmen
uab,University of Alabama at Birmingham,Birmingham,AL,Blazers
nicholls,Nicholls State University,Thibodeaux,LA,Colonels
idahost,Idaho State University,Pocatello,ID,Bengals
fayetvilst,Fayetteville State University,Fayetteville,NC,Broncos
howrdpayne,Howard Payne University,Brownwood,TX,Yellow Jackets
lynchbrgva,Lynchburg College,Lynchburg,VA,Hornets
sandiegost,San Diego State University,San Diego,CA,Aztecs
nalabama,University of North Alabama,Florence,AL,Lions
lakeforest,Lake Forest College,Lake Forest,IL,Foresters
duquesne,Duquesne University,Pittsburgh,PA,Dukes
georgiasou,Georgia Southern University,Statesboro,GA,Eagles
inbethel,Bethel College,Mishawaka,IN,Pilots
viterbowi,Viterbo University,LaCrosse,WI,Hawks
alverniapa,Alvernia College,Reading,PA,Crusaders
centok,University of Central Oklahoma,Edmond,OK,Bronchos
neillinois,Northeastern Illinois University,Chicago,IL,
psubehrend,"Pennsylvania State University Erie, the Behrend College",Erie,PA,Lions
auburnmont,Auburn University at Montgomery,Montgomery,AL,Senators
huntercuny,"Hunter College, The City University of New York",New York,NY,Hawks
ohdominican,Ohio Dominican University,Columbus,OH,Panthers
nebomaha,University of Nebraska at Omaha,Omaha,NE,Mavericks
wflorida,University of West Florida,Pensacola,FL,Argonauts
indianast,Indiana State University,Terre Haute,IN,Sycamores
stthomasfl,St. Thomas University,Miami,FL,Bobcats
wingate,Wingate University,Wingate,NC,Bulldogs
troyst,Troy State University,Troy,AL,Trojans
willmary,College of William and Mary,Williamsburg,VA,Tribe
ucriver,"University of California, Riverside",Riverside,CA,Highlanders
lacollege,Louisiana College,Pineville,LA,Wildcats
calstfull,"California State University, Fullerton",Fullerton,CA,Titans
almami,Alma College,Alma,MI,Scots
grcanyon,Grand Canyon University,Phoenix,AZ,Antelopes
cwpost,"Long Island University, C.W, Post Campus",Brookville,NY,Pioneers
stetson,Stetson University,DeLand,FL,Hatters
depaul,DePaul University,Chicago,IL,Blue Demons
iupui,Indiana University-Purdue University Indianapolis,Indianapolis,IN,Jaguars
notredame,University of Notre Dame,South Bend,IN,Fighting Irish
hampton,Hampton University,Hampton,VA,Pirates
stcloudst,St. Cloud State University,Saint Cloud,MN,Huskies
roanokeva,Roanoke College,Salem,VA,Maroons
iona,Iona College,New Rochelle,NY,Gaels
cameronok,Cameron University,Lawton,OK,Aggies
stjosephs,Saint Joseph's University,Philadelphia,PA,Hawks
stonybrook,Stony Brook University,Stony Brook,NY,Seawolves
colgate,Colgate University,Hamilton,NY,Raiders
lincolnmem,Lincoln Memorial University,Harrogate,TN,Railsplitters
kansas,University of Kansas,Lawrence,KS,Jayhawks
eutah,College of Eastern Utah,Price,UT,Golden Eagles
mesast,Mesa State College,Grand Junction,CO,Mavericks
ptparkpa,Point Park University,Pittsburgh,PA,Pioneers
campbell,Campbell University,Buies Creek,NC,Camels
ucla,"University of California, Los Angeles",Los Angeles,CA,Bruins
mariettaoh,Marietta College,Marietta,OH,Pioneers
sandiego,University of San Diego,San Diego,CA,Toreros
wvirginia,West Virginia University,Morgantown,WV,Mountaineers
utahvalley,Utah Valley University,Orem,UT,Wolverines
lsu,Louisiana State University,Baton Rouge,LA,Tigers
casewestrn,Case Western Reserve University,Cleveland,OH,Spartans
nflorida,University of North Florida,Jacksonville,FL,Ospreys
upperiowa,Upper Iowa University,Fayette,IA,Peacocks
dominican,Dominican College,Orangeburg,NY,Chargers
macmurryil,MacMurray College,Jacksonville,IL,Highlanders
stxavieril,Saint Xavier University,Chicago,IL,Cougars
grovecity,Grove City College,Grove City,PA,Wolverines
lasalle,LaSalle University,Philadelphia,PA,Explorers
plymouth,Plymouth State University,Plymouth,NH,Panthers
batesme,Bates College,Lewiston,ME,Bobcats
eurekail,Eureka College,Eureka,IL,Red Devils
concrdiatx,Concordia University at Austin,Austin,TX,Tornados
fairldick,Fairleigh Dickinson University,Teaneck,NJ,Knights
loyolamd,Loyola College in Maryland,Baltimore,MD,Greyhounds
tamukvill,Texas A&M University-Kingsville,Kingsville,TX,Javelinas
vcu,Virginia Commonwealth University,Richmond,VA,Rams
nebraska,University of Nebraska,Lincoln,NE,Huskers
rhodestn,Rhodes College,Memphis,TN,Lynx
trumanst,Truman State University,Kirksville,MO,Bulldogs
wpaterson,William Paterson University,Wayne,NJ,Pioneers
keenest,Keene State College,Keene,NH,Owls
amherstma,Amherst College,Amherst,MA,Lord Jeffs
brandeisma,Brandeis University,Waltham,MA,Judges
hawaiihilo,University of Hawaii at Hilo,Hilo,HI,Vulcans
lorasia,Loras College,Dubuque,IA,Duhawks
miamifl,University of Miami,Coral Gables,FL,Hurricanes
monmouth,Monmouth University,West Long Branch,NJ,Hawks
shepherdwv,Shepherd College,Shepherdstown,WV,Rams
mtstmarys,Mount St. Mary's College and Seminary,Emmitsburg,MD,Mountaineers
latech,Louisiana Tech University,Ruston,LA,Bulldogs
smethodist,Southern Methodist University,Dallas,TX,Mustangs
rhodeisle,University of Rhode Island,Kingston,RI,Rams
arizonast,Arizona State University,Tempe,AZ,Sun Devils
utahst,Utah State University,Logan,UT,Aggies
washington,University of Washington,Seattle,WA,Huskies
arkansasst,Arkansas State University,Jonesboro,AR,Indians
oralrob,Oral Roberts University,Tulsa,OK,Golden Eagles
centenary,Centenary College of Louisiana,Shreveport,LA,Gentlemen
valpo,Valparaiso University,Valparaiso,IN,Crusaders
cwashngton,Central Washington University,Ellensburg,WA,Wildcats
baconeok,Bacone College,Muskogee,OK,Warriors
wittnbrgoh,Wittenberg University,Springfield,OH,Tigers
ric,Rhode Island College,Providence,RI,Anchormen
utpanam,University of Texas-Pan American,Edinburg,TX,Broncs
jksonvilst,Jacksonville State University,Jacksonville,AL,Gamecocks
mtolive,Mount Olive College,Mount Olive,NC,Trojans
grvalleyst,Grand Valley State University,Allendale,MI,Lakers
arkmont,University of Arkansas-Monticello,Monticello,AR,Boll Weevils
amerintl,American International College,Springfield,MA,Yellow Jackets
bostoncoll,Boston College,Chestnut Hill,MA,Eagles
pace,Pace University,New York,NY,Setters
buenavista,Buena Vista University,Storm Lake,IA,Beavers
nyoneonta,State University College at Oneonta,Oneonta,NY,Red Dragons
midlndluth,Midland Lutheran College,Fremont,NE,Warriors
newyorku,New York University,New York,NY,Violets
southernu,Southern University and A&M College,Baton Rouge,LA,Jaguars
sprngfldma,Springfield College,Springfield,MA,Pride
mcneese,McNeese State University,Lake Charles,LA,Cowboys
utarl,University of Texas at Arlington,Arlington,TX,Mavericks
oakland,Oakland University,Rochester,MI,Grizzlies
hampsydney,Hampden-Sydney College,Hampden-Sydney,VA,Tigers
airforce,United States Air Force Academy,Colorado Springs,CO,Falcons
gannon,Gannon University,Erie,PA,Golden Knights
trnsylvnia,Transylvania University,Lexington,KY,Pioneers
louisville,University of Louisville,Louisville,KY,Cardinals
hofstra,Hofstra University,Hempstead,NY,Pride
pittsbst,Pittsburg State University,Pittsburg,KS,Gorillas
stlawrence,St. Lawrence University,Canton,NY,Saints
nebkearney,University of Nebraska at Kearney,Kearney,NE,Lopers
albertsnid,Albertson College of Idaho,Caldwell,ID,Coyotes
semost,Southeast Missouri State University,Cape Girardeau,MO,Red Hawks
nwstate,Northwestern State University of Louisiana,Natchitoches,LA,Demons
frankmarsh,Franklin & Marshall College,Lancaster,PA,Diplomats
depauwin,DePauw University,Greencastle,IN,Tigers
lewclarkor,Lewis & Clark College,Portland,OR,Pioneers
iowast,Iowa State University,Ames,IA,Cyclones
lewisil,Lewis University,Romeoville,IL,Flyers
sunybuff,State University of New York at Buffalo,Buffalo,NY,Bulls
kentst,Kent State University,Kent,OH,Golden Flashes
missst,Mississippi State University,Starkville,MS,Bulldogs
tennessee,University of Tennessee,Knoxville,TN,Volunteers
wilkespa,Wilkes University,Wilkes-Barre,PA,Colonels
shaw,Shaw University,Raleigh,NC,Bears
mit,Massachusetts Institute of Technology,Cambridge,MA,Engineers
mryvilletn,Maryville College,Maryville,TN,Fighting Scots
winstsalst,Winston-Salem State University,Winston-Salem,NC,Rams
calpoly,"California State Polytechnic University, San Luis Obispo",San Luis Obispo,CA,Mustangs
stjosephin,Saint Joseph's College,Renssalaer,IN,Pumas
armstratl,Armstrong Atlantic State University,Savannah,GA,Pirates
davidson,Davidson College,Davidson,NC,Wildcats
muskingum,Muskingum College,New Concord,OH,Fighting Muskies
colbyme,Colby College,Waterville,ME,Mules
eckerd,Eckerd College,Saint Petersburg,FL,Tritons
andersonsc,Anderson College,Anderson,SC,Trojans
arkansas,University of Arkansas,Fayetteville,AR,Razorbacks
brewparker,Brewton-Parker College,Mount Vernon,GA,Barons
deltast,Delta State University,Cleveland,MS,Statesmen
ncat,North Carolina Agricultural and Technical State University,Greensboro,NC,Aggies
tamucc,Texas A&M University-Corpus Christi,Corpus Christi,TX,Islanders
okstate,Oklahoma State University,Stillwater,OK,Cowboys
georgemas,George Mason University,Fairfax,VA,Patriots
bowlgreen,Bowling Green State University,Bowling Green,OH,Falcons
longisland,"Long Island University, Brooklyn Campus",Brooklyn,NY,Blackbirds
wgeorgia,State University of West Georgia,Carrollton,GA,Braves
txsouth,Texas Southern University,Houston,TX,Tigers
unionny,Union College,Schenectady,NY,Dutchmen
milligantn,Milligan College,Milligan College,TN,Buffaloes
jacksonst,Jackson State University,Jackson,MS,Tigers
tulane,Tulane University,New Orleans,LA,Green Wave
coppinst,Coppin State College,Baltimore,MD,Eagles
prairview,Prairie View A&M University,Prairie View,TX,Panthers
furman,Furman University,Greenville,SC,Paladins
calipa,California University of Pennsylvania,California,PA,Vulcans
ferrumva,Ferrum College,Ferrum,VA,Panthers
sterlingks,Sterling University,Sterling,KS,Warriors
gacollege,Georgia College and State University,Milledgeville,GA,Bobcats
linfieldor,Linfield College,McMinnville,OR,Wildcats
savcolad,Savannah College of Art and Design,Savannah,GA,Bees
stmarysmn,Saint Mary's University of Minnesota,Winona,MN,Cardinals
ntexas,University of North Texas,Denton,TX,Mean Green
denver,University of Denver,Denver,CO,Pioneers
brown,Brown University,Providence,RI,Bears
stfranny,St. Francis College,Brooklyn Heights,NY,Terriers
harvard,Harvard University,Cambridge,MA,Crimson
stfrncisil,University of St. Francis,Joliet,IL,Fighting Saints
tampa,University of Tampa,Tampa,FL,Spartans
glenvilst,Glenville State College,Glenville,WV,Pioneers
scranton,University of Scranton,Scranton,PA,Royals
maryhrdbay,University of Mary Hardin-Baylor,Belton,TX,Crusaders
ekentucky,Eastern Kentucky University,Richmond,KY,Colonels
charlsouth,Charleston Southern University,Charleston,SC,Buccaneers
bakerks,Baker University,Baldwin City,KS,Wildcats
nwestern,Northwestern University,Evanston,IL,Wildcats
maryland,University of Maryland,College Park,MD,Terrapins
freedhrdmn,Freed-Hardeman University,Henderson,TN,Lions
econnst,Eastern Connecticut State University,Willimantic,CT,Warriors
sarkansas,Southern Arkansas University,Magnolia,AR,Muleriders
providence,Providence College,Providence,RI,Friars
denisonoh,Denison University,Granville,OH,Big Red
flagler,Flagler College,St. Augustine,FL,Saints
umassdartm,University of Massachusetts Dartmouth,North Dartmouth,MA,Corsairs
delawarest,Delaware State University,Dover,DE,Hornets
hardinsimm,Hardin-Simmons University,Abilene,TX,Cowboys
olivetmi,Olivet College,Olivet,MI,Comets
vatech,Virginia Polytechnic Institute & State University,Blacksburg,VA,Hokies
butler,Butler University,Indianapolis,IN,Bulldogs
weberst,Weber State University,Ogden,UT,Wildcats
dallasbapt,Dallas Baptist University,Dallas,TX,Patriots
forthays,Fort Hays State University,Hays,KS,Tigers
calpolypom,California State Polytechnic University-Pomona,Pomona,CA,Broncos
ptlomanaz,Point Loma Nazarene University,San Diego,CA,Sea Lions
uofsouth,University of the South,Sewanee,TN,Tigers
lenoirrhyn,Lenoir-Rhyne College,Hickory,NC,Bears
hartwickny,Hartwick College,Oneonta,NY,Hawks
carthagewi,Carthage College,Kenosha,WI,Redmen
ballst,Ball State University,Muncie,IN,Cardinals
oregon,University of Oregon,Eugene,OR,Ducks
bartonnc,Barton College,Wilson,NC,Bulldogs
bloomsburg,Bloomsburg University of Pennsylvania,Bloomsburg,PA,Huskies
beloitwi,Beloit College,Beloit,WI,Buccaneers
wrightst,Wright State University,Dayton,OH,Raiders
lee,Lee University,Cleveland,TN,Flames
alcornst,Alcorn State University,Lorman,MS,Braves
ecarolina,East Carolina University,Greenville,NC,Pirates
wabashin,Wabash College,Crawfordsville,IN,Little Giants
lincolnmo,Lincoln University of Missouri,Jefferson City,MO,Blue Tigers
brdgwatrva,Bridgewater College,Bridgewater,VA,Eagles
warnerpac,Warner Pacific College,Portland,OR,Knights
muhlenberg,Muhlenberg College,Allentown,PA,Mules
elizbthtwn,Elizabethtown College,Elizabethtown,PA,Blue Jays
tusculum,Tusculum College,Greeneville,TN,Pioneers
bostonuniv,Boston University,Boston,MA,Terriers
estroud,East Stroudsburg University of Pennsylvania,East Stroudsburg,PA,Warriors
sanfran,University of San Francisco,San Francisco,CA,Dons
nwokstate,Northwestern Oklahoma State University,Alva,OK,Rangers
valdostast,Valdosta State University,Valdosta,GA,Blazers
ohio,Ohio University,Athens,OH,Bobcats
adrianmi,Adrian College,Adrian,MI,Bulldogs
michigan,University of Michigan,Ann Arbor,MI,Wolverines
clarion,Clarion University of Pennsylvania,Clarion,PA,Golden Eagles
umass,University of Massachusetts Amherst,Amherst,MA,Minutemen
fairfield,Fairfield University,Fairfield,CT,Stags
middlbryvt,Middlebury College,Middlebury,VT,Panthers
hawaii,University of Hawai'i at Manoa,Honolulu,HI,Rainbows
susquehnna,Susquehanna University,Selinsgrove,PA,Crusaders
mansfield,Mansfield University of Pennsylvania,Mansfield,PA,Mountaineers
niagara,Niagara University,Lewiston,NY,Purple Eagles
floridaam,Florida Agricultural and Mechanical University,Tallahassee,FL,Rattlers
olddom,Old Dominion University,Norfolk,VA,Monarchs
thielpa,Thiel College,Greenville,PA,Tomcats
narizona,Northern Arizona University,Flagstaff,AZ,Lumberjacks
rosehulman,Rose-Hulman Institute of Technology,Terre Haute,IN,Engineers
temple,Temple University,Philadelphia,PA,Owls
jacksonvil,Jacksonville University,Jacksonville,FL,Dolphins
wileytx,Wiley College,Marshall,TX,
pittsburgh,University of Pittsburgh,Pittsburgh,PA,Panthers
virginiast,Virginia State University,Petersburg,VA,Trojans
friendsks,Friends University,Wichita,KS,Falcons
catawba,Catawba College,Salisbury,NC,Indians
michiganst,Michigan State University,East Lansing,MI,Spartans
santaclara,Santa Clara University,Santa Clara,CA,Broncos
pompitzer,Pomona College,Claremont,CA,Sagehens
winthrop,Winthrop University,Rock Hill,SC,Eagles
rollins,Rollins College,Winter Park,FL,Tars
wvstate,West Virginia State College,Institute,WV,Yellow Jackets
georgetown,Georgetown University,Washington,DC,Hoyas
stthomasmn,University of St. Thomas,St. Paul,MN,Tommies
randmacon,Randolph-Macon College,Ashland,VA,Yellow Jackets
westmontca,Westmont College,Santa Barbara,CA,Warriors
franklinin,Franklin College,Franklin,IN,Grizzlies
hopemi,Hope College,Holland,MI,Flying Dutchmen
illinoisst,Illinois State University,Normal,IL,Redbirds
yale,Yale University,New Haven,CT,Bulldogs
clemson,Clemson University,Clemson,SC,Tigers
mosouthern,Missouri Southern State University-Joplin,Joplin,MO,Lions
uncashe,University of North Carolina at Asheville,Asheville,NC,Bulldogs
unlv,"University of Nevada, Las Vegas",Las Vegas,NV,Rebels
ursinus,Ursinus College,Collegeville,PA,Bears
laverneca,University of La Verne,La Verne,CA,Leopards
chicost,"California State University, Chico",Chico,CA,Wildcats
sdakotast,South Dakota State University,Brookings,SD,Jackrabbits
dayton,University of Dayton,Dayton,OH,Flyers
stfranpa,Saint Francis University,Loretto,PA,Red Flash
murrayst,Murray State University,Murray,KY,Thoroughbreds
widenerpa,Widener University,Chester,PA,Pioneers
vandy,Vanderbilt University,Nashville,TN,Commodores
tamucomm,Texas A&M University-Commerce,Commerce,TX,Lions
carsnewm,Carson-Newman College,Jefferson City,TN,Eagles
bradley,Bradley University,Peoria,IL,Braves
stmarysca,Saint Mary's College of California,Moraga,CA,Gaels
marquette,Marquette University,Milwaukee,WI,Golden Eagles
mobileal,University of Mobile,Mobile,AL,Rams
wlibertyst,West Liberty State College,West Liberty,WV,Hilltoppers
hamlinemn,Hamline University,St. Paul,MN,Pipers
illinois,University of Illinois at Urbana-Champaign,Champaign,IL,Fighting Illini
toledo,University of Toledo,Toledo,OH,Rockets
idaho,University of Idaho,Moscow,ID,Vandals
wiscmilw,University of Wisconsin-Milwaukee,Milwaukee,WI,Panthers
arkansaslr,University of Arkansas at Little Rock,Little Rock,AR,Trojans
