lahmanid,playerid,managerid,hofid,birthyear,birthmonth,birthday,birthcountry,birthstate,birthcity,deathyear,deathmonth,deathday,deathcountry,deathstate,deathcity,namefirst,namelast,namenote,namegiven,namenick,weight,height,bats,throws,debut,finalgame,college,lahman40id,lahman45id,retroid,holtzid,bbrefid
539,baldwma01,,,1863.0,10.0,29.0,USA,PA,Pittsburgh,1929.0,11.0,10.0,USA,PA,Pittsburgh,Mark,Baldwin,,Marcus Elmore,Fido,190.0,72.0,R,R,5/2/1887,9/30/1893,,baldwma01,baldwma01,baldm101,baldwma01,baldwma01
541,baldwre01,,,1954.0,8.0,19.0,USA,MI,River Rouge,,,,,,,Reggie,Baldwin,,Reginald Conrad,,195.0,73.0,R,R,5/25/1978,9/24/1979,Grambling,baldwre01,baldwre01,baldr102,baldwre01,baldwre01
548,ballje01,,,1969.0,4.0,17.0,USA,CA,Merced,,,,,,,Jeff,Ball,,,,185.0,70.0,R,R,6/10/1998,6/16/1998,Sacramento CC,ballje01,ballje01,ballj003,ballje01,ballje01
550,ballne01,,,1881.0,4.0,22.0,USA,MI,Grand Haven,1957.0,10.0,15.0,USA,CT,Bridgeport,Neal,Ball,,Cornelius,,145.0,67.0,R,R,9/12/1907,6/30/1913,,ballne01,ballne01,balln101,ballne01,ballne01
555,ballowi01,,,1897.0,11.0,30.0,USA,KY,Mount Morgan,1963.0,1.0,30.0,USA,CA,San Francisco,Win,Ballou,,Noble Winfred,,170.0,70.0,R,R,8/24/1925,9/15/1929,,ballowi01,ballowi01,ballw101,ballowi01,ballowi01
569,banksbi01,,,1874.0,2.0,26.0,USA,PA,Danville,1936.0,9.0,8.0,USA,PA,Danville,Bill,Banks,born William John Yerrick,William John,,150.0,71.0,R,R,9/27/1895,9/1/1896,,banksbi01,banksbi01,bankb102,banksbi01,banksbi01
573,bankswi01,,,1969.0,2.0,27.0,USA,NJ,Jersey City,,,,,,,Willie,Banks,,Willie Anthony,,190.0,73.0,R,R,7/31/1991,9/26/2002,,bankswi01,bankswi01,bankw001,bankswi01,bankswi01
577,bannifl01,,,1955.0,6.0,10.0,USA,SD,Pierre,,,,,,,Floyd,Bannister,,Floyd Franklin,,190.0,73.0,L,L,4/19/1977,8/10/1992,Arizona State,bannifl01,bannifl01,bannf001,bannifl01,bannifl01
582,barajro01,,,1975.0,9.0,5.0,USA,CA,Ontario,,,,,,,Rod,Barajas,,Rodrigo Richard,,245.0,73.0,R,R,9/25/1999,,,barajro01,barajro01,barar001,barajro01,barajro01
586,barbeda01,,,1905.0,5.0,7.0,USA,NC,Greensboro,1968.0,7.0,1.0,USA,NC,Albemarle,Dave,Barbee,,David Monroe,,178.0,71.0,R,R,7/29/1926,9/25/1932,,barbeda01,barbeda01,barbd101,barbeda01,barbeda01
588,barbech01,,,1854.0,,,USA,PA,Philadelphia,1910.0,11.0,23.0,USA,PA,Philadelphia,Charlie,Barber,,Charles D.,,148.0,70.0,R,R,4/17/1884,8/10/1884,,barbech01,barbech01,barbc101,barbech01,barbech01
590,barbest02,,,1948.0,3.0,13.0,USA,MI,Grand Rapids,,,,,,,Steve,Barber,,Steven Lee,,190.0,73.0,R,R,4/9/1970,5/6/1971,,barbest02,barbest02,barbs101,barbest02,barbest02
609,barkera01,,,1936.0,3.0,12.0,USA,WV,Martinsburg,,,,,,,Ray,Barker,,Raymond Herrell,Buddy,192.0,72.0,L,R,9/13/1960,5/21/1967,,barkera01,barkera01,barkr102,barkera01,barkera01
612,barklbr01,,,1975.0,12.0,8.0,USA,TX,Conroe,,,,,,,Brian,Barkley,,,,180.0,74.0,L,L,5/28/1998,9/27/1998,,barklbr01,barklbr01,barkb002,barklbr01,barklbr01
630,barnejo01,,,1976.0,4.0,24.0,USA,CA,San Diego,,,,,,,John,Barnes,,,,205.0,74.0,R,R,9/16/2000,8/26/2001,,barnejo01,barnejo01,barnj001,barnejo01,barnejo01
642,barnhcl01,,,1895.0,12.0,29.0,USA,PA,Buck Valley,1980.0,1.0,21.0,USA,MD,Hagerstown,Clyde,Barnhart,,Clyde Lee,Pooch,155.0,70.0,R,R,9/22/1920,8/23/1928,,barnhcl01,barnhcl01,barnc102,barnhcl01,barnhcl01
662,barredi01,,,1906.0,9.0,28.0,USA,PA,Montoursville,1966.0,10.0,30.0,USA,WA,Seattle,Dick,Barrett,,Tracy Souter,Kewpie Dick,175.0,69.0,R,R,6/27/1933,9/30/1945,,barredi01,barredi01,barrd101,barredi01,barredi01
664,barreji01,,,1875.0,3.0,28.0,USA,MA,Athol,1921.0,10.0,24.0,USA,MI,Detroit,Jimmy,Barrett,,James Erigena,,170.0,67.0,L,R,9/13/1899,5/13/1908,,barreji01,barreji01,barrj103,barreji01,barreji01
669,barrere01,,,1915.0,2.0,14.0,USA,CA,Santa Barbara,1990.0,7.0,28.0,USA,NC,Wilson,Red,Barrett,,Charles Henry,,183.0,71.0,R,R,9/15/1937,9/29/1949,,barrere01,barrere01,barrr101,barrere01,barrere01
679,barrocu01,,,1883.0,10.0,20.0,USA,ME,Gray,1955.0,2.0,10.0,USA,ME,Gorham,Cuke,Barrows,,Roland,,158.0,68.0,L,R,9/18/1909,9/10/1912,,barrocu01,barrocu01,barrc102,barrocu01,barrocu01
705,bashowa01,,,1909.0,10.0,6.0,USA,PA,Harrisburg,1984.0,9.0,26.0,USA,FL,Sebring,Walt,Bashore,born Walter Franklin Beshore,Walter Franklin,,170.0,72.0,R,R,7/14/1936,8/7/1936,,bashowa01,bashowa01,bashw101,bashowa01,bashowa01
718,batchjo01,,,1898.0,7.0,11.0,USA,MA,Wenham,1989.0,5.0,5.0,USA,MA,Beverly,Joe,Batchelder,,Joseph Edmund,Win,165.0,67.0,R,L,9/29/1923,5/20/1925,,batchjo01,batchjo01,batcj101,batchjo01,batchjo01
723,batesch01,,,1907.0,9.0,17.0,USA,PA,Philadelphia,1980.0,1.0,29.0,USA,KS,Topeka,Charlie,Bates,,Charles William,,165.0,70.0,R,R,9/22/1927,10/2/1927,,batesch01,batesch01,batec101,batesch01,batesch01
734,batisto01,,,1973.0,12.0,9.0,D.R.,,Puerto Plata,,,,,,,Tony,Batista,,Leocadio,,180.0,72.0,R,R,6/3/1996,9/30/2007,,batisto01,batisto01,batit001,batisto01,batisto01
758,baumgha01,,,1892.0,10.0,8.0,USA,TN,South Pittsburg,1930.0,12.0,3.0,USA,GA,Augusta,Harry,Baumgartner,,Harry E.,,175.0,71.0,R,R,9/6/1920,10/2/1920,,baumgha01,baumgha01,baumh101,baumgha01,baumgha01
760,baumgst01,,,1894.0,12.0,14.0,USA,TX,Houston,1955.0,10.0,4.0,USA,PA,Philadelphia,Stan,Baumgartner,,Stanwood Fulton,,175.0,72.0,L,L,6/26/1914,5/30/1926,,baumgst01,baumgst01,baums101,baumgst01,baumgst01
762,bausege01,,,1869.0,3.0,22.0,USA,PA,Philadelphia,1947.0,7.0,29.0,USA,PA,Norristown,George,Bausewine,,George W.,,207.0,74.0,,,9/14/1889,10/11/1889,,bausege01,bausege01,bausg101,bausege01,bausege01
766,baxesji01,,,1928.0,7.0,5.0,USA,CA,San Francisco,1996.0,11.0,14.0,USA,CA,Garden Grove,Jim,Baxes,,Dimitrios Speros,,190.0,73.0,R,R,4/11/1959,9/26/1959,,baxesji01,baxesji01,baxej101,baxesji01,baxesji01
773,beachja01,,,1862.0,,,USA,VA,Alexandria,1896.0,7.0,23.0,USA,VA,Alexandria,Jack,Beach,,Stonewall Jackson,,,,,,5/1/1884,6/12/1884,,beachja01,beachja01,beacj101,beachja01,beachja01
780,beamoch01,,,1934.0,12.0,25.0,USA,CA,Oakland,,,,,,,Charlie,Beamon,,Charles Alfonzo (Sr.),,195.0,71.0,R,R,9/26/1956,9/13/1958,,beamoch01,beamoch01,beamc102,beamoch01,beamoch01
796,beaslch01,,,1962.0,6.0,23.0,USA,TN,Jackson,,,,,,,Chris,Beasley,,Christopher Charles,,190.0,74.0,R,R,7/20/1991,9/29/1991,Arizona State,beaslch01,beaslch01,beasc001,beaslch01,beaslch01
812,beckfr01,,,1860.0,4.0,29.0,USA,NY,Poughkeepsie,1941.0,2.0,8.0,USA,MI,Detroit,Frank,Beck,born Frank J. Hengstebeck,Frank J.,,141.0,69.0,,R,5/2/1884,9/18/1884,,beckfr01,beckfr01,beckf102,beckfr01,beckfr01
817,beckzi01,,,1885.0,9.0,30.0,USA,OH,Steubenville,1981.0,3.0,19.0,USA,FL,W.Palm Beach,Zinn,Beck,,Zinn Bertram,,160.0,70.0,R,R,9/14/1913,7/22/1918,,beckzi01,beckzi01,beckz101,beckzi01,beckzi01
818,beckehe01,,,1884.0,6.0,15.0,USA,NY,New York,1949.0,9.0,15.0,USA,NY,Jackson Heights,Heinie,Beckendorf,,Henry Ward,,174.0,69.0,R,R,4/16/1909,9/10/1910,,beckehe01,beckehe01,beckh101,beckehe01,beckehe01
832,beckwjo01,,,1955.0,1.0,28.0,USA,AL,Opelika,,,,,,,Joe,Beckwith,,Thomas Joseph,,200.0,75.0,L,R,7/21/1979,9/30/1986,Auburn,beckwjo01,beckwjo01,beckj001,beckwjo01,beckwjo01
837,bediehu01,,,1889.0,10.0,23.0,USA,NY,Gerry,1965.0,7.0,21.0,USA,NY,Jamestown,Hugh,Bedient,,Hugh Carpenter,,185.0,72.0,R,R,4/26/1912,9/29/1915,,bediehu01,bediehu01,bedih101,bediehu01,bediehu01
839,bedrost01,,bedrost01h,1957.0,12.0,6.0,USA,MA,Methuen,,,,,,,Steve,Bedrosian,,Stephen Wayne,Bedrock,200.0,75.0,R,R,8/14/1981,8/9/1995,New Haven,bedrost01,bedrost01,bedrs001,bedrost01,bedrost01
847,beenefr01,,,1942.0,11.0,24.0,USA,TX,Angleton,,,,,,,Fred,Beene,,Freddy Ray,,155.0,69.0,B,R,9/18/1968,9/28/1975,,beenefr01,beenefr01,beenf101,beenefr01,beenefr01
855,behenri01,,,1960.0,3.0,6.0,USA,FL,Miami,,,,,,,Rick,Behenna,,Richard Kipp,,170.0,74.0,R,R,4/12/1983,6/21/1985,,behenri01,behenri01,beher001,behenri01,behenri01
863,belchke01,,,1967.0,8.0,8.0,USA,TX,Waco,,,,,,,Kevin,Belcher,,Kevin Donnell,,170.0,72.0,R,R,9/3/1990,10/3/1990,Navarro JC,belchke01,belchke01,belck001,belchke01,belchke01
864,belchti01,,,1961.0,10.0,19.0,USA,OH,Mount Gilead,,,,,,,Tim,Belcher,,Timothy Wayne,,210.0,75.0,R,R,9/6/1987,9/30/2000,Mount Vernon Nazarene,belchti01,belchti01,belct001,belchti01,belchti01
866,belinst01,,,1966.0,8.0,6.0,USA,PA,Huntingdon,,,,,,,Stan,Belinda,,Stanley Peter,,185.0,75.0,R,R,9/8/1989,9/3/2000,Allegany CC,belinst01,belinst01,belis001,belinst01,belinst01
873,bellch01,,,1868.0,8.0,12.0,USA,OH,Cincinnati,1937.0,2.0,7.0,USA,OH,Cincinnati,Charlie,Bell,,Charles C.,,,,,R,10/13/1889,7/27/1891,,bellch01,bellch01,bellc101,bellch01,bellch01
876,bellde01,,,1968.0,12.0,11.0,USA,FL,Tampa,,,,,,,Derek,Bell,,Derek Nathaniel,,200.0,74.0,R,R,6/28/1991,7/3/2001,,bellde01,bellde01,belld001,bellde01,bellde01
879,bellfr01,,,1863.0,,,USA,OH,Cincinnati,1891.0,4.0,14.0,USA,OH,Cincinnati,Frank,Bell,,Frank Gustav,,,72.0,,,7/7/1885,7/31/1885,,bellfr01,bellfr01,bellf101,bellfr01,bellfr01
916,benesal01,,,1972.0,1.0,21.0,USA,IN,Evansville,,,,,,,Alan,Benes,,Alan Paul,,215.0,77.0,R,R,9/19/1995,5/28/2003,Creighton,benesal01,benesal01,benea002,benesal01,benesal01
950,bentora01,,,1901.0,9.0,29.0,USA,KY,Cannel City,1984.0,6.0,7.0,USA,TX,Mesquite,Rabbit,Benton,,Stanley W.,Stan,150.0,67.0,R,R,9/13/1922,9/19/1922,,bentora01,bentora01,bentr101,bentora01,bentora01
951,bentoru01,,,1890.0,6.0,27.0,USA,NC,Clinton,1937.0,12.0,12.0,USA,AL,Dothan,Rube,Benton,,John Cleave,,190.0,73.0,L,L,6/28/1910,9/21/1925,,bentoru01,bentoru01,bentr102,bentoru01,bentoru01
961,bergda01,,,1970.0,9.0,3.0,USA,CA,Roseville,,,,,,,Dave,Berg,,,,185.0,71.0,R,R,4/2/1998,9/29/2004,,bergda01,bergda01,bergd002,bergda01,bergda01
971,bergejo02,,,1901.0,8.0,27.0,USA,PA,Philadelphia,1979.0,5.0,7.0,USA,LA,Lake Charles,Johnny,Berger,,John Henne,,165.0,69.0,R,R,4/20/1922,9/6/1927,,bergejo02,bergejo02,bergj102,bergejo02,bergejo02
972,bergetu01,,,1867.0,12.0,6.0,USA,PA,Pittsburgh,1907.0,6.0,10.0,USA,PA,Pittsburgh,Tun,Berger,,John Henry,,204.0,,,R,5/9/1890,8/28/1892,,bergetu01,bergetu01,bergt101,bergetu01,bergetu01
974,bergepe01,,,1977.0,11.0,9.0,USA,MA,Greenfield,,,,,,,Peter,Bergeron,,,,185.0,74.0,L,R,9/7/1999,4/18/2004,,bergepe01,bergepe01,bergp001,bergepe01,bergepe01
