playerid,yearid,teamid,lgid,round,pos,g,gs,innouts,po,a,e,dp,tp,pb,sb,cs
caldwra02,1920,CLE,AL,WS,P,1,1,1.0,0,0,0,0,0,,0.0,0.0
bosweke01,1969,NYN,NL,NLCS,2B,3,3,60.0,3,2,1,1,0,,,
gonzajo02,1988,LAN,NL,WS,LF,2,0,9.0,1,0,0,0,0,,,
osteecl01,1965,LAN,NL,WS,P,2,2,42.0,2,3,0,1,0,,0.0,1.0
jonesan01,1999,ATL,NL,WS,CF,4,4,99.0,10,0,0,0,0,,,
ayalalu01,2011,NYA,AL,ALDS1,P,2,0,,0,0,0,0,0,,,
brownmo01,1907,CHN,NL,WS,P,1,1,27.0,1,1,0,0,0,,3.0,1.0
micelda01,2004,HOU,NL,NLDS2,P,3,0,10.0,0,0,0,0,0,,1.0,0.0
simonra01,2003,CHN,NL,NLDS2,1B,3,1,33.0,9,1,0,1,0,,,
lankfra01,2000,SLN,NL,NLCS,LF,4,4,81.0,10,1,0,0,0,,,
roberda01,1917,NY1,NL,WS,RF,6,5,153.0,6,2,1,0,0,,,
molinya01,2011,SLN,NL,WS,C,7,7,,52,4,0,1,0,0.0,1.0,3.0
tracedi01,1968,DET,AL,WS,3B,1,0,3.0,0,0,0,0,0,,,
morrija02,1991,MIN,AL,WS,P,3,3,69.0,3,3,0,0,0,,2.0,0.0
valenjo03,2006,NYN,NL,NLCS,2B,7,7,183.0,15,31,0,9,0,,,
torremi01,1977,NYA,AL,WS,P,2,2,54.0,2,3,0,0,0,,1.0,0.0
dobbsgr01,2008,PHI,NL,NLCS,3B,2,2,33.0,1,0,1,0,0,,,
hunteca01,1976,NYA,AL,ALCS,P,2,2,36.0,0,3,0,0,0,,0.0,2.0
bumpna01,2003,FLO,NL,NLCS,P,2,0,9.0,0,1,0,0,0,,0.0,0.0
sanchre01,2001,ATL,NL,NLDS1,SS,3,3,72.0,8,9,1,5,0,,,
whitejo01,1935,DET,AL,WS,CF,5,5,138.0,12,0,0,0,0,,,
hillejo01,1972,DET,AL,ALCS,P,3,0,10.0,0,0,0,0,0,,0.0,0.0
leibrch01,1991,ATL,NL,NLCS,P,1,1,20.0,0,1,0,0,0,,0.0,1.0
epstemi01,1972,OAK,AL,ALCS,1B,5,5,135.0,54,2,0,5,0,,,
spraged02,1992,TOR,AL,WS,1B,1,0,3.0,0,0,0,0,0,,,
devinjo01,2005,ATL,NL,NLDS2,P,3,0,5.0,0,0,0,0,0,,0.0,0.0
goochjo01,1925,PIT,NL,WS,C,3,1,30.0,9,3,0,0,0,0.0,1.0,1.0
polonlu01,1988,OAK,AL,WS,LF,2,1,45.0,2,0,0,0,0,,,
caseyse01,2006,DET,AL,ALCS,1B,1,1,15.0,3,0,0,3,0,,,
strawda01,1986,NYN,NL,WS,RF,7,7,183.0,19,0,0,0,0,,,
hendrge01,1972,OAK,AL,ALCS,CF,1,0,24.0,1,0,0,0,0,,,
zuberbi01,1946,BOS,AL,WS,P,1,0,6.0,0,0,0,0,0,,0.0,0.0
wheelda01,2005,HOU,NL,NLDS2,P,3,0,13.0,0,1,0,0,0,,0.0,0.0
parkewe01,1966,LAN,NL,WS,1B,4,4,99.0,31,2,0,4,0,,,
chancfr01,1910,CHN,NL,WS,1B,5,5,112.0,52,3,0,2,0,,,
ruthejo01,1952,BRO,NL,WS,P,1,0,3.0,0,0,0,0,0,,0.0,0.0
mussimi01,2001,NYA,AL,ALDS2,P,1,1,21.0,0,0,0,0,0,,0.0,0.0
moonwa01,1959,LAN,NL,WS,CF,1,0,3.0,0,0,0,0,0,,,
skowrbi01,1960,NYA,AL,WS,1B,7,7,183.0,70,6,0,9,0,,,
mathije01,2009,LAA,AL,ALCS,C,5,3,91.0,24,2,0,0,0,0.0,0.0,1.0
splitpa01,1978,KCA,AL,ALCS,P,1,1,22.0,0,0,0,0,0,,0.0,0.0
worksra01,1909,DET,AL,WS,P,1,0,6.0,0,1,0,0,0,,1.0,0.0
mclemma01,2001,SEA,AL,ALCS,SS,3,3,73.0,6,2,0,3,0,,,
reverda01,1981,NYA,AL,ALCS,1B,2,0,15.0,6,1,0,1,0,,,
postwa01,1961,CIN,NL,WS,LF,3,3,81.0,6,0,0,0,0,,,
bottoji01,1928,SLN,NL,WS,1B,4,4,102.0,36,2,0,3,0,,,
pendlte01,1992,ATL,NL,WS,3B,6,6,163.0,4,19,0,1,0,,,
wyseha01,1945,CHN,NL,WS,P,3,1,23.0,0,0,0,0,0,,0.0,0.0
howear01,1981,HOU,NL,NWDIV,3B,5,5,120.0,5,8,0,0,0,,,
rizzuph01,1942,NYA,AL,WS,SS,5,5,132.0,15,15,1,1,0,,,
mcreyke01,1984,SDN,NL,NLCS,CF,4,4,99.0,10,0,0,0,0,,,
mcgresc01,1983,BAL,AL,ALCS,P,1,1,20.0,1,1,0,0,0,,0.0,0.0
morenom01,1979,PIT,NL,NLCS,CF,3,3,90.0,5,0,0,0,0,,,
bonilbo01,1997,FLO,NL,NLCS,3B,6,6,149.0,5,13,0,1,0,,,
lidleco01,2002,OAK,AL,ALDS2,P,1,0,3.0,0,0,0,0,0,,0.0,0.0
bridgma01,1962,NYA,AL,WS,P,2,0,11.0,0,1,0,0,0,,1.0,0.0
crabtti01,1999,TEX,AL,ALDS2,P,2,0,5.0,0,1,0,0,0,,0.0,0.0
tebbebi01,1940,DET,AL,WS,C,3,3,75.0,13,3,1,1,0,0.0,0.0,1.0
moorewi01,1932,NYA,AL,WS,P,1,0,16.0,0,1,0,0,0,,0.0,0.0
paquecr01,2000,SLN,NL,NLDS1,LF,1,0,9.0,2,0,0,0,0,,,
stottto01,1992,TOR,AL,WS,P,4,0,11.0,0,0,0,0,0,,0.0,0.0
choatra01,2010,TBA,AL,ALDS1,P,3,0,3.0,0,0,0,0,0,,0.0,0.0
millibo01,1953,BRO,NL,WS,P,1,0,6.0,0,0,0,0,0,,0.0,0.0
streehu01,2006,OAK,AL,ALCS,P,2,0,10.0,0,1,0,0,0,,0.0,0.0
ditmaar01,1960,NYA,AL,WS,P,2,2,5.0,0,0,0,0,0,,2.0,0.0
matsuhi01,2003,NYA,AL,WS,LF,6,6,165.0,5,0,0,0,0,,,
nathajo01,2012,TEX,AL,ALWC,P,1,0,3.0,0,0,0,0,0,0.0,0.0,0.0
mendora01,1998,NYA,AL,ALCS,P,2,0,13.0,0,0,0,0,0,,0.0,0.0
borowjo01,2003,CHN,NL,NLDS2,P,2,0,6.0,0,0,0,0,0,,0.0,0.0
bellde01,1999,HOU,NL,NLDS1,RF,1,1,21.0,1,0,0,0,0,,,
myersgr01,1998,SDN,NL,NLDS2,C,1,0,1.0,0,0,0,0,0,0.0,1.0,0.0
muellle01,1945,DET,AL,WS,P,1,0,6.0,0,0,0,0,0,,0.0,0.0
kubekto01,1957,NYA,AL,WS,CF,3,2,51.0,7,0,0,0,0,,,
andujjo01,1980,HOU,NL,NLCS,P,1,0,3.0,0,0,0,0,0,,0.0,0.0
vaughgr01,1998,SDN,NL,WS,LF,3,3,78.0,4,0,1,0,0,,,
pinielo01,1977,NYA,AL,WS,LF,6,6,168.0,16,1,1,0,0,,,
glavito02,1996,ATL,NL,NLCS,P,2,2,39.0,0,3,0,1,0,,0.0,1.0
duncama01,1996,NYA,AL,ALCS,2B,4,4,102.0,5,7,1,0,0,,,
garcifr02,2001,SEA,AL,ALCS,P,1,1,22.0,0,1,0,0,0,,0.0,2.0
curtich01,1999,NYA,AL,WS,LF,3,1,39.0,5,0,0,0,0,,,
balfogr01,2008,TBA,AL,WS,P,3,0,9.0,0,1,0,0,0,,0.0,0.0
eisenji01,1997,FLO,NL,WS,1B,2,0,17.0,3,1,0,1,0,,,
cicoted01,1919,CHA,AL,WS,P,3,3,65.0,0,6,2,1,0,,1.0,3.0
wintege01,1908,DET,AL,WS,P,1,0,3.0,0,0,0,0,0,,1.0,1.0
greendi01,1974,OAK,AL,WS,2B,5,5,126.0,15,14,1,6,0,,,
maddoga01,1976,PHI,NL,NLCS,CF,3,3,79.0,9,0,0,0,0,,,
forscbo01,1982,SLN,NL,NLCS,P,1,1,27.0,1,2,0,0,0,,0.0,1.0
shawkbo01,1923,NYA,AL,WS,P,1,1,23.0,1,2,0,1,0,,0.0,0.0
renteed01,2000,SLN,NL,NLDS1,SS,3,3,81.0,7,4,1,1,0,,,
wolcobo01,1995,SEA,AL,ALCS,P,1,1,21.0,1,1,0,0,0,,0.0,0.0
jacksmi02,1997,CLE,AL,ALCS,P,5,0,13.0,0,0,0,0,0,,0.0,0.0
richile01,1910,CHN,NL,WS,P,1,0,3.0,0,0,0,0,0,,0.0,0.0
shawkbo01,1921,NYA,AL,WS,P,2,1,27.0,0,0,0,0,0,,1.0,3.0
gedmari01,1986,BOS,AL,WS,C,7,7,188.0,46,3,2,2,0,1.0,7.0,2.0
adamsmi03,2011,TEX,AL,ALCS,P,5,0,,0,1,0,0,0,,,
rodrial01,2010,NYA,AL,ALCS,3B,6,6,156.0,4,16,1,0,0,,,
duncama01,1990,CIN,NL,NLCS,2B,6,6,147.0,6,11,1,0,0,,,
millafe01,1973,NYN,NL,NLCS,2B,5,5,142.0,9,11,0,2,0,,,
gossari01,1978,NYA,AL,WS,P,3,0,18.0,0,0,0,0,0,,0.0,0.0
fairlro01,1966,LAN,NL,WS,RF,2,2,48.0,3,0,1,0,0,,,
stewada01,1988,OAK,AL,ALCS,P,2,2,40.0,0,2,0,0,0,,0.0,0.0
palmeji01,1973,BAL,AL,ALCS,P,3,2,44.0,1,1,0,1,0,,0.0,0.0
lockhke01,2000,ATL,NL,NLDS1,2B,3,2,57.0,4,6,0,0,0,,,
pierzaj01,2008,CHA,AL,ALDS2,C,4,4,102.0,33,0,0,0,0,1.0,7.0,1.0
mohrdu01,2002,MIN,AL,ALCS,RF,4,3,75.0,6,0,0,0,0,,,
schulfr01,1910,CHN,NL,WS,RF,5,5,132.0,4,0,0,0,0,,,
morgajo02,1972,CIN,NL,NLCS,2B,5,5,132.0,11,18,0,3,0,,,
rosepe01,1983,PHI,NL,NLCS,1B,4,4,105.0,28,2,0,0,0,,,
hermadu01,2003,SFN,NL,NLDS1,P,1,0,3.0,0,0,0,0,0,,0.0,0.0
mizejo01,1952,NYA,AL,WS,1B,4,4,96.0,26,3,0,4,0,,,
roberbo01,1970,PIT,NL,NLCS,1B,1,1,27.0,11,1,0,1,0,,,
smilejo01,1995,CIN,NL,NLDS2,P,1,1,18.0,0,1,0,0,0,,0.0,0.0
molinya01,2012,SLN,NL,NLDS1,C,5,5,129.0,43,2,0,0,0,0.0,0.0,0.0
garvest01,1974,LAN,NL,NLCS,1B,4,4,108.0,40,2,1,6,0,,,
ryanno01,1979,CAL,AL,ALCS,P,1,1,21.0,0,0,0,0,0,,1.0,0.0
lopated01,1949,NYA,AL,WS,P,1,1,17.0,0,1,0,0,0,,0.0,0.0
incavpe01,1996,BAL,AL,ALDS1,LF,2,1,30.0,0,0,0,0,0,,,
winnihe01,1990,CIN,NL,NLCS,CF,2,2,51.0,7,0,0,0,0,,,
victosh01,2011,PHI,NL,NLDS1,CF,5,5,,7,0,1,0,0,,,
campabe01,1972,OAK,AL,WS,SS,7,7,186.0,17,15,1,2,0,,,
sheetan01,1998,SDN,NL,NLDS2,2B,1,0,3.0,0,0,0,0,0,,,
gilesbr02,2006,SDN,NL,NLDS2,RF,4,4,105.0,8,0,0,0,0,,,
daubeja01,1916,BRO,NL,WS,1B,4,4,115.0,41,2,0,1,0,,,
myersbr01,2008,PHI,NL,WS,P,1,1,21.0,0,1,0,0,0,,0.0,0.0
devermi01,1995,ATL,NL,WS,LF,4,0,29.0,0,0,1,0,0,,,
luzingr01,1980,PHI,NL,NLCS,LF,4,4,97.0,5,0,1,0,0,,,
sheffga01,1997,FLO,NL,NLCS,RF,6,6,159.0,4,2,0,0,0,,,
millwke01,2002,ATL,NL,NLDS1,P,2,2,33.0,1,0,0,0,0,,0.0,0.0
houstty01,1998,CHN,NL,NLDS1,C,3,2,46.0,13,0,0,0,0,1.0,2.0,0.0
urbinug01,2003,FLO,NL,WS,P,3,0,9.0,0,0,0,0,0,,0.0,0.0
leonade01,1980,KCA,AL,ALCS,P,1,1,24.0,0,0,0,0,0,,0.0,0.0
figgich01,2005,LAA,AL,ALDS2,CF,1,1,15.0,2,0,0,0,0,,,
adamssp01,1931,SLN,NL,WS,3B,2,2,15.0,0,1,0,0,0,0.0,0.0,0.0
mccanbr01,2005,ATL,NL,NLDS2,C,3,3,103.0,24,1,0,0,0,0.0,2.0,0.0
koscoan01,1973,CIN,NL,NLCS,RF,3,3,87.0,12,0,1,0,0,,,
rhodear01,2000,SEA,AL,ALDS2,P,3,0,8.0,0,1,0,0,0,,0.0,0.0
halldi01,1970,BAL,AL,ALCS,P,1,0,14.0,0,0,0,0,0,,0.0,0.0
howarfr01,1963,LAN,NL,WS,RF,3,3,60.0,4,0,0,0,0,,,
smithal03,1937,NY1,NL,WS,P,2,0,9.0,0,1,0,0,0,,0.0,0.0
sciosmi01,1988,LAN,NL,NLCS,C,7,6,162.0,37,4,0,1,0,1.0,4.0,2.0
jamesbi01,1919,CHA,AL,WS,P,1,0,14.0,0,0,0,0,0,,2.0,1.0
simasbi01,2000,CHA,AL,ALDS2,P,2,0,3.0,0,0,0,0,0,,0.0,0.0
marisro01,1960,NYA,AL,WS,RF,7,7,174.0,12,0,1,0,0,,,
finlest01,2002,ARI,NL,NLDS2,CF,3,3,78.0,12,0,0,0,0,,,
heathmi02,1981,OAK,AL,ALCS,C,2,1,30.0,3,0,0,0,0,0.0,1.0,0.0
riverma01,1998,NYA,AL,WS,P,3,0,13.0,0,0,0,0,0,,0.0,0.0
anderbr01,1996,BAL,AL,ALDS1,CF,4,4,114.0,7,0,0,0,0,,,
hamilda02,1999,NYN,NL,NLDS2,CF,4,2,66.0,9,0,0,0,0,,,
pujolal01,2004,SLN,NL,NLCS,1B,7,7,190.0,53,8,0,4,0,,,
youngmi02,2010,TEX,AL,ALDS1,3B,5,5,135.0,2,8,0,0,0,,,
valenjo03,2006,NYN,NL,NLDS1,2B,3,3,81.0,3,6,1,1,0,,,
jonesch06,1996,ATL,NL,WS,3B,6,6,156.0,4,6,0,1,0,,,
tavarju01,1996,CLE,AL,ALDS1,P,2,0,4.0,0,0,0,0,0,,0.0,0.0
vealebo01,1971,PIT,NL,WS,P,1,0,2.0,0,1,0,0,0,,0.0,0.0
zimmery01,2012,WAS,NL,NLDS1,3B,5,5,132.0,0,10,1,1,0,0.0,0.0,0.0
velarra01,2002,OAK,AL,ALDS2,2B,1,0,3.0,0,0,0,0,0,,,
jacksda04,2003,BOS,AL,ALDS2,2B,4,1,53.0,5,4,0,0,0,,,
hendeda01,1990,OAK,AL,WS,CF,3,3,81.0,7,0,0,0,0,,,
roettwa01,1931,SLN,NL,WS,RF,3,3,78.0,4,0,0,0,0,,,
clarkal01,1947,NYA,AL,WS,RF,1,0,9.0,2,0,0,0,0,,,
hawkila01,2007,COL,NL,NLDS2,P,1,0,3.0,0,0,0,0,0,,0.0,0.0
clarkwi02,2000,SLN,NL,NLCS,1B,5,5,129.0,39,4,2,3,0,,,
foxan01,1996,NYA,AL,WS,3B,1,0,3.0,0,0,0,0,0,,,
lollash01,1947,NYA,AL,WS,C,2,2,27.0,2,1,0,0,0,2.0,2.0,1.0
crawfca02,2008,TBA,AL,ALDS2,LF,4,4,105.0,10,0,0,0,0,,,
bellira01,1995,ATL,NL,NLDS1,SS,4,1,48.0,2,5,0,1,0,,,
snydefr01,1922,NY1,NL,WS,C,4,4,111.0,23,5,1,1,0,0.0,1.0,1.0
hermabi01,1941,BRO,NL,WS,2B,4,3,69.0,4,13,0,2,0,,,
chancde01,1969,MIN,AL,ALCS,P,1,0,6.0,0,0,0,0,0,,0.0,0.0
fordle01,2012,BAL,AL,ALWC,DH,1,0,0.0,0,0,0,0,0,0.0,0.0,0.0
evereca01,1999,HOU,NL,NLDS1,CF,4,4,87.0,6,0,0,0,0,,,
espossa01,1959,CHA,AL,WS,3B,2,0,21.0,1,0,0,0,0,,,
lugoju01,2006,LAN,NL,NLDS1,3B,1,1,15.0,0,1,0,0,0,,,
gilliji01,1955,BRO,NL,WS,LF,4,3,78.0,4,1,0,0,0,,,
parenma01,1996,BAL,AL,ALCS,C,2,2,48.0,14,0,0,0,0,0.0,2.0,0.0
conceon01,1985,KCA,AL,ALCS,SS,3,0,20.0,2,4,0,2,0,,,
cruzju02,2003,CHN,NL,NLDS2,P,1,0,3.0,0,0,0,0,0,,0.0,0.0
mulhote01,1993,PHI,NL,WS,P,2,2,32.0,1,1,0,0,0,,0.0,1.0
lemkema01,1992,ATL,NL,NLCS,3B,1,0,6.0,0,0,0,0,0,,,
broxtjo01,2006,LAN,NL,NLDS1,P,2,0,6.0,0,0,0,0,0,,1.0,0.0
ziskri01,1975,PIT,NL,NLCS,LF,3,3,78.0,9,0,0,0,0,,,
riverma01,2009,NYA,AL,ALCS,P,5,0,21.0,1,0,0,0,0,,1.0,0.0
donlimi01,1905,NY1,NL,WS,CF,5,5,135.0,16,0,0,0,0,,,
carltst01,1980,PHI,NL,NLCS,P,2,2,37.0,0,1,0,0,0,,2.0,0.0
cansejo01,1989,OAK,AL,WS,RF,4,4,102.0,6,0,0,0,0,,,
mcdowja01,1995,NYA,AL,ALDS2,P,2,1,21.0,0,0,0,0,0,,1.0,0.0
wilsowi02,1985,KCA,AL,WS,CF,7,7,186.0,19,1,0,0,0,,,
slaglji01,1907,CHN,NL,WS,CF,5,5,144.0,13,0,1,0,0,,,
clemero01,1960,PIT,NL,WS,RF,7,7,186.0,19,0,0,0,0,,,
carbobe01,1970,CIN,NL,WS,LF,2,2,54.0,4,0,0,0,0,,,
matlajo01,1973,NYN,NL,NLCS,P,1,1,27.0,0,1,0,0,0,,0.0,1.0
maddugr01,2001,ATL,NL,NLDS1,P,1,1,18.0,0,0,0,0,0,,0.0,0.0
stanlfr01,1978,NYA,AL,WS,2B,3,2,51.0,5,2,0,1,0,,,
schilcu01,2002,ARI,NL,NLDS2,P,1,1,21.0,0,0,0,0,0,,1.0,0.0
whitefr01,1985,KCA,AL,ALCS,2B,7,7,188.0,9,28,0,2,0,,,
grosswa01,1981,OAK,AL,ALCS,3B,3,0,21.0,2,0,0,0,0,,,
mordemi01,1995,ATL,NL,WS,SS,2,0,24.0,0,6,0,0,0,,,
harribu01,1925,WS1,AL,WS,2B,7,7,177.0,23,18,0,5,0,,,
bakerfr01,1913,PHA,AL,WS,3B,5,5,138.0,6,5,1,0,0,,,
draveda01,1987,SFN,NL,NLCS,P,2,2,45.0,0,2,0,0,0,,0.0,1.0
herrto01,1987,SLN,NL,NLCS,2B,7,7,183.0,11,11,1,3,0,,,
peelho01,1933,NY1,NL,WS,CF,1,0,9.0,0,0,0,0,0,,,
treadje01,1991,ATL,NL,NLCS,2B,1,1,21.0,2,2,0,1,0,,,
iorgga01,1985,TOR,AL,ALCS,3B,6,4,105.0,5,10,0,0,0,,,
howarel01,1960,NYA,AL,WS,C,4,4,81.0,11,0,0,0,0,0.0,0.0,0.0
schilcu01,1993,PHI,NL,NLCS,P,2,2,48.0,0,0,0,0,0,,0.0,0.0
robinja02,1952,BRO,NL,WS,2B,7,7,192.0,10,19,0,4,0,,,
wisede01,2008,CHA,AL,ALDS2,LF,3,3,69.0,7,0,0,0,0,,,
joynewa01,1996,SDN,NL,NLDS2,1B,3,2,54.0,12,2,0,2,0,,,
counscr01,2008,MIL,NL,NLDS2,3B,2,2,47.0,3,3,0,1,0,,,
brownol02,1976,PHI,NL,NLCS,RF,1,1,27.0,2,0,0,0,0,,,
nettlgr01,1984,SDN,NL,NLCS,3B,4,4,105.0,5,8,0,0,0,,,
stechge01,2001,SLN,NL,NLDS2,P,2,0,1.0,0,0,0,0,0,,0.0,0.0
osunaan01,1996,LAN,NL,NLDS1,P,2,0,6.0,0,0,0,0,0,,2.0,2.0
cabreme01,2009,NYA,AL,ALCS,RF,3,0,27.0,2,0,0,0,0,,,
lockhke01,1998,ATL,NL,NLCS,2B,6,4,111.0,5,12,0,3,0,,,
saxst01,1981,LAN,NL,WS,2B,1,0,3.0,0,0,0,0,0,,,
brownmo01,1906,CHN,NL,WS,P,3,3,59.0,1,11,1,0,0,,3.0,3.0
smoltjo01,2003,ATL,NL,NLDS2,P,2,0,9.0,0,0,0,0,0,,0.0,0.0
medwijo01,1934,SLN,NL,WS,LF,7,7,184.0,9,0,0,0,0,,,
blausje01,1997,ATL,NL,NLDS2,SS,3,3,81.0,2,10,0,2,0,,,
odombl01,1974,OAK,AL,WS,P,2,0,4.0,0,0,0,0,0,,1.0,0.0
newmaal01,1987,MIN,AL,WS,2B,3,1,36.0,1,2,0,0,0,,,
mendoma01,1974,PIT,NL,NLCS,SS,3,2,57.0,4,7,0,0,0,,,
bluegos01,1933,WS1,AL,WS,3B,5,5,138.0,3,14,0,0,0,,,
davisro02,1981,NYA,AL,AEDIV,P,3,0,18.0,1,0,0,0,0,,0.0,0.0
gracema01,2001,ARI,NL,NLCS,1B,5,5,120.0,45,2,0,3,0,,,
duncama01,1996,NYA,AL,ALDS2,2B,4,4,108.0,9,13,0,2,0,,,
careyan01,1957,NYA,AL,WS,3B,2,2,55.0,3,6,0,0,0,,,
hendrge01,1982,SLN,NL,NLCS,RF,3,3,81.0,5,0,0,0,0,,,
brownbo03,1951,NYA,AL,WS,3B,4,4,84.0,1,8,0,0,0,,,
moellch01,2002,ARI,NL,NLDS2,C,1,1,18.0,4,1,0,0,0,0.0,1.0,1.0
bladera01,1930,SLN,NL,WS,RF,3,3,66.0,10,0,0,0,0,,,
ordonma01,2006,DET,AL,ALDS1,RF,4,4,105.0,8,0,0,0,0,,,
forstte01,1978,LAN,NL,NLCS,P,1,0,3.0,0,0,0,0,0,,0.0,0.0
floydcl01,2006,NYN,NL,NLDS1,LF,3,3,54.0,4,0,0,0,0,,,
hallabi01,1930,SLN,NL,WS,P,2,2,33.0,0,1,0,0,0,,0.0,0.0
jeterde01,1998,NYA,AL,ALDS2,SS,3,3,81.0,4,5,0,2,0,,,
meuseir01,1924,NY1,NL,WS,RF,1,0,1.0,0,0,0,0,0,,,
benchjo01,1970,CIN,NL,NLCS,C,3,3,84.0,20,3,0,0,0,0.0,0.0,2.0
espyce01,1992,PIT,NL,NLCS,RF,2,0,5.0,0,0,0,0,0,,,
verasqu01,1998,SDN,NL,NLDS2,2B,4,4,103.0,8,12,0,5,0,,,
jurgebi01,1935,CHN,NL,WS,SS,6,6,158.0,16,15,1,4,0,,,
huntebr01,1991,ATL,NL,WS,1B,4,0,15.0,3,0,0,0,0,,,
landiji01,1959,CHA,AL,WS,CF,6,6,156.0,9,0,1,0,0,,,
wilsowi02,1985,KCA,AL,ALCS,CF,7,7,188.0,12,0,0,0,0,,,
richago01,1964,SLN,NL,WS,P,2,0,2.0,0,0,0,0,0,,0.0,0.0
mitchke01,1989,SFN,NL,NLCS,LF,5,5,132.0,15,1,1,1,0,,,
tenacge01,1972,OAK,AL,ALCS,C,5,5,123.0,19,3,0,0,0,1.0,0.0,1.0
kingemi01,1995,COL,NL,NLDS1,CF,4,2,62.0,5,0,0,0,0,,,
gehrilo01,1937,NYA,AL,WS,1B,5,5,132.0,50,1,0,2,0,,,
pineijo01,2009,SLN,NL,NLDS1,P,1,1,12.0,0,0,1,0,0,,0.0,0.0
riverru01,1998,SDN,NL,NLCS,RF,1,0,3.0,0,0,0,0,0,,,
simmoal01,1939,CIN,NL,WS,LF,1,0,18.0,3,0,0,0,0,,,
leachto01,1909,PIT,NL,WS,CF,7,7,156.0,16,1,0,0,0,0.0,0.0,0.0
lindsji01,1930,SLN,NL,WS,P,2,0,14.0,0,1,0,0,0,,0.0,0.0
bonilbo01,1996,BAL,AL,ALDS1,RF,4,4,108.0,9,0,1,0,0,,,
delcama01,2007,BOS,AL,ALCS,P,3,0,5.0,0,0,0,0,0,,1.0,0.0
willima04,1989,SFN,NL,NLCS,3B,5,5,123.0,5,12,0,2,0,,,
burkejo03,2003,BOS,AL,ALDS2,P,1,1,16.0,1,0,0,0,0,,0.0,0.0
eastwra01,1975,CIN,NL,WS,P,5,0,24.0,0,0,0,0,0,,0.0,0.0
wathajo01,1977,KCA,AL,ALCS,1B,2,1,33.0,17,0,0,0,0,,,
wallide01,1981,HOU,NL,NWDIV,3B,1,0,12.0,1,2,0,0,0,,,
greenmi01,1995,BOS,AL,ALDS1,LF,3,3,89.0,8,0,0,0,0,,,
boonebo01,1986,CAL,AL,ALCS,C,7,7,177.0,33,3,0,0,0,2.0,1.0,0.0
cabreor01,2004,BOS,AL,ALDS1,SS,3,3,84.0,3,5,0,1,0,,,
foxne01,1959,CHA,AL,WS,2B,6,6,156.0,14,23,0,2,0,,,
gomezch02,1998,SDN,NL,NLCS,SS,6,6,151.0,5,14,1,4,0,,,
bauerha01,1951,NYA,AL,WS,LF,1,1,27.0,0,0,0,0,0,,,
bedrost01,1991,MIN,AL,WS,P,3,0,10.0,0,1,0,0,0,,0.0,0.0
villoro01,2001,HOU,NL,NLDS1,P,1,0,2.0,0,0,0,0,0,,0.0,0.0
