yearid,teamid,lgid,playerid,salary
1999,ATL,NL,seaneru01,775000
1986,MON,NL,leach01,850000
1994,PIT,NL,varshga01,243750
2010,CIN,NL,balenwl01,416000
2012,CHA,AL,danksjo01,2000000
1997,ML4,AL,nilssda01,2700000
2006,BAL,AL,byrdati01,335000
1998,MON,NL,whitero02,2000000
2007,MIL,NL,sheetbe01,11125000
2006,PIT,NL,mclouna01,329000
2010,ATL,NL,pradoma01,440000
1989,SFN,NL,mitchke01,610000
1995,CLE,AL,kirbywa01,362500
1998,FLO,NL,wehnejo01,275000
1989,TOR,AL,flanami01,887500
2012,OAK,AL,cowgico01,482500
2006,BOS,AL,schilcu01,13000000
1993,CHA,AL,saxst01,1975000
1995,PIT,NL,mccurje01,109000
2006,PHI,NL,rolliji01,5000000
2001,HOU,NL,eusebto01,1300000
1986,CAL,AL,candejo01,800000
1992,NYA,AL,hayesch01,280000
1990,SFN,NL,bathebi01,120000
1987,CIN,NL,robinro01,185000
2009,LAA,AL,escobke01,10000000
2009,SDN,NL,kouzmke01,432400
2008,TEX,AL,brousbe01,3850000
2004,MON,NL,ayalalu01,317500
1985,SDN,NL,wiggial01,512500
2001,ANA,AL,kennead01,280000
1987,ML4,AL,bragggl01,80000
2008,HOU,NL,borkoda01,800000
2011,PHI,NL,howarry01,20000000
2012,DET,AL,schleda01,490000
1990,ML4,AL,spierbi01,135000
2006,ATL,NL,sosajo02,2200000
1998,HOU,NL,garcira03,260000
1995,SLN,NL,fossato01,275000
2006,HOU,NL,oswalro01,11000000
1992,CHN,NL,wilkiri01,140000
2012,SFN,NL,sanchfr01,6000000
2004,BOS,AL,martipe02,17500000
2008,COL,NL,moralfr01,391000
2005,CHN,NL,leicejo01,300000
1996,CAL,AL,ariasge01,109000
1986,SLN,NL,herrto01,750000
1986,TEX,AL,hootobu01,690000
1996,COL,NL,owensja02,155000
1998,SLN,NL,gantro01,5500000
2009,OAK,AL,cahiltr01,400000
1993,CLE,AL,youngcl01,125000
1999,MIL,NL,ramirhe01,200000
2011,TEX,AL,napolmi01,5800000
1999,PHI,NL,byrdpa01,297500
2012,SDN,NL,quentca01,7025000
2009,TBA,AL,riggash01,413900
1999,DET,AL,jonesto02,2500000
1987,CIN,NL,brownto05,287500
1993,LAN,NL,martira02,1775000
2003,SEA,AL,moyerja01,6500000
1992,ATL,NL,esaskni01,2150000
1985,SFN,NL,mintogr01,865000
1994,PIT,NL,slaugdo01,1475000
1993,SFN,NL,brummgr01,109000
1995,DET,AL,flahejo01,172500
1999,MON,NL,urbinug01,2200000
1997,ATL,NL,cathemi01,150000
2011,NYA,AL,posadjo01,13100000
1994,NYN,NL,lintodo01,135000
1989,CIN,NL,danieka01,325000
2005,COL,NL,cookaa01,326000
2003,NYN,NL,francjo01,3833333
1991,CAL,AL,winfida01,3300000
1994,CLE,AL,dipotje01,140000
1995,NYN,NL,dipotje01,150000
2002,CIN,NL,larueja01,305000
2009,HOU,NL,sampsch01,449000
2003,FLO,NL,nealbl01,300000
2008,LAA,AL,thompri03,391000
1987,CLE,AL,hinzoto01,62500
1991,TOR,AL,willsfr01,435000
2007,CIN,NL,arroybr01,4125000
1991,CAL,AL,fettemi01,120000
1990,SLN,NL,zeileto01,100000
2003,HOU,NL,bagweje01,13000000
1993,HOU,NL,judenje01,109000
1992,SFN,NL,burbada01,130000
2000,COL,NL,heltoto01,1300000
1985,LAN,NL,reussje01,980000
2006,SDN,NL,gilesbr02,7666666
1992,CLE,AL,hillgl01,325000
1985,TEX,AL,schmida01,344000
1995,ML4,AL,nilssda01,290000
2009,ATL,NL,diazma02,1237500
2005,BOS,AL,mirabdo01,1500000
1993,TEX,AL,gilbe01,109000
1991,CHA,AL,hernaro01,100000
1989,ATL,NL,greggto01,82000
1991,BOS,AL,youngma01,2266667
1993,LAN,NL,ashlebi01,124000
1987,HOU,NL,hatchbi01,110000
1990,SEA,AL,johnsra05,150000
1989,BOS,AL,riceji01,2354748
1990,SEA,AL,colesda01,690000
2003,PIT,NL,sandere02,1000000
2003,ANA,AL,salmoti01,9900000
1996,HOU,NL,eusebto01,300000
2002,ANA,AL,fabrejo01,500000
2012,CLE,AL,lowede01,15000000
2007,BAL,AL,bedarer01,3400000
1988,DET,AL,herndla01,375000
1991,CIN,NL,saboch01,1250500
2008,SEA,AL,bloomwi01,1000000
1990,NYN,NL,omallto01,155000
2000,DET,AL,mageewe01,205000
1991,CAL,AL,robinje01,1000000
2002,MIL,NL,younger01,2000000
1998,TBA,AL,stockke01,1800000
1999,ARI,NL,holmeda01,1466666
2002,CHN,NL,ojedaau01,240000
1987,BAL,AL,gerhake01,62500
2002,DET,AL,jacksda04,625000
1995,CIN,NL,howarth01,675000
1986,OAK,AL,kruegbi01,195000
1986,KCA,AL,saberbr01,925000
2005,TBA,AL,nomohi01,800000
2004,HOU,NL,kentje01,10000000
2012,NYA,AL,canoro01,14000000
1991,SEA,AL,martied01,350000
1998,LAN,NL,princto01,350000
2003,KCA,AL,harveke01,300000
2001,FLO,NL,redmomi01,300000
2007,CIN,NL,burtoja01,380000
1985,ATL,NL,barkele01,870000
1985,ATL,NL,bedrost01,550000
1985,ATL,NL,benedbr01,545000
1985,ATL,NL,campri01,633333
1985,ATL,NL,ceronri01,625000
1985,ATL,NL,chambch01,800000
1985,ATL,NL,dedmoje01,150000
1985,ATL,NL,forstte01,483333
1985,ATL,NL,garbege01,772000
1985,ATL,NL,harpete01,250000
1985,ATL,NL,hornebo01,1500000
1985,ATL,NL,hubbagl01,455000
1985,ATL,NL,mahleri01,407500
1985,ATL,NL,mcmurcr01,275000
1985,ATL,NL,mumphje01,775000
1985,ATL,NL,murphda05,1625000
1985,ATL,NL,oberkke01,616667
1985,ATL,NL,perezpa01,450000
1985,ATL,NL,perryge01,120000
1985,ATL,NL,ramirra01,750000
1985,ATL,NL,suttebr01,1354167
1985,ATL,NL,washicl01,800000
1985,BAL,AL,boddimi01,625000
1985,BAL,AL,dauerri01,480000
1985,BAL,AL,davisst02,437500
1985,BAL,AL,dempsri01,512500
1985,BAL,AL,dwyerji01,375000
1985,BAL,AL,flanami01,641667
1985,BAL,AL,fordda01,450000
1985,BAL,AL,grosswa01,483333
1985,BAL,AL,lacyle01,725000
1985,BAL,AL,lynnfr01,1090000
1985,BAL,AL,martide01,560000
1985,BAL,AL,martiti01,440000
1985,BAL,AL,mcgresc01,547143
1985,BAL,AL,murraed02,1472819
1985,BAL,AL,nolanjo01,341667
1985,BAL,AL,rayfofl01,128500
1985,BAL,AL,ripkeca01,800000
1985,BAL,AL,roeniga01,558333
1985,BAL,AL,sheetla01,60000
1985,BAL,AL,shelbjo01,130000
1985,BAL,AL,stewasa01,581250
1985,BAL,AL,youngmi01,121000
1985,BOS,AL,armasto01,915000
1985,BOS,AL,barrema02,272500
1985,BOS,AL,boggswa01,1000000
1985,BOS,AL,bordiri01,115000
1985,BOS,AL,boydoi01,177500
1985,BOS,AL,bucknbi01,747500
1985,BOS,AL,clearma01,580000
1985,BOS,AL,clemero02,140000
1985,BOS,AL,crawfst01,160000
1985,BOS,AL,easlemi01,650000
1985,BOS,AL,evansdw01,800000
1985,BOS,AL,gedmari01,477500
1985,BOS,AL,gutieja01,130000
1985,BOS,AL,hoffmgl01,335000
1985,BOS,AL,hurstbr01,300000
1985,BOS,AL,juraked01,125000
1985,BOS,AL,kisonbr01,370000
1985,BOS,AL,milleri01,275000
1985,BOS,AL,nichore01,260000
1985,BOS,AL,nippeal01,165000
1985,BOS,AL,ojedabo01,240000
1985,BOS,AL,remyje01,483333
1985,BOS,AL,riceji01,779227
1985,BOS,AL,stanlbo01,1075000
1985,BOS,AL,staplda01,325000
1985,CAL,AL,beniqju01,365000
1985,CAL,AL,boonebo01,883000
1985,CAL,AL,burleri01,856667
1985,CAL,AL,candejo01,612500
1985,CAL,AL,carewro01,875000
1985,CAL,AL,clibust02,60000
1985,CAL,AL,corbedo01,360000
1985,CAL,AL,decindo01,1100000
1985,CAL,AL,downibr01,808333
1985,CAL,AL,forscke01,633333
2004,ANA,AL,anderga01,6200000
2004,ANA,AL,colonba01,11000000
2004,ANA,AL,davanje02,375000
2004,ANA,AL,donnebr01,375000
2004,ANA,AL,eckstda01,2150000
2004,ANA,AL,erstada01,7750000
2004,ANA,AL,escobke01,5750000
2004,ANA,AL,figgich01,320000
2004,ANA,AL,glaustr01,9900000
2004,ANA,AL,greggke01,301500
2004,ANA,AL,guerrvl01,11000000
2004,ANA,AL,guilljo01,2200000
2004,ANA,AL,haltesh01,575000
2004,ANA,AL,jonesgr01,301500
2004,ANA,AL,kennead01,2500000
2004,ANA,AL,lackejo01,375000
2004,ANA,AL,molinbe01,2025000
2004,ANA,AL,molinjo01,335000
2004,ANA,AL,ortizra01,3266667
2004,ANA,AL,pauljo01,335000
2004,ANA,AL,percitr01,7833333
2004,ANA,AL,rodrifr03,375000
2004,ANA,AL,salmoti01,9900000
2004,ANA,AL,seleaa01,8666667
2004,ANA,AL,shielsc01,375000
2004,ANA,AL,washbja01,5450000
2004,ANA,AL,weberbe01,900000
2004,ARI,NL,alomaro01,1000000
2004,ARI,NL,baergca01,1000000
2004,ARI,NL,bautida01,4000000
2004,ARI,NL,choatra01,325750
2004,ARI,NL,cintral01,335000
2004,ARI,NL,colbrgr01,2750000
2004,ARI,NL,daiglca01,300000
2004,ARI,NL,desseel01,4000000
2004,ARI,NL,estalbo02,550000
2004,ARI,NL,finlest01,7000000
2004,ARI,NL,fossuca01,345000
2004,ARI,NL,gonzalu01,8250000
2004,ARI,NL,hammoro01,315000
2004,ARI,NL,hillesh02,2600000
2004,ARI,NL,johnsra05,16000000
2004,ARI,NL,katama01,315000
2004,ARI,NL,koplomi01,330000
2004,ARI,NL,lyonbr01,330000
2004,ARI,NL,mantema01,7000000
2004,ARI,NL,maynebr01,800000
2004,ARI,NL,nancesh01,307500
2004,ARI,NL,randost01,322500
2004,ARI,NL,reynosh01,1000000
2004,ARI,NL,sadledo01,400000
2004,ARI,NL,sexsori01,8725000
2004,ARI,NL,sparkst01,500000
2004,ARI,NL,valvejo01,320000
2004,ARI,NL,villaos01,325000
2004,ARI,NL,webbbr01,335000
2004,ATL,NL,alfonan01,1350000
2004,ATL,NL,byrdpa01,7000000
2004,ATL,NL,cruzju02,370000
2004,ATL,NL,cunnawi01,525000
2004,ATL,NL,derosma01,725000
2004,ATL,NL,drewjd01,4200000
1986,TEX,AL,mcdowod01,135000
1991,OAK,AL,weisswa01,780000
2002,MIL,NL,dejeami01,1400000
2008,CIN,NL,merckke01,600000
1997,CIN,NL,nunnajo01,190000
2005,LAA,AL,rodrifr03,440000
2003,CHA,AL,buehrma01,445000
2002,SDN,NL,tomkobr01,1100000
1991,OAK,AL,lawva01,500000
2001,NYN,NL,crousri01,255000
2006,TEX,AL,wilkebr01,3900000
2007,PHI,NL,smithma04,380000
2012,HOU,NL,johnsch05,495000
1999,CHA,AL,carusmi01,275000
2004,FLO,NL,cabremi01,320000
1995,ATL,NL,obriech01,550000
1992,PHI,NL,jordari02,660000
2009,HOU,NL,hawkila01,3500000
1999,ATL,NL,boonebr01,2900000
1986,NYA,AL,scurrro01,450000
2010,NYA,AL,burneaj01,16500000
2009,SEA,AL,hernafe02,3800000
1998,PIT,NL,collilo01,176000
1997,TEX,AL,oliveda02,1075000
1995,TEX,AL,tettlmi01,1000000
1995,SFN,NL,rossejo01,109000
1993,ATL,NL,olsongr02,925000
1997,CIN,NL,harrile01,650000
1995,CLE,AL,olsongr01,750000
2009,LAN,NL,ausmubr01,1000000
2000,ATL,NL,riverlu02,200000
1991,MON,NL,jonesba01,875000
1995,SEA,AL,davisti01,120000
2010,NYN,NL,igarary01,1250000
2007,LAA,AL,guerrvl01,14500000
2011,KCA,AL,avilemi01,640000
1996,CHN,NL,sandbry01,2300000
1996,CIN,NL,kellymi02,125000
2008,TBA,AL,zobribe01,395800
1986,CIN,NL,dennyjo01,1083333
1989,PHI,NL,ontivst02,180000
2003,MIN,AL,guarded01,2700000
1987,KCA,AL,jonesro01,65000
1995,CHA,AL,grebecr01,670000
1998,TEX,AL,fossato01,170000
1994,KCA,AL,gubicma01,610000
1995,LAN,NL,cedenro01,109000
1996,TEX,AL,gonzaju03,7425000
2008,DET,AL,wilsova01,950000
1986,BOS,AL,gardnwe01,70000
2002,SLN,NL,drewjd01,3100000
1998,MON,NL,perezro01,215000
1987,HOU,NL,ashbyal01,575000
2006,KCA,AL,stairma01,1350000
1994,BAL,AL,millsal01,500000
2002,CLE,AL,vizquom01,4500000
1988,NYA,AL,johnto01,375000
1999,SLN,NL,mcgeewi01,1000000
2006,LAN,NL,kentje01,9400000
2007,CLE,AL,carmofa01,387500
1997,ML4,AL,wickmbo01,1216000
2004,PIT,NL,kendaja01,8571429
1988,CIN,NL,francjo01,675000
1991,SDN,NL,roberbi01,675000
1987,DET,AL,harpete01,425000
2002,OAK,AL,velarra01,1000000
1987,PIT,NL,vanslan01,550000
1996,NYN,NL,persoro01,109000
2000,MIL,NL,snydejo02,258000
1999,SDN,NL,gwynnto01,4400000
1986,OAK,AL,kingmda01,730000
2012,ARI,NL,breslcr01,1795000
2006,KCA,AL,dejesda01,500000
1991,TOR,AL,mullira01,725000
1996,BAL,AL,myersra01,2600000
1990,BAL,AL,hoilech01,102000
1994,SEA,AL,ayalabo01,180000
1990,MON,NL,grissma02,103500
1991,MIN,AL,gagnegr01,1733333
2009,TEX,AL,francfr01,1615000
2003,ATL,NL,blanche01,1300000
1997,SDN,NL,hernaca01,425000
2006,LAN,NL,ledeeri01,1500000
2012,NYA,AL,rominau01,482000
2006,SFN,NL,lowryno01,385000
2006,WAS,NL,anderma02,925000
1997,ATL,NL,mordemi01,200000
2012,LAA,AL,iannech01,3550000
1986,CAL,AL,jonesru01,560000
1997,FLO,NL,saundto01,150000
1997,NYN,NL,biesest01,150000
1994,CLE,AL,ogeach01,109000
1989,TEX,AL,halldr01,74000
2010,LAA,AL,buddery01,402200
2009,TOR,AL,hillaa01,2590000
1998,CHA,AL,kreutch01,710000
1986,CAL,AL,narroje01,142000
1998,DET,AL,catalfr01,170000
2002,CLE,AL,sabatcc01,700000
1998,TBA,AL,tatisra01,205000
1989,HOU,NL,yeldier01,68000
2009,SLN,NL,duncach01,825000
2009,CIN,NL,hairsje02,2000000
1998,BOS,AL,saberbr01,3800000
2012,BAL,AL,reimono01,490500
1997,ANA,AL,jamesmi01,330000
1986,OAK,AL,griffal01,577589
2000,BAL,AL,madurca01,205000
2004,SDN,NL,longte01,3575000
2000,DET,AL,greisse01,240000
2006,TEX,AL,brownad01,425000
2000,SFN,NL,estessh01,2450000
2009,CHN,NL,hoffpmi01,407500
1990,SEA,AL,burbada01,100000
2005,TEX,AL,rogerke01,3500000
2002,NYA,AL,willibe02,12357143
1985,KCA,AL,brettge01,1000000
2012,SDN,NL,gregelu01,1550000
2004,NYN,NL,francjo01,1000000
1992,ATL,NL,averyst01,355000
1992,ATL,NL,bellira01,500000
1992,ATL,NL,berenju01,1200000
1992,ATL,NL,berryda01,370000
1992,ATL,NL,bielemi01,1325000
1992,ATL,NL,blausje01,940000
1992,ATL,NL,breamsi01,2400000
1992,ATL,NL,cabrefr01,148000
1992,ATL,NL,castivi02,109000
1992,ATL,NL,freemma02,400000
1992,ATL,NL,gantro01,2700000
1992,ATL,NL,glavito02,2975000
1992,ATL,NL,greggto01,247500
1992,ATL,NL,huntebr01,146500
1992,ATL,NL,justida01,555000
1992,ATL,NL,leibrch01,3183333
1992,ATL,NL,lemkema01,250000
1992,ATL,NL,lyonsst01,650000
1992,ATL,NL,merckke01,190000
1992,ATL,NL,nixonot01,1810000
1992,ATL,NL,olsongr02,350000
1992,ATL,NL,penaal01,2650000
1992,ATL,NL,pendlte01,3025000
1992,ATL,NL,riverbe01,109000
1992,ATL,NL,sandede02,600000
1992,ATL,NL,smithlo01,1750000
1992,ATL,NL,smithpe02,410000
1992,ATL,NL,smoltjo01,1600000
1992,ATL,NL,stantmi02,265000
1992,ATL,NL,treadje01,1262000
1992,BAL,AL,alexama02,109000
1992,BAL,AL,anderbr01,365000
1992,BAL,AL,bellju01,125000
1992,BAL,AL,davisgl01,3415000
1992,BAL,AL,davisst02,2566667
1992,BAL,AL,dempsri01,450000
1992,BAL,AL,devermi01,1025000
1992,BAL,AL,flanami01,600000
1992,BAL,AL,frohwto01,265000
1992,BAL,AL,gomezle02,150000
1992,BAL,AL,hoilech01,175000
1992,BAL,AL,hornsa01,687500
1992,BAL,AL,huletti01,420000
1992,BAL,AL,lewisji02,111000
1992,BAL,AL,martich01,140000
1992,BAL,AL,mcdonbe01,500000
1992,BAL,AL,mclemma01,325000
1992,BAL,AL,mercelu01,109000
1992,BAL,AL,milacbo01,1180000
1992,BAL,AL,millira01,1200000
1992,BAL,AL,millsal01,142000
1992,BAL,AL,mussimi01,152500
1992,BAL,AL,olsongr01,1450000
1992,BAL,AL,orsuljo01,1300000
1992,BAL,AL,parenma01,180000
1992,BAL,AL,pooleji02,140000
1992,BAL,AL,rhodear01,109000
1992,BAL,AL,ripkebi01,730000
1992,BAL,AL,ripkeca01,2100000
1992,BAL,AL,seguida01,150000
1992,BAL,AL,sutclri01,2400000
1996,KCA,AL,rosadjo01,109000
2012,SLN,NL,beltrca01,13000000
1987,CHA,AL,redusga01,400000
1996,KCA,AL,pichahi01,625000
1988,KCA,AL,balbost01,350000
1999,KCA,AL,reichda01,200000
2007,NYA,AL,matsuhi01,13000000
1996,SLN,NL,mathetj01,130000
1988,SLN,NL,terrysc01,75000
1994,ATL,NL,justida01,3200000
2004,MIL,NL,kiescbr01,380000
1988,CIN,NL,rasmude01,457500
2011,MIN,AL,casilal01,865000
2000,CHN,NL,farnsky01,235000
2005,COL,NL,mohrdu01,950000
2003,HOU,NL,hernaca03,310000
1990,NYN,NL,johnsho01,1666666
2001,SLN,NL,hackmlu01,200000
1985,CAL,AL,schofdi02,120000
1989,BAL,AL,schuri01,185000
2005,SLN,NL,grudzma01,1000000
1998,ARI,NL,bredebr01,190000
1995,NYA,AL,riverma01,109000
1997,ANA,AL,dicksja01,162000
2009,SDN,NL,gonzaad01,3125000
2000,KCA,AL,posesc01,232500
1996,OAK,AL,reyesca01,170000
1998,SFN,NL,estessh01,650000
1997,OAK,AL,rigbybr01,150000
2010,LAN,NL,weaveje01,800000
2005,CHN,NL,bartocl01,318600
2012,BAL,AL,hardyjj01,7416666
2005,WAS,NL,hernali01,8000000
2008,NYA,AL,damonjo01,13000000
1988,LAN,NL,bryanra01,72500
2005,SFN,NL,walkety01,326000
1994,SEA,AL,nelsoje01,250000
1989,CLE,AL,farrejo03,175000
1991,CIN,NL,larkiba01,2100000
2000,BAL,AL,ripkeca01,6300000
1996,CAL,AL,sandesc01,200000
2000,SEA,AL,rodrifr02,580000
1991,DET,AL,cerutjo01,800000
1998,DET,AL,duranro01,177500
1985,MIN,AL,gaettga01,415000
2002,CIN,NL,booneaa01,2100000
1995,KCA,AL,gagnegr01,4366667
2010,ATL,NL,saitota01,3200000
1996,LAN,NL,wallati01,109000
2004,CIN,NL,larsobr01,318000
1999,TEX,AL,greensc01,200000
2001,ARI,NL,colbrgr01,1600000
2002,LAN,NL,greensh01,13416667
1985,TEX,AL,parrila01,560000
1992,ML4,AL,henrydo01,140000
2007,FLO,NL,greggke01,575000
1994,OAK,AL,hemonsc01,210000
1988,SLN,NL,hornebo01,950000
2008,DET,AL,rodriiv01,12379883
2005,PIT,NL,whiteri01,475000
1989,NYN,NL,elsteke01,140000
2002,CHA,AL,buehrma01,310000
1996,SEA,AL,rodrial01,442334
1998,OAK,AL,adamswi02,177000
1996,SLN,NL,bellda01,125000
2006,DET,AL,marotmi01,2300000
2004,MIN,AL,rincoju01,330000
2001,MIL,NL,damicje01,2300000
1994,CHA,AL,halljo02,109000
1987,CLE,AL,noboaju01,62500
2007,WAS,NL,wilsojo03,420000
2012,LAA,AL,waldejo01,495000
2002,ANA,AL,nievejo01,240000
1990,OAK,AL,hemonsc01,100000
2007,MIL,NL,villaca01,384500
1994,SFN,NL,reedje02,600000
1989,PIT,NL,bellja01,85000
1994,SEA,AL,rodrial01,442333
1985,CIN,NL,krencwa01,250000
1997,KCA,AL,sweenmi01,175000
2008,LAA,AL,kotchca01,1450000
1997,BAL,AL,palmera01,5337021
1995,PIT,NL,slaugdo01,2025000
2004,COL,NL,reedst01,600000
2005,LAN,NL,houltdj01,316000
1992,PHI,NL,deleojo01,109000
1989,CHA,AL,martica02,68000
1995,LAN,NL,garcika01,109000
1988,PIT,NL,walkbo01,450000
1999,COL,NL,walkela01,5417857
2000,BOS,AL,saberbr01,4500000
1993,FLO,NL,destror01,2000000
2011,TOR,AL,hillaa01,5000000
1991,NYA,AL,wittmi01,2416667
1989,CAL,AL,armasto01,525000
1999,ANA,AL,holtzmi01,290000
1998,NYA,AL,seabosc01,170000
2001,MIN,AL,miltoer01,2150000
1998,BOS,AL,gordoto01,3300000
2012,MIN,AL,pavanca01,9000000
2002,SLN,NL,ankieri01,400000
2004,CLE,AL,stanfja01,302900
2006,SDN,NL,camermi01,7333333
2006,ARI,NL,lyonbr01,830000
2009,ARI,NL,drewst01,1500000
1996,CIN,NL,howarth01,675000
2004,LAN,NL,motagu01,1475000
1998,DET,AL,bakopa01,170000
2001,NYA,AL,justida01,7800000
1992,MIN,AL,leiussc01,175000
1996,OAK,AL,bournra01,150000
1994,NYA,AL,nokesma01,2500000
1993,SFN,NL,brantje01,1500000
1990,CAL,AL,disarga01,100000
1993,OAK,AL,brosisc01,130000
2005,TBA,AL,hallto02,1950000
1992,BOS,AL,winnihe01,525000
2001,KCA,AL,ordazlu01,235000
2001,CLE,AL,cruzja01,230000
1997,SLN,NL,jacksda02,4600000
2003,MIL,NL,cruzen01,300000
2003,MIL,NL,contija01,300000
2008,TBA,AL,aybarwi01,401200
2001,NYN,NL,cammaer01,205000
2006,CHN,NL,ohmanwi01,610000
2008,CLE,AL,hafnetr01,8050000
2009,SLN,NL,motteja01,400000
2008,TBA,AL,baldero01,2250000
2001,COL,NL,chouibo01,278000
1989,CIN,NL,scuddsc01,68000
2009,NYN,NL,beltrca01,19243682
1989,SLN,NL,dipinfr01,452500
2002,NYA,AL,hernaor01,3200000
1988,CHN,NL,roomero01,62500
2012,COL,NL,rosarwi01,480000
2003,CHN,NL,patteco01,365000
2007,TEX,AL,cruzne02,382000
2000,FLO,NL,burneaj01,204000
2010,BAL,AL,jonesad01,465000
2001,SLN,NL,stephga01,1025000
2007,MIN,AL,redmomi01,950000
1985,MIN,AL,davisro02,650000
1999,CLE,AL,colonba01,625000
2004,MON,NL,pattejo02,310000
2001,MON,NL,lloydgr01,3000000
1998,CHA,AL,venturo01,6100000
1988,CHN,NL,capelmi01,62500
1988,LAN,NL,penaal01,400000
1993,MON,NL,deshide01,1537500
1998,PIT,NL,allenje01,260000
1994,TEX,AL,gilbe01,111500
2006,SLN,NL,ankieri01,335000
1994,COL,NL,younger01,205000
1995,TOR,AL,cartejo01,7500000
2009,ATL,NL,pradoma01,415000
2004,PIT,NL,wilsocr03,1150000
1986,ATL,NL,virgioz02,575000
2006,BAL,AL,hernara02,4000000
1991,CLE,AL,allrebe01,102500
2012,PHI,NL,pencehu01,10400000
2005,HOU,NL,burkech01,316000
1992,CAL,AL,lewissc01,120000
2008,LAN,NL,bennega01,825000
1996,PHI,NL,bennega01,109000
1997,SEA,AL,davisru01,185000
2011,CLE,AL,everead01,700000
1990,ML4,AL,diazed01,100000
1989,CHN,NL,sandesc01,800000
1998,SLN,NL,merckke01,1300000
2005,HOU,NL,taverwi01,316000
1997,NYN,NL,jonesbo03,1925000
1998,TOR,AL,almanca01,172500
1998,FLO,NL,jacksry01,170000
1988,SEA,AL,campbmi01,62500
2012,CIN,NL,latosma01,550000
2002,MIN,AL,ortizda01,950000
2005,CLE,AL,gonzaju03,600000
1996,PIT,NL,peterch01,109000
1990,KCA,AL,deloslu01,100000
2007,CHN,NL,barremi01,4533333
2001,BAL,AL,hairsje02,235000
2012,TBA,AL,hellije01,489500
1992,OAK,AL,bordimi01,185000
1994,CHA,AL,mccaski01,2133334
2002,BOS,AL,sanchre01,700000
2011,PIT,NL,resopch01,431500
2006,KCA,AL,redmama01,4500000
1996,HOU,NL,biggicr01,2075000
1996,PIT,NL,darwida01,550000
1986,DET,AL,campbbi02,200000
1993,ML4,AL,austiji02,150000
1998,LAN,NL,nomohi01,2800000
2001,SDN,NL,myersro01,290000
1997,LAN,NL,liriane01,375000
1985,TEX,AL,stewada01,505000
1986,SLN,NL,smithoz01,1940000
1994,TEX,AL,whitema02,165000
1985,DET,AL,bergmda01,262500
1987,NYN,NL,goodedw01,1500000
2008,SDN,NL,wolfra02,4750000
2006,NYN,NL,oliveda02,600000
1998,SFN,NL,tavarju01,1108334
2004,SLN,NL,lincomi01,450000
