city,province,country,river,lake,sea
Такاماتсу,Кагава,"Добро пожаловать в чат-бот Coral! Я готов помочь вам с переводом текста с английского на русский язык. Пожалуйста, предоставьте текст, который вы хотите перевести.",,,Тихоокеанский океан
Акита,Акита,"Добро пожаловать в чат-бот Coral! Я готов помочь вам с переводом текста с английского на русский язык. Пожалуйста, предоставьте текст, который вы хотите перевести.",,,Японское море
Керкуолл,Оркнейские острова,GB,,,Северное море
Экскурсии,Центр,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст для перевода.",Луара,,
Оломоуц,Северо-Мордовский,ЧЗ,Март,,
Ухань,Хубэй,ТЖ,Янгацзе,,
Волос,Тессалия,ГР,,,Средиземное море
Сент-Пьер,Сен-Пьер и Микелон,Спми,,,Атлантический океан
Бодое,Северная Америка,"I'm sorry, I don't understand your request. Could you please clarify or provide additional context?",,,Норвежское море
Хоруг,Бадахшонни Кун,ТЕЧЕСТО,Пьяньш,,
Коломбо,Шри-Ланка,КЛ,,,Индийский океан
Саскатун,Саскачеван,КГП,Река Саскачеван,,
Каваратти,Лакшадвепские острова,Индия,,,Арабское море
Белем,Пара,Б,Токантинс,,Атлантический океан
Лимон,Лимон,КР,,,Карибское море
