driverstandingsid,raceid,driverid,points,position,positiontext,wins
47359,782,618,0.0,51,51,0
47437,783,506,0.0,38,38,0
48273,744,373,11.0,6,6,0
48340,745,401,0.0,33,33,0
48393,729,418,0.0,13,13,0
48487,732,346,0.0,20,20,0
48782,692,389,0.0,15,15,0
49003,766,590,0.0,20,20,0
49018,767,578,7.0,5,5,0
49025,767,581,4.0,7,7,0
49154,769,529,4.0,13,13,0
49168,769,555,0.0,45,45,0
49175,769,562,0.0,58,58,0
49238,770,523,0.0,49,49,0
49465,773,539,0.0,48,48,0
49478,773,596,0.0,76,76,0
49533,774,418,0.0,22,22,0
49562,774,597,0.0,77,77,0
49666,775,602,0.0,48,48,0
49704,747,500,0.0,17,17,0
49706,747,501,0.0,23,23,0
49710,747,503,0.0,28,28,0
49866,750,347,2.0,16,16,0
49888,750,506,0.0,67,67,0
49898,750,513,1.0,21,21,0
49939,751,347,2.0,18,18,0
49991,751,532,0.0,53,53,0
50132,753,521,0.0,46,46,0
50190,754,427,0.0,28,28,0
50196,754,509,8.0,8,8,1
50215,754,526,0.0,58,58,0
50303,755,526,0.0,63,63,0
50736,709,278,0.0,17,17,0
50752,710,385,0.0,13,13,0
50761,710,428,0.0,22,22,0
50830,713,401,0.0,15,15,0
50989,718,347,3.0,15,15,0
50993,718,403,1.0,19,19,0
51228,704,368,0.0,25,25,0
51357,707,341,17.0,5,5,0
51456,708,402,0.0,37,37,0
51466,799,427,3.0,4,4,0
51474,799,671,0.0,12,12,0
51694,803,525,6.0,8,8,0
51745,803,665,0.0,44,44,0
51822,804,648,10.0,5,5,0
51877,805,525,6.0,8,8,0
51980,806,656,0.0,46,46,0
51987,806,596,0.0,60,60,0
52077,807,675,0.0,52,52,0
52106,807,633,2.0,20,20,0
52668,685,304,37.0,1,1,2
52819,688,365,0.0,38,38,0
52883,656,345,0.0,12,12,0
52936,659,306,5.0,7,7,0
53026,663,328,60.0,1,1,6
53175,633,280,0.0,17,17,0
53186,633,334,0.0,26,26,0
53254,636,278,8.0,7,7,0
53271,636,334,0.0,30,30,0
53278,636,298,0.0,20,20,0
53362,639,235,19.0,2,2,1
53380,639,306,1.0,18,18,0
53386,639,349,0.0,31,31,0
53396,640,223,12.0,8,8,0
53437,641,328,60.0,1,1,6
53497,642,327,26.0,3,3,1
53664,671,361,0.0,21,21,0
53747,674,347,0.0,22,22,0
53764,674,351,2.0,19,19,0
53842,676,379,0.0,27,27,0
53987,622,238,3.0,9,9,0
53992,622,182,0.0,13,13,0
54046,624,223,7.0,6,6,0
54060,624,289,1.0,17,17,0
54108,626,328,27.0,2,2,2
54133,626,306,9.0,6,6,1
54164,627,338,0.0,26,26,0
54171,627,290,0.0,20,20,0
54201,628,243,0.0,27,27,0
54211,628,221,0.0,32,32,0
54240,629,250,3.0,17,17,0
54440,647,328,19.0,1,1,1
54451,647,235,4.0,11,11,0
54455,647,360,6.0,8,8,0
54498,648,363,3.0,13,13,0
54577,650,365,0.0,37,37,0
54661,653,289,7.0,12,12,0
54794,605,307,0.0,13,13,0
54866,608,330,0.0,18,18,0
54877,609,224,35.0,1,1,3
55078,614,187,0.0,32,32,0
55176,617,238,43.0,4,4,3
55226,618,292,0.0,35,35,0
55241,618,298,1.0,20,20,0
55302,590,308,0.0,16,16,0
55305,590,222,0.0,19,19,0
55347,592,265,0.0,20,20,0
55471,595,292,0.0,26,26,0
55492,596,307,0.0,21,21,0
55497,596,238,10.0,6,6,1
55604,598,278,0.0,39,39,0
55697,600,311,0.0,23,23,0
55741,601,232,1.0,20,20,0
55802,602,309,0.0,44,44,0
55861,603,309,0.0,48,48,0
55883,603,320,0.0,52,52,0
55894,603,243,0.0,32,32,0
56003,577,172,0.0,15,15,0
56158,582,197,1.5,14,14,0
56204,583,296,0.0,33,33,0
56292,585,233,0.0,42,42,0
56359,587,238,4.0,14,14,0
56409,588,238,4.0,14,14,0
56610,563,208,0.0,35,35,0
56720,566,208,0.0,38,38,0
57026,573,258,0.0,36,36,0
57152,527,222,0.0,10,10,0
57237,530,203,0.0,17,17,0
57265,531,221,23.0,1,1,1
57322,532,158,0.0,33,33,0
57385,534,172,10.0,6,6,0
57420,535,202,5.0,13,13,0
57843,547,199,19.0,3,3,1
57945,549,232,0.0,33,33,0
57990,550,212,0.0,39,39,0
58260,556,255,20.0,7,7,1
58570,515,163,0.0,24,24,0
58577,515,233,0.0,25,25,0
58605,517,172,24.0,1,1,2
58670,519,223,7.0,11,11,0
58695,520,221,20.0,4,4,1
58817,523,236,0.0,29,29,0
58835,524,219,9.0,12,12,1
58868,525,197,14.0,8,8,0
58958,499,117,3.0,8,8,0
59088,503,199,15.0,5,5,1
59101,503,227,0.0,28,28,0
59122,504,219,0.0,23,23,0
59173,506,217,0.0,20,20,0
59265,508,158,0.0,29,29,0
61972,756,353,0.0,22,22,0
62152,759,482,3.0,13,13,0
62289,761,562,0.0,72,72,0
62441,763,535,0.0,46,46,0
62448,763,561,0.0,64,64,0
62468,763,502,0.0,29,29,0
63360,719,427,0.0,12,12,0
63392,720,394,0.0,22,22,0
63488,723,375,1.0,16,16,0
63520,724,397,0.0,33,33,0
63541,725,435,0.0,29,29,0
63583,726,404,6.0,9,9,0
63681,728,347,6.0,11,11,0
63682,728,373,54.0,1,1,7
63888,342,17,78.0,1,1,2
63892,342,16,20.0,10,10,0
63964,345,16,31.0,10,10,0
63979,346,1,145.0,1,1,2
64099,350,810,0.0,21,21,0
64273,354,22,47.0,10,10,0
64322,75,17,12.0,6,6,0
64435,844,4,41.0,5,5,0
64767,855,1,178.0,5,5,2
64782,855,3,63.0,7,7,0
65123,868,17,116.0,2,2,2
65184,869,13,23.0,14,14,0
65257,872,5,0.0,19,19,0
65261,872,807,31.0,14,14,0
65357,873,5,0.0,20,20,0
65635,884,815,12.0,11,11,0
65734,887,807,6.0,15,15,0
65821,892,813,1.0,16,16,0
65909,896,813,1.0,17,17,0
65995,272,103,4.0,18,18,0
66011,272,70,0.0,30,30,0
66176,261,78,6.0,7,7,0
66539,271,56,6.0,15,15,0
66616,900,4,12.0,4,4,0
66631,900,1,0.0,19,19,0
66654,901,13,6.0,10,10,0
66697,903,1,75.0,2,2,3
66753,906,826,4.0,15,15,0
66817,909,8,19.0,12,12,0
66861,911,8,39.0,10,10,0
66990,916,155,0.0,22,22,0
67024,918,826,8.0,15,15,0
67204,933,20,120.0,3,3,1
67205,933,13,62.0,6,6,0
67264,936,829,0.0,20,20,0
67483,944,1,363.0,1,1,10
67504,944,834,0.0,20,20,0
67807,958,822,56.0,7,7,0
67812,958,815,47.0,8,8,0
67842,959,821,0.0,19,19,0
67875,961,154,28.0,13,13,0
68056,965,837,0.0,23,23,0
68095,948,830,1.0,10,10,0
68166,969,807,0.0,11,11,0
68221,972,830,35.0,5,5,0
68344,977,154,18.0,13,13,0
68350,978,8,98.0,5,5,0
