resultid,raceid,driverid,constructorid,number,grid,position,positiontext,positionorder,points,laps,time,milliseconds,fastestlap,rank,fastestlaptime,fastestlapspeed,statusid
47,20,9,2,4.0,1,3.0,3,3,6.0,57,+4.998,5471968.0,55.0,5.0,1:33.775,207.765,1
48,20,2,2,3.0,6,4.0,4,4,5.0,57,+8.409,5475379.0,48.0,2.0,1:33.565,208.231,1
49,20,5,1,23.0,5,5.0,5,5,4.0,57,+26.789,5493759.0,49.0,1.0,1:33.193,209.062,1
50,20,15,7,11.0,7,6.0,6,6,3.0,57,+41.314,5508284.0,45.0,7.0,1:34.204,206.819,1
51,20,17,9,10.0,11,7.0,7,7,2.0,57,+45.473,5512443.0,51.0,8.0,1:34.305,206.597,1
52,20,3,3,7.0,8,8.0,8,8,1.0,57,+55.889,5522859.0,57.0,6.0,1:34.072,207.109,1
53,20,10,7,12.0,13,9.0,9,9,0.0,57,+1:09.500,5536470.0,56.0,9.0,1:34.807,205.503,1
54,20,4,4,5.0,10,10.0,10,10,0.0,57,+1:17.181,5544151.0,35.0,13.0,1:35.194,204.668,1
55,20,22,11,17.0,12,11.0,11,11,0.0,57,+1:17.862,5544832.0,40.0,10.0,1:34.855,205.399,1
56,20,21,10,21.0,18,12.0,12,12,0.0,56,,,56.0,11.0,1:35.057,204.963,11
57,20,1,1,22.0,3,13.0,13,13,0.0,56,,,25.0,19.0,1:35.520,203.969,11
58,20,6,3,8.0,16,14.0,14,14,0.0,56,,,30.0,17.0,1:35.433,204.155,11
59,20,7,5,14.0,15,15.0,15,15,0.0,56,,,33.0,15.0,1:35.333,204.369,11
60,20,19,8,19.0,21,16.0,16,16,0.0,56,,,45.0,14.0,1:35.324,204.389,11
61,20,11,8,18.0,22,17.0,17,17,0.0,56,,,56.0,20.0,1:35.891,203.18,11
62,20,14,9,9.0,17,18.0,18,18,0.0,56,,,43.0,16.0,1:35.351,204.331,11
63,20,16,10,20.0,20,19.0,19,19,0.0,56,,,55.0,18.0,1:35.442,204.136,12
64,20,12,4,6.0,14,,R,20,0.0,40,,,31.0,12.0,1:35.129,204.808,6
65,20,18,11,16.0,9,,R,21,0.0,19,,,11.0,21.0,1:36.125,202.686,4
66,20,20,5,15.0,19,,R,22,0.0,0,,,,,,,5
67,21,8,6,1.0,1,1.0,1,1,10.0,66,1:38:19.051,5899051.0,46.0,1.0,1:21.670,205.191,1
68,21,13,6,2.0,3,2.0,2,2,8.0,66,+3.228,5902279.0,45.0,2.0,1:21.801,204.863,1
69,21,1,1,22.0,5,3.0,3,3,6.0,66,+4.187,5903238.0,20.0,3.0,1:22.017,204.323,1
70,21,9,2,4.0,4,4.0,4,4,5.0,66,+5.694,5904745.0,20.0,4.0,1:22.106,204.102,1
71,21,17,9,10.0,7,5.0,5,5,4.0,66,+35.938,5934989.0,19.0,8.0,1:22.564,202.969,1
72,21,18,11,16.0,13,6.0,6,6,3.0,66,+53.010,5952061.0,66.0,5.0,1:22.353,203.489,1
73,21,6,3,8.0,12,7.0,7,7,2.0,66,+58.244,5957295.0,48.0,15.0,1:23.549,200.576,1
74,21,15,7,11.0,8,8.0,8,8,1.0,66,+59.435,5958486.0,45.0,10.0,1:22.758,202.494,1
109,23,1,1,22.0,3,1.0,1,1,10.0,76,2:00:42.742,7242742.0,71.0,6.0,1:18.510,153.152,1
184,26,12,4,6.0,7,,R,16,0.0,35,,,21.0,7.0,1:33.203,198.573,20
457,40,4,1,1.0,1,1.0,1,1,10.0,78,1:40:29.329,6029329.0,44.0,1.0,1:15.284,159.715,1
465,40,26,5,19.0,18,9.0,9,9,0.0,77,,,73.0,10.0,1:16.867,156.426,11
577,45,22,11,8.0,14,11.0,11,11,0.0,59,,,37.0,14.0,1:35.632,193.792,11
812,56,13,6,6.0,4,4.0,4,4,5.0,62,+17.096,5483582.0,12.0,10.0,1:25.528,208.731,1
828,56,34,8,23.0,22,,R,20,0.0,23,,,15.0,21.0,1:31.032,196.111,22
848,57,18,11,12.0,6,,R,18,0.0,28,,,9.0,13.0,1:34.042,197.069,5
875,59,4,4,1.0,1,1.0,1,1,10.0,78,1:43:43.116,6223116.0,11.0,3.0,1:15.671,158.898,1
951,62,27,13,19.0,14,,R,11,0.0,37,,,34.0,12.0,1:14.731,201.94,7
1128,70,38,9,15.0,22,12.0,12,12,0.0,70,,,62.0,11.0,1:13.700,210.48,11
1237,76,8,1,9.0,1,1.0,1,1,10.0,78,1:45:15.556,6315556.0,41.0,2.0,1:15.921,158.375,1
1251,76,24,9,15.0,12,,R,15,0.0,59,,,43.0,14.0,1:18.030,154.094,3
1326,80,17,3,7.0,12,12.0,12,12,0.0,68,,,17.0,15.0,1:18.395,202.558,12
1615,95,15,4,7.0,1,1.0,1,1,10.0,77,1:45:46.601,6346601.0,22.0,2.0,1:14.870,160.598,1
1715,100,30,6,1.0,4,1.0,1,1,10.0,60,1:24:42.700,5082700.0,14.0,1.0,1:18.739,235.049,1
1809,104,47,18,21.0,19,15.0,15,15,0.0,50,,,31.0,18.0,1:26.356,241.497,13
1922,110,15,4,7.0,5,8.0,8,8,1.0,54,+45.927,5524127.0,,,,,1
1941,111,31,3,3.0,4,7.0,7,7,2.0,62,+45.271,5337329.0,,,,,1
1995,114,31,3,3.0,3,1.0,1,1,10.0,78,1:42:19.010,6139010.0,,,,,1
2234,125,8,1,4.0,5,,R,18,0.0,24,,,,,,,5
2327,130,14,1,3.0,2,1.0,1,1,10.0,78,1:45:39.055,6339055.0,,,,,1
2379,132,44,16,12.0,12,9.0,9,9,0.0,59,,,,,,,11
2689,147,30,6,1.0,2,1.0,1,1,10.0,78,1:47:22.561,6442561.0,,,,,1
2734,149,31,3,6.0,3,2.0,2,2,6.0,67,+4.127,5386851.0,,,,,1
2737,149,22,6,2.0,4,5.0,5,5,2.0,67,+45.495,5428219.0,,,,,1
2762,150,49,17,11.0,7,8.0,8,8,0.0,71,,,,,,,11
2789,151,21,22,7.0,19,13.0,13,13,0.0,58,,,,,,,12
2880,155,49,20,22.0,12,,R,16,0.0,28,,,,,,,6
2923,157,50,21,14.0,21,15.0,15,15,0.0,51,,,,,,,12
2961,159,41,16,23.0,8,9.0,9,9,0.0,69,,,,,,,12
3048,163,60,18,21.0,21,8.0,8,8,0.0,65,,,,,,,12
3062,164,14,1,2.0,3,1.0,1,1,10.0,78,1:49:28.213,6568213.0,,,,,1
3242,172,14,1,2.0,2,5.0,5,5,2.0,73,+28.813,5819696.0,,,,,1
3363,177,68,21,15.0,20,,R,16,0.0,29,,,,,,,32
3370,178,30,6,3.0,2,1.0,1,1,10.0,78,1:49:31.812,6571812.0,,,,,1
3536,185,41,16,23.0,17,13.0,13,13,0.0,75,,,,,,,12
3556,186,21,22,9.0,13,11.0,11,11,0.0,44,+1:32.195,5235252.0,,,,,1
3765,196,57,1,8.0,1,1.0,1,1,10.0,78,1:51:24.4,6684400.0,,,,,1
3835,199,21,22,5.0,10,5.0,5,5,2.0,59,,,,,,,11
4095,211,30,6,5.0,2,1.0,1,1,10.0,62,2:00:05.654,7205654.0,,,,,1
4198,215,63,25,19.0,18,,R,16,0.0,44,,,,,,,5
4232,217,75,20,15.0,16,6.0,6,6,1.0,77,+41.512,6388661.0,,,,,1
4279,219,57,1,9.0,5,9.0,9,9,0.0,53,+49.373,4673982.0,,,,,1
4337,222,30,6,5.0,2,1.0,1,1,10.0,53,1:29:48.446,5388446.0,,,,,1
4338,222,49,3,4.0,6,2.0,2,2,6.0,53,+1.378,5389824.0,,,,,1
4352,222,63,25,19.0,22,,R,16,0.0,46,,,,,,,5
4483,228,73,29,16.0,20,,R,15,0.0,40,,,,,,,5
4491,229,44,27,9.0,14,1.0,1,1,10.0,75,2:00:45.629,7245629.0,,,,,1
4647,236,63,25,19.0,13,7.0,7,7,0.0,44,+60.754,5355879.0,,,,,1
4733,240,69,18,24.0,18,,R,13,0.0,47,,,,,,,5
4734,240,90,28,22.0,23,,R,14,0.0,47,,,,,,,20
4825,244,30,22,1.0,2,1.0,1,1,10.0,78,1:53:11.258,6791258.0,,,,,1
4899,247,65,22,2.0,5,1.0,1,1,10.0,61,1:34:35.093,5675093.0,,,,,1
5196,259,78,6,27.0,6,2.0,2,2,6.0,58,+54.942,5363584.0,,,,,1
5223,260,30,22,5.0,1,1.0,1,1,10.0,78,1:49:55.3,6595300.0,,,,,1
5370,265,84,1,8.0,13,,R,12,0.0,19,,,,,,,5
5651,275,112,33,19.0,15,,R,17,0.0,27,,,,,,,4
5699,277,118,29,9.0,16,13.0,13,13,0.0,62,,,,,,,13
5702,277,69,26,22.0,22,,R,16,0.0,43,,,,,,,25
5713,278,102,1,8.0,3,1.0,1,1,10.0,78,1:52:10.947,6730947.0,,,,,1
5944,286,102,1,8.0,4,,R,24,0.0,19,,,,,,,5
6149,294,102,1,1.0,3,1.0,1,1,10.0,78,1:50:59.372,6659372.0,,,,,1
6319,299,94,35,22.0,26,,R,14,0.0,40,,,,,,,6
6338,300,95,3,5.0,1,2.0,2,2,6.0,44,+36.595,5807316.0,,,,,1
6380,301,123,27,25.0,8,,R,14,0.0,41,,,,,,,37
6400,302,105,29,9.0,8,6.0,6,6,1.0,70,,,,,,,11
6449,304,84,22,20.0,8,3.0,3,3,4.0,81,+54.156,6468942.0,,,,,1
6494,305,87,34,8.0,24,,R,22,0.0,32,,,,,,,20
6540,306,142,42,31.0,0,,F,34,0.0,0,,,,,,,97
6574,307,142,42,31.0,0,,F,34,0.0,0,,,,,,,97
6575,308,102,1,1.0,1,1.0,1,1,10.0,78,1:53:02.334,6782334.0,,,,,1
6767,313,81,18,24.0,19,,R,23,0.0,14,,,,,,,24
6988,320,70,17,32.0,16,9.0,9,9,0.0,14,+1:15.567,1550466.0,,,,,1
7016,321,131,34,8.0,10,5.0,5,5,2.0,72,+1:09.503,6822332.0,,,,,1
7044,321,149,44,34.0,0,,F,33,0.0,0,,,,,,,97
7104,323,139,35,21.0,21,,R,23,0.0,2,,,,,,,20
7117,324,102,1,27.0,1,1.0,1,1,9.0,78,1:52:46.982,6766982.0,,,,,1
7354,330,101,34,7.0,0,,F,28,0.0,0,,,,,,,81
7379,331,101,34,7.0,24,,R,18,0.0,36,,,,,,,10
7509,335,103,33,29.0,18,,R,16,0.0,24,,,,,,,5
7654,6,18,23,22.0,1,1.0,1,1,10.0,78,1:40:44.282,6044282.0,49.0,2.0,1:15.190,159.914,1
7702,8,10,7,10.0,8,9.0,9,9,0.0,60,+1:09.823,5039151.0,51.0,8.0,1:21.671,226.611,1
7770,11,69,6,3.0,20,17.0,17,17,0.0,56,,,52.0,18.0,1:40.590,193.939,11
7843,15,4,4,7.0,16,10.0,10,10,0.0,53,+13.065,5313508.0,28.0,14.0,1:33.946,222.523,1
7850,15,17,9,14.0,19,17.0,17,17,0.0,51,,,50.0,1.0,1:32.569,225.833,12
7886,356,110,35,22.0,15,13.0,13,13,0.0,57,,,,,,,14
7951,358,102,1,1.0,1,1.0,1,1,9.0,77,1:53:33.251,6813251.0,,,,,1
7981,358,140,46,36.0,0,,F,31,0.0,0,,,,,,,97
8000,359,157,48,38.0,23,12.0,12,12,0.0,67,,,,,,,12
8095,361,65,22,20.0,0,,F,29,0.0,0,,,,,,,81
8100,361,160,45,18.0,0,,F,34,0.0,0,,,,,,,97
8139,362,146,49,34.0,0,,F,34,0.0,0,,,,,,,97
8388,369,158,21,10.0,22,,R,11,0.0,61,,,,,,,5
8402,369,78,45,17.0,11,,R,25,0.0,6,,,,,,,22
8464,371,109,46,37.0,17,,R,10,0.0,27,,,,,,,10
8498,372,105,6,27.0,6,5.0,5,5,2.0,60,+1:14.556,5841413.0,,,,,1
8530,373,145,22,19.0,4,6.0,6,6,1.0,59,,,,,,,11
8555,374,117,1,11.0,2,1.0,1,1,9.0,78,1:57:17.077,7037077.0,,,,,1
8587,375,102,1,12.0,1,2.0,2,2,6.0,67,+7.104,5422841.0,,,,,1
8621,376,122,37,16.0,14,5.0,5,5,2.0,68,,,,,,,11
8738,379,140,27,26.0,0,,F,29,0.0,0,,,,,,,81
8745,380,122,37,16.0,7,5.0,5,5,2.0,44,+1:49.606,5683794.0,,,,,1
8759,380,114,33,29.0,21,19.0,19,19,0.0,39,,,,,,,8
8773,381,117,1,11.0,7,2.0,2,2,6.0,76,+0.529,7067610.0,,,,,1
8851,383,110,48,22.0,18,,R,18,0.0,27,,,,,,,83
8878,384,95,3,5.0,6,,R,14,0.0,54,,,,,,,20
9065,391,102,32,12.0,2,1.0,1,1,9.0,78,1:57:54.085,7074085.0,,,,,1
9085,391,95,3,5.0,1,,R,21,0.0,29,,,,,,,101
9161,394,140,1,2.0,10,,R,19,0.0,18,,,,,,,5
9206,396,160,27,26.0,25,12.0,12,12,0.0,73,,,,,,,13
9248,398,102,32,12.0,4,2.0,2,2,6.0,50,+1.806,4489513.0,,,,,1
9484,407,117,1,1.0,1,1.0,1,1,9.0,78,1:55:41.060,6941060.0,,,,,1
9492,407,176,21,17.0,17,9.0,9,9,0.0,75,,,,,,,13
9584,410,179,49,29.0,26,,R,26,0.0,0,,,,,,,10
9672,414,156,49,14.0,24,10.0,10,10,0.0,70,,,,,,,16
9715,416,137,3,6.0,6,1.0,1,1,9.0,51,1:17:42.889,4662889.0,,,,,1
9897,423,117,1,2.0,5,1.0,1,1,9.0,78,1:51:58.034,6718034.0,,,,,1
9903,423,95,3,5.0,2,7.0,7,7,0.0,77,,,,,,,11
9925,424,177,3,6.0,8,4.0,4,4,3.0,70,+27.821,6389634.0,,,,,1
10029,428,95,3,5.0,10,6.0,6,6,1.0,67,+1:16.820,5808157.0,,,,,1
10104,431,117,1,2.0,5,1.0,1,1,9.0,51,1:17:59.451,4679451.0,,,,,1
10308,439,163,6,28.0,6,2.0,2,2,6.0,60,+13.416,5827095.0,,,,,1
10361,441,117,1,7.0,1,1.0,1,1,4.5,31,1:01:07.740,3667740.0,,,,,1
10377,441,188,53,20.0,18,,R,17,0.0,1,,,,,,,20
10457,444,175,4,15.0,10,,R,17,0.0,25,,,,,,,20
10572,448,176,21,17.0,19,,R,24,0.0,17,,,,,,,36
10748,455,192,21,30.0,20,8.0,8,8,0.0,58,,,,,,,12
10769,456,177,3,1.0,5,1.0,1,1,9.0,76,1:56:38.121,6998121.0,,,,,1
10770,456,137,34,5.0,6,2.0,2,2,6.0,76,+18.475,7016596.0,,,,,1
10775,456,192,21,30.0,15,7.0,7,7,0.0,74,,,,,,,12
10951,462,181,54,9.0,13,,R,14,0.0,33,,,,,,,47
11020,464,119,34,6.0,1,,R,25,0.0,2,,,,,,,5
11050,465,197,27,25.0,22,,R,26,0.0,0,,,,,,,8
11089,467,181,54,9.0,20,10.0,10,10,0.0,75,,,,,,,12
11219,472,119,34,2.0,2,1.0,1,1,9.0,76,1:54:11.259,6851259.0,,,,,1
11282,474,173,32,11.0,10,4.0,4,4,3.0,69,,,,,,,11
11370,477,117,4,15.0,2,2.0,2,2,6.0,54,+17.308,5630525.0,,,,,1
11425,478,211,37,17.0,0,,F,28,0.0,0,,,,,,,81
11500,481,176,21,29.0,19,,R,16,0.0,28,,,,,,,80
11556,483,212,34,6.0,15,,R,12,0.0,49,,,,,,,3
11590,484,212,34,6.0,11,,R,17,0.0,22,,,,,,,20
11591,484,117,4,15.0,5,,R,18,0.0,20,,,,,,,4
11676,487,105,25,4.0,19,12.0,12,12,0.0,52,,,,,,,12
11696,488,203,6,27.0,2,1.0,1,1,9.0,76,1:54:23.38,6863380.0,,,,,1
11712,488,95,32,12.0,3,,R,17,0.0,15,,,,,,,22
11849,493,178,3,1.0,6,4.0,4,4,3.0,53,+12.04,5268510.0,,,,,1
12013,498,187,1,7.0,17,,R,20,0.0,5,,,,,,,6
12105,502,202,27,25.0,2,1.0,1,1,9.0,72,1:38:47.4,5927400.0,,,,,1
12132,503,199,3,28.0,2,1.0,1,1,9.0,76,1:55:34.365,6934365.0,,,,,1
12202,505,207,32,11.0,9,,R,17,0.0,57,,,,,,,6
12236,506,212,34,6.0,15,,R,24,0.0,4,,,,,,,6
12347,510,222,6,1.0,0,,F,26,0.0,0,,,,,,,81
12350,511,178,3,27.0,5,1.0,1,1,9.0,59,1:34:36.05,5676050.0,,,,,1
12368,511,158,45,31.0,16,,R,19,0.0,20,,,,,,,22
12405,513,199,32,2.0,3,3.0,3,3,4.0,40,+44.14,6053780.0,,,,,1
12456,515,222,6,11.0,3,2.0,2,2,6.0,80,+29.38,6654780.0,,,,,1
12490,516,119,21,29.0,16,10.0,10,10,0.0,74,,,,,,,11
12536,518,222,6,11.0,1,1.0,1,1,9.0,76,1:55:22.48,6922480.0,,,,,1
12576,519,173,58,18.0,24,16.0,16,16,0.0,75,,,,,,,15
12588,520,223,3,28.0,4,1.0,1,1,9.0,68,1:26:11.17,5171170.0,,,,,1
12601,520,203,6,12.0,13,14.0,14,14,0.0,63,,,,,,,69
12736,525,219,4,15.0,7,,R,17,0.0,24,,,,,,,23
12762,526,176,57,22.0,21,,R,13,0.0,32,,,,,,,5
12773,526,152,51,35.0,18,,R,24,0.0,0,,,,,,,20
12815,528,172,27,26.0,14,9.0,9,9,0.0,61,,,,,,,12
12818,528,212,32,25.0,22,,R,12,0.0,40,,,,,,,68
12895,531,221,25,4.0,5,1.0,1,1,9.0,75,1:55:14.66,6914660.0,,,,,1
12900,531,119,21,35.0,14,6.0,6,6,1.0,75,+1:08.77,6983430.0,,,,,1
13284,544,221,25,4.0,6,,R,13,0.0,23,,,,,,,3
13342,547,200,1,2.0,9,4.0,4,4,3.0,75,+24.87,6197090.0,,,,,1
13370,548,222,59,20.0,2,1.0,1,1,9.0,76,1:57:52.77,7072770.0,,,,,1
13434,550,197,67,34.0,17,8.0,8,8,0.0,72,+1:04.567,6480967.0,,,,,1
13549,553,208,1,36.0,0,,F,26,0.0,0,,,,,,,81
13628,556,119,58,16.0,6,,R,12,0.0,39,,,,,,,20
13639,556,239,1,30.0,19,,R,23,0.0,4,,,,,,,5
13861,565,182,6,1.0,1,1.0,1,1,9.0,78,1:59:51.47,7191470.0,,,,,1
13989,569,230,37,9.0,13,,R,17,0.0,1,,,,,,,3
14050,571,260,63,18.0,18,,R,25,0.0,9,,,,,,,5
14201,577,221,25,4.0,9,,R,17,0.0,31,,,,,,,22
14238,579,199,34,7.0,15,3.0,3,3,2.0,28,,,,,,,11
14262,580,182,6,12.0,1,1.0,1,1,9.0,75,2:01:21.31,7281310.0,,,,,1
14282,580,289,75,23.0,0,,F,21,0.0,0,,,,,,,81
14384,584,230,37,9.0,8,,R,22,0.0,6,,,,,,,83
14444,587,231,64,24.0,2,2.0,2,2,3.0,29,+27.03,3503720.0,,,,,1
14451,587,224,1,1.0,3,9.0,9,9,0.0,28,,,,,,,11
14486,588,254,3,20.0,22,14.0,14,14,0.0,46,,,,,,,16
14576,592,306,66,14.0,11,2.0,2,2,6.0,78,+33.94,6194900.0,,,,,1
14661,595,238,32,1.0,3,1.0,1,1,9.0,78,1:58:03.7,7083700.0,,,,,1
14838,600,307,74,25.0,0,,F,32,0.0,0,,,,,,,81
14933,604,231,64,24.0,2,3.0,3,3,4.0,59,+1:10.384,6091823.0,,,,,1
14997,606,238,32,2.0,1,,R,18,0.0,5,,,,,,,36
15023,607,235,6,8.0,11,,R,24,0.0,2,,,,,,,3
15070,610,328,25,5.0,1,1.0,1,1,9.0,78,1:57:44.3,7064300.0,,,,,1
15074,610,309,1,8.0,15,5.0,5,5,2.0,76,,,,,,,12
15368,622,223,6,6.0,8,3.0,3,3,4.0,89,,,,,,,11
15392,623,306,66,17.0,4,1.0,1,1,9.0,80,2:26:55.3,8815300.0,,,,,1
15466,625,293,32,29.0,0,,F,25,0.0,0,,,,,,,81
15495,627,238,37,10.0,4,3.0,3,3,4.0,14,+1:06.7,6199000.0,,,,,1
15589,630,327,25,2.0,6,,R,18,0.0,51,,,,,,,6
15663,633,317,180,3.0,16,,N,12,0.0,58,,,,,,,62
15673,634,328,25,11.0,1,1.0,1,1,9.0,80,1:52:21.3,6741300.0,,,,,1
15934,645,358,32,3.0,8,1.0,1,1,9.0,80,1:54:37.4,6877400.0,,,,,1
16029,649,364,187,32.0,11,,R,11,0.0,60,,,,,,,51
16084,17,154,4,8.0,19,18.0,18,18,0.0,54,,,47.0,19.0,1:42.274,195.498,11
16116,652,327,37,20.0,11,6.0,6,6,1.0,68,+1:03.46,6010560.0,,,,,1
16151,653,238,37,26.0,16,,N,14,0.0,65,,,,,,,62
16220,656,369,187,18.0,9,,R,18,0.0,12,,,,,,,23
16235,658,289,180,1.0,4,1.0,1,1,9.0,80,1:56:59.4,7019400.0,,,,,1
16346,665,361,182,18.0,9,2.0,2,2,6.0,108,+46.99,7123830.0,,,,,1
16367,666,306,196,4.0,8,5.0,5,5,2.0,65,+1:38.52,6947320.0,,,,,1
16417,669,289,180,9.0,1,1.0,1,1,9.0,80,2:00:32.3,7232300.0,,,,,1
16548,675,350,195,23.0,20,,R,20,0.0,2,,,,,,,3
16631,680,304,191,9.0,4,1.0,1,1,9.0,100,2:34:34.3,9274300.0,,,,,1
16656,681,388,176,18.0,13,7.0,7,7,0.0,88,,,,,,,12
16777,687,389,191,12.0,18,,R,15,0.0,26,,,,,,,5
16800,689,356,191,1.0,5,2.0,2,2,6.0,65,+1:25.36,7254060.0,,,,,1
16818,690,328,66,12.0,3,1.0,1,1,9.0,100,2:33:10.5,9190500.0,,,,,1
17015,700,289,66,3.0,1,1.0,1,1,9.0,100,2:37:39.6,9459600.0,,,,,1
17303,714,309,176,27.0,18,14.0,14,14,0.0,10,,,,,,,3
17378,718,385,6,8.0,3,3.0,3,3,4.0,65,+1:09.63,7859950.0,,,,,1
17719,732,437,170,,0,,W,22,0.0,0,,,,,,,54
17776,734,459,66,33.0,0,,W,31,0.0,0,,,,,,,54
17938,741,453,170,44.0,18,,R,26,0.0,4,,,,,,,25
17969,742,441,172,38.0,29,,R,26,0.0,12,,,,,,,8
17989,743,459,172,37.0,20,15.0,15,15,0.0,13,,,,,,,12
18089,747,475,32,28.0,1,1.0,1,1,8.0,100,2:53:45.5,10425500.0,,,,,1
18163,749,456,117,17.0,0,,W,18,0.0,0,,,,,,,54
18186,751,356,170,16.0,1,1.0,1,1,8.0,50,1:57:24.9,7044900.0,,,,,1
18565,768,512,113,7.0,22,,R,23,0.0,52,,,,,,,38
18644,772,403,6,23.0,10,9.0,9,9,0.0,15,+7:45.5,8940500.0,,,,,1
18772,778,529,113,27.0,22,15.0,15,15,0.0,195,,,,,,,15
18886,784,622,105,10.0,11,4.0,4,4,1.5,92,,,,,,,16
19045,791,501,118,18.0,10,,R,14,0.0,32,,,,,,,7
19148,795,641,6,48.0,0,,W,15,0.0,0,,,,,,,54
19233,800,525,114,9.0,3,2.0,2,2,6.0,200,+1:09.95,13827220.0,,,,,1
19248,800,592,136,25.0,7,17.0,17,17,0.0,194,,,,,,,16
19432,809,657,113,14.0,1,1.0,1,1,9.0,200,3:53:01.69,13981690.0,,,,,1
