name,id,award,year,lgid,note
Phil Housley,houslph01,Patrick,2007,NHL,
Bobby Clarke,clarkbo01,Patrick,1979,NHL,
Dan Kelly,kellyda01,Patrick,1988,NHL,
Ted Lindsay,lindste01,Patrick,2007,NHL,
Seymour H. Knox III,,Patrick,1996,NHL,posthumous
Robert Ridder,,Patrick,1993,NHL,
Bob Pulford,pulfobo01,Patrick,2010,NHL,
Wayne Gretzky,gretzwa01,Patrick,1993,NHL,
James Norris,norrija02h,Patrick,1966,NHL,posthumous
Bob Johnson,johnsbo02c,Patrick,1987,NHL,
Tony Rossi,,Patrick,2010,NHL,
Bobby Orr,orrbo01,Patrick,1978,NHL,
George Gund,,Patrick,1995,NHL,
John MacInnes,,Patrick,1985,NHL,
Jack Riley,rileyja01,Patrick,1985,NHL,
Glen Sonmor,sonmogl01,Patrick,2005,NHL,
Bill Chadwick,chadwbi01h,Patrick,1974,NHL,
Frank Mathers,mathefr01,Patrick,1986,NHL,
Jack Butterfield,butteja01h,Patrick,1984,NHL,
Weston Adams,adamswe01h,Patrick,1973,NHL,posthumous
Terry Sawchuk,sawchte01,Patrick,1970,NHL,posthumous
Len Ceglarski,,Patrick,1989,NHL,
John Mayasich,,Patrick,1997,NHL,
Charles L. Crovat,,Patrick,1973,NHL,posthumous
Brian Leetch,leetcbr01,Patrick,2006,NHL,
Bruce Norris,norribr01h,Patrick,1975,NHL,
Lou Lamoriello,lamorlo01c,Patrick,1991,NHL,
Rod Gilbert,gilbero01,Patrick,1990,NHL,
1998 U.S. Olympic Women's Hockey Team,,Patrick,1998,NHL,
Clarence Campbell,campbcl01h,Patrick,1971,NHL,
James D. Norris,norrija03h,Patrick,1971,NHL,posthumous
Max McNab,mcnabma01,Patrick,1997,NHL,
Gil Stein,,Patrick,1992,NHL,
Brian Burke,,Patrick,2007,NHL,
Ron DeGregorio,,Patrick,2002,NHL,
Bob Fleming,,Patrick,1994,NHL,
William Wirtz,wirtzwi01h,Patrick,1977,NHL,
Charles M. Schulz,,Patrick,1980,NHL,
Bruce McNall,,Patrick,1992,NHL,
Alex Delvecchio,delveal01,Patrick,1973,NHL,
Raymond Bourque,bourqra01,Patrick,2002,NHL,
1960 U.S. Olympic Hockey Team,,Patrick,2001,NHL,
Al Arbour,arboual01,Patrick,1991,NHL,
John Halligan,,Patrick,2006,NHL,
Arthur Wirtz,wirtzar01h,Patrick,1984,NHL,
Walter Brown,brownwa02h,Patrick,1967,NHL,posthumous
William Tutt,tuttwi01h,Patrick,1977,NHL,
Bud Poile,poilebu01,Patrick,1988,NHL,
Reed Larson,larsore01,Patrick,2005,NHL,
Mike Richter,richtmi01,Patrick,2008,NHL,
Peter Karmanos,,Patrick,1997,NHL,
Herb Brooks,brookhe01c,Patrick,2001,NHL,
John Bucyk,bucykjo01,Patrick,1976,NHL,
Frank Boucher,bouchfr01,Patrick,1992,NHL,
Gary Bettman,,Patrick,2000,NHL,
Cooney Weiland,weilaco01,Patrick,1971,NHL,
Ed Jeremiah,jeremed01,Patrick,1968,NHL,posthumous
George Leader,,Patrick,1975,NHL,
Red Berenson,berenre01,Patrick,2005,NHL,
Cam Neely,neelyca01,Patrick,2009,NHL,
Lynn Patrick,patrily01,Patrick,1988,NHL,posthumous
Mike Ilitch,ilitcmi01h,Patrick,1990,NHL,
Brian Mullen,mullebr01,Patrick,1994,NHL,
Hoby Baker,bakerho01h,Patrick,1986,NHL,posthumous
Marcel Dionne,dionnma01,Patrick,2005,NHL,
Mark Messier,messima01,Patrick,2008,NHL,
