year,lgid,tmid,g,w,l,t,gf,ga,pim,benchminor,ppg,ppc,sha,pkg,pkc,shf
1920,PCHA,VML,2,2,0,0,13,2,,,,,,,,
1956,NHL,MTL,10,8,2,0,37,18,122,,,,,,,
1970,NHL,PHI,4,0,4,0,8,20,57,,4,,1,7,,0
1921,WCHL,REG,6,3,1,2,7,8,,,,,,,,
1993,NHL,NJD,20,11,9,0,52,49,421,4,14,81,1,11,85,1
1984,NHL,MNS,9,5,4,0,38,38,258,0,12,44,1,6,47,1
1960,NHL,MTL,6,2,4,0,15,16,120,,,,,,,
1981,NHL,WIN,4,1,3,0,13,20,121,0,5,26,0,2,16,0
2007,NHL,COL,10,4,6,0,26,33,134,2,10,48,4,10,44,1
1996,NHL,OTT,7,3,4,0,13,14,91,2,7,35,1,2,27,0
2005,NHL,NJD,9,5,4,0,27,21,140,2,11,58,0,11,45,4
2006,NHL,SJS,11,6,5,0,25,27,165,4,4,57,2,8,47,0
1932,NHL,NYR,8,6,1,1,25,13,103,,,,,,,
1976,NHL,PIT,3,1,2,0,10,13,60,2,3,10,0,4,10,0
1996,NHL,STL,6,2,4,0,12,13,198,0,5,37,1,6,42,0
1989,NHL,BUF,6,2,4,0,13,17,126,2,6,30,0,2,29,0
1972,NHL,MTL,17,12,5,0,73,52,179,,15,,2,12,,1
1999,NHL,PHO,5,1,4,0,10,17,75,0,3,19,0,7,27,0
1994,NHL,WAS,7,3,4,0,26,29,213,4,6,44,1,10,42,1
1976,WHA,IND,9,5,4,0,33,34,,,,,,,,
2001,NHL,LAK,7,3,4,0,13,16,72,2,1,17,0,2,26,0
1973,WHA,CLC,5,1,4,0,9,18,,,,,,,,
1979,NHL,HAR,3,0,3,0,8,18,22,0,0,7,0,2,10,1
1995,NHL,FLO,22,12,10,0,61,57,401,6,14,109,2,20,103,1
1997,NHL,BUF,15,10,5,0,46,32,268,2,16,89,1,9,90,2
1985,NHL,MTL,20,15,5,0,56,41,689,6,17,93,3,10,82,4
1999,NHL,OTT,6,2,4,0,10,17,81,0,2,22,0,2,23,0
1996,NHL,EDM,12,5,7,0,32,37,204,0,8,55,1,10,61,3
1993,NHL,NYR,23,16,7,0,81,50,379,2,22,104,3,9,103,2
1991,NHL,BOS,15,8,7,0,40,51,254,2,11,61,3,15,77,1
1962,NHL,TOR,10,8,2,0,31,16,93,,,,,,,
1922,WCHL,REG,2,0,1,1,3,4,,,,,,,,
