year,lgid,tmid,franchid,confid,divid,rank,playoff,g,w,l,t,otl,pts,sow,sol,gf,ga,name,pim,benchminor,ppg,ppc,sha,pkg,pkc,shf
1978,NHL,VAN,VAN,CC,SM,2,PRE,80,25,42,13.0,,63,,,217,291,Vancouver Canucks,1134,14,56,295,9,49,248,1
1923,NHL,TRS,TOR,,,3,,24,10,14,0.0,,20,,,59,85,Toronto St. Patricks,242,,,,,,,
1938,NHL,NYA,BKN,,,4,QF,48,17,21,10.0,,44,,,119,157,New York Americans,284,,,,,,,
1985,NHL,EDM,EDM,CC,SM,1,DF,80,56,17,7.0,,119,,,426,310,Edmonton Oilers,1928,28,78,295,15,77,409,27
1915,PCHA,SEA,SEA,,,3,,18,9,9,0.0,,18,,,68,67,Seattle Metropolitans,,,,,,,,
2002,NHL,PHO,PHO,WC,PC,4,,82,31,35,11.0,5,78,,,204,230,Phoenix Coyotes,1433,24,55,385,11,77,412,4
1978,NHL,BOS,BOS,WA,AD,1,SF,80,43,23,14.0,,100,,,316,270,Boston Bruins,1222,20,59,249,9,72,285,6
1985,NHL,VAN,VAN,CC,SM,4,DSF,80,23,44,13.0,,59,,,282,333,Vancouver Canucks,1813,20,89,419,17,71,328,11
1987,NHL,NYI,NYI,WA,PT,1,DSF,80,39,31,10.0,,88,,,308,267,New York Islanders,1732,20,87,387,8,94,416,8
1988,NHL,MNS,DAL,CC,NO,3,DSF,80,27,37,16.0,,70,,,258,278,Minnesota North Stars,1972,12,78,392,9,82,441,17
2011,NHL,PHI,PHI,EC,AT,3,CSF,82,47,26,,9,103,4,7,264,232,Philadelphia Flyers,1318,18,66,335,9,58,319,6
1927,NHL,OTS,STE,,CA,3,QF,44,20,14,10.0,,50,,,78,57,Ottawa Senators,483,,,,,,,
2010,NHL,TBL,TBL,EC,SE,2,CF,82,46,25,,11,103,6,6,247,240,Tampa Bay Lightning,905,24,69,336,16,49,302,1
1980,NHL,PHI,PHI,CC,PT,2,QF,80,41,24,15.0,,97,,,313,249,Philadelphia Flyers,2621,40,75,278,4,85,432,10
2005,NHL,WAS,WAS,EC,SE,5,,82,29,41,,12,70,7,6,237,306,Washington Capitals,1499,26,72,490,18,116,550,15
1983,NHL,BOS,BOS,WA,AD,1,DSF,80,49,25,6.0,,104,,,336,261,Boston Bruins,1606,16,82,342,7,56,336,10
1987,NHL,CHI,CHI,CC,NO,3,DSF,80,30,41,9.0,,69,,,284,328,Chicago Blackhawks,2228,12,98,426,13,96,484,18
1928,NHL,OTS,STE,,CA,4,,44,14,17,13.0,,41,,,54,67,Ottawa Senators,463,,,,,,,
2003,NHL,FLO,FLO,EC,SE,4,,82,28,35,15.0,4,75,,,188,221,Florida Panthers,1192,22,52,310,12,51,373,7
1909,NHA,OT1,STE,,,2,,12,9,3,0.0,,18,,,89,66,Ottawa Senators,,,,,,,,
1977,NHL,PIT,PIT,WA,NO,4,,80,25,37,18.0,,68,,,254,321,Pittsburgh Penguins,1300,14,53,261,7,61,251,5
1915,PCHA,VML,VMR,,,2,,18,9,9,0.0,,18,,,75,69,Vancouver Millionaires,,,,,,,,
1943,NHL,DET,DET,,,2,SF,50,26,18,6.0,,58,,,214,177,Detroit Red Wings,356,,,,,,,
2009,NHL,LAK,LAK,WC,PC,3,CQF,82,46,27,,9,101,10,8,241,219,Los Angeles Kings,979,16,64,307,6,60,304,4
1973,NHL,NYI,NYI,,ED,8,,78,19,41,18.0,,56,,,182,247,New York Islanders,1075,6,32,230,13,63,262,7
1991,NHL,LAK,LAK,CC,SM,2,DSF,80,35,31,14.0,,84,,,287,296,Los Angeles Kings,2161,10,79,411,12,76,417,11
1989,NHL,EDM,EDM,CC,SM,2,SC,80,38,28,14.0,,90,,,315,283,Edmonton Oilers,2046,22,84,407,6,82,417,22
1986,NHL,BOS,BOS,WA,AD,3,DSF,80,39,34,7.0,,85,,,301,276,Boston Bruins,1870,30,65,334,5,60,325,13
1978,WHA,IND,IND,,,7,,25,5,18,2.0,,12,,,78,130,Indianapolis Racers,557,16,16,,7,27,,0
1974,WHA,MFS,MFS,,WW,3,AVSF,78,42,33,3.0,,87,,,308,279,Minnesota Fighting Saints,1233,,53,228,9,47,256,15
1966,NHL,TOR,TOR,,,3,SC,70,32,27,11.0,,75,,,204,211,Toronto Maple Leafs,736,,37,237,6,56,240,6
1992,NHL,OTT,OTT,WA,AD,6,,84,10,70,4.0,,24,,,202,395,Ottawa Senators,1716,26,66,448,11,115,460,7
1981,NHL,CHI,CHI,CC,NO,4,CF,80,30,38,12.0,,72,,,332,363,Chicago Black Hawks,1775,12,78,315,12,93,383,13
1986,NHL,NJD,NJD,WA,PT,6,,80,29,45,6.0,,64,,,293,368,New Jersey Devils,1735,22,82,382,10,95,361,9
1969,NHL,NYR,NYR,,ED,4,QF,76,38,22,16.0,,92,,,246,189,New York Rangers,853,10,52,295,7,40,269,7
1922,PCHA,SEA,SEA,,,3,,30,15,15,0.0,,30,,,100,106,Seattle Metropolitans,,,,,,,,
1909,NHA,COB,BKN,,,4,,12,4,8,0.0,,8,,,79,104,Cobalt Silver Kings,,,,,,,,
1966,NHL,DET,DET,,,5,,70,27,39,4.0,,58,,,212,241,Detroit Red Wings,719,,46,230,7,46,246,6
2002,NHL,TBL,TBL,EC,SE,1,CSF,82,36,25,16.0,5,93,,,219,210,Tampa Bay Lightning,1079,30,70,391,5,55,316,6
1979,NHL,STL,STL,CC,SM,2,PRE,80,34,34,12.0,,80,,,266,278,St. Louis Blues,1037,14,53,289,4,40,263,5
1994,NHL,CAL,CAL,WC,PC,1,CQF,48,24,17,7.0,,55,,,163,135,Calgary Flames,1249,18,39,211,3,37,249,7
1995,NHL,CHI,CHI,WC,CE,2,CSF,82,40,28,14.0,,94,,,273,220,Chicago Blackhawks,1880,20,63,356,7,65,447,13
2005,NHL,NYR,NYR,EC,AT,3,CQF,82,44,26,,12,100,7,4,257,215,New York Rangers,1194,12,83,442,9,79,486,4
2005,NHL,FLO,FLO,EC,SE,4,,82,37,34,,11,85,4,5,240,257,Florida Panthers,1279,24,63,411,12,91,514,5
1937,NHL,MTL,MTL,,CA,3,QF,48,18,17,13.0,,49,,,123,128,Montreal Canadiens,342,,,,,,,
1990,NHL,HAR,CAR,WA,AD,4,DSF,80,31,38,11.0,,73,,,238,276,Hartford Whalers,2209,24,73,403,9,72,369,5
1925,WCHL,EDE,EDE,,,1,WF,30,19,11,0.0,,38,,,94,77,Edmonton Eskimos,,,,,,,,
1912,PCHA,VA1,SPO,,,1,WCS,15,10,5,0.0,,20,,,68,56,Victoria Aristocrats,,,,,,,,
2007,NHL,SJS,SJS,WC,PC,1,CSF,82,49,23,,10,108,6,6,222,193,San Jose Sharks,1075,14,70,374,9,44,310,7
1957,NHL,TOR,TOR,,,6,,70,21,38,11.0,,53,,,192,226,Toronto Maple Leafs,861,,,,,,,
1922,NHL,HAM,BKN,,,4,,24,6,18,0.0,,12,,,81,110,Hamilton Tigers,188,,,,,,,
1922,NHL,MTL,MTL,,,2,NHLF,24,13,9,2.0,,28,,,73,61,Montreal Canadiens,193,,,,,,,
1983,NHL,WAS,WAS,WA,PT,2,DF,80,48,27,5.0,,101,,,308,226,Washington Capitals,1252,18,77,382,18,39,293,8
1934,NHL,BOS,BOS,,AM,1,SF,48,26,16,6.0,,58,,,129,112,Boston Bruins,379,,,,,,,
1968,NHL,LAK,LAK,,WD,4,SF,76,24,42,10.0,,58,,,185,260,Los Angeles Kings,688,,31,241,7,53,254,2
1918,NHL,TOA,TOR,,,3,,18,5,13,0.0,,10,,,64,92,Toronto Arenas,269,,,,,,,
2001,NHL,DET,DET,WC,CE,1,SC,82,51,17,10.0,4,116,,,251,187,Detroit Red Wings,1053,10,73,359,7,48,343,9
1981,NHL,MNS,DAL,CC,NO,1,DSF,80,37,23,20.0,,94,,,346,288,Minnesota North Stars,1358,20,89,362,9,49,271,11
1999,NHL,NYR,NYR,EC,AT,4,,82,29,38,12.0,3,73,,,218,246,New York Rangers,916,4,55,325,9,49,292,5
2006,NHL,COL,COL,WC,NW,4,,82,44,31,,7,95,5,4,272,251,Colorado Avalanche,884,20,79,374,9,70,353,7
1980,NHL,BOS,BOS,WA,AD,2,PRE,80,37,30,13.0,,87,,,316,272,Boston Bruins,1836,26,87,342,8,82,358,13
1919,PCHA,VML,VMR,,,2,PF,22,11,11,0.0,,22,,,75,65,Vancouver Millionaires,,,,,,,,
1931,NHL,MTL,MTL,,CA,1,SF,48,25,16,7.0,,57,,,128,111,Montreal Canadiens,448,,,,,,,
1967,NHL,MNS,DAL,,WD,4,SF,74,27,32,15.0,,69,,,191,226,Minnesota North Stars,714,,55,261,8,29,216,1
1916,PCHA,SPO,SPO,,,4,,23,8,15,0.0,,16,,,89,143,Spokane Canaries,,,,,,,,
1997,NHL,CHI,CHI,WC,CE,5,,82,30,39,13.0,,73,,,192,199,Chicago Blackhawks,1546,12,47,364,5,58,381,13
1925,NHL,BOS,BOS,,,4,,36,17,15,4.0,,38,,,92,85,Boston Bruins,292,,,,,,,
1976,NHL,CHI,CHI,CC,SM,3,PRE,80,26,43,11.0,,63,,,240,298,Chicago Black Hawks,1104,18,59,267,9,62,282,4
1938,NHL,CHI,CHI,,,7,,48,12,28,8.0,,32,,,91,132,Chicago Black Hawks,361,,,,,,,
1922,WCHL,EDE,EDE,,,1,F,30,19,10,1.0,,39,,,112,90,Edmonton Eskimos,,,,,,,,
1998,NHL,PIT,PIT,EC,AT,3,CSF,82,38,30,14.0,,90,,,242,225,Pittsburgh Penguins,977,12,65,363,14,56,302,10
1935,NHL,TOR,TOR,,CA,2,F,48,23,19,6.0,,52,,,126,106,Toronto Maple Leafs,579,,,,,,,
1964,NHL,BOS,BOS,,,6,,70,21,43,6.0,,48,,,166,253,Boston Bruins,946,,25,254,10,52,293,10
1957,NHL,CHI,CHI,,,5,,70,24,39,7.0,,55,,,163,202,Chicago Black Hawks,906,,,,,,,
1991,NHL,PHI,PHI,WA,PT,6,,80,32,37,11.0,,75,,,252,273,Philadelphia Flyers,1838,10,68,411,12,76,392,15
1976,NHL,TOR,TOR,WA,AD,3,QF,80,33,32,15.0,,81,,,301,285,Toronto Maple Leafs,1200,8,63,281,6,59,284,13
1982,NHL,HAR,CAR,WA,AD,5,,80,19,54,7.0,,45,,,261,403,Hartford Whalers,1392,28,51,264,9,70,293,6
2005,NHL,STL,STL,WC,CE,5,,82,21,46,,15,57,4,8,197,292,St. Louis Blues,1373,18,75,512,8,82,461,6
1990,NHL,CAL,CAL,CC,SM,2,DSF,80,46,26,8.0,,100,,,344,263,Calgary Flames,2201,32,91,384,8,77,420,17
1980,NHL,DET,DET,WA,NO,5,,80,19,43,18.0,,56,,,252,339,Detroit Red Wings,1687,24,60,316,12,82,317,7
1989,NHL,WAS,WAS,WA,PT,3,CF,80,36,38,6.0,,78,,,284,275,Washington Capitals,2204,12,70,412,15,71,370,9
2001,NHL,NJD,NJD,EC,AT,3,CQF,82,41,28,9.0,4,95,,,205,187,New Jersey Devils,1010,18,44,261,8,43,264,2
1972,NHL,MNS,DAL,,WD,3,QF,78,37,30,11.0,,85,,,254,230,Minnesota North Stars,881,0,37,237,7,59,265,1
1999,NHL,BUF,BUF,EC,NE,3,CQF,82,35,32,11.0,4,85,,,213,204,Buffalo Sabres,1173,10,37,351,10,54,361,8
1987,NHL,QUE,COL,WA,AD,5,,80,32,43,5.0,,69,,,271,306,Quebec Nordiques,2042,16,99,456,17,96,410,8
2011,NHL,VAN,VAN,WC,NW,1,CQF,82,51,22,,9,111,8,7,249,198,Vancouver Canucks,1049,10,57,288,4,40,286,7
1989,NHL,CHI,CHI,CC,NO,1,CF,80,41,33,6.0,,88,,,316,294,Chicago Blackhawks,2426,30,80,349,9,75,379,11
